gene,chr,cpg_start,cpg_end,mecp2_enrichment,exo_signal,endo_signal,binding_type,distance_to_gene,baseMean,log2FoldChange,padj
0610010F05Rik,chr11,23633135,23633766,3.29051701799228,48.751228979986784,14.815674471038754,both,127,1746.055965,-0.581833564,1.41552e-14
0610038B21Rik,chr8,77517280,77518435,5.102924366438029,227.42827438804176,44.56822364129855,both,224,,,
0610040J01Rik,chr5,63812229,63812661,2.96874838731207,117.94750299662957,39.72970680193623,both,134,,,
1110034G24Rik,chr2,132686949,132687166,4.941971347704228,140.82906845464393,28.49653681623741,both,18,,,
1600017P15Rik,chr3,30595182,30595631,3.1571509653324994,146.6293425885827,46.44356389626754,both,102,,,
1700001L05Rik,chr15,83366863,83367533,27.85087428607885,62.0493595219748,2.2279142437187303,both,251,,,
1700003G18Rik,chr7,116093081,116093523,3.210405106326461,131.26347267890074,40.88688758319984,both,364,,,
1700018A14Rik,chr18,46198145,46199234,2.764395535116236,13.23974050553072,4.789379934002108,both,497,,,
1700025A08Rik,chr5,67607245,67608749,3.344338885626762,193.9041245470777,57.97980742335511,both,27,,,
1700028N14Rik,chr11,103267034,103267850,2.189412802678285,26.190006753859592,11.962114555017507,both,105,,,
1700030J22Rik,chr8,116978661,116979149,3.089931397554748,324.2253340508089,104.92962216164037,both,206,,,
1700034P13Rik,chr1,9747560,9748645,2.148062851354096,98.63692954821614,45.919014653615655,both,88,,,
1700047K16Rik,chr11,58322902,58323440,2.403709112196292,142.20706083019965,59.16151006319717,both,86,,,
1700086L19Rik,chr12,74283973,74284332,3.818458287633312,26.93545994252074,7.054014451265721,both,269,,,
1700086P04Rik,chr4,129048635,129049248,3.115846687087168,176.19254131783032,56.54724349821684,both,1462,,,
1700088E04Rik,chr15,79140843,79141472,3.2319051643025607,72.08234447714301,22.30336003460617,both,219,,,
1810012K08Rik,chr2,26138465,26138848,3.096444842565326,40.20451398337666,12.984088536215696,both,81,,,
2010007H06Rik,chr9,51278564,51279283,3.578576636546991,390.9458222843044,109.24617857605318,both,51,,,
2310009A05Rik,chr9,73039433,73039967,5.456561217687887,117.30160344965884,21.497349478901867,both,285,193.7435042,-0.678751348,0.000439789
2310035C23Rik,chr1,105663826,105664647,2.189614516184518,71.04066616099725,32.44437120593636,both,35,,,
2410089E03Rik,chr15,8168930,8169448,3.561500382609834,101.60033112684306,28.527395819733503,both,176,,,
