gene,chr,cpg_start,cpg_end,mecp2_enrichment,exo_signal,endo_signal,binding_type,distance_to_gene,baseMean,log2FoldChange,padj,category
2610301B20Rik,chr4,10874291,10875069,2.654868469127454,28.54163723789532,10.750678449722136,both,207,2598.009253,-0.180941355,0.021459357,non-deregulated
9330182L06Rik,chr5,9266123,9266516,5.321964824785694,356.68021885082163,67.02040141071103,both,5,1521.570103,0.243470868,0.002253089,non-deregulated
A430005L14Rik,chr4,153956902,153957585,3.297312034591548,170.82399504562989,51.807045634002485,both,335,902.223363,-0.473645443,2.20743e-05,non-deregulated
AI597479,chr1,43098480,43098954,2.7704762523974944,280.3086323521928,101.1770565113566,both,230,997.8017773,-0.203995168,0.046518078,non-deregulated
AW549877,chr15,3995516,3996031,2.103037077190306,108.75241162439976,51.71207526673512,both,279,3569.942748,-0.225796699,0.003133934,non-deregulated
Aasdhppt,chr9,4309133,4309885,2.6295751485400234,29.345264736226653,11.159698079942515,both,391,1282.24681,-0.286441455,0.000870396,non-deregulated
Abcc4,chr14,118533924,118534141,2.391169895041504,11.987155937159946,5.013092529316862,both,51232,1062.229333,0.453829394,4.90801e-06,non-deregulated
Aco1,chr4,40143246,40143838,3.1954420722998043,370.15998525986106,115.83999236557956,both,165,3646.490386,-0.254462944,7.85119e-05,non-deregulated
Adam19,chr11,46056019,46056350,5.028425572767196,156.98898272966778,31.220305532587428,both,27,2798.570541,-0.306813395,1.33412e-05,non-deregulated
Adam22,chr5,8367751,8368260,4.279442297830198,54.73257854481847,12.789652187288397,both,100,977.4920703,0.395379728,1.97441e-05,non-deregulated
Adgrl3,chr5,81019583,81020622,2.674722177387251,258.6215525093527,96.69099643163013,both,555,4562.470753,0.226072079,0.000739989,non-deregulated
Aftph,chr11,20740857,20741948,3.231697479104342,192.8339808075294,59.66956438663093,both,359,1877.350763,-0.206949885,0.013852768,non-deregulated
Agap1,chr1,89580254,89581800,2.649708106717646,96.68405775536073,36.48856925419197,both,125448,6163.969978,0.477008176,1.99444e-12,non-deregulated
Agk,chr6,40325363,40325763,4.242929640996226,69.97475578410211,16.49208488116062,both,191,906.1964877,-0.300602533,0.004635065,non-deregulated
Agpat5,chr8,18845955,18846995,2.464359500594884,172.259332904364,69.90024501814021,both,322,3779.305269,-0.191122625,0.012251126,non-deregulated
Agps,chr2,75832130,75832557,12.928380267320064,105.45359938213775,8.156752601770224,both,47,3732.67068,-0.244758005,0.000429159,non-deregulated
Akap8,chr17,32320337,32321699,4.11271637591501,162.56283266890668,39.52687659691564,both,546,2153.958197,-0.211062136,0.005715682,non-deregulated
Akap9,chr5,3928043,3928527,4.426055633954824,44.58153038743705,10.072519207717688,both,11,4136.846526,-0.237017335,0.000871449,non-deregulated
Akr1a1,chr4,116651418,116651698,2.593696002680596,383.5607560506991,147.88192434822255,both,18,7687.931441,-0.362858421,8.64832e-09,non-deregulated
Aldh3a2,chr11,61266868,61267493,3.0376272812934784,172.8799061058245,56.91281059084017,both,29,793.0234793,-0.241486816,0.032746188,non-deregulated
Aldoa,chr7,126808976,126809384,2.8801557229788006,55.230925365959,19.17636776557221,both,276,14398.86851,-0.213359535,0.002799114,non-deregulated
Amacr,chr15,10981770,10982073,8.332365332114032,64.80152258238462,7.777086097345136,both,14,174.4079222,-0.481974135,0.02348785,non-deregulated
Ambra1,chr2,91730091,91730424,2.922937396811694,19.198745041367843,6.568305247423229,both,43,1728.329222,0.481538954,6.13775e-10,non-deregulated
Ammecr1,chrX,142965784,142967008,4.039754474842749,15.574192127817495,3.855232347610367,both,280,1136.241961,-0.220201873,0.022734417,non-deregulated
Amotl1,chr9,14614297,14614977,3.385541014329964,27.957395885394977,8.257881315588804,both,506,12688.12529,-0.287829337,0.000187089,non-deregulated
Ank2,chr3,127498423,127499274,33.979904088939435,80.46665118682138,2.368065871410553,both,76,29114.20936,-0.150574761,0.049035774,non-deregulated
Ankrd13c,chr3,157946941,157948090,4.905267574592711,145.6736862160685,29.697398562027256,both,298,4006.843734,0.264665216,5.52992e-05,non-deregulated
Anxa5,chr3,36475547,36475970,2.79111574758604,14.928907209315186,5.3487237934244725,both,76,1300.752827,-0.230229909,0.00950362,non-deregulated
Apip,chr2,103073378,103073940,2.6952524664712256,86.4596604922978,32.078501575585456,both,297,353.0632391,-0.321059691,0.026406198,non-deregulated
Aplp2,chr9,31211076,31212107,2.866935263456921,23.97801001035096,8.363638452525963,both,292,20631.46173,0.453424314,7.32143e-11,non-deregulated
Arfgef2,chr2,166805343,166805987,2.5109584807498138,118.3746114311371,47.14319744378588,both,245,1785.78551,0.455360565,1.38709e-06,non-deregulated
Arhgap42,chr9,9238697,9239289,4.452400598064324,113.7957652567206,25.558294396553887,both,188,3151.708729,0.341399631,4.51324e-07,non-deregulated
Arhgef26,chr3,62338718,62339974,4.590034132976839,211.02249676242064,45.97405828561089,both,374,2369.756167,0.43803717,1.90356e-07,non-deregulated
Arl13b,chr16,62846598,62847166,3.416721274349761,84.30573470436435,24.674454816455185,both,126,566.4797134,-0.478590552,8.8928e-06,non-deregulated
Arl6ip1,chr7,118129309,118129813,6.85485359638664,19.44138465369541,2.8361487784280963,both,151,12741.70049,-0.198873674,0.001531236,non-deregulated
Armt1,chr10,4432145,4432861,3.914674803452853,168.36872380047103,43.00963228209022,both,322,953.6054509,-0.474241516,3.711e-08,non-deregulated
Arpc5,chr1,152765927,152767261,4.116954097483511,281.43644039179736,68.36035421522563,both,615,3081.893329,-0.374697369,5.92193e-07,non-deregulated
Asb13,chr13,3633944,3634416,3.820106354384656,149.737368602749,39.197172725540185,both,88,909.3880821,-0.392895128,2.39609e-05,non-deregulated
Aspm,chr1,139454634,139455233,7.457662558095525,48.53877352432077,6.508577338569766,both,138,9539.135709,-0.492315088,4.70149e-18,non-deregulated
Atad3a,chr4,155760771,155761212,3.642088772648069,175.4577229135941,48.17502643847511,both,119,1709.983244,0.261043167,0.001206429,non-deregulated
Atic,chr1,71556948,71557367,5.077603819946892,421.8168093378683,83.07399007397946,both,202,3246.396859,-0.404933848,2.56887e-09,non-deregulated
Atox1,chr11,55460934,55461289,2.8434071074678733,15.727659526484189,5.531272495302325,both,50,955.1880192,-0.434533382,1.76166e-05,non-deregulated
Atp11b,chr3,35753871,35754721,4.113485093121647,146.24386610099475,35.55230243705903,both,235,2129.275588,-0.24389243,0.003170188,non-deregulated
Atp5a1,chr18,77773913,77774264,2.868634533215957,104.22287178462398,36.33187517539302,both,184,26849.22767,-0.452103359,3.62926e-13,non-deregulated
Atp6v1b2,chr8,69088531,69088949,2.037506115593313,107.9618491286926,52.9872515731098,both,115,3741.141548,-0.259215347,0.000972001,non-deregulated
Atpif1,chr4,132533295,132533691,12.699660597471096,121.0083030302588,9.52846748159202,both,32,380.6266352,-0.353187433,0.017465844,non-deregulated
Atrnl1,chr19,57610205,57611845,2.916991457889114,163.5454523199423,56.06648311486392,both,829,3731.302205,0.267041044,0.000585215,non-deregulated
B230219D22Rik,chr13,55692916,55693717,3.288516715866414,14.708003677480384,4.472534260360394,both,208,5317.871274,-0.202269381,0.000909809,non-deregulated
BC031181,chr18,75005719,75006114,2.131460225281196,236.9700775614033,111.17733971795826,both,181,2148.184252,-0.478866238,3.16273e-08,non-deregulated
Bag5,chr12,111712542,111713550,3.307976763673437,66.62479168719322,20.14064682038692,both,293,1172.247055,-0.41316427,5.26086e-07,non-deregulated
Bcl9,chr3,97227607,97227810,2.299055092573868,149.05093691582016,64.8313898163061,both,23945,744.0691447,0.417632772,0.000146877,non-deregulated
