gene,chr,cpg_start,cpg_end,mecp2_enrichment,exo_signal,endo_signal,binding_type,distance_to_gene,baseMean,log2FoldChange,padj,category
2900026A02Rik,chr5,113137765,113138844,6.541956168488084,40.00984117735369,6.115883406568344,both,51442,778.7579088,0.794256827,1.93712e-11,up-regulated
4930412M03Rik,chr11,60115124,60115553,3.4450393778781216,291.2788595109401,84.5502264448267,both,323,120.8364027,1.029123074,8.07669e-06,up-regulated
6530402F18Rik,chr2,29251508,29253279,5.714711919813048,131.83739341819023,23.06982316310761,both,273,362.1207499,0.929879136,1.098e-10,up-regulated
AW011738,chr4,156203061,156203844,8.024743739381757,122.6545792477451,15.284547797559286,both,243,264.2796204,1.245924988,5.75086e-17,up-regulated
Adam12,chr7,134224650,134225407,3.4686348592791454,135.88493493510086,39.17533567178085,both,6739,14551.97579,0.886429305,2.2931499999999997e-39,up-regulated
Adgrg6,chr10,14544965,14545639,21.538907158923543,120.0964157275766,5.57578965550352,both,460,1251.72095,0.513534535,4.86529e-08,up-regulated
Adgrl2,chr3,148987630,148990644,2.4386327718145693,318.0547899967433,130.42340514438385,both,89,5964.912721,0.852909081,8.30109e-36,up-regulated
Afap1,chr5,35893170,35893597,2.871492491093196,53.39579045963404,18.595134977805888,both,149,2537.758858,1.121297547,8.76331e-39,up-regulated
Aff2,chrX,69360457,69360750,3.037898542641625,73.83853837645269,24.30579472619448,both,163,913.9652988,1.292879522,7.00876e-45,up-regulated
Agap2,chr10,127090960,127091967,2.566410277002755,79.0685044408044,30.808988394929003,both,1202,885.8816432,1.085961905,9.37226e-35,up-regulated
Ajuba,chr14,54575687,54577650,19.101126534619915,275.9334478314377,14.445925340126982,both,11,412.953093,0.520352167,1.75877e-05,up-regulated
Akap1,chr11,88863935,88864835,3.159632153150676,50.1251703680557,15.86424239861992,both,249,1270.870453,0.639842008,1.85319e-10,up-regulated
Als2cl,chr9,110879961,110880440,3.4726147699089664,239.45118841684567,68.9541467403028,both,91,85.47321959,1.175538312,5.10379e-06,up-regulated
Amotl2,chr9,102717597,102718950,4.174251215105156,195.4566297647671,46.82435715835163,both,925,615.4147012,1.490577864,1.32677e-38,up-regulated
Amph,chr13,18948372,18949027,2.0798550729878014,91.68760417777456,44.08365052381336,both,21,1985.895681,0.520698975,6.33935e-13,up-regulated
Ankib1,chr5,3802402,3803640,4.683643290237946,608.1497876342288,129.84545362405953,both,715,7576.611624,0.761073497,1.17592e-36,up-regulated
Ankrd42,chr7,92636528,92637265,3.608499210372941,46.76765533601247,12.960417228740086,both,123,208.6909974,0.688787311,0.000309414,up-regulated
Anxa6,chr11,55033250,55033507,5.522557184090597,46.77379751071853,8.469590436376949,both,62,3488.110988,0.744367173,1.9358000000000003e-30,up-regulated
Apaf1,chr10,91082300,91083380,7.9306981450711485,88.27041103691239,11.130219486637705,both,610,2337.073733,0.658072017,1.25278e-16,up-regulated
Apba1,chr19,23758223,23758664,2.690742604248315,156.9519215971882,58.33033652099704,both,653,197.6213546,1.381104706,3.56131e-14,up-regulated
