gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Mrpl15,chr1,4785739,-,4785239,4788239,4785376,4785814,621,49,1,17.0129,72.0329,1,15.1053,71.9925,common
Tcea1,chr1,4857814,+,4855314,4858314,4857465,4858372,622,83,1,23.6054,115.43,1,45.2014,327.649,common
Pcmtd1,chr1,7088920,+,7086420,7089420,7088491,7089271,639,85,1,55.8079,517.2,1,80.9713,717.417,common
Gm26901,chr1,7397869,-,7397369,7400369,7397746,7398594,641,64,1,45.4634,359.027,1,57.9621,465.707,common
Rrs1,chr1,9545408,+,9542908,9545908,9545269,9546268,657,97,1,12.8483,59.4198,1,28.0933,171.719,common
Adhfe1,chr1,9547948,+,9545448,9548448,9545269,9546268,657,97,1,12.8483,59.4198,2,32.775549999999996,171.719,common
Mybl1,chr1,9700209,-,9699709,9702709,9699785,9700881,659,87,1,9.84846,42.8145,1,9.36444,33.6105,common
Vcpip1,chr1,9748382,-,9747882,9750882,9747560,9748645,659,89,1,38.6477,317.115,1,34.2504,230.914,common
1700034P13Rik,chr1,9747648,+,9745148,9748148,9747560,9748645,659,89,1,38.6477,317.115,1,34.2504,230.914,common
Cops5,chr1,10038168,-,10037668,10040668,10039745,10040279,661,60,1,13.1313,67.432,2,21.011200000000002,49.2001,common
Cspp1,chr1,10037987,+,10035487,10038487,10037950,10038215,661,31,1,13.1313,67.432,1,30.2543,190.263,common
Prex2,chr1,10993465,+,10990965,10993965,10993486,10994005,668,56,1,7.61017,27.9075,1,26.1708,159.277,common
Gm38178,chr1,11416918,+,11414418,11417418,11414060,11414465,672,44,1,9.25158,38.6651,1,18.7938,99.3468,common
Slco5a1,chr1,12992650,-,12992150,12995150,12991485,12992784,684,98,1,8.50548,33.6476,1,11.6714,31.7423,common
Ncoa2,chr1,13374083,-,13373583,13376583,13372746,13374794,687,188,1,45.3626,393.201,1,59.4282,469.864,common
Gm29570,chr1,13376070,+,13373570,13376570,13372746,13374794,687,188,1,45.3626,393.201,1,59.4282,469.864,common
Tram1,chr1,13589910,-,13589410,13592410,13589162,13590177,688,101,1,12.5344,62.7528,1,8.10384,26.5281,common
Lactb2,chr1,13660546,-,13660046,13663046,13660231,13660732,689,49,1,19.7775,89.6694,1,28.1821,113.853,common
Eya1,chr1,14310235,-,14309735,14312735,14309747,14310036,694,35,1,12.5344,62.7528,1,12.9976,57.3473,common
Terf1,chr1,15805646,+,15803146,15806146,15805591,15806108,705,60,2,9.77383,37.646,1,28.1029,175.902,common
Rpl7,chr1,16104662,-,16104162,16107162,16104765,16106291,707,169,1,19.9953,126.311,2,17.53715,34.1335,common
Rdh10,chr1,16105774,+,16103274,16106274,16104765,16106291,707,169,1,19.9953,126.311,2,17.53715,34.1335,common
Ube2w,chr1,16619489,-,16618989,16621989,16618558,16619401,711,107,1,20.443,130.425,1,17.0374,86.0698,common
Gm38342,chr1,16618560,+,16616060,16619060,16618558,16619401,711,107,1,20.443,130.425,1,17.0374,86.0698,common
Tceb1,chr1,16657042,-,16656542,16659542,16656764,16657043,712,25,1,37.0063,299.011,1,39.344,278.615,common
D030040B21Rik,chr1,16657552,+,16655052,16658052,16656764,16657043,712,25,1,37.0063,299.011,1,39.344,278.615,common
Mcm3,chr1,20820312,-,20819812,20822812,20819888,20820297,743,45,1,28.9219,153.322,1,16.0276,76.8451,common
Gm20587,chr1,20821331,+,20818831,20821831,20819888,20820297,743,45,1,28.9219,153.322,1,16.0276,76.8451,common
6720483E21Rik,chr1,20890473,-,20889973,20892973,20890434,20890811,744,33,1,20.7414,133.184,1,29.1567,185.114,common
Paqr8,chr1,20890606,+,20888106,20891106,20890434,20890811,744,33,1,20.7414,133.184,1,29.1567,185.114,common
Efhc1,chr1,20951626,+,20949126,20952126,20951662,20951890,744,20,1,40.1399,333.747,1,34.6016,234.145,common
Tram2,chr1,21079229,-,21078729,21081729,21078869,21079694,745,72,1,31.2612,170.667,1,25.3354,98.2364,common
Gm28287,chr1,21080114,+,21077614,21080614,21078869,21079694,745,72,1,31.2612,170.667,1,25.3354,98.2364,common
Gm6420,chr1,23256407,-,23255907,23258907,23256018,23257054,762,114,2,17.21836,22.7616,1,29.1738,180.943,common
Smap1,chr1,23922317,-,23921817,23924817,23921719,23922554,767,76,1,19.9901,91.0622,1,14.8027,45.4176,common
Sdhaf4,chr1,24005656,-,24005156,24008156,24005371,24005714,768,38,1,12.236,60.4449,2,11.972855,3.55442,common
Gm26524,chr1,24005505,+,24003005,24006005,24005371,24005714,768,38,1,12.236,60.4449,1,20.5297,110.275,common
Fam135a,chr1,24100341,-,24099841,24102841,24099641,24100556,768,108,1,25.6967,164.58,1,56.0066,434.819,common
Gm37580,chr1,24100625,+,24098125,24101125,24099641,24100556,768,108,1,25.6967,164.58,1,56.0066,434.819,common
Lmbrd1,chr1,24678630,+,24676130,24679130,24678516,24679083,773,54,1,25.8149,181.872,1,31.5149,201.254,common
Adgrb3,chr1,25829707,-,25829207,25832207,25829845,25830680,782,75,2,25.202550000000002,144.095,2,20.619799999999998,106.121,common
Gm9884,chr1,25830657,+,25828157,25831157,25829845,25830680,782,75,1,23.3906,144.095,1,19.9895,106.121,common
Ptp4a1,chr1,30949770,-,30949270,30952270,30948826,30950216,821,145,1,22.6813,151.413,2,19.55705,34.1335,common
Bag2,chr1,33757795,-,33757295,33760295,33757611,33757949,842,44,1,9.38918,36.1192,1,17.3886,88.6902,common
Zfp451,chr1,33814595,-,33814095,33817095,33814130,33814690,842,62,2,9.397095,29.9862,1,11.9437,50.3435,common
Bend6,chr1,33907816,-,33907316,33910316,33907457,33907693,843,20,2,7.14244,20.7695,1,5.76273,14.6613,common
Ccdc115,chr1,34439672,-,34439172,34442172,34439241,34440138,847,64,1,196.82,2545.09,1,165.807,1763.41,common
Imp4,chr1,34439851,+,34437351,34440351,34439241,34440138,847,64,1,196.82,2545.09,1,165.807,1763.41,common
Arhgef4,chr1,34678188,+,34675688,34678688,34678070,34678419,849,37,2,14.578904999999999,29.7852,1,6.30299,17.229,common
Fam168b,chr1,34843065,-,34842565,34845565,34842534,34843165,850,71,2,11.740845,7.84388,2,16.59915,49.2001,common
Hs6st1,chr1,36068400,+,36065900,36068900,36068460,36069216,860,81,1,7.41251,24.3902,1,13.3263,58.2778,common
Arid5a,chr1,36307733,+,36305233,36308233,36307616,36308213,862,61,1,80.1306,826.686,2,30.074299999999997,54.7229,common
Cnnm4,chr1,36471620,+,36469120,36472120,36471266,36472155,863,72,2,12.462325,16.997,2,21.0502,77.0442,common
Gm37909,chr1,36473952,+,36471452,36474452,36471266,36472155,863,72,1,18.1195,99.659,2,21.0502,77.0442,common
Cnnm3,chr1,36511867,+,36509367,36512367,36511763,36513006,863,128,1,16.8617,98.3835,2,25.32215,54.9876,common
Ankrd39,chr1,36547445,-,36546945,36549945,36546910,36547290,863,38,1,19.1395,85.5216,1,31.7914,208.55,common
Sema4c,chr1,36558349,-,36557849,36560849,36556807,36558424,863,139,1,16.7125,97.0944,1,19.8094,104.745,common
D430040D24Rik,chr1,36557701,+,36555201,36558201,36556807,36558424,863,139,1,16.7125,97.0944,1,19.8094,104.745,common
4933424G06Rik,chr1,36710149,+,36707649,36710649,36709621,36710148,865,50,1,23.18,112.498,1,23.7118,138.636,common
Coa5,chr1,37430103,-,37429603,37432603,37429777,37430415,870,67,1,7.75939,28.8417,1,21.4302,117.272,common
Unc50,chr1,37430139,+,37427639,37430639,37429777,37430415,870,67,1,7.75939,28.8417,1,21.4302,117.272,common
Mgat4a,chr1,37541016,-,37540516,37543516,37540315,37540920,871,56,1,14.0266,74.601,1,20.9015,115.832,common
Gm26805,chr1,37865299,+,37862799,37865799,37864612,37865324,873,78,1,32.679,252.341,1,33.8754,146.399,common
Mrpl30,chr1,37890477,+,37887977,37890977,37890362,37890782,874,38,1,12.5189,57.0793,1,10.248,25.9832,common
Txndc9,chr1,37997893,-,37997393,38000393,37997823,37998675,874,101,1,45.661,396.653,1,28.6298,180.497,common
Eif5b,chr1,37998010,+,37995510,37998510,37997823,37998675,874,101,1,45.661,396.653,1,28.6298,180.497,common
Rev1,chr1,38129801,-,38129301,38132301,38129048,38130208,875,167,1,6.25945,18.1929,1,18.2669,95.3185,common
Gm5099,chr1,38132083,+,38129583,38132583,38129048,38130208,875,167,1,6.25945,18.1929,1,18.2669,95.3185,common
Rpl31,chr1,39367842,+,39365342,39368342,39367434,39368617,885,100,1,20.5903,120.04,1,22.4823,128.55,common
Tbc1d8,chr1,39478755,-,39478255,39481255,39478123,39478997,886,81,1,29.0977,214.98,1,21.9704,121.517,common
Cnot11,chr1,39534992,+,39532492,39535492,39535587,39536365,886,98,2,11.862919999999999,41.7667,1,13.8666,61.8878,common
Rnf149,chr1,39577405,-,39576905,39579905,39576525,39577527,886,100,1,10.7438,49.244,2,12.766255000000001,35.7091,common
Gm23722,chr1,39573875,-,39573375,39576375,39576525,39577527,886,100,1,10.7438,49.244,2,12.766255000000001,35.7091,common
Map4k4,chr1,39900913,+,39898413,39901413,39900472,39901459,889,127,1,19.7775,89.6694,1,4.83934,7.3082,common
