gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Lypla1,chr1,4807788,+,4805288,4808288,4807559,4808103,621,73,0,0.0,1.0,1,11.3454,45.5273,endo_only
Gm37988,chr1,4807892,+,4805392,4808392,4807559,4808103,621,73,0,0.0,1.0,1,11.3454,45.5273,endo_only
Npbwr1,chr1,5917398,-,5916898,5919898,5916428,5917474,630,85,0,0.0,1.0,1,9.36444,33.6105,endo_only
4732440D04Rik,chr1,6215293,-,6214793,6217793,6214430,6215332,632,107,0,0.0,1.0,2,19.8539,45.8124,endo_only
A830018L16Rik,chr1,11414105,+,11411605,11414605,11414060,11414465,672,44,0,0.0,1.0,1,18.7938,99.3468,endo_only
4930444P10Rik,chr1,16093325,-,16092825,16095825,16092956,16093371,707,41,0,0.0,1.0,1,14.0514,64.5699,endo_only
Stau2,chr1,16520112,-,16519612,16522612,16519743,16520093,711,45,0,0.0,1.0,2,7.203415,14.6613,endo_only
Gdap1,chr1,17145362,+,17142862,17145862,17145467,17145795,715,23,0,0.0,1.0,1,12.4259,52.3845,endo_only
Kcnq5,chr1,21961942,-,21961442,21964442,21961003,21962124,752,99,0,0.0,1.0,3,16.094066666666667,40.3034,endo_only
B3gat2,chr1,23761753,+,23759253,23762253,23761822,23763204,766,131,0,0.0,1.0,1,9.67868,23.7717,endo_only
Col19a1,chr1,24587472,-,24586972,24589972,24586521,24587177,772,71,0,0.0,1.0,2,7.81609,7.54876,endo_only
Phf3,chr1,30873921,-,30873421,30876421,30873108,30874026,820,137,0,0.0,1.0,1,11.5255,46.6538,endo_only
Khdrbs2,chr1,32172714,+,32170214,32173214,32172540,32173046,830,50,0,0.0,1.0,1,15.9835,78.3188,endo_only
Prim2,chr1,33669795,-,33669295,33672295,33669553,33670569,841,73,0,0.0,1.0,1,15.6322,75.774,endo_only
1700001G17Rik,chr1,33669824,+,33667324,33670324,33669553,33670569,841,73,0,0.0,1.0,1,15.6322,75.774,endo_only
Rab23,chr1,33719887,+,33717387,33720387,33719825,33720450,842,91,0,0.0,1.0,1,13.7001,62.1396,endo_only
Gm26788,chr1,34178446,-,34177946,34180946,34177942,34178193,845,25,0,0.0,1.0,1,11.3454,45.5273,endo_only
Ptpn18,chr1,34459762,+,34457262,34460262,34459407,34459964,847,43,0,0.0,1.0,1,26.474,104.425,endo_only
Uggt1,chr1,36244720,-,36244220,36247220,36243891,36244412,861,53,0,0.0,1.0,2,16.02555,67.0225,endo_only
2010300C02Rik,chr1,37720085,-,37719585,37722585,37719313,37720128,872,88,0,0.0,1.0,1,3.96188,7.04143,endo_only
Chst10,chr1,38898161,-,38897661,38900661,38897864,38898202,881,46,0,0.0,1.0,1,7.68601,16.4537,endo_only
Creg2,chr1,39651474,-,39650974,39653974,39650441,39651282,887,76,0,0.0,1.0,2,4.742355,6.87079,endo_only
D930019O06Rik,chr1,39650176,+,39647676,39650676,39650441,39651282,887,76,0,0.0,1.0,2,9.113285,14.3787,endo_only
Gm37047,chr1,42491813,+,42489313,42492313,42491684,42491938,909,26,0,0.0,1.0,1,8.28393,27.5133,endo_only
Gulp1,chr1,44551511,+,44549011,44552011,44551578,44552491,924,63,0,0.0,1.0,1,19.8476,107.517,endo_only
RP24-194N4.6,chr1,52113751,-,52113251,52116251,52113708,52113995,982,31,0,0.0,1.0,1,17.6484,88.558,endo_only
Tmem194b,chr1,52630703,+,52628203,52631203,52630541,52630942,986,44,0,0.0,1.0,1,12.7861,54.7229,endo_only
