annotation,count,percentage
3' UTR,15,1.2615643397813288
5' UTR,7,0.5887300252312868
Distal Intergenic,35,2.943650126156434
"Exon (ENSMUST00000000127.5/22415, exon 3 of 5)",1,0.08410428931875526
"Exon (ENSMUST00000003154.6/13637, exon 2 of 4)",1,0.08410428931875526
"Exon (ENSMUST00000003351.12/14813, exon 3 of 13)",1,0.08410428931875526
"Exon (ENSMUST00000010298.6/234857, exon 3 of 15)",1,0.08410428931875526
"Exon (ENSMUST00000021458.12/20741, exon 23 of 36)",1,0.08410428931875526
"Exon (ENSMUST00000022744.4/14573, exon 2 of 3)",1,0.08410428931875526
"Exon (ENSMUST00000025202.7/16502, exon 2 of 2)",1,0.08410428931875526
"Exon (ENSMUST00000025253.11/53761, exon 16 of 31)",1,0.08410428931875526
"Exon (ENSMUST00000030170.14/382018, exon 16 of 44)",1,0.08410428931875526
"Exon (ENSMUST00000030489.8/21349, exon 3 of 5)",1,0.08410428931875526
"Exon (ENSMUST00000030510.13/83770, exon 6 of 6)",1,0.08410428931875526
"Exon (ENSMUST00000031591.9/16873, exon 3 of 5)",1,0.08410428931875526
"Exon (ENSMUST00000033189.5/12426, exon 5 of 5)",1,0.08410428931875526
"Exon (ENSMUST00000033300.3/11870, exon 3 of 5)",1,0.08410428931875526
"Exon (ENSMUST00000034707.14/20586, exon 29 of 34)",1,0.08410428931875526
"Exon (ENSMUST00000039484.5/237256, exon 6 of 6)",1,0.08410428931875526
"Exon (ENSMUST00000047393.6/13019, exon 3 of 3)",1,0.08410428931875526
"Exon (ENSMUST00000056977.13/12399, exon 6 of 6)",1,0.08410428931875526
"Exon (ENSMUST00000059737.2/ENSMUST00000059737.2, exon 1 of 1)",1,0.08410428931875526
"Exon (ENSMUST00000061273.11/59036, exon 4 of 4)",1,0.08410428931875526
"Exon (ENSMUST00000062241.10/81897, exon 2 of 2)",1,0.08410428931875526
"Exon (ENSMUST00000062483.14/14633, exon 14 of 14)",1,0.08410428931875526
"Exon (ENSMUST00000065196.12/20271, exon 27 of 27)",1,0.08410428931875526
"Exon (ENSMUST00000069098.6/320706, exon 14 of 15)",1,0.08410428931875526
"Exon (ENSMUST00000070890.5/71797, exon 3 of 3)",1,0.08410428931875526
"Exon (ENSMUST00000075044.9/99377, exon 2 of 3)",1,0.08410428931875526
"Exon (ENSMUST00000088174.3/50785, exon 2 of 2)",1,0.08410428931875526
"Exon (ENSMUST00000100294.2/ENSMUST00000100294.2, exon 1 of 1)",1,0.08410428931875526
"Exon (ENSMUST00000102694.3/19221, exon 6 of 9)",1,0.08410428931875526
"Exon (ENSMUST00000106051.7/97130, exon 5 of 7)",1,0.08410428931875526
"Exon (ENSMUST00000106051.7/97130, exon 6 of 7)",1,0.08410428931875526
"Exon (ENSMUST00000108362.7/80297, exon 9 of 18)",1,0.08410428931875526
"Exon (ENSMUST00000108493.2/629378, exon 4 of 4)",1,0.08410428931875526
"Exon (ENSMUST00000109191.1/241794, exon 3 of 3)",1,0.08410428931875526
"Exon (ENSMUST00000109255.2/106042, exon 7 of 8)",1,0.08410428931875526
"Exon (ENSMUST00000109969.2/ENSMUST00000109969.2, exon 1 of 2)",1,0.08410428931875526
"Exon (ENSMUST00000111416.6/100039795, exon 9 of 10)",1,0.08410428931875526
"Exon (ENSMUST00000117171.7/22419, exon 4 of 5)",1,0.08410428931875526
"Exon (ENSMUST00000117487.2/ENSMUST00000117487.2, exon 1 of 1)",1,0.08410428931875526
"Exon (ENSMUST00000120360.1/ENSMUST00000120360.1, exon 1 of 1)",1,0.08410428931875526
"Exon (ENSMUST00000121073.1/ENSMUST00000121073.1, exon 1 of 1)",1,0.08410428931875526
"Exon (ENSMUST00000121927.7/268903, exon 4 of 4)",1,0.08410428931875526
"Exon (ENSMUST00000127527.1/ENSMUST00000127527.1, exon 1 of 5)",1,0.08410428931875526
"Exon (ENSMUST00000127554.1/ENSMUST00000127554.1, exon 1 of 2)",1,0.08410428931875526
"Exon (ENSMUST00000140826.1/ENSMUST00000140826.1, exon 1 of 2)",1,0.08410428931875526
"Exon (ENSMUST00000150255.1/ENSMUST00000150255.1, exon 2 of 2)",1,0.08410428931875526
"Exon (ENSMUST00000164382.1/66733, exon 3 of 4)",1,0.08410428931875526
"Exon (ENSMUST00000168386.8/73072, exon 6 of 7)",1,0.08410428931875526
"Exon (ENSMUST00000172500.1/74971, exon 3 of 3)",1,0.08410428931875526
"Exon (ENSMUST00000173704.7/16468, exon 8 of 19)",1,0.08410428931875526
"Exon (ENSMUST00000177220.7/100043902, exon 4 of 4)",1,0.08410428931875526
"Exon (ENSMUST00000178843.2/242707, exon 8 of 8)",1,0.08410428931875526
"Exon (ENSMUST00000181044.1/ENSMUST00000181044.1, exon 3 of 3)",1,0.08410428931875526
