seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr10,33624362,33624567,52,215890,Clvs2
chr18,37767918,37768507,2338,93724,Pcdhga12
chr2,133554334,133554765,2175,12156,Bmp2
chr8,57340917,57341421,117,75996,Hdnr
chr18,77441514,77441726,818,240411,Loxhd1
chr6,113501731,113502045,0,210673,Prrt3
chr9,88599530,88599905,-14,320692,9430037G07Rik
chr4,145246400,145246821,49,21938,Tnfrsf1b
chr14,60086635,60086903,0,50769,Atp8a2
chr4,129105356,129105707,0,66260,Tmem54
chr3,107595121,107597090,90,11694,Alx3
chr9,26755649,26756070,365,76898,B3gat1
chr17,10318116,10318532,829,19317,Qki
chr1,37875331,37875824,2769,623661,Lipt1
chr15,74799698,74799953,33,76486,Ly6k
chr5,144545394,144546764,0,53324,Nptx2
chrX,103447736,103447985,14,22097,Tsix
chr7,12803403,12803766,0,232875,Zscan18
chr2,74749624,74750064,-2620,102634401,Gm14424
chr3,95356816,95357319,0,84505,Setdb1
chr6,110645760,110646300,178,108073,Grm7
chr1,170255385,170255751,0,622708,Gm6345
chr7,30453876,30454191,2291,243911,Kirrel2
chr12,100898889,100899508,0,238377,Gpr68
chr17,21962272,21962929,0,73233,Zfp942
chrX,135036000,135036213,0,320606,3632454L22Rik
chr7,51511100,51511412,0,233246,Ano5
chr18,15759890,15760238,0,71367,Chst9
chr10,88459494,88459991,0,20962,Sycp3
chr12,86470030,86470477,0,26380,Esrrb
chr9,123215689,123216077,0,109332,Cdcp1
chr4,3874952,3875274,-2847,17451,Mos
chr17,6601615,6601899,0,100040531,Dynlt1f
chrX,20703880,20704574,0,236733,Usp11
chr16,35660009,35660664,574,20357,Sema5b
chr9,111689987,111690485,0,20840,Stac
chr15,75974726,75975123,1943,69020,Zfp707
chr6,49395411,49395824,0,77485,Stk31
chr9,122568822,122569788,-2711,319626,9530059O14Rik
chr5,130448994,130449857,193,140904,Caln1
chr9,122166543,122166962,2674,20623,Snrk
chr11,35120996,35122006,0,20564,Slit3
chr11,98329544,98329756,0,18013,Neurod2
chr19,43386227,43386805,1449,545291,Hpse2
chr18,37515304,37515787,1683,93892,Pcdhb21
chr4,91400568,91400871,-584,15569,Elavl2
chr13,53472289,53472899,175,17702,Msx2
chr1,129273481,129273770,0,210417,Thsd7b
chr8,105979058,105979549,0,71854,Dpep3
chr2,174297262,174297532,-327,14683,Gnas
chr2,149830393,149831294,0,433485,Syndig1
chrX,64275774,64276014,0,245446,Slitrk4
chr5,28466765,28467039,0,654796,9530036O11Rik
chr1,132229003,132229380,819,213409,Lemd1
chr8,20424211,20424870,0,381598,2610005L07Rik
chr15,101412210,101412817,0,110310,Krt7
chr4,138913422,138914024,0,73162,Otud3
chr4,101717345,101717617,0,16847,Lepr
chr15,101438541,101439021,0,406219,Krt87
chrX,159988070,159988799,0,270672,Map3k15
chr18,36961681,36962396,1241,12941,Pcdha5
chr1,173367181,173367799,0,94332,Cadm3
chr19,58799413,58799838,1421,73442,Hspa12a
chr15,89457315,89457978,2273,60597,Mapk8ip2
chr5,117413599,117414352,0,333050,Ksr2
chr4,21688426,21689258,-2463,230025,Prdm13
chr16,91659907,91660476,0,20658,Son
chr11,11685304,11686481,0,22778,Ikzf1
chr13,58384781,58385404,0,70153,Qng1
chr4,78211708,78211991,0,19266,Ptprd
chr11,74589731,74590417,0,380711,Rap1gap2
chr5,116446558,116446866,0,68955,Srrm4
chr8,40634563,40634928,0,54384,Mtmr7
chr16,97763144,97763933,0,72388,Ripk4
chr3,38455890,38456228,-333,99696,Ankrd50
chr7,49974934,49975950,0,338352,Nell1
chr9,106650797,106651012,-2694,108068,Grm2
chr18,37674501,37674796,194,93711,Pcdhga3
chr19,18749696,18750012,0,225997,Trpm6
chr1,15286418,15287178,-76,98741,Kcnb2
chr8,121127839,121129274,0,14241,Foxl1
chr5,75075478,75076133,0,14843,Gsx2
chr16,94086715,94087055,1784,20465,Sim2
chr7,140787634,140787929,0,74075,Syce1
chr4,143394306,143394853,0,83491,Pramel1
chr3,94779211,94779426,564,70737,Cgn
chr1,136215816,136216116,-2988,76422,Mroh3
chr18,36931568,36932215,1283,116731,Pcdha1
chr1,23101887,23102262,0,66755,Ppp1r14bl
chrX,140061078,140062743,0,279706,Nup62cl
chr4,155360977,155362087,0,18762,Prkcz
chr17,23806918,23807174,-744,75956,Srrm2
chr16,16599644,16600154,0,224014,Fgd4
chr18,37755688,37756215,0,93723,Pcdhga11
chr13,104863566,104863806,87,77803,Shisal2b
chr19,56826156,56826522,0,83561,Tdrd1
chr8,83389732,83390052,0,12745,Clgn
