seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr3,89266357,89266652,0,68563,Dpm3
chr15,98662663,98663022,0,74351,Ddx23
chr3,129901406,129901709,0,12368,Casp6
chr10,31608595,31609655,0,268291,Rnf217
chr11,104231063,104232946,0,17762,Mapt
chr4,141444595,141445324,0,22642,Zbtb17
chr19,5729216,5729746,0,17826,Fam89b
chr7,27929216,27929571,0,73430,Zfp974
chr19,23273561,23274010,0,226026,Smc5
chr17,27622664,27623791,0,56409,Nudt3
chr17,71474748,71475973,0,74355,Smchd1
chr7,19532718,19532966,16,232947,Ppp1r37
chr9,21852370,21852764,0,319899,Dock6
chr1,155741117,155743246,0,16872,Lhx4
chr15,89453649,89454326,0,60597,Mapk8ip2
chr11,101225891,101226550,0,14055,Ezh1
chr2,4717462,4718320,0,209645,Bend7
chr15,76817113,76818347,0,223666,Arhgap39
chr3,27938473,27939115,0,18805,Pld1
chr5,108629403,108630051,0,231580,Gak
chr9,65629953,65631235,0,71973,Rbpms2
chr2,3118208,3118863,0,269233,Fam171a1
chr8,104248401,104248625,0,57813,Tk2
chr8,36094594,36095242,0,244418,Prag1
chr17,26067599,26069727,0,215445,Rab11fip3
chr19,41895893,41896185,0,107094,Rrp12
chr7,138909270,138909987,0,12176,Bnip3
chr15,100227623,100228623,0,11908,Atf1
chr2,114013363,114013823,0,100303644,C130080G10Rik
chr2,158667070,158668051,0,228852,Ppp1r16b
chr9,111311364,111312804,0,320429,Trank1
chr6,51270352,51271202,-442,387166,Mir148a
chr1,87153912,87155085,0,13599,Ecel1
chr14,57664861,57665494,0,57258,Xpo4
chr4,99120338,99121153,0,67299,Dock7
chr19,16872320,16874653,0,14240,Foxb2
chr11,119546892,119549732,0,100503830,Gm11762
chr2,33886987,33887689,0,72543,Mvb12b
chr12,75735241,75735934,0,81535,Sgpp1
chr11,114851258,114852601,0,70355,Gprc5c
chr15,37232987,37234441,0,105245924,Gm16136
chr3,102469923,102470379,0,18049,Ngf
chr10,83722674,83723229,0,69784,1500009L16Rik
chr6,83086319,83086720,0,16815,Lbx2
chr6,147042740,147043242,0,232536,Mrps35
chr14,46787831,46788439,0,12793,Cnih1
chr8,124948141,124949698,0,112405,Egln1
chrX,51679908,51681589,0,50786,Hs6st2
chr4,120666519,120667457,0,56222,Cited4
chr7,12834896,12835208,0,65020,Zfp110
chr8,70302335,70302963,0,234374,Ddx49
chr4,155694128,155695188,0,230991,Fndc10
chr9,66974829,66975542,0,80907,Lactb
chr11,78924996,78925388,0,18126,Nos2
chr8,123117316,123117626,0,102278,Cpne7
chr18,7004628,7004906,0,210719,Mkx
chr7,62419676,62420009,130,22652,Mkrn3
chr9,108460504,108460934,0,72454,Ccdc71
chr6,119107316,119109048,0,12288,Cacna1c
chr2,153632538,153632819,0,99311,Commd7
chr4,125085003,125085719,0,70088,Meaf6
chr9,44343911,44344249,0,15288,Hmbs
chr11,4160219,4160617,0,216516,Ccdc157
chr4,115890500,115890875,0,76237,Tmem275
chr19,4163126,4163430,0,58988,Rps6kb2
chr8,35765660,35766010,0,100502846,Gm19410
chrX,52613529,52614260,0,14734,Gpc3
chr9,72807002,72807894,128,235472,Prtg
chr11,58307031,58307679,0,103836,Zfp692
chr1,34842534,34843165,0,214469,Fam168b
chr13,36735064,36735286,0,68404,Nrn1
chr13,36736018,36736221,-887,68404,Nrn1
chr17,15526910,15527366,0,18567,Pdcd2
chr1,36243891,36244412,0,320011,Uggt1
chr1,6214430,6215332,0,12421,Rb1cc1
chr8,77517280,77518435,0,78514,Arhgap10
chr2,30801096,30801723,0,73598,1700001O22Rik
chr11,30267515,30268545,0,20742,Sptbn1
chr3,57846855,57848105,0,18645,Pfn2
chr12,76533065,76533975,0,100628604,Mir5135
chr4,155397650,155398245,0,14403,Gabrd
chr7,141131187,141131694,0,27388,Ptdss2
chr10,81482358,81482796,0,319586,Celf5
chr12,54984960,54986326,0,217578,Baz1a
chr2,76675060,76675790,0,83435,Plekha3
chr11,33680415,33680640,0,70357,Kcnip1
chr5,136565439,136569059,0,13047,Cux1
chrX,168122986,168123301,29,333605,Frmpd4
chr12,85338943,85339535,0,217718,Nek9
chr4,46039120,46039800,0,21916,Tmod1
chr4,115784823,115785381,0,230649,Atpaf1
chr17,24220509,24220795,0,72016,Tedc2
chr7,127904064,127904271,0,12041,Bckdk
chr5,121593162,121593688,0,11669,Aldh2
