seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr17,33824456,33824707,0,54127,Rps28
chr5,113310378,113310993,0,52850,Sgsm1
chr3,138143237,138144135,0,108943,Trmt10a
chr11,33162421,33163415,0,18148,Npm1
chr4,68953777,68954136,261,56710,Brinp1
chr15,101491241,101491471,41,100126226,Krt83
chr19,5366235,5367518,0,23825,Banf1
chr9,55543995,55544273,1659,104360,Isl2
chr6,115853290,115853807,0,17193,Mbd4
chr17,35164491,35165403,0,53761,Prrc2a
chr7,125444606,125445208,0,77035,Kdm8
chr7,12921732,12922559,0,20103,Rps5
chr1,120340460,120341881,0,226359,C1ql2
chr4,62479985,62480473,0,192120,Bspry
chr15,89841521,89842041,0,54526,Syt10
chr11,90002757,90003019,0,18559,Pctp
chr1,172632538,172633129,0,68440,Dusp23
chr18,34954057,34955064,0,15526,Hspa9
chr2,136890970,136891306,0,59030,Mkks
chr15,36210420,36210805,0,26942,Spag1
chr14,70442895,70443894,0,67065,Polr3d
chr6,5496015,5496279,0,27273,Pdk4
chr7,18991023,18991368,0,232934,Mypop
chr7,18991833,18992615,514,232934,Mypop
chrX,106027092,106027408,0,11977,Atp7a
chr5,139484186,139484613,0,100494,Zfand2a
chr11,81968539,81968876,-82,11418,Asic2
chr7,42505336,42505830,0,434178,Zfp141
chr16,94568960,94571088,0,13548,Dyrk1a
chr4,43442128,43443684,0,21754,Tesk1
chr10,80691139,80691432,2304,208228,Mob3a
chr18,62548279,62548924,0,107035,Fbxo38
chr4,148900324,148901765,0,69743,Casz1
chr8,83899680,83901247,0,330814,Adgrl1
chr2,181156705,181157058,0,13628,Eef1a2
chr5,64821980,64822270,-78,16599,Klf3
chr11,50859621,50860057,2797,108072,Grm6
chr2,119897055,119897698,0,29808,Mga
chr17,35916085,35917155,0,52040,Ppp1r10
chr1,38626793,38628084,0,16764,Aff3
chr1,172325700,172326579,1529,16524,Kcnj9
chr10,80433050,80434213,0,21423,Tcf3
chr2,119047071,119047638,0,76464,Knl1
chr8,70839006,70839676,0,70807,Arrdc2
chr8,119840183,119840679,0,72042,Cotl1
chr7,119896105,119896407,0,233805,Dcun1d3
chr7,16781943,16782384,-14,20514,Slc1a5
chr4,55349617,55350776,0,19359,Rad23b
chr18,36940596,36940872,1372,353234,Pcdha2
chr14,61439308,61440356,0,16648,Kpna3
chr11,83941927,83942374,0,78394,Ddx52
chrX,169319980,169320710,0,101055907,Gm15246
chr17,23666650,23666884,524,212733,Bicdl2
chr8,91133433,91134222,0,14339,Aktip
chr17,56673148,56673948,0,71810,Ranbp3
chr7,126798841,126799797,0,11674,Aldoa
chr7,62348253,62348744,1684,17984,Ndn
chr4,15148892,15149129,0,69352,Necab1
chr3,129830644,129831662,0,68147,Gar1
chr2,94241114,94241613,0,102465777,Mir129b
chr11,100939185,100939423,0,20848,Stat3
chr3,17786168,17787096,-2825,70441,Mir124-2hg
chr2,173737344,173737962,0,56491,Vapb
