chr,start,end,distanceToTSS,geneId,SYMBOL,category,exo_signal,endo_signal,enrichment,log2_enrichment,normalized_enrichment
chr17,57249286,57249536,0,106628,Trip10,Both,3940.6323292796337,41.48514140157739,94.98900560888046,6.569688634947276,0.9791642804578135
chr14,54575687,54577650,0,16475,Ajuba,Both,406.395641372182,13.094713945391405,31.03509118770862,4.9558284797580034,0.9375684624001518
chr2,6129611,6130306,0,227545,Proser2,Both,172.93323532025522,6.041932082704617,28.62217465424457,4.839061384132449,0.9324830123600186
chr5,138754435,138756097,0,80752,Fam20c,Both,251.9865124156596,8.885709099252447,28.35862727453672,4.825715794173193,0.9318769239005043
chr9,79718442,79719250,0,12816,Col12a1,Both,148.64227772549302,5.258014192513006,28.269660804101253,4.821182667862719,0.931669860700273
chr13,18948372,18949027,0,218038,Amph,Both,194.16403907924064,7.683484702307733,25.270309840133283,4.659371448211735,0.9238684274311607
chr18,80046780,80048073,0,93737,Pard6g,Both,391.5998214996559,16.11719367071022,24.297022763417576,4.602707638858285,0.9209393129498136
chr1,23761822,23763204,0,280645,B3gat2,Both,164.47708134424002,6.789503203352356,24.22520122871855,4.598436744447991,0.9207142102905
chr4,62208319,62208792,0,22696,Zfp37,Both,267.1094218997193,11.38864232162751,23.454017990578848,4.55176319197874,0.9182138493244537
chr14,8002678,8003008,0,66082,Abhd6,Both,185.1411675998431,8.346020163420002,22.18316802196373,4.471393509223804,0.9137305135301094
chr4,126321141,126321606,0,100206,Adprs,Both,189.40262086873904,8.68208831201558,21.81532991395805,4.447270386691721,0.9123396414804228
chr6,115134842,115135537,0,20965,Syn2,Both,446.3118718463671,20.97552527995061,21.277744699579607,4.411273337683135,0.9102243056031727
chr16,97922153,97922819,0,207781,C2cd2,Both,200.14279327645963,9.817984897686737,20.385322992665863,4.349458910493596,0.906477914750883
chr4,15945147,15945621,0,67460,Decr1,Both,161.2043080954867,7.915589215680242,20.365421158560373,4.34804974458758,0.9063907991723034
chr9,7184469,7185187,0,76863,Dcun1d5,Both,164.47494652821538,8.087202185922683,20.337682024880667,4.346083353149885,0.906269106566125
chr7,130264991,130266512,0,14183,Fgfr2,Both,433.3473546417611,21.50934631500029,20.14693279356199,4.332488311787562,0.9054236366321227
chr7,30072549,30072938,0,330502,Zfp82,Both,245.7634716505277,12.315601072356491,19.95545895053117,4.3187115542948655,0.9045594751839446
chr3,51559583,51561105,0,100039684,5031434O11Rik,Both,362.8432968811433,18.34022276244589,19.784017979547905,4.306263550837476,0.9037722156530053
chr9,20975904,20976860,0,14739,S1pr2,Both,186.7101910550165,9.532412383751224,19.58687722881978,4.29181549935284,0.9028507345834763
chr7,46845651,46846371,0,16828,Ldha,Both,270.6390936134422,13.820365788680126,19.58262883570817,4.291502544898535,0.9028306823212853
chr2,59611853,59612747,0,66860,Tanc1,Both,375.3487677089378,19.375409582239104,19.372430095775087,4.275933033197322,0.9018281083504727
chr15,64382175,64383019,0,13196,Asap1,Both,253.3704947020789,13.188757023645488,19.211097319316984,4.263868021591143,0.9010444624355711
