chr,start,end,distanceToTSS,geneId,SYMBOL,category,exo_signal,endo_signal,enrichment,log2_enrichment,normalized_enrichment
chr16,14317136,14317486,0,66086,Cep20,Both,110.1570754413379,20.759697630866025,5.306294792923846,2.407704827182773,0.6828565638504316
chr4,14864148,14864524,72,72519,Pip4p2,Both,137.7778076209262,27.21709811367943,5.0621784528776965,2.3397583665050448,0.6700855945521356
chr2,143914805,143915832,0,56431,Dstn,Both,63.03650935871109,13.237257217968846,4.762052162372618,2.251583423628855,0.6529014414238714
chr4,62208319,62208792,0,22696,Zfp37,Both,54.69826691838709,11.698746940862415,4.675566297389693,2.225141112584708,0.647612256609558
chr19,16955885,16956227,0,353211,Prune2,Both,112.07663439626124,24.0259639471311,4.664813226344832,2.2218193184145716,0.6469433465698777
chr8,27042455,27043091,0,114863,Plpbp,Both,67.45554378510286,15.399766670340336,4.380296482999381,2.1310285228120316,0.628273273355923
chr7,59228599,59229618,0,22215,Ube3a,Both,83.5925934311948,19.426718764016343,4.302970277514461,2.1053328749990774,0.6228528738921362
chr18,34759386,34759806,0,66306,Fam53c,Both,88.20468274882835,20.83243259096356,4.234007831955674,2.0820239380070897,0.6178836440042725
chr6,50455486,50456118,43,71720,Osbpl3,Both,146.61246827483137,35.49004715774333,4.131086882561187,2.046521402416755,0.6102190343341646
chr3,75956176,75957134,0,73124,Golim4,Both,157.9892631570223,38.47597166238361,4.106179943766877,2.0377968515799196,0.6083177596509493
chr16,41533256,41533520,0,268890,Lsamp,Both,150.5798324832592,36.89935586362415,4.0808255038322425,2.028861022250484,0.6063631788788084
chr10,13008301,13009120,2958,66125,Sf3b5,Both,44.43523767511082,10.926632883878696,4.066690822995543,2.0238553116541307,0.6052650398712203
chr19,37375917,37376608,0,16551,Kif11,Both,77.07869955792451,19.31999980194321,3.989580763358594,1.9962371518608855,0.5991647204736783
chr5,114130344,114131638,0,22256,Ung,Both,112.12903638790488,28.563891333494865,3.9255518472169455,1.9728954798081115,0.593954126961419
chr12,69724479,69725206,0,217666,L2hgdh,Both,50.89478699903382,13.073952869732926,3.892838493923184,1.9608224913973813,0.5912393179370291
chr3,27938473,27939115,0,18805,Pld1,Both,94.86197200226866,24.70055196305876,3.8404798461241167,1.9412865787521996,0.5868178231128375
chr2,119972306,119972644,-55,26390,Mapkbp1,Both,42.95813647700098,11.428241446781628,3.75894547529871,1.9103279887816567,0.579738828616341
chr18,9449439,9450330,0,67974,Ccny,Both,107.97670812428488,29.29949443826726,3.685275469574638,1.881772462939236,0.5731307554939615
chr1,136624636,136625002,0,226442,Zfp281,Both,66.83975325698081,18.24472077304716,3.663511987298972,1.8732273362965635,0.5711386599955183
chr12,25095914,25096527,0,15902,Id2,Both,176.8065763296879,48.46896512205168,3.6478306455370784,1.8670387523877177,0.5696917223263218
chr8,33385461,33386273,0,22427,Wrn,Both,108.27686555390704,30.17964722251305,3.58774457353948,1.8430771824519332,0.564055939047848
chr12,38778640,38779114,-266,14009,Etv1,Both,145.1964469274062,41.34168219513756,3.512107858651277,1.8123371514654985,0.5567481845175075
chr9,85326428,85328095,0,212943,Tent5a,Both,56.82752256428643,16.36571278240089,3.4723524309553286,1.7959133834355363,0.5528080510478052
chr8,45999747,46000367,0,654824,Ankrd37,Both,39.14738901120601,11.304346431776386,3.463038685824698,1.792038504062922,0.5518748232337062
chr6,54972329,54972715,0,107607,Nod1,Both,67.34101870145203,19.464844225415018,3.459622790791496,1.7906147466709974,0.5515315770361288
chr11,75510203,75510808,0,280408,Rilp,Both,40.69673151117218,11.785245338645678,3.453193407668925,1.7879311394246402,0.5508840921762428
chr4,70534251,70535408,0,230316,Megf9,Both,100.95657744020244,29.578907360698537,3.413127341354852,1.771094241367329,0.5468066417983782
chr1,39367434,39368617,0,114641,Rpl31,Both,82.71206697914447,24.294783556649406,3.4045196075231727,1.7674512420733013,0.5459209679566678
chr16,46010395,46010642,-177,433022,Plcxd2,Both,110.2300161607464,32.52813823882682,3.388758844770638,1.7607569735488107,0.5442902946506002
chr14,93890724,93891054,-45,211712,Pcdh9,Both,221.0944401626577,65.3519462932042,3.383134745072602,1.758360638608912,0.5437055631820708
chr19,46338374,46338785,0,67116,Cuedc2,Both,117.41302023850962,34.910659014108454,3.3632427331451824,1.7498529053192966,0.5416253180674347
chr1,55405582,55406648,0,227120,Plcl1,Both,73.91137707354986,22.31337830934976,3.3124243244950264,1.7278874951902616,0.536223745738612
chr3,155093198,155093621,0,74435,Lrriq3,Both,36.00601385593574,10.881011707409394,3.3090685704728675,1.7264251874667635,0.5358625727832119
chr8,94036620,94037114,0,68219,Nudt21,Both,93.895455179573,28.608489553992683,3.282083627741496,1.7146119992997815,0.5329376598245322
chr8,94037247,94037528,0,270086,Ogfod1,Both,93.895455179573,28.608489553992683,3.282083627741496,1.7146119992997815,0.5329376598245322
chr2,26091508,26092032,0,67991,Nacc2,Both,64.8166195832592,19.784291649901807,3.276165795078182,1.7120083684821799,0.5322912871381235
chr1,86582144,86582638,0,18582,Pde6d,Both,108.60811748317106,33.4406162445254,3.2477905517351644,1.6994585968961862,0.5291669926656277
chr9,88438514,88439419,0,244962,Snx14,Both,72.98112914222706,22.500354647983567,3.2435546143166003,1.6975757308280977,0.5286970048052301
chr3,94412490,94413511,0,72634,Tdrkh,Both,70.31052932988594,21.968843502961,3.2004656649499723,1.678281831249389,0.523862314436078
