gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Npbwr1,chr1,5917398,-,5916898,5919898,5916428,5917474,630,85,1,7.65304,15.4655,1,7.2132,7.42862,common
4732440D04Rik,chr1,6215293,-,6214793,6217793,6214430,6215332,632,107,1,8.29497,2.28663,1,11.9757,24.9119,common
Pcmtd1,chr1,7088920,+,7086420,7089420,7088491,7089271,639,85,1,30.6814,65.4523,1,22.7351,54.9418,common
Gm26901,chr1,7397869,-,7397369,7400369,7397746,7398594,641,64,1,22.8459,79.8207,1,19.1885,43.453,common
Rrs1,chr1,9545408,+,9542908,9545908,9545269,9546268,657,97,1,9.22749,35.9018,1,15.5653,33.2925,common
Adhfe1,chr1,9547948,+,9545448,9548448,9545269,9546268,657,97,1,9.22749,35.9018,2,14.6526,14.7938,common
Mybl1,chr1,9700209,-,9699709,9702709,9699785,9700881,659,87,1,6.01232,13.0488,1,6.60314,14.1797,common
A830018L16Rik,chr1,11414105,+,11411605,11414605,11414060,11414465,672,44,1,5.07452,9.92317,1,12.8411,12.7313,common
Gm38178,chr1,11416918,+,11414418,11417418,11414060,11414465,672,44,1,5.07452,9.92317,1,12.8411,12.7313,common
Slco5a1,chr1,12992650,-,12992150,12995150,12991485,12992784,684,98,1,9.49119,9.66254,1,7.27954,16.1873,common
Ncoa2,chr1,13374083,-,13373583,13376583,13372746,13374794,687,188,1,15.0256,65.7164,1,30.8464,33.8241,common
Gm29570,chr1,13376070,+,13373570,13376570,13372746,13374794,687,188,1,15.0256,65.7164,1,30.8464,33.8241,common
Tram1,chr1,13589910,-,13589410,13592410,13589162,13590177,688,101,1,7.07862,3.91418,1,6.38103,13.4451,common
Eya1,chr1,14310235,-,14309735,14312735,14309747,14310036,694,35,1,6.94407,9.86119,1,6.56601,11.2259,common
Rpl7,chr1,16104662,-,16104162,16107162,16104765,16106291,707,169,1,10.7681,8.35561,1,8.18449,7.8156,common
Rdh10,chr1,16105774,+,16103274,16106274,16104765,16106291,707,169,1,10.7681,8.35561,1,8.18449,7.8156,common
Tceb1,chr1,16657042,-,16656542,16659542,16656764,16657043,712,25,1,15.3009,59.9209,1,18.268,59.5508,common
D030040B21Rik,chr1,16657552,+,16655052,16658052,16656764,16657043,712,25,1,15.3009,59.9209,1,18.268,59.5508,common
Gm7654,chr1,16663662,-,16663162,16666162,16665146,16665626,712,56,1,12.1063,7.64888,1,10.9803,3.55422,common
Tmem70,chr1,16665207,+,16662707,16665707,16665146,16665626,712,56,2,9.396645,3.52911,1,10.9803,3.55422,common
Jph1,chr1,17097889,-,17097389,17100389,17096764,17098139,715,116,1,3.70482,3.68936,1,6.37112,17.6188,common
Mcm3,chr1,20820312,-,20819812,20822812,20819888,20820297,743,45,1,23.844,75.0416,1,17.0254,46.8626,common
Gm20587,chr1,20821331,+,20818831,20821831,20819888,20820297,743,45,1,23.844,75.0416,1,17.0254,46.8626,common
6720483E21Rik,chr1,20890473,-,20889973,20892973,20890434,20890811,744,33,1,9.33413,5.63059,1,8.58949,19.9035,common
Paqr8,chr1,20890606,+,20888106,20891106,20890434,20890811,744,33,1,9.33413,5.63059,1,8.58949,19.9035,common
Kcnq5,chr1,21961942,-,21961442,21964442,21961003,21962124,752,99,1,4.67185,5.42585,1,8.28653,14.6089,common
4933415F23Rik,chr1,23102253,-,23101753,23104753,23101887,23102262,761,27,1,4.30971,9.90335,1,4.40742,5.16115,common
Gm6420,chr1,23256407,-,23255907,23258907,23256018,23257054,762,114,1,14.0833,12.9234,1,12.4573,11.8948,common
B3gat2,chr1,23761753,+,23759253,23762253,23761822,23763204,766,131,1,7.14615,10.5625,1,4.99473,8.75012,common
Lmbrd1,chr1,24678630,+,24676130,24679130,24678516,24679083,773,54,1,11.547,32.0152,1,12.9752,11.1873,common
Adgrb3,chr1,25829707,-,25829207,25832207,25829845,25830680,782,75,1,8.25231,16.2184,1,6.28876,10.4436,common
Gm9884,chr1,25830657,+,25828157,25831157,25829845,25830680,782,75,1,8.25231,16.2184,1,6.28876,10.4436,common
Phf3,chr1,30873921,-,30873421,30876421,30873108,30874026,820,137,1,7.91595,8.67807,1,11.3074,16.68,common
Ptp4a1,chr1,30949770,-,30949270,30952270,30948826,30950216,821,145,1,7.22187,21.7578,1,8.76291,20.1068,common
Prim2,chr1,33669795,-,33669295,33672295,33669553,33670569,841,73,1,8.2523,7.931,1,6.38288,12.5206,common
1700001G17Rik,chr1,33669824,+,33667324,33670324,33669553,33670569,841,73,1,8.2523,7.931,1,6.38288,12.5206,common
Bag2,chr1,33757795,-,33757295,33760295,33757611,33757949,842,44,1,11.2052,13.1377,1,7.56754,8.36368,common
Zfp451,chr1,33814595,-,33814095,33817095,33814130,33814690,842,62,1,8.67537,12.976,1,7.08125,16.463,common
Bend6,chr1,33907816,-,33907316,33910316,33907457,33907693,843,20,1,6.08784,12.1768,2,7.08447,1.97327,common
Dst,chr1,33908225,+,33905725,33908725,33906988,33907242,843,20,1,6.08784,12.1768,1,7.28055,10.074,common
Gm26788,chr1,34178446,-,34177946,34180946,34177942,34178193,845,25,1,6.26739,4.26,1,3.19576,1.97327,common
Ccdc115,chr1,34439672,-,34439172,34442172,34439241,34440138,847,64,1,3.0724,3.79877,1,48.639,228.723,common
Ptpn18,chr1,34459762,+,34457262,34460262,34459407,34459964,847,43,1,4.18732,3.89321,1,10.9126,22.5697,common
Arhgef4,chr1,34678188,+,34675688,34678688,34678070,34678419,849,37,1,5.71724,6.49701,1,6.01979,9.47423,common
Arid5a,chr1,36307733,+,36305233,36308233,36307616,36308213,862,61,1,26.9016,73.7179,1,8.25467,13.0213,common
Cnnm4,chr1,36471620,+,36469120,36472120,36471266,36472155,863,72,1,8.25961,5.71939,1,8.07474,25.2438,common
Gm37909,chr1,36473952,+,36471452,36474452,36471266,36472155,863,72,1,8.25961,5.71939,1,8.07474,25.2438,common
Ankrd39,chr1,36547445,-,36546945,36549945,36546910,36547290,863,38,1,8.52694,17.1496,1,10.093,5.40461,common
1700074A21Rik,chr1,37299697,-,37299197,37302197,37299840,37300507,869,62,1,5.56637,8.94029,1,8.47595,8.59814,common
Mgat4a,chr1,37541016,-,37540516,37543516,37540315,37540920,871,56,1,6.26394,13.9524,1,9.10899,5.77125,common
Eif5b,chr1,37998010,+,37995510,37998510,37997823,37998675,874,101,1,11.4635,6.45716,1,4.75853,3.82533,common
Lonrf2,chr1,38836711,-,38836211,38839211,38835801,38836776,881,131,1,5.16399,3.20348,1,5.47531,8.33317,common
Cnot11,chr1,39534992,+,39532492,39535492,39535587,39536365,886,98,2,6.335905,8.8435,1,8.68196,11.4746,common
Rnf149,chr1,39577405,-,39576905,39579905,39576525,39577527,886,100,1,5.78469,11.7181,1,10.1247,12.1263,common
Gm23722,chr1,39573875,-,39573375,39576375,39576525,39577527,886,100,1,5.78469,11.7181,1,10.1247,12.1263,common
D930019O06Rik,chr1,39650176,+,39647676,39650676,39650441,39651282,887,76,2,7.70884,9.0872,1,5.03679,1.51119,common
Mfsd9,chr1,40790687,-,40790187,40793187,40790518,40790811,896,28,1,5.61268,6.89366,1,5.55008,5.83232,common
Pantr1,chr1,42694842,-,42694342,42697342,42696574,42698657,910,158,1,12.2659,17.5871,1,15.1319,60.7122,common
Gm20646,chr1,42694925,+,42692425,42695425,42694733,42695261,910,44,1,12.2659,17.5871,1,15.1319,60.7122,common
Pou3f3,chr1,42695768,+,42693268,42696268,42694733,42695261,910,44,1,12.2659,17.5871,1,15.1319,60.7122,common
Gm28151,chr1,46850479,-,46849979,46852979,46852696,46854053,942,168,1,17.4929,73.9518,1,15.4064,57.4819,common
Nabp1,chr1,51478425,-,51477925,51480925,51478159,51478621,977,48,1,15.7762,59.5906,1,18.8165,57.1228,common
Stat1,chr1,52119440,+,52116940,52119940,52119293,52119737,982,39,1,9.75984,15.4655,2,14.233075,11.0773,common
Gls,chr1,52233232,-,52232732,52235732,52232207,52233503,983,120,1,13.1067,1.8054,1,16.7984,60.3098,common
Stk17b,chr1,53785224,-,53784724,53787724,53784769,53785369,995,75,1,8.51728,7.9853,1,7.91245,17.2956,common
