gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Lypla1,chr1,4807788,+,4805288,4808288,4807559,4808103,621,73,0,0.0,1.0,1,7.91139,7.2577,endo_only
Gm37988,chr1,4807892,+,4805392,4808392,4807559,4808103,621,73,0,0.0,1.0,1,7.91139,7.2577,endo_only
Fam150a,chr1,6359218,+,6356718,6359718,6359082,6359442,633,29,0,0.0,1.0,1,9.47173,1.42743,endo_only
Vcpip1,chr1,9748382,-,9747882,9750882,9747560,9748645,659,89,0,0.0,1.0,1,12.9218,39.0252,endo_only
1700034P13Rik,chr1,9747648,+,9745148,9748148,9747560,9748645,659,89,0,0.0,1.0,1,12.9218,39.0252,endo_only
Sgk3,chr1,9798107,+,9795607,9798607,9797821,9798652,659,95,0,0.0,1.0,1,5.8661,7.24138,endo_only
Snhg6,chr1,9944118,-,9943618,9946618,9943785,9944196,660,46,0,0.0,1.0,1,8.04821,4.59545,endo_only
Snord87,chr1,9942549,-,9942049,9945049,9943785,9944196,660,46,0,0.0,1.0,1,8.04821,4.59545,endo_only
Tcf24,chr1,9967932,-,9967432,9970432,9967118,9968330,661,128,0,0.0,1.0,1,4.6543,2.55818,endo_only
E330040D14Rik,chr1,9967314,+,9964814,9967814,9967118,9968330,661,128,0,0.0,1.0,1,4.6543,2.55818,endo_only
Arfgef1,chr1,10232670,-,10232170,10235170,10232143,10233428,663,136,0,0.0,1.0,1,7.1515,10.0563,endo_only
Prex2,chr1,10993465,+,10990965,10993965,10993486,10994005,668,56,0,0.0,1.0,1,10.2992,5.01296,endo_only
Prdm14,chr1,13127163,-,13126663,13129663,13126298,13126669,685,30,0,0.0,1.0,1,6.24226,16.5346,endo_only
4930444P10Rik,chr1,16093325,-,16092825,16095825,16092956,16093371,707,41,0,0.0,1.0,1,6.89606,1.85634,endo_only
Ube2w,chr1,16619489,-,16618989,16621989,16618558,16619401,711,107,0,0.0,1.0,1,8.56858,22.3863,endo_only
Gm38342,chr1,16618560,+,16616060,16619060,16618558,16619401,711,107,0,0.0,1.0,1,8.56858,22.3863,endo_only
Gdap1,chr1,17145362,+,17142862,17145862,17145467,17145795,715,23,0,0.0,1.0,1,7.61708,5.61173,endo_only
Gm15825,chr1,19104840,-,19104340,19107340,19104571,19104923,730,25,0,0.0,1.0,1,4.85382,2.32045,endo_only
Tram2,chr1,21079229,-,21078729,21081729,21078869,21079694,745,72,0,0.0,1.0,1,9.98119,7.81298,endo_only
Gm28287,chr1,21080114,+,21077614,21080614,21078869,21079694,745,72,0,0.0,1.0,1,9.98119,7.81298,endo_only
