gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Adhfe1,chr1,9547948,+,9545448,9548448,9545269,9546268,657,97,1,6.51415,2.17922,0,0.0,1.0,exo_only
Cops5,chr1,10038168,-,10037668,10040668,10039745,10040279,661,60,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cspp1,chr1,10037987,+,10035487,10038487,10037950,10038215,661,31,1,4.1038,1.82428,0,0.0,1.0,exo_only
Ube2w,chr1,16619489,-,16618989,16621989,16618558,16619401,711,107,1,4.56048,2.11599,0,0.0,1.0,exo_only
Gm38342,chr1,16618560,+,16616060,16619060,16618558,16619401,711,107,1,4.56048,2.11599,0,0.0,1.0,exo_only
6720483E21Rik,chr1,20890473,-,20889973,20892973,20890434,20890811,744,33,1,4.85825,3.36105,0,0.0,1.0,exo_only
Paqr8,chr1,20890606,+,20888106,20891106,20890434,20890811,744,33,1,4.85825,3.36105,0,0.0,1.0,exo_only
Gm6420,chr1,23256407,-,23255907,23258907,23256018,23257054,762,114,1,6.20369,2.29678,0,0.0,1.0,exo_only
Adgrb3,chr1,25829707,-,25829207,25832207,25829845,25830680,782,75,1,5.30088,1.32694,0,0.0,1.0,exo_only
Phf3,chr1,30873921,-,30873421,30876421,30873108,30874026,820,137,1,4.14005,1.32694,0,0.0,1.0,exo_only
Arid5a,chr1,36307733,+,36305233,36308233,36307616,36308213,862,61,1,8.11693,5.51649,0,0.0,1.0,exo_only
Sema4c,chr1,36558349,-,36557849,36560849,36556807,36558424,863,139,1,4.80927,1.52532,0,0.0,1.0,exo_only
D430040D24Rik,chr1,36557701,+,36555201,36558201,36556807,36558424,863,139,1,4.80927,1.52532,0,0.0,1.0,exo_only
Mgat4a,chr1,37541016,-,37540516,37543516,37540315,37540920,871,56,1,3.77847,1.99765,0,0.0,1.0,exo_only
Gm26805,chr1,37865299,+,37862799,37865799,37864612,37865324,873,78,1,7.46395,6.54767,0,0.0,1.0,exo_only
Rpl31,chr1,39367842,+,39365342,39368342,39367434,39368617,885,100,1,4.16085,2.3637,0,0.0,1.0,exo_only
Map4k4,chr1,39900913,+,39898413,39901413,39900472,39901459,889,127,1,4.51968,1.5514,0,0.0,1.0,exo_only
Mrps9,chr1,42851233,+,42848733,42851733,42851139,42851682,911,36,1,5.88931,1.49061,0,0.0,1.0,exo_only
8430432A02Rik,chr1,43092588,+,43090088,43093088,43092247,43092816,913,57,1,4.00574,1.32694,0,0.0,1.0,exo_only
Uxs1,chr1,43827800,-,43827300,43830300,43827314,43828135,919,95,1,6.28525,5.69402,0,0.0,1.0,exo_only
Tpp2,chr1,43933647,+,43931147,43934147,43933652,43934550,920,86,1,8.29877,2.26917,0,0.0,1.0,exo_only
Wdr75,chr1,45795166,+,45792666,45795666,45795375,45795757,934,47,1,9.06172,3.35155,0,0.0,1.0,exo_only
Stk17b,chr1,53785224,-,53784724,53787724,53784769,53785369,995,75,1,4.76573,2.39108,0,0.0,1.0,exo_only
Gm25829,chr1,54249208,-,54248708,54251708,54250569,54250800,998,19,1,4.38998,2.9076,0,0.0,1.0,exo_only
Ccdc150,chr1,54250683,+,54248183,54251183,54250569,54250800,998,19,1,4.38998,2.9076,0,0.0,1.0,exo_only
Hspd1,chr1,55088243,-,55087743,55090743,55087410,55088640,1005,125,1,8.28778,4.23569,0,0.0,1.0,exo_only
Hspe1,chr1,55088132,+,55085632,55088632,55087410,55088640,1005,125,1,8.28778,4.23569,0,0.0,1.0,exo_only
Ppil3,chr1,58445486,-,58444986,58447986,58445081,58445545,1030,31,1,7.3253,4.26487,0,0.0,1.0,exo_only
Nif3l1,chr1,58445151,+,58442651,58445651,58445081,58445545,1030,31,1,7.3253,4.26487,0,0.0,1.0,exo_only
Cflar,chr1,58711508,+,58709008,58712008,58711442,58711764,1032,40,1,3.97876,1.32694,0,0.0,1.0,exo_only
Bmpr2,chr1,59763400,+,59760900,59763900,59762785,59764213,1040,142,1,3.70871,1.33011,0,0.0,1.0,exo_only
Ino80dos,chr1,63113078,+,63110578,63113578,63113485,63114349,1066,77,1,9.79268,2.03558,0,0.0,1.0,exo_only
Ndufs1,chr1,63176833,-,63176333,63179333,63176547,63177427,133,78,1,7.29908,1.32694,0,0.0,1.0,exo_only
Eef1b2,chr1,63176825,+,63174325,63177325,63176547,63177427,133,78,1,7.29908,1.32694,0,0.0,1.0,exo_only
Gm27390,chr1,63177983,+,63175483,63178483,63176547,63177427,133,78,1,7.29908,1.32694,0,0.0,1.0,exo_only
Gm26457,chr1,63178677,+,63176177,63179177,63176547,63177427,133,78,1,7.29908,1.32694,0,0.0,1.0,exo_only
Gm26457,chr1,63178686,+,63176186,63179186,63176547,63177427,133,78,1,7.29908,1.32694,0,0.0,1.0,exo_only
Snora41,chr1,63179004,+,63176504,63179504,63176547,63177427,133,78,1,7.29908,1.32694,0,0.0,1.0,exo_only
2810408I11Rik,chr1,64690659,-,64690159,64693159,64690534,64691585,1078,108,1,6.63946,6.39907,0,0.0,1.0,exo_only
Ccnyl1,chr1,64690455,+,64687955,64690955,64690534,64691585,1078,108,1,6.63946,6.39907,0,0.0,1.0,exo_only
Fzd5,chr1,64737751,-,64737251,64740251,64734847,64737979,1078,241,1,7.27716,8.25988,0,0.0,1.0,exo_only
Gm38058,chr1,64736240,+,64733740,64736740,64734847,64737979,1078,241,1,7.27716,8.25988,0,0.0,1.0,exo_only
Map2,chr1,66175273,+,66172773,66175773,66175311,66175645,1089,29,1,4.19182,1.89403,0,0.0,1.0,exo_only
Mreg,chr1,72212307,-,72211807,72214807,72211749,72212422,1135,65,1,5.39724,2.8344,0,0.0,1.0,exo_only
Gm25360,chr1,72226240,+,72223740,72226740,72225934,72226218,1136,31,1,3.91278,1.77603,0,0.0,1.0,exo_only
Gm25939,chr1,72255008,+,72252508,72255508,72254745,72254986,1136,25,1,5.51354,1.71884,0,0.0,1.0,exo_only
Ctdsp1,chr1,74391509,+,74389009,74392009,74391332,74392430,1152,93,1,5.52688,2.27392,0,0.0,1.0,exo_only
Mir26b,chr1,74394310,+,74391810,74394810,74391332,74392430,1152,93,1,5.52688,2.27392,0,0.0,1.0,exo_only
Chpf,chr1,75479307,-,75478807,75481807,75478669,75479786,1160,117,1,6.75753,1.92346,0,0.0,1.0,exo_only
Tmem198,chr1,75479532,+,75477032,75480032,75478669,75479786,1160,117,1,6.75753,1.92346,0,0.0,1.0,exo_only
Irs1,chr1,82291416,-,82290916,82293916,82290195,82291822,1212,127,1,4.3987,1.32694,0,0.0,1.0,exo_only
Psmd1,chr1,86064387,+,86061887,86064887,86064458,86065168,1241,56,1,6.23392,2.4291,0,0.0,1.0,exo_only
Agap1,chr1,89454806,+,89452306,89455306,89454368,89455875,1267,155,1,4.38547,2.89521,0,0.0,1.0,exo_only
Ube2f,chr1,91250304,+,91247804,91250804,91250291,91250853,1281,82,1,6.67933,2.7303,0,0.0,1.0,exo_only
Per2,chr1,91459324,-,91458824,91461824,91458999,91459734,1282,73,1,4.54609,2.65204,0,0.0,1.0,exo_only
Ppip5k2,chr1,97770411,-,97769911,97772911,97769532,97770690,1330,95,1,6.18933,3.54633,0,0.0,1.0,exo_only
Gin1,chr1,97770172,+,97767672,97770672,97769532,97770690,1330,95,1,6.18933,3.54633,0,0.0,1.0,exo_only
Cdh20,chr1,104768529,+,104766029,104769029,104768481,104768920,1384,32,1,6.43699,3.41768,0,0.0,1.0,exo_only
Pign,chr1,105663677,-,105663177,105666177,105663826,105664647,1391,76,1,5.64644,2.82029,0,0.0,1.0,exo_only
2310035C23Rik,chr1,105663861,+,105661361,105664361,105663826,105664647,1391,76,1,5.64644,2.82029,0,0.0,1.0,exo_only
Gm7160,chr1,105990282,-,105989782,105992782,105989879,105991754,1393,182,1,8.07767,5.01682,0,0.0,1.0,exo_only
Zcchc2,chr1,105990406,+,105987906,105990906,105989879,105991754,1393,182,1,8.07767,5.01682,0,0.0,1.0,exo_only
Gm20753,chr1,106171524,-,106171024,106174024,106171429,106173330,1395,184,1,14.4707,18.1357,0,0.0,1.0,exo_only
Phlpp1,chr1,106171752,+,106169252,106172252,106171429,106173330,1395,184,1,14.4707,18.1357,0,0.0,1.0,exo_only
Kdsr,chr1,106759727,-,106759227,106762227,106759347,106759902,1399,51,1,5.98874,3.77224,0,0.0,1.0,exo_only
Vps4b,chr1,106796728,-,106796228,106799228,106796242,106796781,1399,55,1,5.45104,1.54796,0,0.0,1.0,exo_only
Clasp1,chr1,118389058,+,118386558,118389558,118389219,118389718,1488,34,1,10.4175,3.83247,0,0.0,1.0,exo_only
Gli2,chr1,119053619,-,119053119,119056119,119053398,119053783,1493,34,1,4.7248,1.32694,0,0.0,1.0,exo_only
Ralb,chr1,119504794,-,119504294,119507294,119504422,119504997,1496,52,1,9.18114,6.39771,0,0.0,1.0,exo_only
Ptpn4,chr1,119837613,-,119837113,119840113,119836759,119837754,1499,106,1,4.05125,2.321,0,0.0,1.0,exo_only
Slc35f5,chr1,125560595,+,125558095,125561095,125560389,125561346,1542,71,1,10.2266,8.17572,0,0.0,1.0,exo_only
Dars,chr1,128417368,-,128416868,128419868,128416824,128417442,1564,62,1,4.73939,2.12018,0,0.0,1.0,exo_only
Rab29,chr1,131867224,+,131864724,131867724,131867226,131867488,1591,23,1,5.33394,4.41753,0,0.0,1.0,exo_only
Gm26616,chr1,133131782,-,133131282,133134282,133131080,133131904,1600,94,1,5.53072,2.97283,0,0.0,1.0,exo_only
Ppp1r15b,chr1,133131143,+,133128643,133131643,133131080,133131904,1600,94,1,5.53072,2.97283,0,0.0,1.0,exo_only
Gm37935,chr1,134455473,-,134454973,134457973,134455275,134455836,1610,53,1,3.89564,1.32694,0,0.0,1.0,exo_only
Klhl12,chr1,134455531,+,134453031,134456031,134455275,134455836,1610,53,1,3.89564,1.32694,0,0.0,1.0,exo_only
Ppp1r12b,chr1,134955942,-,134955442,134958442,134955511,134955991,1614,47,1,9.45091,6.96813,0,0.0,1.0,exo_only
2310009B15Rik,chr1,138856852,-,138856352,138859352,138856300,138856821,1644,49,1,5.39137,2.49675,0,0.0,1.0,exo_only
Zbtb41,chr1,139422288,+,139419788,139422788,139422096,139422751,1648,80,1,4.7072,3.28685,0,0.0,1.0,exo_only
Swt1,chr1,151428455,-,151427955,151430955,151428085,151429020,1740,84,1,9.15711,11.3927,0,0.0,1.0,exo_only
Trmt1l,chr1,151428542,+,151426042,151429042,151428085,151429020,1740,84,1,9.15711,11.3927,0,0.0,1.0,exo_only
Stx6,chr1,155158715,+,155156215,155159215,155158548,155159280,1768,83,1,5.6711,3.02009,0,0.0,1.0,exo_only
Tor1aip1,chr1,156036480,-,156035980,156038980,156035532,156036386,1775,85,1,11.6446,16.0676,0,0.0,1.0,exo_only
Tor1aip2,chr1,156035403,+,156032903,156035903,156035532,156036386,1775,85,1,11.6446,16.0676,0,0.0,1.0,exo_only
Tor3a,chr1,156674356,-,156673856,156676856,156674055,156674416,1780,34,1,4.85202,3.2577,0,0.0,1.0,exo_only
Rc3h1,chr1,160906418,+,160903918,160906918,160906209,160907096,1812,81,1,5.932,2.55905,0,0.0,1.0,exo_only
Zbtb37,chr1,161034849,-,161034349,161037349,161034404,161035181,1813,70,1,9.10025,5.28251,0,0.0,1.0,exo_only
Gas5,chr1,161034422,+,161031922,161034922,161034404,161035181,1813,70,1,9.10025,5.28251,0,0.0,1.0,exo_only
Gm26224,chr1,161035394,+,161032894,161035894,161034404,161035181,1813,70,1,9.10025,5.28251,0,0.0,1.0,exo_only
Gm22489,chr1,161035850,+,161033350,161036350,161034404,161035181,1813,70,1,9.10025,5.28251,0,0.0,1.0,exo_only
