gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Cops5,chr1,10038168,-,10037668,10040668,10039745,10040279,661,60,1,5.1922,4.1414,0,0.0,1.0,exo_only
Rpl7,chr1,16104662,-,16104162,16107162,16104765,16106291,707,169,1,13.3514,20.4572,0,0.0,1.0,exo_only
Rdh10,chr1,16105774,+,16103274,16106274,16104765,16106291,707,169,1,13.3514,20.4572,0,0.0,1.0,exo_only
Mcm3,chr1,20820312,-,20819812,20822812,20819888,20820297,743,45,1,10.1732,13.4193,0,0.0,1.0,exo_only
Gm20587,chr1,20821331,+,20818831,20821831,20819888,20820297,743,45,1,10.1732,13.4193,0,0.0,1.0,exo_only
Tram2,chr1,21079229,-,21078729,21081729,21078869,21079694,745,72,1,16.0343,26.6177,0,0.0,1.0,exo_only
Gm28287,chr1,21080114,+,21077614,21080614,21078869,21079694,745,72,1,16.0343,26.6177,0,0.0,1.0,exo_only
Adgrb3,chr1,25829707,-,25829207,25832207,25829845,25830680,782,75,1,7.41742,8.0672,0,0.0,1.0,exo_only
Arid5a,chr1,36307733,+,36305233,36308233,36307616,36308213,862,61,2,25.2192,49.8612,0,0.0,1.0,exo_only
Rev1,chr1,38129801,-,38129301,38132301,38129048,38130208,875,167,1,8.81886,10.9402,0,0.0,1.0,exo_only
Gm5099,chr1,38132083,+,38129583,38132583,38129048,38130208,875,167,1,8.81886,10.9402,0,0.0,1.0,exo_only
Sf3b1,chr1,55027481,-,55026981,55029981,55026873,55027605,1004,87,1,5.93394,5.38888,0,0.0,1.0,exo_only
Sgol2a,chr1,57995971,+,57993471,57996471,57995863,57996253,1027,46,1,9.62058,12.5532,0,0.0,1.0,exo_only
Fam126b,chr1,58586323,-,58585823,58588823,58585919,58586427,1031,40,1,4.45045,2.97086,0,0.0,1.0,exo_only
Ndufb3,chr1,58586384,+,58583884,58586884,58585919,58586427,1031,40,1,4.45045,2.97086,0,0.0,1.0,exo_only
Trak2,chr1,58973430,-,58972930,58975930,58973210,58974117,1034,83,1,10.3844,13.9825,0,0.0,1.0,exo_only
Stradb,chr1,58973522,+,58971022,58974022,58973210,58974117,1034,83,1,10.3844,13.9825,0,0.0,1.0,exo_only
Tmem237,chr1,59120408,-,59119908,59122908,59119822,59120480,1036,68,1,6.67568,6.70055,0,0.0,1.0,exo_only
G730003C15Rik,chr1,59119833,+,59117333,59120333,59119822,59120480,1036,68,1,6.67568,6.70055,0,0.0,1.0,exo_only
Bmpr2,chr1,59763400,+,59760900,59763900,59762785,59764213,1040,142,1,4.00857,2.43639,0,0.0,1.0,exo_only
Cyp20a1,chr1,60343323,+,60340823,60343823,60343255,60343657,1045,51,1,5.4779,4.56541,0,0.0,1.0,exo_only
Ino80dos,chr1,63113078,+,63110578,63113578,63113485,63114349,1066,77,1,14.0931,22.1447,0,0.0,1.0,exo_only
Ndufs1,chr1,63176833,-,63176333,63179333,63176547,63177427,133,78,1,8.90091,10.9433,0,0.0,1.0,exo_only
Eef1b2,chr1,63176825,+,63174325,63177325,63176547,63177427,133,78,1,8.90091,10.9433,0,0.0,1.0,exo_only
Gm27390,chr1,63177983,+,63175483,63178483,63176547,63177427,133,78,1,8.90091,10.9433,0,0.0,1.0,exo_only
Gm26457,chr1,63178677,+,63176177,63179177,63176547,63177427,133,78,1,8.90091,10.9433,0,0.0,1.0,exo_only
Gm26457,chr1,63178686,+,63176186,63179186,63176547,63177427,133,78,1,8.90091,10.9433,0,0.0,1.0,exo_only
Snora41,chr1,63179004,+,63176504,63179504,63176547,63177427,133,78,1,8.90091,10.9433,0,0.0,1.0,exo_only
Mettl21a,chr1,64617242,-,64616742,64619742,64616945,64617792,1077,83,1,4.45045,2.97086,0,0.0,1.0,exo_only
Gm28982,chr1,64617784,+,64615284,64618284,64616945,64617792,1077,83,1,4.45045,2.97086,0,0.0,1.0,exo_only
Erbb4,chr1,69108059,-,69107559,69110559,69107034,69108055,1112,91,1,5.93394,5.38888,0,0.0,1.0,exo_only
Mreg,chr1,72212307,-,72211807,72214807,72211749,72212422,1135,65,1,7.04301,7.30216,0,0.0,1.0,exo_only
Gm25360,chr1,72226240,+,72223740,72226740,72225934,72226218,1136,31,1,4.81029,3.66407,0,0.0,1.0,exo_only
Gm37733,chr1,74503301,-,74502801,74505801,74505461,74506819,1153,112,1,8.15916,9.4836,0,0.0,1.0,exo_only
Rqcd1,chr1,74506058,+,74503558,74506558,74505461,74506819,1153,112,1,8.15916,9.4836,0,0.0,1.0,exo_only
Chpf,chr1,75479307,-,75478807,75481807,75478669,75479786,1160,117,1,10.3844,13.9825,0,0.0,1.0,exo_only
Tmem198,chr1,75479532,+,75477032,75480032,75478669,75479786,1160,117,1,10.3844,13.9825,0,0.0,1.0,exo_only
Farsb,chr1,78488897,-,78488397,78491397,78488483,78488916,1183,43,1,7.41742,8.0672,0,0.0,1.0,exo_only
Psmd1,chr1,86064387,+,86061887,86064887,86064458,86065168,1241,56,1,7.21543,7.85025,0,0.0,1.0,exo_only
Arl4c,chr1,88702221,-,88701721,88704721,88700953,88702514,1261,167,1,6.41372,6.38721,0,0.0,1.0,exo_only
Agap1,chr1,89454806,+,89452306,89455306,89454368,89455875,1267,155,1,6.41372,6.38721,0,0.0,1.0,exo_only
Ube2f,chr1,91250304,+,91247804,91250804,91250291,91250853,1281,82,1,11.1261,15.5553,0,0.0,1.0,exo_only
Per2,chr1,91459324,-,91458824,91461824,91458999,91459734,1282,73,1,7.21543,7.85025,0,0.0,1.0,exo_only
Pask,chr1,93343482,-,93342982,93345982,93342560,93344092,1297,117,1,6.67568,6.70055,0,0.0,1.0,exo_only
Ppp1r7,chr1,93342854,+,93340354,93343354,93342560,93344092,1297,117,1,6.67568,6.70055,0,0.0,1.0,exo_only
Mir6902,chr1,93346092,+,93343592,93346592,93342560,93344092,1297,117,1,6.67568,6.70055,0,0.0,1.0,exo_only
Farp2,chr1,93512079,+,93509579,93512579,93511776,93512054,1298,23,1,8.15916,9.4836,0,0.0,1.0,exo_only
Dtymk,chr1,93801934,-,93801434,93804434,93803477,93804391,1300,71,2,8.76991,6.38721,0,0.0,1.0,exo_only
Ing5,chr1,93803965,+,93801465,93804465,93803477,93804391,1300,71,2,8.76991,6.38721,0,0.0,1.0,exo_only
Vps4b,chr1,106796728,-,106796228,106799228,106796242,106796781,1399,55,1,5.93394,5.38888,0,0.0,1.0,exo_only
