gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Xkr4,chr1,3671498,-,3670998,3673998,3671654,3672156,613,45,0,0.0,1.0,0,0.0,1.0,none
Gm7341,chr1,3531795,+,3529295,3532295,3531624,3531843,611,27,0,0.0,1.0,0,0.0,1.0,none
Sox17,chr1,4497354,-,4496854,4499854,4496947,4497608,619,47,0,0.0,1.0,0,0.0,1.0,none
Gm37587,chr1,4496551,+,4494051,4497051,4496947,4497608,619,47,0,0.0,1.0,0,0.0,1.0,none
Gm6085,chr1,4689403,-,4688903,4691903,4689184,4689397,620,24,0,0.0,1.0,0,0.0,1.0,none
Mrpl15,chr1,4785739,-,4785239,4788239,4785376,4785814,621,49,0,0.0,1.0,0,0.0,1.0,none
Lypla1,chr1,4807788,+,4805288,4808288,4807559,4808103,621,73,0,0.0,1.0,0,0.0,1.0,none
Gm37988,chr1,4807892,+,4805392,4808392,4807559,4808103,621,73,0,0.0,1.0,0,0.0,1.0,none
Tcea1,chr1,4857814,+,4855314,4858314,4857465,4858372,622,83,1,6.26284,3.86907,1,5.4187,3.97151,common
Npbwr1,chr1,5917398,-,5916898,5919898,5916428,5917474,630,85,0,0.0,1.0,0,0.0,1.0,none
4732440D04Rik,chr1,6215293,-,6214793,6217793,6214430,6215332,632,107,0,0.0,1.0,0,0.0,1.0,none
Fam150a,chr1,6359218,+,6356718,6359718,6359082,6359442,633,29,0,0.0,1.0,0,0.0,1.0,none
Gm7417,chr1,6383106,-,6382606,6385606,6382891,6383203,633,42,0,0.0,1.0,0,0.0,1.0,none
Gm19026,chr1,6441296,-,6440796,6443796,6441200,6441612,634,36,0,0.0,1.0,0,0.0,1.0,none
Pcmtd1,chr1,7088920,+,7086420,7089420,7088491,7089271,639,85,1,11.9292,8.3835,1,7.79645,5.67378,common
Gm26901,chr1,7397869,-,7397369,7400369,7397746,7398594,641,64,0,0.0,1.0,1,6.79817,6.3495,endo_only
Sntg1,chr1,9299878,-,9299378,9302378,9299215,9300020,655,61,0,0.0,1.0,0,0.0,1.0,none
Rrs1,chr1,9545408,+,9542908,9545908,9545269,9546268,657,97,0,0.0,1.0,0,0.0,1.0,none
Adhfe1,chr1,9547948,+,9545448,9548448,9545269,9546268,657,97,1,6.51415,2.17922,0,0.0,1.0,exo_only
Mybl1,chr1,9700209,-,9699709,9702709,9699785,9700881,659,87,0,0.0,1.0,1,4.98813,1.30416,endo_only
Vcpip1,chr1,9748382,-,9747882,9750882,9747560,9748645,659,89,0,0.0,1.0,1,6.61297,4.07683,endo_only
1700034P13Rik,chr1,9747648,+,9745148,9748148,9747560,9748645,659,89,0,0.0,1.0,1,6.61297,4.07683,endo_only
Sgk3,chr1,9798107,+,9795607,9798607,9797821,9798652,659,95,0,0.0,1.0,0,0.0,1.0,none
Snhg6,chr1,9944118,-,9943618,9946618,9943785,9944196,660,46,0,0.0,1.0,0,0.0,1.0,none
Snord87,chr1,9942549,-,9942049,9945049,9943785,9944196,660,46,0,0.0,1.0,0,0.0,1.0,none
Tcf24,chr1,9967932,-,9967432,9970432,9967118,9968330,661,128,0,0.0,1.0,0,0.0,1.0,none
E330040D14Rik,chr1,9967314,+,9964814,9967814,9967118,9968330,661,128,0,0.0,1.0,0,0.0,1.0,none
Cops5,chr1,10038168,-,10037668,10040668,10039745,10040279,661,60,1,4.1038,1.82428,0,0.0,1.0,exo_only
Cspp1,chr1,10037987,+,10035487,10038487,10037950,10038215,661,31,1,4.1038,1.82428,0,0.0,1.0,exo_only
Arfgef1,chr1,10232670,-,10232170,10235170,10232143,10233428,663,136,0,0.0,1.0,0,0.0,1.0,none
Gm5522,chr1,10805281,+,10802781,10805781,10805299,10805885,667,45,0,0.0,1.0,0,0.0,1.0,none
Prex2,chr1,10993465,+,10990965,10993965,10993486,10994005,668,56,0,0.0,1.0,0,0.0,1.0,none
A830018L16Rik,chr1,11414105,+,11411605,11414605,11414060,11414465,672,44,0,0.0,1.0,0,0.0,1.0,none
Gm38178,chr1,11416918,+,11414418,11417418,11414060,11414465,672,44,0,0.0,1.0,0,0.0,1.0,none
Slco5a1,chr1,12992650,-,12992150,12995150,12991485,12992784,684,98,0,0.0,1.0,0,0.0,1.0,none
Prdm14,chr1,13127163,-,13126663,13129663,13126298,13126669,685,30,0,0.0,1.0,0,0.0,1.0,none
Ncoa2,chr1,13374083,-,13373583,13376583,13372746,13374794,687,188,1,7.88974,7.18649,1,10.4542,3.5513,common
Gm29570,chr1,13376070,+,13373570,13376570,13372746,13374794,687,188,1,7.88974,7.18649,1,10.4542,3.5513,common
