chr,start,end,distanceToTSS,geneId,SYMBOL,category,exo_signal,endo_signal,enrichment,log2_enrichment,normalized_enrichment
chr11,103117220,103117987,989,192231,Hexim1,Both,737.7092190709117,10.905800995593834,67.643744771150807,6.079884624730207,0.9708640604228727
chr13,24802079,24802349,59,79555,BC005537,Both,386.0448125345071,6.301237014561676,61.264924909567306,5.936989440554579,0.9678791871522407
chr1,132298558,132299269,0,213417,Klhdc8a,Both,267.93400356522244,6.544906189372623,40.93779128573054,5.355361361706861,0.9523103163356028
chr9,119578474,119579349,0,20271,Scn5a,Both,397.1267951750962,13.134277442013891,30.235907298925184,4.918190965956226,0.9359711251266
chr4,108879020,108879386,0,69908,Rab3b,Both,267.953726748511,9.228797331407444,29.03452282309969,4.859697418702213,0.9334099625361187
chr10,123264440,123265789,0,268354,Tafa2,Both,313.0331820009046,11.97582357767014,26.13876030910972,4.708118814509204,0.9263046661962426
chr7,19394038,19394312,377,13871,Ercc2,Both,137.34601029485415,5.495956474847358,24.99037445500671,4.6433006137723165,0.9230484345863387
chr14,55635503,55635849,0,75751,Ipo4,Both,350.829746033992,14.501628055430483,24.19243857951627,4.596484294104197,0.9206110994897421
chr2,165473020,165473271,0,114644,Slc13a3,Both,191.67987733711425,8.098269466528363,23.669239228129225,4.564941430894667,0.9189273742288944
chr2,174463851,174464296,0,67126,Atp5f1e,Both,174.5842487153384,7.379337417591524,23.65852634670816,4.5642883081040155,0.9188921522770969
chr5,100498315,100498862,0,231506,Lin54,Both,212.97291097128377,9.703200908936596,21.948727329260684,4.456065384124324,0.9128491976350293
chr13,51848024,51848252,1280,23882,Gadd45g,Both,522.9666622327377,24.22786507902149,21.58533822633699,4.431979793831556,0.9114469759116655
chr10,79926584,79927836,0,13496,Arid3a,Both,147.4038692158007,7.0646100560433815,20.86511046560948,4.383020653531571,0.9085300756588583
chr12,111574329,111575376,0,100504687,2810029C07Rik,Both,317.3417620640218,15.27169109067428,20.77973946564489,4.377105660872586,0.9081715369848764
chr11,7063695,7064250,206,432530,Adcy1,Both,186.12360588458031,9.06255556425005,20.53765128004294,4.360199296972702,0.9071393638055033
chr19,28678103,28678514,0,320176,D930032P07Rik,Both,299.59792958355007,14.606878093265813,20.51074347787384,4.358307882775397,0.9070232043789085
chrX,60890797,60891120,2310,20675,Sox3,Both,103.50857156751378,5.640814184250488,18.349934634705093,4.197703018862947,0.8966404777196044
chr8,110168125,110168328,0,12308,Calb2,Both,236.68482952050013,13.902000328825489,17.02523550008407,4.089602849215963,0.8890444454947247
chr4,15945147,15945621,0,67460,Decr1,Both,219.5245029427991,13.045218727085256,16.82796644007274,4.072788940950242,0.8878167060319057
chr7,139894761,139895076,0,76484,Kndc1,Both,151.71664530826283,9.097117745207134,16.677441092613712,4.059826040372455,0.8868614529941399
chr16,65814922,65815853,0,73569,Vgll3,Both,159.30609218286608,9.631991132086991,16.53926898376917,4.047823565382193,0.8859701620488972
chr9,44267882,44268226,0,270151,Nlrx1,Both,164.63227670662795,10.065146776536258,16.3566692430573,4.031807092815817,0.8847705183527649
chr4,63558441,63558995,0,230279,Tmem268,Both,231.7273619441985,14.355708044563904,16.141827433718742,4.0127320118129335,0.883326325169631
chr2,127831452,127831991,0,12235,Bub1,Both,237.9857782849806,14.823666977509744,16.054447165202053,4.004901081610749,0.8827285352244777
chr6,71707650,71708424,0,52250,Reep1,Both,78.285270102521,4.936639511952774,15.858008248925977,3.987139676153502,0.8813620226975852
chr17,57105296,57105796,0,100169874,Gm11110,Both,105.41529414211196,6.673768824761983,15.795466835918091,3.981438671536007,0.880920249520967
chr19,37697199,37699255,0,13082,Cyp26a1,Both,143.0264845504618,9.342473023395067,15.309274556351436,3.936334015951665,0.8773703886650726
chr7,142060470,142061147,0,101513,Mob2,Both,182.4297913733877,11.984647318483914,15.221957436496805,3.928081986077493,0.8767103163826382
chr9,20975904,20976860,0,14739,S1pr2,Both,348.34760557551226,22.916891006569145,15.20047398557065,3.9260444057911332,0.8765468219151274
chr12,81484658,81485195,0,66272,Cox16,Both,166.6990027784749,11.145884245664254,14.956103894881268,3.902662493134392,0.8746561182368834
chr5,71095789,71096138,0,14395,Gabra2,Both,125.01265345149136,8.369454114858256,14.936775055562697,3.9007967896293154,0.8745040955257818
chr7,29859939,29860162,0,233058,Zfp420,Both,125.02807917533111,8.391150645764455,14.899992200526242,3.897239670389225,0.8742137747757005
chr11,117783094,117783510,436,217356,Tmc8,Both,641.5293362337196,43.78305242787545,14.65245798680943,3.8730707955709374,0.8722245412391185
chr3,103279249,103280584,0,94093,Trim33,Both,214.12847146921808,14.629586333259368,14.636673012579418,3.8715157541292853,0.8720955539333056
chr1,92831246,92831553,-92,14733,Gpc1,Both,463.64895187256,31.719699380274864,14.617066395051763,3.8695818903098917,0.8719349748917188
chr7,142094379,142095510,0,18218,Dusp8,Both,231.2254198762468,16.53272523027487,13.985922868470878,3.8059035488329087,0.8665414190668342
chr2,152626972,152627572,19,19700,Rem1,Both,160.58287666969247,11.494039971579436,13.970969047154464,3.8043601865751797,0.8664081133492063
chr11,120932612,120932994,0,71276,Ccdc57,Both,143.9711090320901,10.342276071638013,13.920640682461295,3.7991537060840033,0.8659574985710276
