gene,chr,cpg_start,cpg_end,mecp2_enrichment,exo_signal,endo_signal,binding_type,distance_to_gene,baseMean,log2FoldChange,padj,category
2010300C02Rik,chr1,37719313,37720128,0.4809295358966136,62.20414458701804,129.34149380334625,both,43,3098.037795,-0.555371356,3.71952e-09,down-regulated
A830082K12Rik,chr13,78203138,78203691,1.6450985962646512,991.0523625549351,602.4273346322291,both,5121,266.8826735,-0.526898972,0.007432211,down-regulated
Abcc4,chr14,118705781,118706547,1.5617880593548523,632.1926341117534,404.7877241249374,both,328,206.7953907,-0.595742544,0.004477883,down-regulated
Adgrl2,chr3,148987630,148990644,2.07894180440466,4276.9761641628575,2057.2851799416494,both,89,2101.578603,-1.044162284,7.23218e-34,down-regulated
Adrb1,chr19,56721877,56723997,2.5098366902626283,1161.8543679261584,462.9203057050626,both,495,279.6189962,-0.604688084,0.003833202,down-regulated
Ak5,chr3,152667613,152668191,0.1077622811078095,29.234528256693263,271.2872069536642,both,169,2027.289279,-0.534697662,1.71727e-07,down-regulated
Akap13,chr7,75455504,75456287,1.624497667076187,1482.2213108425103,912.4182452722451,both,30,752.4410991,-0.615849262,1.56211e-05,down-regulated
Akap5,chr12,76324705,76325169,0.7972743422488265,97.86183657254784,122.74549848991064,both,186,3002.270615,-0.559088644,1.05783e-11,down-regulated
Alcam,chr16,52452264,52453325,3.270500252336225,8129.634148026483,2485.7463754112905,both,749,2978.82234,-0.688079508,5.2385e-10,down-regulated
Alk,chr17,72603440,72603654,0.9654370692392424,222.3513229773854,230.3115656752197,both,55,225.9880786,-0.658133058,0.002249405,down-regulated
Ankrd33b,chr15,31367028,31368006,0.4323402569379132,98.82963493022083,228.5922565485577,both,247,664.7449975,-0.737517827,1.49944e-08,down-regulated
Ankrd63,chr2,118702419,118704307,3.58830353370694,235.8192121904869,65.71885850104525,both,344,202.4696893,-0.536667608,0.049093346,down-regulated
Apbb2,chr5,66617847,66618746,0.8937302135974305,633.4899640903345,708.8156520304035,both,38,806.9489743,-0.518022906,9.16373e-05,down-regulated
Arhgap31,chr16,38712700,38713353,0.8008867781641883,810.5256343017905,1012.0352294486576,both,79,357.4087006,-0.690232316,6.54288e-05,down-regulated
Arhgef28,chr13,98205787,98206478,1.4760617381248242,34.15942959489298,23.142276987877764,both,313,635.0107556,-0.770076024,1.73933e-06,down-regulated
Asap2,chr12,21111482,21112601,0.4577453355068471,545.8313328542114,1192.4345056401928,both,266,810.2850548,-0.501042028,3.99001e-05,down-regulated
B3galt1,chr2,67565649,67566279,0.6910459744653162,1764.1885849106773,2552.925058677441,both,222,881.0548942,-0.636686143,1.35323e-08,down-regulated
B3galt5,chr16,96280784,96281114,27.167342486201104,3378.4947544556694,124.35867645765065,both,38745,292.8535816,-0.52199731,0.00750511,down-regulated
Bcl2,chr1,106713656,106714232,1.1903069840938427,666.893846055936,560.2704638111732,both,42,456.7206858,-0.819809864,8.19214e-09,down-regulated
Bcl2l11,chr2,128125625,128128313,1.4509180331316027,2304.870826330503,1588.5603278055364,both,413,184.3730428,-0.643241711,0.012645671,down-regulated
Bcl6,chr16,23988656,23988951,0.551661483068104,448.28724075794185,812.6129057710552,both,99,283.7885729,-0.610528095,0.002034869,down-regulated
Bmp3,chr5,98854747,98855419,2.195488219535207,208.15241350657075,94.8091689376668,both,332,196.2367049,-1.263898157,6.5077e-09,down-regulated
Bsn,chr9,108190030,108190582,0.4130905049467517,45.44955616999392,110.02324097440211,both,198,5834.54647,-0.577973917,2.7569e-10,down-regulated
Btbd3,chr2,138256536,138257223,1.2882946425519806,505.9995097548687,392.76691297305655,both,29,2769.597864,-0.637075672,1.43566e-06,down-regulated
Cadm2,chr16,67620133,67620701,1.1484429951539277,3342.120969182085,2910.1322253562403,both,207,3087.768276,-0.666861173,5.297e-10,down-regulated
Cadps2,chr6,23838726,23839661,0.3408041323988501,92.96075581094374,272.7688633251367,both,240,624.7910504,-0.560789054,4.26416e-05,down-regulated
Car10,chr11,93098299,93100196,0.0765189099830393,20.058056095073425,262.13201546544974,both,271,1692.989896,-0.796677575,1.6597e-18,down-regulated
