gene,chr,cpg_start,cpg_end,mecp2_enrichment,exo_signal,endo_signal
0610038B21Rik,chr8,77517280,77518435,5.077569468876538,257.2714424101802,50.66822699071886
0610040J01Rik,chr5,63812229,63812661,2.96874838731207,117.94750299662957,39.72970680193623
1110034G24Rik,chr2,132686949,132687166,2.290401011452928,181.7215103721552,79.34047769952706
1600014C10Rik,chr7,38183665,38184097,4.690356167260523,591.277363878598,126.06235918837328
1600017P15Rik,chr3,30595182,30595631,3.1571509653324994,146.6293425885827,46.44356389626754
1700001G17Rik,chr1,33669553,33670569,3.733605459215371,134.67690268184745,36.07154107551317
1700001O22Rik,chr2,30794616,30794976,2.948872844010705,126.8177442275905,43.00549767181827
1700003G18Rik,chr7,116093081,116093523,2.051923637678344,1697.9014197601216,827.4681321382983
1700025A08Rik,chr5,67607245,67608749,3.344338885626762,193.9041245470777,57.97980742335511
1700025G04Rik,chr1,152089616,152090328,2.499762921163483,449.5583201396698,179.84038259533372
1700040D17Rik,chr3,94412490,94413511,2.1251587970152497,614.2965821437015,289.05914372444585
1700049G17Rik,chr7,27929216,27929571,5.946597297400191,80.00389000459191,13.453725887839928
1700086L19Rik,chr12,74283973,74284332,2.008833280003375,163.0850467167068,81.18396301978471
1700086P04Rik,chr4,129048635,129049248,3.115846687087168,176.19254131783032,56.54724349821684
1700088E04Rik,chr15,79140843,79141472,3.2319051643025607,72.08234447714301,22.30336003460617
1810010D01Rik,chr7,145206283,145206588,2.118737566855057,431.2305644799598,203.53184425764243
1810012K08Rik,chr2,26138465,26138848,3.096444842565326,40.20451398337666,12.984088536215696
2010007H06Rik,chr9,51278564,51279283,2.724480217980139,425.48313009686905,156.1703870297548
2210008F06Rik,chr11,77489423,77490134,5.35185489332655,85.35912398746018,15.9494466290366
2210016L21Rik,chr5,114942214,114942438,2.489646250311077,30.62559072767162,12.3011816332722
2310009A05Rik,chr9,73039433,73039967,5.456561217687887,117.30160344965884,21.497349478901867
2410002F23Rik,chr7,44246334,44247152,2.51461605128463,201.14633679349072,79.99087442821819
2410004B18Rik,chr3,145937926,145938585,2.3027084387935863,166.55234589927502,72.32889022916578
2410080I02Rik,chr19,23134891,23136424,4.445317126954396,172.3353030270507,38.76783097927643
2510009E07Rik,chr16,21694141,21695013,2.159218138893769,300.80237342606443,139.31078477331354
2610016A17Rik,chr19,25671983,25672491,2.531877397085928,76.49322556930532,30.21205752590763
2610020H08Rik,chr7,119793770,119794341,5.667151561817134,204.71201090011587,36.12255798475175
