gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Mrpl15,chr1,4785710,-,4785210,4788210,4785376,4785814,621,49,0,0.0,1.0,1,10.470656666666668,43.263486666666665,endo_only
Mrpl15,chr1,4785739,-,4785239,4788239,4785376,4785814,621,49,0,0.0,1.0,1,10.470656666666668,43.263486666666665,endo_only
Mrpl15,chr1,4785698,-,4785198,4788198,4785376,4785814,621,49,0,0.0,1.0,1,10.470656666666668,43.263486666666665,endo_only
Mrpl15,chr1,4785739,-,4785239,4788239,4785376,4785814,621,49,0,0.0,1.0,1,10.470656666666668,43.263486666666665,endo_only
Mrpl15,chr1,4784566,-,4784066,4787066,4785376,4785814,621,49,0,0.0,1.0,1,10.470656666666668,43.263486666666665,endo_only
Mrpl15,chr1,4785739,-,4785239,4788239,4785376,4785814,621,49,0,0.0,1.0,1,10.470656666666668,43.263486666666665,endo_only
Mrpl15,chr1,4785692,-,4785192,4788192,4785376,4785814,621,49,0,0.0,1.0,1,10.470656666666668,43.263486666666665,endo_only
Lypla1,chr1,4807788,+,4805288,4808288,4807559,4808103,621,73,0,0.0,1.0,1,10.85415,42.9224,endo_only
Lypla1,chr1,4807823,+,4805323,4808323,4807559,4808103,621,73,0,0.0,1.0,1,10.85415,42.9224,endo_only
Lypla1,chr1,4807830,+,4805330,4808330,4807559,4808103,621,73,0,0.0,1.0,1,10.85415,42.9224,endo_only
Lypla1,chr1,4807896,+,4805396,4808396,4807559,4808103,621,73,0,0.0,1.0,1,10.85415,42.9224,endo_only
Lypla1,chr1,4807898,+,4805398,4808398,4807559,4808103,621,73,0,0.0,1.0,1,10.85415,42.9224,endo_only
Lypla1,chr1,4807911,+,4805411,4808411,4807559,4808103,621,73,0,0.0,1.0,1,10.85415,42.9224,endo_only
Lypla1,chr1,4808237,+,4805737,4808737,4807559,4808103,621,73,0,0.0,1.0,1,10.85415,42.9224,endo_only
Gm37988,chr1,4807892,+,4805392,4808392,4807559,4808103,621,73,0,0.0,1.0,1,10.85415,42.9224,endo_only
Rgs20,chr1,5019539,-,5019039,5022039,5018557,5019711,623,77,0,0.0,1.0,1,18.8225,98.9677,endo_only
Rgs20,chr1,5018735,-,5018235,5021235,5018557,5019711,623,77,0,0.0,1.0,1,18.8225,98.9677,endo_only
Rgs20,chr1,5019379,-,5018879,5021879,5018557,5019711,623,77,0,0.0,1.0,1,18.8225,98.9677,endo_only
Rgs20,chr1,5019379,-,5018879,5021879,5018557,5019711,623,77,0,0.0,1.0,1,18.8225,98.9677,endo_only
Atp6v1h,chr1,5083080,+,5080580,5083580,5083039,5083536,623,49,0,0.0,1.0,1,6.69211,17.1687,endo_only
Atp6v1h,chr1,5083110,+,5080610,5083610,5083039,5083536,623,49,0,0.0,1.0,1,6.69211,17.1687,endo_only
Atp6v1h,chr1,5083124,+,5080624,5083624,5083039,5083536,623,49,0,0.0,1.0,1,6.69211,17.1687,endo_only
Atp6v1h,chr1,5083132,+,5080632,5083632,5083039,5083536,623,49,0,0.0,1.0,1,6.69211,17.1687,endo_only
Atp6v1h,chr1,5083132,+,5080632,5083632,5083039,5083536,623,49,0,0.0,1.0,1,6.69211,17.1687,endo_only
Atp6v1h,chr1,5083154,+,5080654,5083654,5083039,5083536,623,49,0,0.0,1.0,1,6.69211,17.1687,endo_only
Atp6v1h,chr1,5083164,+,5080664,5083664,5083039,5083536,623,49,0,0.0,1.0,1,6.69211,17.1687,endo_only
Rb1cc1,chr1,6214645,+,6212145,6215145,6214430,6215332,632,107,0,0.0,1.0,1,20.6264,85.08145,endo_only
Rb1cc1,chr1,6214663,+,6212163,6215163,6214430,6215332,632,107,0,0.0,1.0,1,20.6264,85.08145,endo_only
Rb1cc1,chr1,6215008,+,6212508,6215508,6214430,6215332,632,107,0,0.0,1.0,1,20.6264,85.08145,endo_only
4732440D04Rik,chr1,6215293,-,6214793,6217793,6214430,6215332,632,107,0,0.0,1.0,1,20.6264,85.08145,endo_only
4732440D04Rik,chr1,6214590,-,6214090,6217090,6214430,6215332,632,107,0,0.0,1.0,1,20.6264,85.08145,endo_only
4732440D04Rik,chr1,6215292,-,6214792,6217792,6214430,6215332,632,107,0,0.0,1.0,1,20.6264,85.08145,endo_only
Rrs1,chr1,9545408,+,9542908,9545908,9545269,9546268,657,97,0,0.0,1.0,1,21.7807,109.7407,endo_only
Adhfe1,chr1,9547948,+,9545448,9548448,9545269,9546268,657,97,0,0.0,1.0,2,20.504894999999998,104.71233333333332,endo_only
Adhfe1,chr1,9548055,+,9545555,9548555,9545269,9546268,657,97,0,0.0,1.0,2,20.504894999999998,104.71233333333332,endo_only
Adhfe1,chr1,9548092,+,9545592,9548592,9545269,9546268,657,97,0,0.0,1.0,2,20.504894999999998,104.71233333333332,endo_only
Adhfe1,chr1,9548107,+,9545607,9548607,9545269,9546268,657,97,0,0.0,1.0,2,20.504894999999998,104.71233333333332,endo_only
Adhfe1,chr1,9548119,+,9545619,9548619,9545269,9546268,657,97,0,0.0,1.0,2,20.504894999999998,104.71233333333332,endo_only
Mybl1,chr1,9700209,-,9699709,9702709,9699785,9700881,659,87,0,0.0,1.0,1,7.0534,22.0214,endo_only
Mybl1,chr1,9700024,-,9699524,9702524,9699785,9700881,659,87,0,0.0,1.0,1,7.0534,22.0214,endo_only
Mybl1,chr1,9699654,-,9699154,9702154,9699785,9700881,659,87,0,0.0,1.0,1,7.0534,22.0214,endo_only
Prex2,chr1,10993465,+,10990965,10993965,10993486,10994005,668,56,0,0.0,1.0,1,21.18925,118.7017,endo_only
Prex2,chr1,10993518,+,10991018,10994018,10993486,10994005,668,56,0,0.0,1.0,1,21.18925,118.7017,endo_only
A830018L16Rik,chr1,11414105,+,11411605,11414605,11414060,11414465,672,44,0,0.0,1.0,1,14.786933333333332,63.91936666666667,endo_only
A830018L16Rik,chr1,11414105,+,11411605,11414605,11414060,11414465,672,44,0,0.0,1.0,1,14.786933333333332,63.91936666666667,endo_only
A830018L16Rik,chr1,11414112,+,11411612,11414612,11414060,11414465,672,44,0,0.0,1.0,1,14.786933333333332,63.91936666666667,endo_only
A830018L16Rik,chr1,11414112,+,11411612,11414612,11414060,11414465,672,44,0,0.0,1.0,1,14.786933333333332,63.91936666666667,endo_only
A830018L16Rik,chr1,11414112,+,11411612,11414612,11414060,11414465,672,44,0,0.0,1.0,1,14.786933333333332,63.91936666666667,endo_only
A830018L16Rik,chr1,11414269,+,11411769,11414769,11414060,11414465,672,44,0,0.0,1.0,1,14.786933333333332,63.91936666666667,endo_only
A830018L16Rik,chr1,11414509,+,11412009,11415009,11414060,11414465,672,44,0,0.0,1.0,1,14.786933333333332,63.91936666666667,endo_only
A830018L16Rik,chr1,11414509,+,11412009,11415009,11414060,11414465,672,44,0,0.0,1.0,1,14.786933333333332,63.91936666666667,endo_only
Gm38178,chr1,11416918,+,11414418,11417418,11414060,11414465,672,44,0,0.0,1.0,1,14.786933333333332,63.91936666666667,endo_only
Slco5a1,chr1,12992650,-,12992150,12995150,12991485,12992784,684,98,0,0.0,1.0,1,10.770833333333334,37.0164,endo_only
Lactb2,chr1,13660546,-,13660046,13663046,13660231,13660732,689,49,0,0.0,1.0,1,23.03675,131.49450000000002,endo_only
4930444P10Rik,chr1,16093325,-,16092825,16095825,16092956,16093371,707,41,0,0.0,1.0,1,12.0681,51.20495,endo_only
4930444P10Rik,chr1,16093325,-,16092825,16095825,16092956,16093371,707,41,0,0.0,1.0,1,12.0681,51.20495,endo_only
Gdap1,chr1,17145362,+,17142862,17145862,17145467,17145795,715,23,0,0.0,1.0,1,8.0572,29.297960000000003,endo_only
Gdap1,chr1,17145404,+,17142904,17145904,17145467,17145795,715,23,0,0.0,1.0,1,8.0572,29.297960000000003,endo_only
Gdap1,chr1,17145468,+,17142968,17145968,17145467,17145795,715,23,0,0.0,1.0,1,8.0572,29.297960000000003,endo_only
Kcnq5,chr1,21961581,-,21961081,21964081,21961003,21962124,752,99,0,0.0,1.0,2,8.76813,21.944540000000003,endo_only
Kcnq5,chr1,21961942,-,21961442,21964442,21961003,21962124,752,99,0,0.0,1.0,2,8.76813,21.944540000000003,endo_only
Kcnq5,chr1,21961581,-,21961081,21964081,21961003,21962124,752,99,0,0.0,1.0,2,8.76813,21.944540000000003,endo_only
Kcnq5,chr1,21961581,-,21961081,21964081,21961003,21962124,752,99,0,0.0,1.0,2,8.76813,21.944540000000003,endo_only
Kcnq5,chr1,21961581,-,21961081,21964081,21961003,21962124,752,99,0,0.0,1.0,2,8.76813,21.944540000000003,endo_only
Kcnq5,chr1,21961665,-,21961165,21964165,21961003,21962124,752,99,0,0.0,1.0,2,8.76813,21.944540000000003,endo_only
B3gat2,chr1,23761753,+,23759253,23762253,23761822,23763204,766,131,0,0.0,1.0,1,7.720705000000001,19.2165,endo_only
B3gat2,chr1,23761926,+,23759426,23762426,23761822,23763204,766,131,0,0.0,1.0,1,7.720705000000001,19.2165,endo_only
B3gat2,chr1,23762011,+,23759511,23762511,23761822,23763204,766,131,0,0.0,1.0,1,7.720705000000001,19.2165,endo_only
Ptp4a1,chr1,30949770,-,30949270,30952270,30948826,30950216,821,145,0,0.0,1.0,1,16.2952,71.50975,endo_only
Ptp4a1,chr1,30949757,-,30949257,30952257,30948826,30950216,821,145,0,0.0,1.0,1,16.2952,71.50975,endo_only
Ptp4a1,chr1,30949309,-,30948809,30951809,30948826,30950216,821,145,0,0.0,1.0,1,16.2952,71.50975,endo_only
Ptp4a1,chr1,30949587,-,30949087,30952087,30948826,30950216,821,145,0,0.0,1.0,1,16.2952,71.50975,endo_only
Khdrbs2,chr1,32172714,+,32170214,32173214,32172540,32173046,830,50,0,0.0,1.0,1,10.512945,44.87275,endo_only
Khdrbs2,chr1,32172729,+,32170229,32173229,32172540,32173046,830,50,0,0.0,1.0,1,10.512945,44.87275,endo_only
Khdrbs2,chr1,32172748,+,32170248,32173248,32172540,32173046,830,50,0,0.0,1.0,1,10.512945,44.87275,endo_only
Khdrbs2,chr1,32172887,+,32170387,32173387,32172540,32173046,830,50,0,0.0,1.0,1,10.512945,44.87275,endo_only
Prim2,chr1,33669795,-,33669295,33672295,33669553,33670569,841,73,0,0.0,1.0,1,13.939,63.4996,endo_only
1700001G17Rik,chr1,33669824,+,33667324,33670324,33669553,33670569,841,73,0,0.0,1.0,1,13.939,63.4996,endo_only
