gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Snhg6,chr1,9944118,-,9943618,9946618,9943785,9944196,660,46,2,8.938880000000001,25.87665,0,0.0,1.0,exo_only
Snhg6,chr1,9943223,-,9942723,9945723,9943785,9944196,660,46,2,8.938880000000001,25.87665,0,0.0,1.0,exo_only
Snhg6,chr1,9942897,-,9942397,9945397,9943785,9944196,660,46,2,8.938880000000001,25.87665,0,0.0,1.0,exo_only
Snhg6,chr1,9944103,-,9943603,9946603,9943785,9944196,660,46,2,8.938880000000001,25.87665,0,0.0,1.0,exo_only
Snhg6,chr1,9944117,-,9943617,9946617,9943785,9944196,660,46,2,8.938880000000001,25.87665,0,0.0,1.0,exo_only
Snord87,chr1,9942549,-,9942049,9945049,9943785,9944196,660,46,2,8.938880000000001,25.87665,0,0.0,1.0,exo_only
Cops5,chr1,10035128,-,10034628,10037628,10037950,10038215,661,31,1,10.10718,45.001000000000005,0,0.0,1.0,exo_only
Cspp1,chr1,10037987,+,10035487,10038487,10037950,10038215,661,31,1,10.10718,45.001000000000005,0,0.0,1.0,exo_only
Cspp1,chr1,10038006,+,10035506,10038506,10037950,10038215,661,31,1,10.10718,45.001000000000005,0,0.0,1.0,exo_only
Cspp1,chr1,10038217,+,10035717,10038717,10037950,10038215,661,31,1,10.10718,45.001000000000005,0,0.0,1.0,exo_only
Cspp1,chr1,10038226,+,10035726,10038726,10037950,10038215,661,31,1,10.10718,45.001000000000005,0,0.0,1.0,exo_only
Cspp1,chr1,10038249,+,10035749,10038749,10037950,10038215,661,31,1,10.10718,45.001000000000005,0,0.0,1.0,exo_only
Cspp1,chr1,10038262,+,10035762,10038762,10037950,10038215,661,31,1,10.10718,45.001000000000005,0,0.0,1.0,exo_only
Eya1,chr1,14310200,-,14309700,14312700,14309747,14310036,694,35,1,11.29125,51.535700000000006,0,0.0,1.0,exo_only
Eya1,chr1,14310235,-,14309735,14312735,14309747,14310036,694,35,1,11.29125,51.535700000000006,0,0.0,1.0,exo_only
Eya1,chr1,14310119,-,14309619,14312619,14309747,14310036,694,35,1,11.29125,51.535700000000006,0,0.0,1.0,exo_only
Eya1,chr1,14309836,-,14309336,14312336,14309747,14310036,694,35,1,11.29125,51.535700000000006,0,0.0,1.0,exo_only
Eya1,chr1,14310051,-,14309551,14312551,14309747,14310036,694,35,1,11.29125,51.535700000000006,0,0.0,1.0,exo_only
Rpl7,chr1,16102082,-,16101582,16104582,16104765,16106291,707,169,1,18.8012,102.01080000000002,0,0.0,1.0,exo_only
Rpl7,chr1,16104662,-,16104162,16107162,16104765,16106291,707,169,1,18.8012,102.01080000000002,0,0.0,1.0,exo_only
Rpl7,chr1,16104402,-,16103902,16106902,16104765,16106291,707,169,1,18.8012,102.01080000000002,0,0.0,1.0,exo_only
Rpl7,chr1,16102848,-,16102348,16105348,16104765,16106291,707,169,1,18.8012,102.01080000000002,0,0.0,1.0,exo_only
Rpl7,chr1,16104227,-,16103727,16106727,16104765,16106291,707,169,1,18.8012,102.01080000000002,0,0.0,1.0,exo_only
Rpl7,chr1,16104384,-,16103884,16106884,16104765,16106291,707,169,1,18.8012,102.01080000000002,0,0.0,1.0,exo_only
Rdh10,chr1,16105774,+,16103274,16106274,16104765,16106291,707,169,1,18.8012,102.01080000000002,0,0.0,1.0,exo_only
Gm26524,chr1,24005505,+,24003005,24006005,24005371,24005714,768,38,1,11.115535,46.29055,0,0.0,1.0,exo_only
Gm26524,chr1,24005507,+,24003007,24006007,24005371,24005714,768,38,1,11.115535,46.29055,0,0.0,1.0,exo_only
Fam135a,chr1,24100194,-,24099694,24102694,24099641,24100556,768,108,1,19.738866666666667,113.70103333333331,0,0.0,1.0,exo_only
Fam135a,chr1,24100182,-,24099682,24102682,24099641,24100556,768,108,1,19.738866666666667,113.70103333333331,0,0.0,1.0,exo_only
Fam135a,chr1,24100333,-,24099833,24102833,24099641,24100556,768,108,1,19.738866666666667,113.70103333333331,0,0.0,1.0,exo_only
Fam135a,chr1,24100216,-,24099716,24102716,24099641,24100556,768,108,1,19.738866666666667,113.70103333333331,0,0.0,1.0,exo_only
Fam135a,chr1,24100341,-,24099841,24102841,24099641,24100556,768,108,1,19.738866666666667,113.70103333333331,0,0.0,1.0,exo_only
Gm37580,chr1,24100625,+,24098125,24101125,24099641,24100556,768,108,1,19.738866666666667,113.70103333333331,0,0.0,1.0,exo_only
Adgrb3,chr1,25829511,-,25829011,25832011,25829845,25830680,782,75,1,21.490450000000003,133.622,0,0.0,1.0,exo_only
Bag2,chr1,33757795,-,33757295,33760295,33757611,33757949,842,44,1,8.798115,33.9091,0,0.0,1.0,exo_only
Bag2,chr1,33757741,-,33757241,33760241,33757611,33757949,842,44,1,8.798115,33.9091,0,0.0,1.0,exo_only
Bag2,chr1,33757727,-,33757227,33760227,33757611,33757949,842,44,1,8.798115,33.9091,0,0.0,1.0,exo_only
Bend6,chr1,33907768,-,33907268,33910268,33907457,33907693,843,20,2,5.6595966666666655,14.117545,0,0.0,1.0,exo_only
Bend6,chr1,33907791,-,33907291,33910291,33907457,33907693,843,20,2,5.6595966666666655,14.117545,0,0.0,1.0,exo_only
Bend6,chr1,33907816,-,33907316,33910316,33907457,33907693,843,20,2,5.6595966666666655,14.117545,0,0.0,1.0,exo_only
