seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr17,25133340,25133660,0,26373,Clcn7
chr7,30453876,30454191,2291,243911,Kirrel2
chr2,25616103,25616625,1034,77058,Ccdc183
chr11,59288913,59290817,0,22416,Wnt3a
chr11,58640474,58640762,9,216781,Trim58
chr18,77441514,77441726,818,240411,Loxhd1
chr5,53049155,53049425,0,20531,Slc34a2
chr1,136215816,136216116,-2988,76422,Mroh3
chr3,102935374,102936230,0,20957,Sycp1
chr6,88196376,88197401,-933,14461,Gata2
chr15,100578247,100578501,1730,19009,Pou6f1
chr7,120597744,120598024,119,78552,E130201H02Rik
chr10,13060921,13061266,417,22634,Plagl1
chr6,148354554,148355538,0,66184,Rps4l
chr1,55362481,55363657,0,75388,Boll
chr1,46425460,46425706,0,100101919,Dnah7c
chr11,67695538,67695753,212,19674,Rcvrn
chr10,122448598,122449321,99,54140,Avpr1a
chr15,98437490,98437734,20,258449,Or8s10
chr3,40708698,40709241,0,73333,Slc25a31
chr15,74799698,74799953,33,76486,Ly6k
chr2,168755929,168756239,0,99377,Sall4
chr2,168268518,168269229,102,241794,Kcng1
chr2,173578063,173578438,0,70065,Ankrd60
chr15,73058048,73058500,-2238,76510,Trappc9
chr16,23431240,23431460,2107,239766,Rtp1
chr10,81031112,81031665,2247,106947,Slc39a3
chr7,79617340,79617804,0,56315,Rhcg
chr10,4712270,4712922,0,13982,Esr1
chr4,143394306,143394853,0,83491,Pramel1
chr18,36931568,36932215,1283,116731,Pcdha1
chr7,127611029,127612140,2220,320683,Zfp629
chr19,27323135,27323508,547,240595,Kcnv2
chr6,49395411,49395824,0,77485,Stk31
chr2,178407225,178407650,0,320558,Sycp2
chr18,37515304,37515787,1683,93892,Pcdhb21
chr3,94779211,94779426,564,70737,Cgn
chr9,123215689,123216077,0,109332,Cdcp1
chr8,71725501,71725746,0,74015,Fcho1
chr9,98954655,98954857,0,768252,Foxl2os
chrX,101849379,101850502,0,100042480,Nhsl2
chr17,32100027,32100473,0,435518,Pdxk-ps
chr7,19293108,19293324,2039,20167,Rtn2
chr10,33624362,33624567,52,215890,Clvs2
chrX,152782009,152782238,0,18241,Gpr143
chr7,35186360,35186671,0,53896,Slc7a10
chr7,35185306,35185532,-853,53896,Slc7a10
chr9,26755649,26756070,365,76898,B3gat1
chr14,106106099,106106731,0,212085,Trim52
chr8,70493113,70494351,0,12931,Crlf1
chr1,186967389,186968306,0,110957,D1Pas1
chr8,95320500,95320757,4,73407,Spmip8
chr5,28466765,28467039,0,654796,9530036O11Rik
chr2,66634723,66634982,0,20274,Scn9a
chr13,58384781,58385404,0,70153,Qng1
chr8,105979058,105979549,0,71854,Dpep3
chr18,37755688,37756215,0,93723,Pcdhga11
chr15,76631819,76632140,1536,72749,Tonsl
chr7,140787634,140787929,0,74075,Syce1
chr4,155042784,155043489,0,269615,Plch2
chr2,58357611,58358052,0,269275,Acvr1c
chrX,135036000,135036213,0,320606,3632454L22Rik
chr13,48870067,48870547,572,18676,Phf2
chr1,36779084,36779320,100,22637,Zap70
chr2,36090914,36091737,2536,16874,Lhx6
chr15,98609353,98610114,0,11512,Adcy6
chr9,122568822,122569788,-2711,319626,9530059O14Rik
chr9,69759172,69761245,0,319970,B230323A14Rik
chr8,3495872,3496387,2702,140482,Zfp358
chr7,128417711,128418774,0,67865,Rgs10
chr6,91978786,91979172,0,232237,Fgd5
chr4,73790554,73791142,0,242505,Rasef
chr7,6977238,6977454,0,116811,Zim3
chr12,71111371,71111657,0,75266,Tomm20l
chr7,28294393,28294952,0,13389,Dll3
chr2,163749780,163750326,0,11486,Ada
chr5,115482797,115483106,0,75387,Sirt4
chr6,83142284,83142535,0,20166,Rtkn
chr17,26095146,26095524,0,56520,Nme4
chr17,23679473,23679821,0,54419,Cldn6
chr18,37694513,37694761,133,93713,Pcdhga5
chr16,94086715,94087055,1784,20465,Sim2
chrX,162643300,162643817,0,194590,Reps2
