gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Snhg6,chr1,9944118,-,9943618,9946618,9943785,9944196,660,46,2,8.938880000000001,25.87665,0,0.0,1.0,exo_only
Snord87,chr1,9942549,-,9942049,9945049,9943785,9944196,660,46,2,8.938880000000001,25.87665,0,0.0,1.0,exo_only
Cspp1,chr1,10037987,+,10035487,10038487,10037950,10038215,661,31,1,10.10718,45.001000000000005,0,0.0,1.0,exo_only
Eya1,chr1,14310235,-,14309735,14312735,14309747,14310036,694,35,1,11.29125,51.535700000000006,0,0.0,1.0,exo_only
Rpl7,chr1,16104662,-,16104162,16107162,16104765,16106291,707,169,1,18.8012,102.01080000000002,0,0.0,1.0,exo_only
Rdh10,chr1,16105774,+,16103274,16106274,16104765,16106291,707,169,1,18.8012,102.01080000000002,0,0.0,1.0,exo_only
Gm26524,chr1,24005505,+,24003005,24006005,24005371,24005714,768,38,1,11.115535,46.29055,0,0.0,1.0,exo_only
Fam135a,chr1,24100341,-,24099841,24102841,24099641,24100556,768,108,1,19.738866666666667,113.70103333333331,0,0.0,1.0,exo_only
Gm37580,chr1,24100625,+,24098125,24101125,24099641,24100556,768,108,1,19.738866666666667,113.70103333333331,0,0.0,1.0,exo_only
Bag2,chr1,33757795,-,33757295,33760295,33757611,33757949,842,44,1,8.798115,33.9091,0,0.0,1.0,exo_only
Bend6,chr1,33907816,-,33907316,33910316,33907457,33907693,843,20,2,5.6595966666666655,14.117545,0,0.0,1.0,exo_only
Dst,chr1,33908225,+,33905725,33908725,33906988,33907242,843,20,1,6.134313333333332,16.89377,0,0.0,1.0,exo_only
Arid5a,chr1,36307733,+,36305233,36308233,36307616,36308213,862,61,1,67.07975,638.932,0,0.0,1.0,exo_only
Cnnm4,chr1,36471620,+,36469120,36472120,36471266,36472155,863,72,1,9.80071,35.036950000000004,0,0.0,1.0,exo_only
