gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_mean_signal,exo_min_qvalue,endo_peak_count,endo_mean_signal,endo_min_qvalue,category
Tcea1,chr1,4857814,+,4855314,4858314,4857465,4858372,622,83,1,23.06875,132.7115,1,36.5987,225.826,common
Pcmtd1,chr1,7088920,+,7086420,7089420,7088491,7089271,639,85,1,46.69696666666666,359.39833333333337,1,57.21653333333334,424.266,common
Gm26901,chr1,7397869,-,7397369,7400369,7397746,7398594,641,64,1,40.470866666666666,298.059,1,47.1747,307.3,common
Vcpip1,chr1,9748382,-,9747882,9750882,9747560,9748645,659,89,1,37.77275,294.1495,1,26.90615,130.984,common
1700034P13Rik,chr1,9747648,+,9745148,9748148,9747560,9748645,659,89,1,37.77275,294.1495,1,26.90615,130.984,common
Cops5,chr1,10038168,-,10037668,10040668,10039745,10040279,661,60,1,10.10718,45.001000000000005,1,9.305675,34.55275,common
Ncoa2,chr1,13374083,-,13373583,13376583,13372746,13374794,687,188,1,35.2002,275.935,1,49.1783,348.55633333333327,common
Gm29570,chr1,13376070,+,13373570,13376570,13372746,13374794,687,188,1,35.2002,275.935,1,49.1783,348.55633333333327,common
Terf1,chr1,15805646,+,15803146,15806146,15805591,15806108,705,60,2,9.0461525,27.91945,1,25.66695,153.7225,common
Ube2w,chr1,16619489,-,16618989,16621989,16618558,16619401,711,107,1,16.350556666666666,88.74306666666666,1,13.9401,56.370466666666665,common
Gm38342,chr1,16618560,+,16616060,16619060,16618558,16619401,711,107,1,16.350556666666666,88.74306666666666,1,13.9401,56.370466666666665,common
Tceb1,chr1,16657042,-,16656542,16659542,16656764,16657043,712,25,1,33.0811,247.6705,1,34.13106666666667,201.98566666666667,common
D030040B21Rik,chr1,16657552,+,16655052,16658052,16656764,16657043,712,25,1,33.0811,247.6705,1,34.13106666666667,201.98566666666667,common
Mcm3,chr1,20820312,-,20819812,20822812,20819888,20820297,743,45,1,22.668,123.9248,1,14.132833333333332,56.2268,common
Gm20587,chr1,20821331,+,20818831,20821831,20819888,20820297,743,45,1,22.668,123.9248,1,14.132833333333332,56.2268,common
Efhc1,chr1,20951626,+,20949126,20952126,20951662,20951890,744,20,1,23.919666666666668,160.23080000000002,1,28.90403333333333,158.2808666666667,common
Tram2,chr1,21079229,-,21078729,21081729,21078869,21079694,745,72,1,24.2853,136.47050000000002,1,25.0936,121.4587,common
Gm28287,chr1,21080114,+,21077614,21080614,21078869,21079694,745,72,1,24.2853,136.47050000000002,1,25.0936,121.4587,common
Gm6420,chr1,23256407,-,23255907,23258907,23256018,23257054,762,114,1,7.4726,23.0686,1,19.141575,101.2781,common
Smap1,chr1,23922317,-,23921817,23924817,23921719,23922554,767,76,1,11.561850000000002,47.93899,1,10.937196666666663,39.19486666666666,common
Sdhaf4,chr1,24005656,-,24005156,24008156,24005371,24005714,768,38,1,11.115535,46.29055,1,2.87856,2.6963,common
Lmbrd1,chr1,24678630,+,24676130,24679130,24678516,24679083,773,54,1,25.6671,155.339,1,27.17425,166.3345,common
Adgrb3,chr1,25829707,-,25829207,25832207,25829845,25830680,782,75,1,21.490450000000003,133.622,1,17.65075,90.21745,common
Zfp451,chr1,33814595,-,33814095,33817095,33814130,33814690,842,62,1,6.50089,17.979895,1,10.015193333333334,36.042366666666666,common
Ccdc115,chr1,34439672,-,34439172,34442172,34439241,34440138,847,64,1,111.67783333333333,1227.3106666666667,1,143.502,1465.125,common
Imp4,chr1,34439851,+,34437351,34440351,34439241,34440138,847,64,1,111.67783333333333,1227.3106666666667,1,143.502,1465.125,common
Arhgef4,chr1,34678188,+,34675688,34678688,34678070,34678419,849,37,1,5.77891,14.36395,1,5.43485,13.458015,common
