chr,start,end,neu_signal,nsc_signal,fold_change,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr1,3671654,3672156,44.47132766264534,15.331181772053242,2.9007110034864247,0.1,both,nsc_only,False,3,3,"43.47415700980595,52.7789948215442,37.1608311565859","10.289605426735111,21.305724717144454,14.398215172280159",1792,502,CpG:,613,0,2,,5.54931;6.06037,3670396,3672188
chr1,4491701,4493673,3.420399064671482,28.438006794492008,0.12027562583373316,0.3333333333333333,both,nsc_only,False,2,2,"2.429280403817054,0.0,7.831916790197392","44.398371658702885,0.0,40.91564872477314",404,1972,CpG:,619,0,2,,6.0982;5.8282,4492305,4492709
chr1,4571641,4572075,18.511282168979662,25.026295989524318,0.7396732691377199,0.7,both,nsc_only,False,3,3,"13.692992781864778,18.217554917468977,23.623298807605227","31.500924768035347,13.556918122386204,30.021045078151403",786,434,CpG:,619,0,3,,4.35039;6.82732;3.40697,4571438,4572224
chr1,4785376,4785814,126.67309449854787,50.85659078092157,2.490790132673782,0.1,both,nsc_only,False,3,3,"135.58653223712477,122.39437924795529,122.03837201056352","22.27346434903784,71.14386253308214,59.15244546064472",783,438,CpG:,621,0,3,,2.96862;6.6373;7.27926,4785443,4786226
chr1,4807559,4808103,25.412540205553466,18.25352192567844,1.392199286747176,1.0,both,nsc_only,False,3,3,"13.185962966844148,38.42622091080628,24.62543673900997","27.86709427862775,13.221223759008389,13.67224773939918",3264,544,CpG:,621,0,3,,4.55161;7.91139;6.13029,4806809,4810073
chr1,4857465,4858372,260.60405048223504,83.50615212524806,3.1207766595611277,0.1,both,nsc_only,False,3,3,"199.2385936051832,360.10971264443424,222.46384519708758","84.48920838859146,72.40402035428146,93.62522763287129",1723,907,CpG:,622,0,3,,11.705;12.0307;12.3294,4856826,4858549
chr1,5018557,5019711,105.19663851219464,50.69883959004594,2.07493187936492,0.1,both,nsc_only,False,3,3,"94.61541985219397,125.62345255323525,95.35104313115473","54.683815862625956,47.99381189215889,49.418891015353",8482,1154,CpG:,623,0,3,,5.71049;9.62622;8.27909,5016896,5025378
chr1,5083039,5083536,49.297301682550334,25.84046676999019,1.9077558513688198,0.4,both,nsc_only,False,3,3,"27.044548534481812,84.10968708183566,36.73766943133352","34.835950919235835,30.664599467997462,12.02084992273729",1681,497,CpG:,623,0,3,,5.7882;2.98168;3.66315,5082687,5084368
chr1,5916428,5917474,39.199767632672085,24.641739622972633,1.5907873483139767,0.2,both,nsc_only,False,3,3,"46.51485129710701,31.869585245847702,39.21486635506153","26.858424693014886,32.038690176937315,15.028103998965687",2880,1046,CpG:,630,0,3,,4.46753;4.51845;7.00061,5914531,5917411
chr1,6214430,6215332,33.42919716593966,43.45127342090034,0.769349078498123,0.4,both,nsc_only,False,3,3,"20.885121324503025,20.603126427347625,58.79934374596835","63.133128065068576,34.34240130745404,32.87829089017841",2110,902,CpG:,632,0,3,,11.9757;7.31797;7.22298,6213301,6215411
chr1,6359082,6359442,18.098671920900422,39.527655806967886,0.45787364697984473,0.6666666666666666,both,nsc_only,False,2,2,"14.061736499390951,0.0,40.23427926331031","20.043869983859178,0.0,98.53909743704448",328,360,CpG:,633,0,2,,2.38625;9.47173,6359199,6359527
chr1,7088491,7089271,160.12630822699586,82.60731521155613,1.9384034914694264,0.1,both,nsc_only,False,3,3,"131.434983512645,193.58638260289968,155.35755856544296","85.8230959847165,88.48064174144328,73.5182079085086",3869,780,CpG:,639,0,3,,14.9838;15.1461;22.7351,7086674,7090543
chr1,7397746,7398594,330.7855704229209,111.41573584274859,2.9689304470401687,0.1,both,nsc_only,False,3,3,"252.40828408465507,390.7286058296225,349.2198213544851","83.36669128001918,142.58911876255212,108.2913974856745",2118,848,CpG:,641,0,3,,12.6481;19.1885;19.724,7396309,7398427
chr1,9299215,9300020,35.51424815272021,27.929906323544813,1.2715491323643224,1.0,both,nsc_only,False,3,3,"25.972114534897727,48.14186203216418,32.42876789109872","48.9183104659742,31.967825935936816,2.9035825687234285",1358,805,CpG:,655,0,2,,6.06512;7.58041,9298334,9299692
chr1,9545269,9546268,120.19419628140423,48.81658807939262,2.4621588892268953,0.1,both,nsc_only,False,3,3,"119.29385585925635,90.62257287829742,150.66616010665894","41.98815620933299,33.92675415205766,70.5348538767872",1762,999,CpG:,657,0,3,,10.754;15.5653;8.94036,9544862,9546624
chr1,9699785,9700881,40.558673738705515,30.822288514687656,1.3158878101922318,0.7,both,nsc_only,False,3,3,"35.6156436491653,64.09354983668624,21.966827730265003","34.39697519006601,15.79303257049076,42.2768577835062",1638,1096,CpG:,659,0,3,,6.60314;6.49095;4.9516,9699646,9701284
chr1,9747560,9748645,157.79526959033103,61.586680978380826,2.56216550532611,0.1,both,nsc_only,False,3,3,"141.87109718545162,169.1091430807478,162.40556850479365","50.373241085578606,81.22750517044098,53.15929667912289",2487,1085,CpG:,659,0,3,,11.8304;12.3511;12.9218,9746409,9748896
chr1,9797821,9798652,21.81234719816064,26.72610293898552,0.8161439491555218,1.0,both,nsc_only,False,3,3,"16.790861815782595,30.595238884398334,18.050940894300997","12.672210109980945,24.559416066723234,42.946682640252384",2202,831,CpG:,659,0,2,,4.40763;5.8661,9796998,9799200
