chr,start,end,neu_signal,nsc_signal,fold_change,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr15,79834017,79834501,38.053762509687395,32.41986974802128,1.1737790066849352,0.7,both,nsc_only,False,3,3,"27.376191950070083,50.85797012566709,35.927125453325004","19.730146152128945,47.625695551543046,29.903767540391843",3821,484,CpG:,1194,0,3,,5.81253;5.86237;10.9975,79832248,79836069
chr15,79883409,79883635,85.03632021658755,24.66318702260973,3.447904771537894,0.1,both,nsc_only,False,3,3,"83.01255461309934,92.29742358740789,79.79898244925542","17.073172193430064,24.8078540119345,32.108534862464616",2984,226,CpG:,1194,0,3,,6.39207;6.33328;11.0079,79882637,79885621
chr15,79927777,79928048,43.22545474267539,30.828033314382598,1.402147658978585,0.4,both,nsc_only,False,3,3,"31.61770573168924,60.7872127176157,37.2714457787212","21.926799082590858,14.619057164181188,55.93824369637575",2165,271,CpG:,1194,0,2,,3.57464;12.0561,79926735,79928900
chr15,79932385,79932801,30.96513299539159,20.188609610175206,1.5337922518341698,1.0,both,nsc_only,False,3,2,"28.13216452356857,16.691188876200382,48.072045586405814","0.0,21.262720394134522,39.3031084363911",2170,416,CpG:,1194,0,2,,5.70099;4.85117,79931039,79933209
chr15,80012334,80014805,11.459655977270138,30.823244169448156,0.3717861726128391,0.2,both,nsc_only,False,3,3,"15.958020649990946,6.842151940993543,11.578795340825927","15.175352906281093,40.022740026689924,37.27163957537345",848,2471,CpG:,1195,0,2,,6.50329;6.19589,80014690,80015538
chr15,80083159,80083585,83.35426008183184,37.604415406613406,2.2166083206062157,0.1,both,nsc_only,False,3,3,"58.18125365419117,102.42780628310568,89.45372030819864","39.84841393634244,27.916295907316698,45.04853637618107",3681,426,CpG:,1195,0,3,,12.7687;7.22047;10.993,80080481,80084162
chr15,80091111,80091883,14.759231093044264,21.81375820111189,0.6766019388759867,1.0,both,nsc_only,False,3,3,"16.97802423706818,16.252781065245447,11.046887976819168","15.488370543763057,39.06637415080123,10.886529908771385",2799,772,CpG:,1196,0,3,,4.42172;2.96901;5.39017,80090187,80092986
chr15,80133017,80133591,68.36476988093662,30.012918277355084,2.277844801667228,0.1,both,nsc_only,False,3,3,"56.92984663421134,97.38610661498889,50.778356393609634","27.04741049168715,23.408557597947087,39.58278674243101",2948,574,CpG:,1196,0,3,,5.67697;9.17503;5.23232,80131997,80134945
chr15,80233876,80234421,100.09774508193762,17.456060231625397,5.734269001924563,0.1,both,nsc_only,False,3,3,"78.90625805007313,109.89309037097601,111.49388682476373","24.808049221705915,20.611714831766786,6.948416641403487",2802,545,CpG:,1197,0,3,,8.99223;6.15142;6.77796,80231339,80234141
chr15,80255094,80256136,178.98314226164658,50.28398754987918,3.5594460778215793,0.1,both,nsc_only,False,3,3,"157.96929862947277,251.7682658314089,127.21186232405803","41.00670064684414,61.98919754895986,47.85606445383353",2517,1042,CpG:,1197,0,3,,10.2531;7.99342;10.5099,80253773,80256290
chr15,80263905,80264458,35.88458886706342,23.47324215588681,1.5287444584242913,1.0,both,nsc_only,False,3,3,"24.529349245757242,61.609493337727415,21.5149240177056","32.71797161329081,27.11096272482252,10.5907921295471",2439,553,CpG:,1197,0,3,,8.08243;3.59565;16.3966,80262298,80264737
chr15,80287124,80288381,7.388934997331648,8.353194219755272,0.8845640126332566,1.0,both,nsc_only,False,3,3,"10.196392766446891,3.4539103754132023,8.51650185013485","5.638598283549098,16.24586087115898,3.175123504557739",2286,1257,CpG:,1197,0,2,,2.9796;4.52895,80286202,80288488
chr15,80710963,80712149,283.4806374411913,137.39477295070438,2.0632563477716928,0.1,both,nsc_only,False,3,3,"240.94311219119888,313.6547888975877,295.8440112347873","140.9653401568597,129.5473305756191,141.6716481196344",3445,1186,CpG:,1200,0,3,,24.619;36.1253;26.5728,80709406,80712851
chr15,80948113,80948758,74.6361458713241,20.2849886125753,3.6793782484578186,0.1,both,nsc_only,False,3,3,"66.68548182449102,64.52283553384201,92.70012025563928","25.588744483066364,26.875947493130912,8.390273861528627",1913,645,CpG:,1202,0,3,,6.82866;2.5838;5.55813,80947981,80949894
chr15,80977727,80978251,12.338207623194515,23.69427146601217,0.5207253424479769,0.7,both,nsc_only,False,3,3,"16.401554132958193,11.3827880164636,9.230280720161755","7.408836281971691,33.4557304254979,30.218247690566923",2696,524,CpG:,1202,0,3,,3.25947;8.09999;9.70281,80976345,80979041
chr15,81190166,81191037,187.86013850473603,68.83917540266741,2.728971365590424,0.1,both,nsc_only,False,3,3,"114.92225755849488,262.51524513840894,186.14291281730422","87.08431512604176,70.21400201558635,49.21920906637411",4408,871,CpG:,1204,0,3,,22.5228;16.5833;20.4843,81189020,81193428
chr15,81360570,81360946,159.40657848162198,90.42950489023092,1.7627717709515254,0.2,both,nsc_only,False,3,3,"103.26768360953228,206.45424081450506,168.4978110208286","113.5150663442365,75.08375806776289,82.68969025869337",1778,376,CpG:,1205,0,3,,12.4167;13.9408;10.6029,81360037,81361815
chr15,81399335,81400166,71.14727879563878,27.227942363387854,2.6130244381340844,0.1,both,nsc_only,False,3,3,"73.1406757375155,63.425528369669664,76.87563227973116","14.978848642623063,23.699086355299997,43.0058920922405",4061,831,CpG:,1206,0,3,,6.34854;7.86664;8.57286,81397088,81401149
chr15,81466197,81466957,154.1615114817932,75.88850012896069,2.0314212459044483,0.1,both,nsc_only,False,3,3,"128.26655350432438,192.956662334866,141.26131860618918","53.47946529681866,83.80067709572295,90.38535799434042",2925,760,CpG:,1206,0,3,,10.3176;20.9646;21.1861,81464798,81467723
chr15,81523003,81523405,13.39066318178064,22.065728770917072,0.6068534296238479,0.4,both,nsc_only,False,3,3,"9.808358537623027,15.346669038835108,15.016961968883786","14.338318551783225,26.311207493481987,25.547660267486005",2959,402,CpG:,1206,0,2,,5.17208;6.0803,81522728,81525687
chr15,81585125,81586774,47.08544037091945,22.49571236189721,2.093085100548842,0.1,both,nsc_only,False,3,3,"37.323376489803195,61.62744950769203,42.30549511526312","17.10512699559331,23.415814240330032,26.966195849768287",3584,1649,CpG:,1207,0,3,,7.39334;4.73092;5.72484,81583708,81587292
chr15,81663844,81664100,32.09157929432162,17.667865893973204,1.8163811909659433,0.1,both,nsc_only,False,3,3,"25.398243038731334,27.64375162688848,43.232743217345046","11.306640544485123,22.955426677256145,18.74153046017834",3127,256,CpG:,1208,0,3,,3.35736;5.7406;8.56,81662523,81665650
chr15,81664283,81664525,32.09157929432162,17.667865893973204,1.8163811909659433,0.1,both,nsc_only,False,3,3,"25.398243038731334,27.64375162688848,43.232743217345046","11.306640544485123,22.955426677256145,18.74153046017834",3127,242,CpG:,1208,0,3,,3.35736;5.7406;8.56,81662523,81665650
chr15,81693572,81695044,31.51540071689375,27.372199913121847,1.1513652836426096,1.0,both,nsc_only,False,3,3,"27.878025962260576,41.20475436309772,25.463421825322957","30.868825071869143,12.678818473491301,38.568956194005104",4348,1472,CpG:,1208,0,3,,6.18003;6.34838;5.51885,81693563,81697911
chr15,81729285,81730210,71.42496935832078,44.38160932734733,1.6093370754428618,0.2,both,nsc_only,False,3,3,"61.26679011318877,82.75695315510985,70.2511648066637","30.457706422083472,35.18256852737714,67.50455303258137",2601,925,CpG:,1208,0,3,,19.8964;13.2327;9.62721,81728164,81730765
chr15,81745014,81745344,15.624903433847564,22.244829868025274,0.702406065883507,0.7,both,nsc_only,False,3,3,"12.579365218512638,19.45228375779031,14.843061325239745","11.513068718735537,47.50799921017927,7.713421675161004",2566,330,CpG:,1208,0,2,,2.78577;7.1018,81744522,81747088
chr15,81745743,81746031,15.624903433847564,22.244829868025274,0.702406065883507,0.7,both,nsc_only,False,3,3,"12.579365218512638,19.45228375779031,14.843061325239745","11.513068718735537,47.50799921017927,7.713421675161004",2566,288,CpG:,1208,0,2,,2.78577;7.1018,81744522,81747088
chr15,81810601,81811771,230.80729485308362,63.29745213234329,3.646391554126194,0.1,both,nsc_only,False,3,3,"188.00457699158625,309.8883592277459,194.52894833991874","53.3570488534034,70.5808499214957,65.95445762213078",4191,1170,CpG:,1209,0,3,,11.4038;10.2733;15.1845,81808897,81813088
chr15,81856168,81856385,48.41166012440252,27.39526634136801,1.7671542054438387,0.1,both,nsc_only,False,3,3,"54.53692173030815,42.14162528561733,48.5564333572821","26.205117311890127,30.755514191977056,25.225167520236845",2289,217,CpG:,1209,0,3,,7.92361;6.08072;6.80204,81855238,81857527
