chr,start,end,neu_signal,nsc_signal,fold_change,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr6,29164556,29164852,47.89247338603803,25.70098469488342,1.8634489672130155,0.1,both,nsc_only,False,3,3,"44.1471816627683,60.999377839063015,38.530860656282755","27.116075444123013,24.520817094488425,25.46606154603883",2663,296,CpG:,807,0,3,,6.85528;8.60635;6.55064,29164083,29166746
chr6,29170251,29171278,22.089880429406065,22.401126233660722,0.9861057966011116,1.0,both,nsc_only,False,3,3,"24.16529601351475,9.957780179306281,32.14656509539717","11.853893480541187,24.017766134448234,31.331719085992745",3453,1027,CpG:,807,0,3,,3.7702;5.36605;7.595,29170307,29173760
chr6,29178973,29179665,53.445050654305874,28.78420643949001,1.8567491435505699,0.4,both,nsc_only,False,3,3,"43.410539849677306,76.55284730925314,40.37176480398717","9.154415702351189,46.35960422394024,30.838599392178605",814,692,CpG:,807,0,2,,4.24683;6.24764,29178984,29179798
chr6,29211959,29212553,12.488407482125567,24.46711810991467,0.5104159560608391,0.1,both,nsc_only,False,3,3,"14.551766475213121,11.117502550109052,11.795953421054529","15.467557817434999,15.224002669205477,42.709793843103526",5222,594,CpG:,807,0,2,,7.4601;5.39834,29211359,29216581
chr6,29215984,29216355,12.488407482125567,24.46711810991467,0.5104159560608391,0.1,both,nsc_only,False,3,3,"14.551766475213121,11.117502550109052,11.795953421054529","15.467557817434999,15.224002669205477,42.709793843103526",5222,371,CpG:,807,0,2,,4.4173;7.4601,29211359,29216581
chr6,29272506,29272924,53.00234039161336,27.39016349337162,1.9350866746173256,0.2,both,nsc_only,False,3,3,"44.78049771290079,54.33844212711049,59.88808133482878","8.945987594187834,25.054313576073753,48.17018930985327",2179,418,CpG:,808,0,3,,2.91264;7.47644;5.42267,29272211,29274390
chr6,29347829,29348444,172.12942234532537,63.288135848691375,2.7197739360952364,0.1,both,nsc_only,False,3,3,"129.049407163543,239.15355036028345,148.18530951214964","57.267646536067026,54.870735526911055,77.72602548309602",2453,615,CpG:,808,0,3,,9.96424;16.1551;12.2837,29347046,29349499
chr6,29396379,29396656,22.422082633802898,29.952403192055044,0.748590438304143,0.2,both,nsc_only,False,3,3,"23.44995011516205,22.889011841540754,20.927285944705883","37.15780764061556,23.223951836507798,29.47545009904178",4183,277,CpG:,809,0,2,,7.62606;6.29181,29396045,29400228
chr6,29433165,29433739,38.705992956582776,29.948691421217813,1.292410156163306,0.7,both,nsc_only,False,3,3,"36.490054516283244,40.89872129311723,38.72920306034785","16.970188079351026,24.730837860421232,48.145048323881184",4984,574,CpG:,809,0,3,,3.7408;8.76318;3.00634,29429950,29434934
chr6,29473991,29474402,25.332965770525806,33.42308459805219,0.757948168913235,1.0,both,nsc_only,False,3,3,"39.66078659732525,5.925436759361854,30.412673954890323","58.13376079148512,29.879291182297926,12.256201820373535",1625,411,CpG:,809,0,3,,6.57136;6.32145;14.2818,29473227,29474852
chr6,29507708,29508070,10.7475391045043,37.02178235456761,0.2903031248353257,0.1,both,nsc_only,False,3,3,"14.482265095799912,4.638082370229262,13.12226984748373","52.96302076741851,19.599355429238,38.50297086704631",1551,362,CpG:,810,0,3,,7.05943;5.07463;5.10564,29506857,29508408
chr6,29526398,29527188,11.241188352272532,19.093169215984066,0.5887544506158696,0.7,both,nsc_only,False,3,3,"6.5513506248946225,21.14216287961163,6.030051552311349","29.918713918617428,24.71471897530319,2.6460747540315843",1309,790,CpG:,810,0,2,,5.35273;5.68228,29526168,29527477
