seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr1,4491701,4493673,62,20671,Sox17
chr1,6359082,6359442,0,620393,Alkal1
chr1,9848165,9848530,0,170755,Sgk3
chr1,14755151,14755803,0,17681,Msc
chr1,16092956,16093371,0,75799,4930444P10Rik
chr1,17145467,17145795,0,14545,Gdap1
chr1,22805682,22806364,0,116837,Rims1
chr1,23921719,23922554,0,98366,Smap1
chr1,30873108,30874026,0,213109,Phf3
chr1,32172540,32173046,0,170771,Khdrbs2
chr1,34472754,34472966,34,19253,Ptpn18
chr1,34849895,34850178,0,226971,Plekhb2
chr1,37719313,37720128,0,72097,Cracdl
chr1,38626793,38628084,0,16764,Aff3
chr1,38835801,38836776,0,381338,Lonrf2
chr1,40266556,40266876,0,16177,Il1r1
chr1,46425460,46425706,0,100101919,Dnah7c
chr1,52500031,52500252,48,17936,Nab1
chr1,52630541,52630942,0,227094,Nemp2
chr1,52726791,52727529,0,98682,Mfsd6
chr1,55362481,55363657,0,75388,Boll
chr1,61638736,61639406,0,72823,Pard3b
chr1,69826863,69827202,0,66722,Spag16
chr1,72824693,72824937,190,16008,Igfbp2
chr1,72825362,72825653,40,16008,Igfbp2
chr1,74036952,74037248,0,21961,Tns1
chr1,74748732,74749045,0,241113,Prkag3
chr1,74784035,74784616,1596,22420,Wnt6
chr1,74881947,74882612,1996,260298,Fev
chr1,74950631,74952093,0,16147,Ihh
chr1,75168558,75168942,0,68818,Zfand2b
chr1,75236419,75236960,0,56812,Dnajb2
chr1,75360355,75360970,26,13346,Des
chr1,75381924,75382387,0,11790,Speg
chr1,75387985,75389104,2375,11790,Speg
chr1,75475918,75476150,2596,74241,Chpf
chr1,75486710,75486948,285,98733,Obsl1
chr1,75521431,75521985,0,71728,Stk11ip
chr1,78196631,78197287,0,18505,Pax3
chr1,79671574,79671937,28,252903,Ap1s3
chr1,84695498,84695745,-94,100628595,Mir5126
chr1,86018289,86018836,221,70060,Spata3
chr1,86303140,86303984,0,227327,B3gnt7
chr1,86587037,86587467,0,26895,Cops7b
chr1,87153912,87155085,0,13599,Ecel1
chr1,87264206,87264956,0,98363,Efhd1
chr1,87475331,87475685,2792,73234,Snorc
chr1,91366303,91366752,0,227358,Erfe
chr1,92831246,92831553,-92,14733,Gpc1
chr1,95667365,95667768,0,20452,St8sia4
chr1,98095047,98095891,0,18484,Pam
chr1,105355962,105356898,0,100504568,Gm17634
chr1,106712493,106712947,232,12043,Bcl2
chr1,120073679,120073931,143,170706,Tmem37
chr1,121527415,121527955,510,15564,Htr5b
chr1,121567592,121568081,0,66942,Ddx18
chr1,124045451,124046133,0,269109,Dpp10
chr1,127677228,127678137,0,72160,Tmem163
chr1,131244662,131245555,0,54354,Rassf5
chr1,131962972,131963459,5,212980,Slc45a3
chr1,132139305,132139560,45,18557,Cdk18
chr1,132190087,132191155,-276,213409,Lemd1
chr1,132315898,132316555,0,74137,Nuak2
chr1,133274094,133274355,0,240753,Plekha6
chr1,133363428,133364312,0,214253,Etnk2
chr1,133423057,133424444,0,20668,Sox13
chr1,134361776,134362168,0,57439,Tmem183a
chr1,136466216,136466630,0,381293,Kif14
chr1,136952915,136953134,496,26424,Nr5a2
chr1,138841498,138842069,360,16876,Lhx9
chr1,150993278,150993599,0,545370,Hmcn1
chr1,151571313,151571755,0,63913,Niban1
chr1,152386313,152386744,0,66637,Tsen15
chr1,152399918,152400364,88,269132,Colgalt2
chr1,153185935,153186287,0,16782,Lamc2
chr1,153425155,153425591,0,71836,Shcbp1l
chr1,153486981,153487778,0,13211,Dhx9
chr1,158362548,158362875,0,11899,Astn1
chr1,160792029,160793170,0,29809,Rabgap1l
chr1,161142783,161143001,16,73844,Ankrd45
chr1,161969118,161969514,0,67292,Pigc
chr1,165193911,165194575,0,108735,Sft2d2
chr1,166253979,166254247,0,100039795,Ildr2
chr1,167000591,167001863,0,226610,Fam78b
chr1,167688274,167689255,0,110648,Lmx1a
chr1,170867512,170867858,0,226641,Atf6
chr1,172082539,172083159,0,12847,Copa
chr1,172172578,172172820,-1134,98193,Dcaf8
chr1,172340865,172341194,-16,16513,Kcnj10
chr1,174503311,174503629,1486,54418,Fmn2
chr1,178527287,178530895,0,269152,Kif26b
chr1,180894424,180894798,0,320202,Lefty2
chr1,182340986,182341585,0,67948,Fbxo28
chr1,182763892,182764150,0,96935,Susd4
chr1,186967389,186968306,0,110957,D1Pas1
chr1,191062647,191063355,0,381318,Nsl1
chr1,191097856,191098676,0,381319,Batf3
chr1,192833588,192833792,927,320952,A730013G03Rik
chr1,193035479,193036021,0,329324,Syt14
chr10,4712270,4712922,0,13982,Esr1
chr10,7589694,7590651,0,237253,Lrp11
chr10,12964008,12964687,0,74732,Stx11
chr10,13473745,13474522,0,215789,Phactr2
chr10,18844886,18845426,0,64058,Perp
chr10,19356883,19357579,350,94222,Olig3
chr10,22273321,22274267,0,667281,H60b
chr10,23348465,23348670,1217,14051,Eya4
chr10,24595451,24596086,0,102638890,Gm15270
chr10,28074518,28075101,0,19272,Ptprk
chr10,29148176,29148387,379,67412,Soga3
chr10,31445574,31445999,0,21987,Tpd52l1
chr10,32889855,32890355,-7,432450,Nkain2
chr10,33950923,33951152,43,72580,Zup1
chr10,34206827,34207451,0,212898,Dse
chr10,40683153,40683657,0,327747,Mettl24
chr10,42018033,42018510,0,213402,Armc2
chr10,42579588,42579891,454,21907,Nr2e1
chr10,44003488,44004455,0,11630,Crybg1
chr10,44458550,44458893,0,12142,Prdm1
chr10,45289301,45289796,0,102638854,Gm15934
chr10,45485681,45486868,0,380669,Lin28b
chr10,50894242,50895332,-319,20464,Sim1
chr10,52022400,52022994,0,215031,Vgll2
chr10,52233394,52234339,0,66686,Dcbld1
chr10,54074629,54076165,0,100502920,Gm16998
chr10,57632017,57632220,0,18768,Pkib
chr10,59223221,59223431,1268,268301,Sowahc
chr10,60303323,60303537,2112,22295,Cdh23
chr10,61089319,61089587,0,13180,Pcbd1
chr10,61146271,61146676,222,20397,Sgpl1
chr10,61273127,61273655,0,237360,Adamts14
chr10,61648390,61649103,0,67895,Ppa1
chr10,62886788,62887349,0,52463,Tet1
chr10,69398413,69399546,0,11735,Ank3
chr10,69994095,69994422,0,11735,Ank3
chr10,75893226,75893591,0,70377,Derl3
chr10,75935823,75936353,143,17385,Mmp11
