seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr18,20058957,20059346,132,13506,Dsc2
chr10,85829330,85829651,0,103136,Pwp1
chr9,88599530,88599905,-14,320692,9430037G07Rik
chr1,37875331,37875824,2769,623661,Lipt1
chr7,12803403,12803766,0,232875,Zscan18
chr7,100582775,100583160,0,52443,Mrpl48
chr5,117841793,117842411,0,18125,Nos1
chr17,10318116,10318532,829,19317,Qki
chr7,75308843,75309053,141,68954,1500012K07Rik
chr6,126163317,126163581,1379,18205,Ntf3
chr3,54155976,54156294,0,22066,Trpc4
chr17,6601615,6601899,0,100040531,Dynlt1f
chr1,129273481,129273770,0,210417,Thsd7b
chr17,26841124,26841502,63,18091,Nkx2-5
chr14,39472116,39472397,269,18183,Nrg3
chr14,70659207,70659420,0,328440,Npm2
chr1,91800886,91802681,0,13345,Twist2
chr11,103117220,103117987,989,192231,Hexim1
chr2,158695912,158696204,0,228852,Ppp1r16b
chr15,102966501,102966713,-83,209448,Hoxc10
chr2,149830393,149831294,0,433485,Syndig1
chr3,123690706,123691099,0,83398,Ndst3
chr4,127060999,127061246,0,68310,Zmym1
chr18,36961681,36962396,1241,12941,Pcdha5
chr4,138913422,138914024,0,73162,Otud3
chr2,28911306,28911551,944,54422,Barhl1
chr7,99468221,99469101,0,72184,Klhl35
chr7,141068553,141068775,-1500,330671,B4galnt4
chr1,173367181,173367799,0,94332,Cadm3
chr4,21688426,21689258,-2463,230025,Prdm13
chr5,144545394,144546764,0,53324,Nptx2
chr12,100898889,100899508,0,238377,Gpr68
chr8,40634563,40634928,0,54384,Mtmr7
chr7,49974934,49975950,0,338352,Nell1
chr5,127241442,127242848,0,208213,Tmem132c
chr11,120549382,120549935,0,192173,Mcrip1
chr2,37793105,37793872,-1297,241324,Crb2
chr2,144330649,144332212,0,107586,Ovol2
chr17,25133340,25133660,0,26373,Clcn7
chr11,30198340,30198612,-83,20742,Sptbn1
chrX,159988070,159988799,0,270672,Map3k15
chr4,133220775,133221025,0,69655,Cd164l2
chr4,11387026,11388595,-243,207920,Esrp1
chr18,10325111,10325817,0,381157,Greb1l
chr11,11685304,11686481,0,22778,Ikzf1
chr17,87636416,87637283,0,17075,Epcam
chr4,155360977,155362087,0,18762,Prkcz
chr13,104863566,104863806,87,77803,Shisal2b
chr5,72586974,72587608,0,545758,Slc10a4-ps
chr11,118891228,118891637,-2539,52897,Rbfox3
chrX,6047291,6048447,0,58242,Nudt11
chr13,94876988,94877530,1386,18420,Otp
