seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr3,116007224,116007852,0,58193,Extl2
chr7,84151109,84152324,0,70178,Abhd17c
chr16,57166841,57167420,0,52633,Nit2
chr1,135374915,135375165,0,77552,Shisa4
chr18,61536383,61536677,0,328967,Arhgef37
chr7,79792643,79793510,278,17292,Mesp1
chr11,80080766,80081053,0,54394,Crlf3
chr12,61522900,61523369,0,238205,Lrfn5
chr12,4817253,4817906,0,66055,Sf3b6
chr13,115089696,115090334,0,105083,Pelo
chr4,43010203,43010566,0,60534,Fancg
chr16,17722635,17722942,0,94112,Med15
chr6,122819748,122820314,0,60611,Foxj2
chr6,55037878,55038424,0,353172,Gars
chr1,155083181,155083561,0,671336,Gm9530
chr4,137707348,137707652,0,110351,Rap1gap
chr11,80377885,80378102,0,70591,5730455P16Rik
chr5,108448630,108448906,0,243197,Slc49a3
chr8,13757502,13757876,0,69957,Cdc16
chr10,85388358,85388559,1531,74007,Abtb3
chr10,85386746,85388256,0,74007,Abtb3
chr6,54565792,54566443,46,69938,Scrn1
chr16,44347322,44347812,0,212514,Spice1
chr17,57087448,57087687,95,22153,Tubb4a
chr9,103201715,103202140,0,20818,Srprb
chr1,13589162,13590177,0,72265,Tram1
chr3,62338718,62339974,0,622434,Arhgef26
chr13,114387746,114388137,0,17993,Ndufs4
chr1,132391390,132391882,-109,68875,Tmcc2
chr18,84085367,84086150,254,110796,Tshz1
chr18,84087394,84088726,0,110796,Tshz1
chr15,45114269,45114877,0,67498,Kcnv1
chr7,143052674,143053288,0,12520,Cd81
chr7,140922389,140922913,283,101613,Nlrp6
chr17,24205294,24206971,0,224617,Tbc1d24
chr5,72868363,72868818,0,21682,Tec
chr17,85617968,85618636,0,100043902,Six3os1
chr15,99055127,99055802,0,19132,Prph
chr12,76324705,76325169,0,238276,Akap5
chr5,145280597,145280869,97,666311,Zscan25
chr15,99223721,99224863,0,16512,Kcnh3
chr6,144781479,144781906,13,20678,Sox5
chr17,17373975,17374290,-19,67045,Riok2
chr13,100786288,100786735,0,268697,Ccnb1
chr11,117860710,117860915,0,546519,Tmem235
chr10,80102314,80102764,0,216161,Sbno2
chr11,87595487,87595850,0,170749,Mtmr4
chr15,6386350,6386893,0,13132,Dab2
chr8,109705340,109705943,0,75871,Zfp821
chr17,26561369,26561832,0,67458,Ergic1
chr7,44852574,44852781,3,67605,Akt1s1
chr9,67840252,67840647,0,320528,Vps13c
chr4,154139682,154140605,0,22062,Trp73
chr3,100685026,100686314,0,17156,Man1a2
chr10,120898367,120899190,0,320183,Msrb3
chr17,33524151,33524369,0,224697,Adamts10
chr8,4258389,4259352,0,330695,Ctxn1
chr11,102156162,102156447,0,76547,Tmem101
chr2,32846990,32847421,0,20910,Stxbp1
chr3,129213790,129214994,0,18741,Pitx2
chr6,146888055,146888732,0,67533,Ppfibp1
chr7,105743888,105744532,0,24075,Taf10
chr11,75679121,75679708,0,12928,Crk
chr15,89591373,89591953,0,68708,Rabl2
chr17,27520719,27521101,302,268934,Grm4
chr12,26414462,26415348,0,102466676,Mir6538
chr15,77955711,77956835,0,239554,Foxred2
chr11,79145639,79146666,0,16706,Ksr1
chr14,14012433,14013127,0,246103,Atxn7
chr19,37207046,37208023,0,208922,Cpeb3
chr10,121586242,121586510,231,56480,Tbk1
chr10,121586706,121587024,0,56480,Tbk1
chr6,39573728,39574238,0,57869,Adck2
chr12,76822085,76822765,0,104886,Rab15
chr17,56990083,56990700,0,53895,Clpp
chr14,48120836,48121724,0,93834,Peli2
chr10,41887289,41887698,0,140742,Sesn1
chr2,32236329,32236858,0,99011,Pomt1
chr4,152177596,152178811,0,70025,Acot7
chr5,24324955,24325266,523,16511,Kcnh2
chr11,51059272,51059496,0,21408,Zfp354a
chr12,79029008,79029561,0,211945,Plekhh1
chr3,97227607,97227810,-72,77578,Bcl9
chr17,6079433,6080058,0,321007,Serac1
chr2,130294738,130295054,-115,228598,Ebf4
chr16,38712700,38713353,0,12549,Arhgap31
chr2,30205846,30206123,0,70266,Kyat1
chr2,155514635,155514943,0,207182,Ggt7
chr13,100124808,100125087,0,20595,Smn1
chr11,98358248,98358736,0,59045,Stard3
chr4,119492218,119492766,0,194237,Rimkla
chr12,52097701,52097939,0,76826,Nubpl
chr8,84021184,84021386,-85,74337,Palm3
chr13,65278714,65279062,0,170936,Zfp369
chr1,183221214,183221544,0,68897,Disp1
chr3,87525465,87525918,0,27049,Etv3
chr12,85338943,85339535,0,217718,Nek9
chr18,62179553,62180449,0,11555,Adrb2
chr13,48665897,48666361,2899,12022,Barx1
chr4,58911438,58912955,0,230249,Ecpas
chr14,28504710,28504984,0,22418,Wnt5a
chr8,61759746,61760094,0,72333,Palld
chr11,70220439,70220681,103,69309,Slc16a13
chr2,9877287,9877685,915,14462,Gata3
chrX,20059887,20061120,327,60322,Chst7
chr8,11312171,11313231,0,12826,Col4a1
chr11,75732637,75733672,0,22627,Ywhae
chr17,24208765,24209322,77,18209,Ntn3
chrX,137049429,137049890,0,245622,Fam199x
chr2,30093434,30093955,0,66220,Zdhhc12
chr11,59847975,59848407,0,103850,Nt5m
chr1,34842534,34843165,0,214469,Fam168b
chr2,92370592,92371064,0,228366,Large2
chr6,48626968,48627338,0,243373,AI854703
chr7,84605728,84606302,0,14085,Fah
chr9,119427445,119427702,-2644,11481,Acvr2b
chr12,83987870,83988465,9,171210,Acot2
chr8,71405903,71406421,0,234396,Ankle1
chr1,125911448,125912249,0,72585,Lypd1
chr11,69235602,69236622,400,14919,Gucy2e
chr12,84970578,84970972,0,68497,Arel1
chr15,85734824,85736079,0,19013,Ppara
chr11,69913830,69914564,0,56310,Gps2
chr12,111299424,111299678,2761,217866,Cdc42bpb
chr8,119862194,119862489,0,234796,Klhl36
chr15,50889914,50890144,0,83925,Trps1
chr5,24907876,24909063,0,108099,Prkag2
chr10,117147828,117148852,0,327826,Frs2
chr10,25296719,25297222,0,432442,Akap7
chr9,62536503,62537148,0,235431,Coro2b
chr6,92183653,92184109,0,64658,Mrps25
chr4,150008579,150009127,0,100198,H6pd
chr7,105633073,105633815,0,55992,Trim3
chr5,134099625,134100114,0,80909,Castor2
chr12,54203111,54203938,0,112407,Egln3
chr13,75707246,75708619,0,192657,Ell2
chr14,52304680,52305184,0,56335,Mettl3
chr9,51963071,51963638,0,14148,Fdx1
chr7,109438769,109439363,0,117229,Stk33
chr11,101665482,101665851,0,80981,Arl4d
chr11,54955743,54956304,0,57783,Tnip1
chr17,8340563,8341894,0,320111,Prr18
chr18,6240807,6241596,0,16573,Kif5b
chr1,71556948,71557367,0,108147,Atic
chr9,44721182,44721439,0,102693,Phldb1
chr5,25759911,25760231,0,242894,Actr3b
chr8,111337878,111338111,66,74568,Mlkl
chr2,127444312,127444599,0,68126,Fahd2a
chr11,50236431,50237500,57,17001,Ltc4s
chr18,12862135,12862594,0,64291,Osbpl1a
chr6,38636348,38637221,12,74253,Klrg2
chr6,119175140,119175720,0,319618,Dcp1b
chr11,68432018,68432252,0,320207,Pik3r5
chr1,92910510,92911527,0,108657,Rnpepl1
chr2,91457478,91458062,0,228357,Lrp4
chr11,98384216,98384438,405,21393,Tcap
chr1,186705139,186705716,0,21808,Tgfb2
chr1,186704280,186704525,0,21808,Tgfb2
chr5,146584687,146585123,0,14738,Gpr12
chr5,120503253,120503720,0,71772,Plbd2
chr3,96414572,96414904,0,21748,Terc
chr3,84039364,84040753,0,229473,Tmem131l
chr19,6987252,6987914,0,22340,Vegfb
chr5,24604592,24604970,-2580,66993,Smarcd3
chr11,22990520,22991100,0,12464,Cct4
chr1,64734847,64737979,0,14367,Fzd5
chr7,16895119,16895341,472,14709,Gng8
chr5,53212932,53213691,0,231238,Sel1l3
chr1,52119293,52119737,0,20846,Stat1
chr13,19623025,19623283,0,20379,Sfrp4
chr4,15945147,15945621,0,67460,Decr1
chr9,110100923,110101134,0,72831,Dhx30
chr4,63494624,63496133,0,73750,Whrn
chr15,89076234,89076459,110,67976,Trabd
chr17,21009077,21009303,33,224585,Zfp160
chr7,79499823,79500281,0,101694,Mir9-3hg
chr11,88717840,88719127,0,193280,C030037D09Rik
chr11,78751365,78751795,0,69109,Ccnq
chr10,93160440,93161666,0,237459,Cdk17
chr10,81587685,81588086,0,21886,Tle2
chr8,85083242,85083513,0,17159,Man2b1
chr4,32983046,32984008,0,52187,Rragd
chr9,57537457,57537810,0,78323,Fam219b
chr1,104768481,104768920,0,23836,Cdh20
chr14,54925853,54926972,0,13644,Efs
chr3,97867932,97868364,0,83679,Pde4dip
chr14,62292586,62293023,0,239133,Dleu7
chr4,108780045,108780825,0,230597,Zfyve9
chr11,102455819,102456072,118,16399,Itga2b
chr8,106210478,106211520,0,214572,Prmt7
chr4,89137359,89137890,237,66902,Mtap
chrX,151046838,151047803,0,14163,Fgd1
chr11,100622804,100623050,0,71966,Nkiras2
chr9,31912847,31915232,0,12023,Barx2
chr2,30285788,30286877,0,227697,Dolk
chr8,71709582,71709821,1285,74015,Fcho1
chr3,69044369,69045276,0,66949,Trim59
chr7,122020726,122020977,190,74105,Gga2
chr2,14604008,14605030,0,12296,Cacnb2
chr17,47629346,47629748,-942,224836,Usp49
chrX,99042589,99043122,8,236920,Stard8
chr10,127040964,127042234,0,100504608,Eef1akmt3
chr11,99230172,99231095,0,57376,Smarce1
chr7,99625521,99627069,34,100503386,Tpbgl
chr2,32586939,32587317,0,20448,St6galnac4
chr2,4881663,4882645,0,109079,Sephs1
chr4,154964006,154964786,0,269614,Pank4
chr11,17953288,17953984,0,102633673,Etaa1os
chr5,101663309,101665763,0,18096,Nkx6-1
chr15,64382175,64383019,0,13196,Asap1
chr13,22006797,22007257,-385,54373,Prss16
chr17,71474748,71475973,0,74355,Smchd1
chr15,85336122,85336899,0,54138,Atxn10
chr4,126532839,126533596,0,76850,Ago4
chr9,14860061,14860408,0,14608,Gpr83
chr17,35865724,35866068,0,76448,Ppp1r18
chr12,102743358,102744050,0,320351,Lyset
chr18,64342725,64343015,2705,225631,Onecut2
chr16,59600544,59601137,0,224273,Crybg3
chr13,23751125,23751454,0,319172,H2ac4
chr3,97767843,97768145,0,83679,Pde4dip
chr9,51278564,51279283,0,100502940,Pou2af3
chr13,22005885,22006300,112,54373,Prss16
chr12,55398657,55399188,0,26443,Psma6
chr16,37776881,37777389,0,14314,Fstl1
chr6,114131081,114131736,0,243616,Slc6a11
chr17,34671162,34672755,627,81877,Tnxb
chr2,166805343,166805987,0,99371,Arfgef2
chr11,104231063,104232946,0,17762,Mapt
chr2,158667070,158668051,0,228852,Ppp1r16b
chr5,124249215,124250237,0,19679,Pitpnm2
chr16,8513265,8513607,0,268860,Abat
chr10,44458550,44458893,0,12142,Prdm1
chr11,79710878,79712224,0,387188,Mir193a
chr13,43303259,43304447,0,328232,Gfod1
chr17,32165748,32166261,591,18131,Notch3
chr6,88874241,88875232,0,319655,Podxl2
chr16,10411849,10412188,0,26425,Nubp1
chr5,15934342,15935336,0,12293,Cacna2d1
chr5,44100524,44101425,256,19126,Prom1
chr7,126428620,126429400,0,70314,Rabep2
chr2,164485967,164487110,0,52840,Dbndd2
chr10,67538299,67539109,0,13654,Egr2
chr3,95855674,95856024,0,70767,Prpf3
chr12,21373232,21374059,0,11491,Adam17
chr11,87871383,87871613,155,13861,Epx
chr10,42761467,42762322,0,140740,Sec63
chr13,47105647,47106704,0,110052,Dek
chr2,76369911,76370352,0,241490,Rbm45
chr1,152954930,152956251,0,226518,Nmnat2
chr18,70471687,70472128,227,269033,4930503L19Rik
chr18,70472237,70472607,0,170461,Stard6
chr19,44545470,44545881,0,240667,Sec31b
chr1,119913153,119913411,0,66343,Tmem177
chr1,24099641,24100556,0,68187,Fam135a
chr11,108920190,108922170,0,12006,Axin2
chr4,130573618,130574244,0,67149,Nkain1
chr8,105965642,105966133,0,20498,Slc12a4
chr4,155694128,155695188,0,230991,Fndc10
chr1,87264206,87264956,0,98363,Efhd1
chr10,3366238,3367166,0,76142,Ppp1r14c
chr11,120347871,120350438,0,11465,Actg1
chr5,64092849,64093336,0,66681,Pgm2
chr1,91414213,91414442,-175,55927,Hes6
chr1,91412380,91413380,0,55927,Hes6
chr11,3288696,3288937,0,56218,Patz1
chr11,3289165,3291061,0,56218,Patz1
chr12,98737306,98737722,0,24000,Ptpn21
chr11,82870804,82871362,0,67338,Rffl
chr11,76998402,76998840,0,15567,Slc6a4
chr10,75060384,75062209,0,110279,Bcr
chr12,8770986,8772941,0,20969,Sdc1
chr13,46418124,46419208,0,666794,Rbm24
chr12,44328640,44329689,0,319504,Nrcam
chr2,24367457,24367788,0,215632,Psd4
chr15,100038537,100039329,0,239667,Dip2b
chr7,114414929,114416585,0,18576,Pde3b
chr3,66985596,66986137,0,66880,Rsrc1
chr1,36471266,36472155,0,94220,Cnnm4
chr18,56975101,56975424,0,77422,C330018D20Rik
chr2,122702203,122702926,0,22785,Slc30a4
chr8,71591659,71592806,0,66171,Pgls
chr10,127030576,127030856,0,66399,Tsfm
chr7,105736118,105737315,0,101867,Rrp8
chr15,89557772,89558421,1070,58234,Shank3
chr3,129969698,129970195,0,66815,Mcub
chr19,5601918,5602375,0,68209,Rnaseh2c
chr4,53631316,53631968,0,319636,Fsd1l
chr17,71183169,71184172,0,64898,Lpin2
chr9,106453424,106454151,0,59092,Pcbp4
chr14,54641128,54641737,0,239096,Cdh24
chr1,52726791,52727529,0,98682,Mfsd6
chr10,24223586,24223967,41,59012,Moxd1
chr12,54795252,54795700,0,72183,Snx6
chr3,95995451,95996253,0,67220,Plekho1
chr8,22974432,22975707,0,11733,Ank1
chr11,104233714,104233988,2130,17762,Mapt
chr6,17693885,17694907,0,64213,St7
chr9,72925155,72926085,0,72135,Pygo1
chr2,147183909,147184553,0,100313531,Nkx2-2os
chr5,52741531,52741995,0,67073,Pi4k2b
chr12,58212392,58213262,588,20605,Sstr1
chr4,13742984,13743844,0,12395,Runx1t1
chr4,62519594,62520176,0,17025,Alad
chr2,60209423,60210426,0,407823,Baz2b
chrX,51679908,51681589,0,50786,Hs6st2
chr8,70373407,70373656,0,12845,Comp
chr1,64956498,64956870,0,241075,Plekhm3
chr9,20492516,20492906,0,235028,Zfp426
chr19,22138847,22139301,0,226025,Trpm3
chr4,132533295,132533691,0,11983,Atp5if1
chr5,75077075,75077280,1473,14843,Gsx2
chr5,118559671,118561458,0,76199,Med13l
chr4,86874033,86874720,0,230379,Acer2
chr13,81657636,81658147,0,80289,Lysmd3
chr2,59611853,59612747,0,66860,Tanc1
chr11,5861773,5862357,0,11568,Aebp1
chr2,165233432,165235092,0,104010,Cdh22
chr15,82244142,82244794,0,66570,Cenpm
chr8,88521360,88521790,6,93960,Nkd1
chr9,95637558,95638082,0,76477,Pcolce2
chr2,18997444,18998634,0,18718,Pip4k2a
chr11,33513021,33513849,0,66011,Ranbp17
chr12,102704447,102705421,0,217837,Itpk1
chr13,58358698,58359201,0,75050,Kif27
chr7,35586064,35586613,0,245886,Ankrd27
chr12,69241757,69242228,0,271005,Klhdc1
chr12,102282946,102283476,0,217835,Rin3
chr5,98030523,98031323,0,71914,Antxr2
chr11,58977895,58978696,0,94091,Trim11
chr3,88716781,88717076,0,19769,Rit1
chr17,55970424,55970767,0,20420,Shd
chrX,12673296,12673657,11,69155,1810030O07Rik
chr11,106920093,106920955,0,66313,Smurf2
chr7,19507028,19507676,691,232946,Bloc1s3
chr15,76817113,76818347,0,223666,Arhgap39
chr13,17993052,17993423,0,67008,Yae1d1
chr8,38660252,38660721,787,244431,Sgcz
chr3,84479312,84480891,0,229474,Fhdc1
chr4,154142235,154142556,0,59002,Wrap73
chr14,64652352,64652894,0,16554,Kif13b
chr5,21786620,21787054,1337,19181,Psmc2
chr7,88278003,88278275,0,13032,Ctsc
chr13,48967331,48968609,0,218236,Fam120a
chr15,98662663,98663022,0,74351,Ddx23
chr7,12834896,12835208,0,65020,Zfp110
chr7,30072549,30072938,0,330502,Zfp82
chr10,22645256,22645505,245,353169,Slc2a12
chr4,8690003,8692237,0,320790,Chd7
chr7,27929216,27929571,0,73430,Zfp974
chr5,76657534,76658400,0,320827,Cracd
chr8,88137825,88138511,0,102465649,Mir7071
chr16,91546907,91547393,0,15980,Ifngr2
chr16,4594011,4595147,0,83396,Glis2
chr14,59625213,59626407,0,219134,Shisa2
chr17,24695752,24696608,0,11692,Gfer
chr10,71237637,71238173,0,21780,Tfam
chr1,135146495,135147566,0,68724,Arl8a
chr6,38253804,38254565,0,330286,D630045J12Rik
chr8,47412402,47413926,0,71069,Stox2
chr7,62419676,62420009,130,22652,Mkrn3
chr2,120977183,120977649,0,96957,Tmem62
chr16,22656809,22657280,0,110197,Dgkg
chr6,54429510,54430095,0,100042056,9130019P16Rik
chr16,55933853,55934513,0,74201,Cep97
chr4,44703124,44704717,0,18507,Pax5
chr19,17393920,17394515,0,54391,Rfk
chr8,126474331,126475129,0,212728,Tarbp1
chr15,99087196,99088551,0,239659,C1ql4
chr2,106693293,106694592,24,77015,Mpped2
chr2,106695096,106695358,0,77015,Mpped2
chr16,14361307,14361824,0,17250,Abcc1
chr3,32365290,32365820,0,22401,Zmat3
chr16,58522891,58523592,0,54613,St3gal6
chr4,47056901,47057616,0,75691,Anks6
chrX,96095958,96096269,0,17698,Msn
chr1,55131057,55131773,0,19070,Mob4
chr11,68967717,68968283,0,71998,Slc25a35
chr5,21784637,21785341,0,19181,Psmc2
chr6,118138867,118139255,0,78752,Csgalnact2
chr9,107570819,107571092,-118,15587,Hyal2
chr9,107568998,107569591,0,15587,Hyal2
chr7,80688151,80689051,0,70461,Crtc3
chr12,108422930,108423569,0,68519,Eml1
chr4,54945037,54945439,0,242466,Zfp462
chr18,75696578,75697554,0,269037,Ctif
chr18,75697675,75697888,-121,269037,Ctif
chr11,95712598,95713525,0,237928,Phospho1
chr16,20629746,20630039,0,107522,Ece2
chr2,37452056,37452530,0,227800,Rabgap1
chr10,93889173,93889865,0,56307,Metap2
chr13,40733526,40733807,0,21418,Tfap2a
chr7,46919587,46920266,0,22088,Tsg101
chr15,25622212,25623450,0,17909,Myo10
chr8,105264400,105264676,0,50788,Fbxl8
chrX,9272617,9273270,0,22439,Xk
chr4,123342303,123343090,0,12163,Bmp8a
chr11,114668546,114669120,0,67671,Rpl38
chr19,5474521,5474859,0,58859,Efemp2
chr3,57846855,57848105,0,18645,Pfn2
chr18,76059471,76059802,13,207259,Zbtb7c
chr15,102203440,102204211,0,246277,Csad
chr8,84800463,84800685,-119,18032,Nfix
chr15,84231912,84232333,0,170736,Parvb
chr9,72531760,72531995,0,75115,4930509E16Rik
chr9,72532342,72532648,0,319758,Rfx7
chr13,104178699,104179120,0,81003,Trim23
chr5,25705557,25705902,0,57434,Xrcc2
chr17,46856498,46857512,970,210982,Bicral
chr9,72807002,72807894,128,235472,Prtg
chr5,14025265,14025475,0,20349,Sema3e
chr8,112011357,112012214,0,57321,Terf2ip
chr2,131233995,131234508,0,228607,Mavs
chr9,35199770,35200100,0,117149,Tirap
chr19,29812908,29813157,0,240614,Ranbp6
chr12,36317125,36317388,2986,66042,Sostdc1
chr17,29322196,29322448,2956,74116,Pi16
chr15,89196014,89196641,0,69440,Dennd6b
chr15,103323216,103323584,0,29813,Zfp385a
chr2,105398700,105399448,0,19672,Rcn1
chrX,58030331,58030804,0,22773,Zic3
chrX,133686621,133687857,0,279653,Pcdh19
chr2,158610743,158611614,0,22348,Slc32a1
chr17,85614989,85615345,3,100043902,Six3os1
chr2,33886987,33887689,0,72543,Mvb12b
chr1,15892420,15893052,0,226866,Sbspon
chr2,37430661,37431139,0,241322,Zbtb6
chr11,4160219,4160617,0,216516,Ccdc157
chr9,81631675,81633537,0,319405,D430036J16Rik
chr15,76231985,76232943,0,18810,Plec
chr15,76229146,76229943,0,18810,Plec
chr17,5840932,5841919,0,66616,Snx9
chr6,72380221,72380604,0,53620,Vamp5
chr10,67535271,67537740,0,13654,Egr2
chr4,124850233,124851474,0,230734,Yrdc
chr1,119420294,119422877,0,16324,Inhbb
chr2,9881092,9881434,0,381347,Gata3os
chr1,191717734,191719135,0,226856,Lpgat1
chr17,15374640,15376785,0,13388,Dll1
chr9,57939932,57941023,0,20361,Sema7a
chr15,102100163,102100797,0,209039,Tns2
chr2,26388838,26389488,0,66865,Pmpca
chr1,74601094,74601459,0,269209,Stk36
chr14,55761978,55762879,550,57260,Ltb4r2
chr10,71284732,71285593,0,216080,Ube2d1
chr4,154141473,154141729,-643,59002,Wrap73
chr9,51008343,51009443,0,235344,Sik2
chr10,23796934,23797208,0,76306,Slc18b1
chr10,82985164,82985876,0,58250,Chst11
chr13,53377194,53377494,0,268656,Sptlc1
chr7,35584485,35585570,12,243923,Rgs9bp
chr11,101009431,101009638,0,11975,Atp6v0a1
chr14,13960825,13961720,0,246103,Atxn7
chr6,124863583,124863959,0,14788,Gpr162
chr18,70568069,70568580,0,17191,Mbd2
chr2,102185995,102186433,0,241576,Ldlrad3
chr9,118606598,118607327,0,104099,Itga9
chr11,61342437,61342941,0,380701,Slc47a2
chr15,73748195,73748625,0,19245,Ptp4a3
chr14,70889700,70890049,-71,14586,Gfra2
chr3,131302583,131303345,0,71519,Cyp2u1
chr2,181364734,181365592,0,229007,Zgpat
chr2,181365927,181366165,475,229007,Zgpat
chr10,85871823,85872309,0,103136,Pwp1
chr9,60794393,60794987,0,72565,Uaca
chr13,21402452,21402738,0,72739,Zkscan3
chr5,121220133,121221235,0,269700,Hectd4
chr12,111166356,111166931,0,22031,Traf3
chr7,127393091,127393508,111,101604,E430018J23Rik
chr11,70844721,70845054,0,54189,Rabep1
chr11,6064996,6066085,0,12323,Camk2b
chr6,120492284,120494016,0,94047,Tmem121b
chr1,88277213,88277704,0,171382,Trpm8
chr16,33829579,33830376,0,16419,Itgb5
chr7,44997468,44997991,0,54131,Irf3
chr16,84774096,84774492,0,67374,Jam2
chr6,85511434,85513948,0,13656,Egr4
chr6,100704747,100705181,0,232313,Gxylt2
chr17,36257569,36257894,0,67676,Rpp21
chr5,128599949,128602095,0,319616,Fzd10os
chr10,79612281,79612492,1508,237397,C2cd4c
chr3,101376810,101377563,0,78908,Igsf3
chr9,56041810,56042329,0,26611,Rcn2
chr14,70074548,70075804,-1399,13655,Egr3
chr9,75610732,75611346,0,50876,Tmod2
chr9,108691975,108693007,0,19087,Prkar2a
chr4,120746776,120747625,0,60613,Kcnq4
chr3,89266357,89266652,0,68563,Dpm3
chr17,71310456,71311277,0,246707,Emilin2
chr10,85928425,85928918,744,67341,Ascl4
