chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,peak_width_exo,peak_width_endo,significant
chr1,4785376,4785814,93.84059404327154,91.31544191145396,1.0276530680787392,1.0,both,748.6666666666666,621.3333333333334,False
chr1,4857465,4858372,389.7676048686919,336.1606658030081,1.159468208267703,0.8571428571428571,both,667.3333333333334,731.0,False
chr1,5018557,5019711,615.8606696105039,79.83198717810569,7.7144599724984255,0.3809523809523809,both,1486.0,1045.5,False
chr1,5083039,5083536,59.76504582992981,49.09962918392444,1.2172199021311,0.4,both,694.0,479.0,False
chr1,5916428,5917474,53.82054645436185,12.043663996701838,4.468785119636403,0.2,both,510.6666666666667,232.0,False
chr1,7088491,7089271,1610.1850650349625,916.3692543864764,1.7571356277257544,0.2,both,1619.3333333333333,1111.6666666666667,False
chr1,7397746,7398594,676.0251993050573,1318.5659714286423,0.5126972892926974,0.4,both,1011.0,1595.3333333333333,False
chr1,9299215,9300020,118.42989652935098,9.290746832271104,12.747080365809628,0.2,both,405.25,325.0,False
chr1,9545269,9546268,283.69655998055225,243.4402182857945,1.1653643838237835,0.5555555555555556,both,479.8333333333333,574.6666666666666,False
chr1,9699785,9700881,270.0150377184332,111.69485922117104,2.4174347825960965,0.0634920634920634,both,1019.5,480.1666666666667,False
chr1,9747560,9748645,705.3234285125178,252.481822148142,2.7935612255629008,0.1904761904761904,both,937.3333333333334,538.3333333333334,False
chr1,9943785,9944196,23.264514973384056,37.563050931432215,0.6193457239629235,0.8,both,470.0,467.75,False
chr1,9967118,9968330,19.488268302519703,16.83185989051039,1.157820254522613,1.0,both,258.3333333333333,465.5,False
chr1,10037950,10038215,250.6525782300874,178.58151419689182,1.4035751648613246,0.8,both,637.3333333333334,2730.5,False
chr1,10039745,10040279,95.3083631318666,156.56021957308556,0.6087648790462681,0.8,both,1285.5,1646.25,False
chr1,11414060,11414465,204.83605681243912,41.04078570337574,4.991036436117516,0.4,both,782.3333333333334,501.5,False
chr1,12991485,12992784,219.251074428573,62.21504803093759,3.5240843070561696,0.2285714285714285,both,942.6666666666666,909.25,False
chr1,13372746,13374794,1040.452266209953,339.6668042586934,3.063155578245836,0.4,both,964.5,815.6666666666666,False
chr1,13589162,13590177,27.82490322898493,49.21204283440503,0.5654084168506013,0.8571428571428571,both,516.0,394.1666666666667,False
chr1,13660231,13660732,211.69364017485577,23.701011034893124,8.931840074805077,0.1,both,659.6666666666666,292.3333333333333,False
chr1,14309747,14310036,64.20331211548391,48.04003684290615,1.3364542647090938,0.8,both,456.3333333333333,676.0,False
chr1,15805591,15806108,355.5853082597038,160.63501246944833,2.213622689059359,0.2,both,847.0,1170.6666666666667,False
chr1,16104765,16106291,552.4901768401081,249.8195970942788,2.211556592302105,1.0,both,1680.5,976.3333333333334,False
chr1,16618558,16619401,188.21855926495343,144.4993221428133,1.3025566935112058,0.6904761904761905,both,526.1666666666666,530.6666666666666,False
chr1,16656764,16657043,618.1220095289283,412.41942940252994,1.4987703426688668,0.2,both,1265.6666666666667,1074.0,False
chr1,16665146,16665626,62.04618886584469,33.94127920727649,1.828045091846242,0.6666666666666666,both,593.5,302.5,False
chr1,20819888,20820297,413.492356573214,368.4801669044097,1.1221563430318389,0.7,both,658.6666666666666,669.3333333333334,False
chr1,20890434,20890811,427.60702749885104,163.5011231560436,2.615315535727224,0.4,both,1553.0,1035.0,False
chr1,20951662,20951890,663.3606532102727,351.3338241372701,1.888120663699861,0.1,both,1224.3333333333333,745.0,False
chr1,21078869,21079694,338.2740769683892,365.6093218403801,0.9252337310919956,0.25,both,875.3333333333334,892.3333333333334,False
chr1,21961003,21962124,133.82683653670583,15.400937962972128,8.689525070386004,0.0357142857142857,both,598.8333333333334,337.5,True
chr1,23256018,23257054,188.2069053517961,238.32501482285429,0.7897068861684087,0.1666666666666666,both,652.3333333333334,734.8333333333334,False
chr1,23382681,23383400,410.8475289453092,219.20795935523304,1.8742363651108056,0.1,both,1188.6666666666667,618.6666666666666,False
chr1,23761822,23763204,164.47708134424002,6.789503203352356,24.22520122871855,0.1333333333333333,both,1022.1666666666666,222.5,False
chr1,24005371,24005714,106.2266246190727,90.07108333967828,1.1793643495822987,0.8,both,515.6666666666666,1039.0,False
chr1,24099641,24100556,453.0772123898276,228.0807734883865,1.9864770075102247,0.1142857142857142,both,967.3333333333334,750.5,False
chr1,24586521,24587177,32.56814317345552,7.325466358451112,4.445879836153078,0.3333333333333333,both,640.0,284.0,False
chr1,24678516,24679083,285.25562857779147,181.12267199372977,1.5749305453470046,0.4,both,1012.6666666666666,769.3333333333334,False
chr1,25829845,25830680,235.22195843250023,139.81332372762145,1.6824001615951136,0.7301587301587302,both,919.1666666666666,765.1666666666666,False
chr1,30948826,30950216,291.4335147874145,234.0926249462796,1.2449495786306544,0.7301587301587302,both,874.8333333333334,1066.1666666666667,False
chr1,33669553,33670569,97.0577758885227,48.68188065917582,1.993714593074759,0.5714285714285714,both,373.0,390.0,False
chr1,33757611,33757949,98.6360829234562,40.6091933064682,2.428910177532277,0.3333333333333333,both,797.5,655.0,False
chr1,33814130,33814690,124.12715691171591,120.1458490633734,1.0331372900468871,0.7,both,817.6666666666666,935.6666666666666,False
chr1,34006046,34006248,478.49674759409,281.8861512375409,1.6974822831607237,1.0,both,1460.0,1227.0,False
chr1,34011484,34011861,391.027017336586,254.47919312558287,1.5365775587932569,0.4,both,743.0,950.3333333333334,False
chr1,34439241,34440138,1988.0207573485063,1366.4991607885297,1.4548276459982104,0.7,both,1125.3333333333333,1087.6666666666667,False
chr1,34459407,34459964,256.9501340719418,20.980835783047507,12.246896964874834,0.0571428571428571,both,737.1666666666666,318.6666666666667,False
chr1,34842534,34843165,265.49306671801634,155.53596553903617,1.7069561101055004,1.0,both,1142.1666666666667,1427.5,False
chr1,36068460,36069216,78.54786979900814,73.74281143323144,1.0651596850240423,0.2,both,916.0,483.0,False
chr1,36243891,36244412,164.67503565208042,38.474995108871376,4.2800534525372935,0.2285714285714285,both,789.8333333333334,427.3333333333333,False
chr1,36307616,36308213,255.30755032902303,1404.937579630857,0.1817216323561537,0.2,both,903.3333333333334,1827.6666666666667,False
chr1,36444875,36445308,157.51924368170995,98.12666186899295,1.6052644682034622,0.3333333333333333,both,819.5,859.5,False
chr1,36471266,36472155,202.6523794599094,162.7801845990925,1.2449450156296185,0.4,both,1335.0,774.3333333333334,False
chr1,36511763,36513006,328.6981891406068,177.2711891970031,1.854211000837375,0.7301587301587302,both,587.1666666666666,533.6666666666666,False
chr1,36546910,36547290,294.3028765205861,123.29744167478134,2.3869341692981894,0.1,both,815.6666666666666,589.6666666666666,False
chr1,36556807,36558424,349.74776379236573,282.9771018191845,1.2359578267779634,0.5367965367965368,both,994.1666666666666,1531.3333333333333,False
chr1,36691322,36691869,53.34674941787376,75.58768185335236,0.7057598289807561,0.8,both,526.0,369.0,False
chr1,36709621,36710148,185.40033941795173,82.05182737182803,2.259551619463478,0.2,both,1491.5,495.75,False
chr1,36938841,36940122,209.91914808498004,72.14134836443435,2.9098312250075726,0.2,both,717.1666666666666,625.6666666666666,False
chr1,37299840,37300507,138.83882169674737,45.65059488626681,3.041336526777981,0.0357142857142857,both,788.0,389.6666666666667,True
chr1,37429777,37430415,184.4264779314205,113.78338425356962,1.6208559724363685,0.7,both,748.6666666666666,726.3333333333334,False
chr1,37864612,37865324,539.6712542946062,710.0955830617722,0.7599980441614146,1.0,both,1096.6666666666667,1500.3333333333333,False
chr1,37890362,37890782,239.7342236450308,96.09469028811505,2.4947707612798364,1.0,both,755.0,466.0,False
chr1,37996946,37997459,668.8771689925212,891.2157315373667,0.7505221747361813,0.7,both,1770.0,1573.0,False
chr1,37997823,37998675,668.8771689925212,891.2157315373667,0.7505221747361813,0.7,both,1770.0,1573.0,False
chr1,38129048,38130208,246.0283349122644,110.2957802248071,2.230623278703903,0.4,both,767.0,651.3333333333334,False
chr1,38987499,38988052,245.5223045601118,103.13868858991862,2.380506363972817,0.4,both,909.0,859.0,False
chr1,39367434,39368617,509.4186494959856,147.77318120979953,3.4473010956754284,0.2,both,1093.8333333333333,749.6666666666666,False
chr1,39478123,39478997,265.4971213474848,254.86710987719368,1.0417080551327833,1.0,both,990.0,818.0,False
chr1,39535587,39536365,107.46250780470544,100.46916116412358,1.0696068978734454,1.0,both,486.3333333333333,686.6666666666666,False
chr1,39576525,39577527,278.6659151676528,102.26188766201444,2.725022210509853,0.0086580086580086,both,639.5,460.3333333333333,True
chr1,39650441,39651282,20.85659372763845,23.26770504668017,0.8963751984046345,0.4,both,560.5,342.0,False
chr1,39900472,39901459,64.77903632002555,109.8817656847449,0.5895339951660328,0.2285714285714285,both,339.8333333333333,895.6666666666666,False
chr1,40790518,40790811,60.54922373754192,15.387560289495902,3.93494632016974,0.8,both,473.0,418.5,False
chr1,42684497,42685011,77.1861636404246,50.66701642845084,1.5234006081534843,1.0,both,674.0,591.0,False
chr1,42686605,42686928,195.9892835846508,74.31372050331468,2.6373229903878763,0.8,both,1006.3333333333334,1379.5,False
chr1,42694074,42694484,313.3450401354375,471.9576174864005,0.6639262266901891,0.7,both,1292.6666666666667,1154.6666666666667,False
chr1,42694733,42695261,317.32328474502884,878.3857609695588,0.3612573186463868,0.4,both,1470.5,1688.6666666666667,False
chr1,42851139,42851682,453.1681741037028,220.9284827723073,2.051198507395472,0.4,both,957.6666666666666,740.6666666666666,False
chr1,42952792,42953543,11.164989191132896,16.55532856658151,0.6744045668577352,1.0,both,267.5,308.3333333333333,False
chr1,43098480,43098954,347.6632684199892,109.7752478479593,3.16704608038334,0.2,both,1043.0,756.0,False
chr1,43163728,43164080,79.50985570426194,15.690106641643538,5.06751531523901,0.3333333333333333,both,978.5,449.0,False
chr1,43827314,43828135,740.768243154384,536.1642527024002,1.381606922544219,0.7,both,1052.0,764.6666666666666,False
chr1,43933652,43934550,816.551947086347,257.29569979486706,3.1735934480729977,0.1,both,1103.0,655.6666666666666,False
chr1,44101935,44102758,52.27916258196589,48.71341751450078,1.0731984173847724,0.8,both,490.5,405.3333333333333,False
chr1,44147610,44148213,335.46263196720525,167.44067536379282,2.003471565307275,0.7,both,1045.0,828.6666666666666,False
chr1,44551578,44552491,142.74644106416474,21.762448332299154,6.55930063035715,0.1,both,701.6666666666666,305.0,False
