chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr2,127208233,127208604,84.6346339942804,35.237274519507565,2.401849608074148,0.17748917748917747,both,False,6,5,"10.466373705152256,101.39133544751067,112.58692506889798,35.78744629247865,179.68859890325746,67.88712454838539","3.646369397462304,37.154828888266834,19.649832572509993,91.20410054477293,24.531241194525762",1340,371,CpG:,1555,2,3,7.28644;7.91925,6.13481;14.5528;3.33054,127207288,127208628
chr2,127247484,127248719,38.51328338829554,24.95007576919803,1.543613884966309,0.12554112554112554,both,False,6,5,"25.582257572232347,30.807759380261825,34.96229315825767,37.836976473632674,69.45446619763048,32.435947547758246","16.69002854902817,8.072563094998273,30.65374454297279,55.25530552096253,14.078737138028385",4844,1235,CpG:,1555,3,3,11.2707;9.92511;9.43047,8.92937;5.8473;9.18301,127244089,127248933
chr2,127269730,127270849,38.15458094188514,26.6506571499119,1.4316562900217742,0.32900432900432897,both,False,6,5,"30.53377419370946,46.074879830833375,23.722479724108688,27.547565212094685,67.81845606672086,33.230330623843805","17.613761700265776,23.91039502833917,40.983885345614055,38.224636298078835,12.52060737726165",3075,1119,CpG:,1555,3,3,7.16069;7.39026;6.70756,13.4562;5.03571;5.60414,127268970,127272045
chr2,127335968,127336736,17.683318573407917,12.612994116938054,1.4019921367965198,0.42857142857142855,both,False,6,5,"36.519166843713066,15.514281362792216,9.958613725915345,2.5249972606241227,23.963379836410954,17.619472410991797","6.160750144024186,12.613322582341693,14.27273386539628,15.600554491835629,14.41760950109248",2758,768,CpG:,1556,2,2,4.86104;7.78663,6.07666;3.68738,127335378,127338136
chr2,127362915,127363630,21.94338882662692,15.431994737363329,1.42194118129774,0.24675324675324672,both,False,6,5,"13.901929154355301,22.899496522963855,27.306990817181724,7.982138618864325,30.60784903143206,28.96192881496424","13.390171075958053,11.022115611982082,18.004685560622487,28.93774980992873,5.805251628325296",1989,715,CpG:,1556,3,2,5.00252;4.23402;6.53329,5.69683;6.38582,127362243,127364232
chr2,127444312,127444599,23.472157562475335,18.078264977489827,1.298363398904802,0.32900432900432897,both,False,6,5,"20.752116558535306,19.94547118114429,18.738204397093185,28.701313557695045,27.21336273477713,25.482476945607054","15.994051425636872,21.81046427252918,11.144480153465901,33.51963237559505,7.92269666022211",3327,287,CpG:,1557,3,3,5.92908;9.58001;6.48515,2.72068;7.1056;7.19263,127442247,127445574
chr2,127482109,127482724,25.206075535913495,17.218395191488916,1.4639038804483302,0.030303030303030304,both,True,6,5,"17.712751513829392,27.439712088343146,27.734721403721412,19.916323640357394,27.343514488549758,31.089430080679872","16.122757851876717,18.986956073148004,14.114442452690922,21.192658569686646,15.675161010042284",5047,615,CpG:,1557,2,2,4.9925;2.53319,5.53245;4.00055,127480260,127485307
chr2,127541035,127541535,5.950486746367999,10.713190786012879,0.555435524786597,0.07142857142857142,both,False,5,3,"4.950910635031615,14.151798484191556,11.026228763183797,0.0,3.206212014871017,2.3677705809300047","0.0,20.371486562036555,0.0,13.1872193159959,20.007248052031944",1799,500,CpG:,1558,0,2,,3.97748;3.37158,127540803,127542602
chr2,127584568,127584792,67.39312329307553,44.622810118527106,1.510284159918793,0.17748917748917747,both,False,6,5,"68.92778296703652,80.00470965154092,54.00233640803925,58.859553645002485,85.21914650882101,57.34521057801305","77.14110687182628,67.82796836440268,19.750122736053733,30.42870776857173,27.966144851781102",1146,224,CpG:,1558,3,3,8.3773;8.86454;17.5965,14.0015;10.5511;7.64796,127584076,127585222
chr2,127587174,127587659,48.57293961609644,22.762853542329694,2.1338686525294572,0.12554112554112554,both,False,6,5,"58.586156075949454,69.46135032550562,30.492661143753036,45.602819786904995,78.58688516743615,8.707765197029367","6.031290644820486,6.609261631399591,62.69087646353958,32.1091561946887,6.373682777200103",2106,485,CpG:,1558,3,1,5.74412;10.7772;6.74442,2.42399,127586842,127588948
