chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr7,127717034,127717466,30.46844454524387,10.46780939734749,2.910680103992386,0.1,both,False,3,3,"36.823376266850296,22.94777369335232,31.634183675528995","13.661450399602568,4.051524192463745,13.69045359997616",2181,432,CpG:,1559,3,2,6.88315;7.19555;4.61723,3.00119;5.70645,127715737,127717918
chr7,127745854,127746160,77.01459917808411,119.04496101661465,0.6469370775579109,0.2,both,False,3,3,"58.669344114730286,89.94614983511178,82.42830358441027","145.90431323954695,125.22289247863476,86.00767733166224",4841,306,CpG:,1559,3,3,16.2799;21.4291;20.7918,25.0099;30.6498;26.2628,127743141,127747982
chr7,127746480,127747131,77.01459917808411,119.04496101661465,0.6469370775579109,0.2,both,False,3,3,"58.669344114730286,89.94614983511178,82.42830358441027","145.90431323954695,125.22289247863476,86.00767733166224",4841,651,CpG:,1559,2,2,16.2799;20.7918,30.6498;26.2628,127743141,127747982
chr7,127769765,127770211,15.877305003613772,27.64298666751777,0.5743700995330795,0.2,both,False,3,3,"19.109169861719923,12.751777350497084,15.770967798624314","41.23163604982147,24.86765818117934,16.829665771552495",9408,446,CpG:,1559,3,3,6.6729;5.95206;8.07059,18.411;10.0763;10.8024,127765576,127774984
chr7,127776587,127777720,21.77230273254715,15.943303339909074,1.3656080091035463,0.2,both,False,3,3,"19.367155955237205,20.91760761552414,25.032144626880108","14.569481456471697,19.854370237581122,13.406058325674405",2919,1133,CpG:,1559,3,3,5.70345;5.22789;4.09011,4.76335;4.80948;3.85638,127775633,127778552
chr7,127824263,127824550,13.728279845555306,7.971271019043904,1.7222196827529161,0.4,both,False,3,3,"17.297213923610105,4.007090316928754,19.880535296127064","1.1930687435792338,9.990566346303856,12.730177967248624",6053,287,CpG:,1560,2,1,6.58856;4.51434,4.03818,127820990,127827043
chr7,127841412,127842351,26.16494022652667,30.37702941296348,0.8613396613218773,0.4,both,False,3,3,"33.53723974952134,33.80533257376763,11.152248356291043","33.86262992312831,18.81842987223338,38.45002844352876",3720,939,CpG:,1560,3,3,4.99117;6.76846;7.35031,11.3349;4.3641;10.622,127839482,127843202
chr7,127875449,127877185,33.67186343938889,16.359702296024537,2.058219815379603,0.2,both,False,3,3,"19.178250473200418,29.804079769787474,52.03326007517879","17.088913855658042,21.4601021597403,10.530090872675274",2851,1736,CpG:,1560,3,3,9.45366;7.42864;6.82096,3.52112;5.82058;4.49371,127874458,127877309
chr7,127895403,127895688,32.53513808788521,33.19218960944922,0.9802046346054566,1.0,both,False,3,3,"34.43569886619001,42.991673472361406,20.17804192510422","35.21868852333159,25.380641711014842,38.977238594001236",2369,285,CpG:,1560,3,3,6.97076;10.7528;9.15801,23.5076;6.77059;12.2062,127894521,127896890
chr7,127904064,127904271,27.482744808030944,30.08455081089494,0.913516873852683,1.0,both,False,3,3,"26.167849392611817,35.587507272444874,20.69287775903614","36.01394329472757,20.11062093943162,34.129088198525636",3656,207,CpG:,1560,3,3,8.01029;13.3793;15.2891,7.94144;9.00833;7.58427,127902804,127906460
