chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr8,110079697,110080128,28.79984557210753,0.23992822670192,120.03525374231036,0.5,both,exo_only,False,3,1,"40.5260954504943,30.03392121076128,15.839520055067014","0.71978468010576,0.0,0.0",1046,431,CpG:,1424,2,0,7.02735;5.4755,,110079672,110080718
chr9,24695948,24696360,26.63325665596204,0.2610541869432498,102.02194788682628,0.2,both,exo_only,False,3,2,"1.9792640686035157,48.39018314068134,29.53032275860126","0.6303655184232272,0.1527970424065223,0.0",325,412,CpG:,773,2,0,3.76836;5.87655,,24695936,24696261
chr7,43676591,43676883,23.08821025426101,0.2304631107187365,100.1818042907461,0.6666666666666666,both,exo_only,False,2,1,"47.78890505838676,0.0,21.475725704396265","0.0,0.6913893321562096,0.0",676,292,CpG:,918,1,0,5.70533,,43676796,43677472
chr12,57575938,57576606,28.69308548797796,0.2941396707369957,97.54918612672893,0.6666666666666666,both,exo_only,False,2,1,"83.96897449316802,0.0,2.1102819707658558","0.0,0.8824190122109873,0.0",432,668,CpG:,1024,1,0,6.37187,,57575631,57576063
chr10,80306170,80306497,27.86115829438125,0.2948605587376763,94.48926778697462,0.5,both,exo_only,False,3,1,"1.1643986586667918,48.50539752650549,33.913678697971484","0.884581676213029,0.0,0.0",579,327,CpG:,1197,1,0,6.92817,,80306217,80306796
chr7,16475558,16476830,25.02443586381237,0.2811426693377725,89.00973986893229,0.2,both,exo_only,False,3,2,"22.89691719561634,22.30488237016239,29.871508025658407","0.16219828857719246,0.0,0.6812297194361251",821,1272,CpG:,710,2,0,4.48563;4.10961,,16476257,16477078
chr8,47646765,47647150,54.5434996807552,0.6140095546231632,88.83167903507665,1.0,both,exo_only,False,1,1,"0.0,0.0,163.6304990422656","1.8420286638694896,0.0,0.0",342,385,CpG:,948,1,0,10.1295,,47646634,47646976
chr11,116969039,116969281,20.56599710153979,0.2541008291318435,80.93636361520433,1.0,both,exo_only,False,1,1,"0.0,0.0,61.697991304619364","0.7623024873955305,0.0,0.0",215,242,CpG:,1477,1,0,4.50736,,116968843,116969058
chr10,107271870,107272607,20.53362001801416,0.262818136248171,78.12862655195491,0.5,both,exo_only,False,3,1,"28.199166491650583,18.586150728978687,14.815542833413213","0.0,0.0,0.7884544087445131",1302,737,CpG:,1403,3,0,3.31162;3.77149;5.24343,,107271357,107272659
chr6,88446045,88446698,25.803111399252582,0.3903912588471607,66.0955152414275,0.2,both,exo_only,False,3,2,"14.559296809052128,57.02419057397183,5.825846814733791","0.35847557915581596,0.8126981973856662,0.0",1143,653,CpG:,1259,3,0,2.38625;5.40709;9.97263,,88446334,88447477
chr18,37751792,37752055,38.122554303543815,0.6229785721724855,61.19400571130516,0.5,both,exo_only,False,3,1,"49.11979091931186,19.553460251322033,45.69441173999755","1.8689357165174565,0.0,0.0",359,263,CpG:,873,1,0,3.42734,,37751633,37751992
chr9,63953581,63954041,49.63868288346279,0.9354916678534614,53.061598076401424,0.5,both,exo_only,False,3,1,"22.46430245152226,10.869110955132378,115.58263524373372","0.0,0.0,2.8064750035603843",216,460,CpG:,1072,1,0,8.54582,,63953776,63953992
chr1,60042646,60043499,22.8984730662708,0.4346895053571926,52.677768347443056,0.6666666666666666,both,exo_only,False,2,1,"44.95315967309744,0.0,23.74225952571496","0.0,1.3040685160715777,0.0",1064,853,CpG:,1043,2,0,3.69427;5.61769,,60042443,60043507
chrX,93299077,93299336,29.692889558894752,0.6003785044266682,49.45694980743855,1.0,both,exo_only,False,1,1,"89.07866867668426,0.0,0.0","0.0,1.8011355132800047,0.0",892,259,CpG:,1296,1,0,12.2716,,93299123,93300015
chr18,37755688,37756215,27.77699500433556,0.5822822005232956,47.70366495725344,1.0,both,exo_only,False,1,1,"0.0,0.0,83.33098501300667","0.0,0.0,1.746846601569887",661,527,CpG:,873,1,0,8.34828,,37755727,37756388
chrX,95711569,95712121,34.60136976669165,0.7487275497713327,46.21356563847447,0.2,both,exo_only,False,3,2,"51.21723780015699,25.98268188667946,26.604189613238486","0.0,1.2643241428193592,0.9818585064946389",1176,552,CpG:,1315,3,0,6.5017;6.2427;5.51591,,95711068,95712244
chr9,40876202,40876450,20.026788354021093,0.4494765032675767,44.55580705205183,0.2,both,exo_only,False,3,2,"3.208015166873948,35.97260601506383,20.899743880125502","0.9643976277876345,0.38403188201509564,0.0",1179,248,CpG:,896,2,0,4.24222;4.24684,,40875676,40876855
chr15,98295938,98296320,38.93238246429757,0.9041546723421884,43.05942739138237,0.5,both,exo_only,False,3,1,"75.10601955702325,15.42953452743402,26.261593308435433","0.0,2.712464017026565,0.0",357,382,CpG:,1334,1,0,6.24193,,98296167,98296524
chr2,13793075,13793793,20.90987124686817,0.5066552365562489,41.270413761028514,0.2,both,exo_only,False,3,2,"20.781912916688224,19.47349775569936,22.47420306821693","0.3964578511349291,1.1235078585338176,0.0",2067,718,CpG:,690,3,0,7.56037;4.06834;5.52324,,13792304,13794371
chr6,85502724,85503112,20.081791348904144,0.5237903133515388,38.33937138013923,0.5,both,exo_only,False,3,1,"5.472619385213896,28.70753837730478,26.065216284193752","0.0,0.0,1.5713709400546165",1736,388,CpG:,1237,2,0,7.40414;5.71474,,85501928,85503664
chr7,70280417,70281696,25.703587693512123,0.6774762067845259,37.94020725171719,0.6666666666666666,both,exo_only,False,2,1,"25.431104671387445,0.0,51.67965840914893","2.0324286203535777,0.0,0.0",1008,1279,CpG:,1121,2,0,5.92452;7.75212,,70279898,70280906
chr19,25610007,25611039,35.43210432905218,1.0132086082645084,34.97019669991026,1.0,both,exo_only,False,2,1,"1.3025897190622662,104.99372326809427,0.0","0.0,0.0,3.0396258247935255",368,1032,CpG:,780,1,0,6.85465,,25610552,25610920
chrX,93631949,93632435,20.73449259216456,0.5982067693789296,34.66107983647783,0.2,both,exo_only,False,3,2,"6.6436225176938315,2.5408830020174804,53.01897225678237","0.0,1.2712007247634294,0.5234195833733594",1103,486,CpG:,1299,1,0,7.35132,,93631550,93632653
chr11,104132524,104133862,24.65585841270993,0.7280037187712957,33.867764376703185,0.5,both,exo_only,False,3,1,"22.983177274187035,7.130942924000393,43.853455039942375","0.0,2.184011156313887,0.0",856,1338,CpG:,1379,2,0,6.22128;6.99239,,104132847,104133703
chr2,152626972,152627572,24.752007629291697,0.7438546508133504,33.275328187068794,0.2,both,exo_only,False,3,2,"8.57318826203769,31.372962586801865,34.30987203903554","0.7778183492494408,1.4537456031906104,0.0",3215,600,CpG:,1749,2,0,7.51924;5.99328,,152624098,152627313
chr2,170497210,170497548,27.146435671207428,0.8185697855811696,33.16325150204995,0.6666666666666666,both,exo_only,False,2,1,"4.881857636391504,76.55744937723078,0.0","0.0,2.4557093567435087,0.0",681,338,CpG:,1885,1,0,6.25257,,170496801,170497482
