chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr13,95524298,95525435,19.691974416803266,4.456951136839105,4.418261231099995,0.2,both,both,False,3,3,"36.11246035273573,13.983808901946245,8.979653995727825","1.9346115871381908,9.25550729191068,2.180734531468444",3852,1137,CpG:,1313,2,1,5.51604;5.58901,5.91938,95522286,95526138
chrX,36328331,36329513,31.07568669676334,7.034141350858444,4.417836541338607,0.1,both,both,False,3,3,"56.52794343886081,15.914926322156123,20.784190329273095","7.081047226622533,8.579744533374068,5.4416322925787295",2848,1182,CpG:,862,3,3,4.43583;9.7821;4.56221,6.0186;7.35328;6.18623,36327111,36329959
chr16,5203359,5204020,13.552926114330337,3.070407511520964,4.41404799313324,0.4,both,both,False,3,3,"8.391520402574287,31.648217731935677,0.6190402084810432","7.290412680139317,1.7019575415821668,0.2188523128414082",2638,661,CpG:,624,2,1,3.01993;6.77636,3.95776,5202292,5204930
chr10,75921139,75921943,23.874567968218965,5.418776128303122,4.40589671965194,0.1,both,both,False,3,3,"29.684403617348934,21.513119184722502,20.42618110258546","9.734400438558724,3.63871187902987,2.8832160673207707",2304,804,CpG:,1164,3,3,4.42695;7.50148;5.25618,13.7733;3.75581;4.24608,75920656,75922960
chr16,44331980,44332745,18.736449690590124,4.262736390355404,4.395404260273288,0.4,both,both,False,3,2,"38.12589378524245,8.05697021208458,10.026485074443354","8.477113321033688,4.311095850032526,0.0",3249,765,CpG:,923,2,2,5.15607;7.01922,3.51225;4.32582,44331204,44334453
chr11,110337365,110337948,34.04451626422358,7.745605356984939,4.395333185097334,0.2,both,both,False,3,3,"44.3779944294249,11.811794524302568,45.943759838943286","15.858031843629334,4.572179313206002,2.8066049141194815",1564,583,CpG:,1426,3,1,7.13722;5.13614;5.44215,6.60755,110336907,110338471
chr5,101663309,101665763,8.185696374697708,1.8626982133279104,4.394537083961165,0.1,both,both,False,3,3,"6.636721451013811,12.325902628891532,5.594465044187784","3.2587657546203053,0.269266748017156,2.0600621373462706",3363,2454,CpG:,1360,3,2,6.36333;3.10468;5.39357,2.34948;3.84651,101662564,101665927
chr6,146888055,146888732,25.036891299664244,5.706040999120549,4.387786786586898,0.1,both,both,False,3,3,"17.257390008544814,33.32510965062715,24.528174239820764","8.163259314432276,2.359707221518611,6.595156461410758",3559,677,CpG:,1705,3,2,4.90999;5.50423;10.5757,10.3221;4.30004,146887320,146890879
chr10,110455608,110456050,16.81586550274441,3.834620940497377,4.38527451961478,0.1,both,both,False,3,3,"9.665052190344722,12.12986240662543,28.652681911263073","5.80400438776367,1.9951623438118635,3.7046960899165966",2284,442,CpG:,1427,3,2,9.92332;2.68877;5.1883,6.64071;2.47276,110455181,110457465
chr6,91978786,91979172,18.7099440272558,4.271491219695014,4.380190211087848,0.3333333333333333,both,both,False,2,2,"41.276998671853214,14.85283340991417,0.0","7.6630098186077165,0.0,5.151463840477326",1569,386,CpG:,1286,1,2,7.12388,2.53021;3.98389,91978393,91979962
