chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr7,143107028,143107765,30.080851219655383,0.0,inf,1.0,exo_only,exo_only,False,2,0,"89.00711970108406,1.2354339578820834,0.0","0.0,0.0,0.0",367,737,CpG:,1676,1,0,6.25924,,143106761,143107128
chr2,72633853,72634092,22.768784899489194,0.0,inf,1.0,exo_only,exo_only,False,1,0,"68.30635469846759,0.0,0.0","0.0,0.0,0.0",293,239,CpG:,1139,1,0,6.68126,,72633963,72634256
chr2,74675196,74675530,44.308293251430285,0.0,inf,1.0,exo_only,exo_only,False,1,0,"132.92487975429086,0.0,0.0","0.0,0.0,0.0",272,334,CpG:,1154,1,0,9.50204,,74675485,74675757
chrX,136215031,136215549,20.482996103898536,0.0,inf,1.0,exo_only,exo_only,False,2,0,"0.0,15.143937731688878,46.30505058000673","0.0,0.0,0.0",424,518,CpG:,1624,1,0,2.44856,,136215503,136215927
chr15,73058048,73058500,30.97817924041999,0.0,inf,1.0,exo_only,exo_only,False,2,0,"40.12861853783616,52.80591918342382,0.0","0.0,0.0,0.0",658,452,CpG:,1142,2,0,4.89838;6.22329,,73058268,73058926
chr2,54436017,54436959,24.764882682402387,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,74.29464804720716,0.0","0.0,0.0,0.0",294,942,CpG:,1000,1,0,8.16188,,54435845,54436139
chr2,79456618,79457022,34.81150375062965,0.0,inf,1.0,exo_only,exo_only,False,2,0,"82.95122400919597,0.0,21.483287242692985","0.0,0.0,0.0",369,404,CpG:,1191,1,0,7.81245,,79456941,79457310
chr2,74711842,74712395,29.478870254355467,0.0,inf,1.0,exo_only,exo_only,False,3,0,"31.637424529419786,10.283417851471704,46.51576838217491","0.0,0.0,0.0",726,553,CpG:,1155,3,0,10.3512;4.81627;6.22329,,74711742,74712468
chr2,103819412,103819619,36.22870008080407,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,108.6861002424122,0.0","0.0,0.0,0.0",226,207,CpG:,1377,1,0,9.14059,,103819298,103819524
chr8,20557688,20557946,36.95176424590779,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,0.0,110.85529273772336","0.0,0.0,0.0",249,258,CpG:,741,1,0,9.09671,,20557815,20558064
chr12,110277822,110279918,20.17373856682012,0.0,inf,1.0,exo_only,exo_only,False,3,0,"30.898792043240938,13.761582547866446,15.860841109352961","0.0,0.0,0.0",1706,2096,CpG:,1426,2,0,9.46975;6.06178,,110277468,110279174
chr10,71381426,71381799,22.5245732778446,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,0.0,67.5737198335338","0.0,0.0,0.0",573,373,CpG:,1129,1,0,5.42496,,71381119,71381692
