chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr16,94125181,94125923,21.350472248789657,26.71223254344565,0.7992769684849271,0.7,both,both,False,3,3,"12.759345642264861,18.28715675961778,33.00491434448632","22.478458815528715,25.58526108036899,32.07297773443926",4381,742,CpG:,1303,2,3,9.89572;5.99068,8.5201;5.68405;4.12612,94122606,94126987
chr18,6516014,6516482,38.23857573513792,47.84922258485463,0.7991472728177887,0.4,both,both,False,3,3,"56.861533436448916,36.635445796204515,21.218747972760344","65.929578752119,37.96987364405454,39.64821535839035",5071,468,CpG:,634,3,3,7.03849;19.044;20.1202,12.7262;10.9001;10.4683,6512872,6517943
chr13,43615827,43616295,29.880012713053407,37.41944243720362,0.7985157118040255,1.0,both,both,False,3,3,"32.06611816818602,56.02702759936722,1.5468923716069858","42.654226606269376,42.31771351629472,27.286387189046767",2699,468,CpG:,917,2,3,10.6036;8.88591,5.68101;7.7142;9.19741,43614176,43616875
chr12,72084672,72086287,84.79310208138583,106.19471945383992,0.7984681584684933,0.4,both,both,False,3,3,"71.04059273254933,102.7114929795312,80.62722053207693","140.4331493359432,72.15019047833631,106.00081854724023",5094,1615,CpG:,1134,3,3,21.0851;18.5151;18.9044,30.743;19.6626;22.3457,72082021,72087115
chrX,94366646,94367151,20.215231447431425,25.324887038996707,0.7982357992871936,0.7,both,both,False,3,3,"25.608098880497423,16.943955241638974,18.093640220157884","16.012666210203644,32.06122372854426,27.900771178242202",4853,505,CpG:,1304,3,3,13.0044;5.32367;9.2399,12.6193;9.93017;7.28263,94363492,94368345
chr5,31200413,31200621,23.63064668856377,29.605542912834807,0.798183190159274,0.7,both,both,False,3,3,"28.21419431107182,25.661696215159015,17.01604953946048","40.18580442380106,26.312147324549866,22.31867699015349",5547,208,CpG:,823,3,2,4.89816;5.91982;6.17178,6.0416;7.00507,31198400,31203947
chr5,31201998,31202356,23.63064668856377,29.605542912834807,0.798183190159274,0.7,both,both,False,3,3,"28.21419431107182,25.661696215159015,17.01604953946048","40.18580442380106,26.312147324549866,22.31867699015349",5547,358,CpG:,823,3,3,4.89816;5.91982;9.99018,20.1012;11.1984;7.00507,31198400,31203947
chr11,64978825,64979382,28.753862186418075,36.05327687717732,0.797538106851531,0.7,both,both,False,3,3,"60.69955352028172,9.415227743150687,16.146805295821828","47.458826845513634,22.519701548178126,38.181302237840185",2026,557,CpG:,1080,3,3,10.5165;9.9207;6.41765,5.41332;7.07171;6.91159,64978227,64980253
chr17,24478694,24479220,20.37583936590584,25.55389672816896,0.7973672110619758,0.7,both,both,False,3,3,"13.46305037518474,21.082542531011384,26.581925191521382","19.09627251172434,36.300169661239806,21.265248011542734",4530,526,CpG:,771,3,3,6.51946;3.15501;8.49212,4.5681;5.95214;4.89338,24476417,24480947
chr4,98922812,98924544,73.93460654813443,92.72919304299865,0.797317480309042,0.2,both,both,False,3,3,"58.279703864610816,94.02820298949399,69.49591279029846","81.07266735579753,99.91467643254892,97.2002353406495",5976,1732,CpG:,1339,3,3,15.3752;19.8712;26.2003,43.4555;31.7292;25.0649,98921258,98927234
