chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr11,74610776,74611087,5.363132436139448,10.731284763003972,0.4997661095182945,1.0,both,exo_only,False,2,2,"0.0,2.5486552006489522,13.54074210776939","0.3691329612388267,0.0,31.824721327773087",555,311,CpG:,1154,1,0,3.37829,,74611064,74611619
chr14,65076263,65076651,10.954841442952048,21.933534907779897,0.4994562658965805,0.4,both,both,False,3,3,"12.84251401669941,5.2808815735396335,14.7411287386171","34.05871159974838,23.128145059036548,8.61374806455476",2748,388,CpG:,1081,1,2,6.32108,5.53254;7.23497,65075327,65078075
chr7,67849160,67849515,2.8281041389069883,5.66681108040081,0.4990644824367355,0.8,both,both,False,3,2,"3.556904551171106,0.25176707413496985,4.67564079141489","16.38130959313932,0.0,0.6191236480631074",1865,355,CpG:,1102,2,1,4.30239;3.26447,5.0541,67848401,67850266
chr3,93520766,93520982,12.673862276313542,25.396715889732395,0.4990354788918767,0.8,both,both,False,2,3,"6.599636252398963,31.42195057654166,0.0","32.007936387448694,17.891802341014415,26.29040894073409",888,216,CpG:,1298,1,2,9.80282,3.95018;5.14718,93520196,93521084
chr7,34132382,34133469,5.821966039508545,11.67601969396384,0.4986259180873368,0.4,both,both,False,3,3,"0.8088338741889367,11.081810603997646,5.575253640339051","2.172515367500948,19.046105395306597,13.809438319083972",1365,1087,CpG:,845,1,1,4.8827,6.58181,34133179,34134544
chr19,46317590,46318210,7.583392919747179,15.228822735426286,0.4979631749279077,0.2,both,both,False,3,3,"6.7603961415049865,3.827541800859115,12.162240816877432","13.396078910985615,9.11432432088494,23.176064974408302",4769,620,CpG:,938,1,2,5.63441,4.62219;4.72387,46315434,46320203
chr18,34859826,34860053,33.32630440230306,67.02670327257202,0.4972093624652505,0.1,both,both,False,3,3,"38.77709844459498,39.9769334490024,21.224881313311794","70.71558487438176,75.08092211764769,55.28360282568661",16178,227,CpG:,850,3,3,9.80054;7.7679;6.93812,14.056;10.6381;13.8427,34855027,34871205
chr18,34860474,34861222,33.32630440230306,67.02670327257202,0.4972093624652505,0.1,both,both,False,3,3,"38.77709844459498,39.9769334490024,21.224881313311794","70.71558487438176,75.08092211764769,55.28360282568661",16178,748,CpG:,850,3,3,9.80054;7.7679;6.93812,14.056;10.6381;13.8427,34855027,34871205
chr11,115374187,115374505,11.564630246302434,23.268219728104786,0.4970139693297619,0.1,both,both,False,3,3,"11.153316510201918,11.51186587172338,12.028708356982","34.037362058004284,20.031124921493838,15.736172204816247",4711,318,CpG:,1465,3,3,9.32395;5.83491;9.59924,10.7925;5.72207;6.9753,115372775,115377486
chr13,45001613,45002231,14.865645109820052,29.91003932154813,0.4970118878817513,0.4,both,both,False,3,3,"31.843036403890704,9.701449733679178,3.0524491918902723","37.604461349144415,26.887943650207887,25.23771296529209",3332,618,CpG:,928,2,3,8.64632;4.38825,5.47194;7.1394;7.17154,44999525,45002857
