chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chrX,136215031,136215549,20.482996103898536,0.0,inf,1.0,exo_only,exo_only,False,2,0,"0.0,15.143937731688878,46.30505058000673","0.0,0.0,0.0",424,518,CpG:,1624,1,0,2.44856,,136215503,136215927
chr7,143107028,143107765,30.080851219655383,0.0,inf,1.0,exo_only,exo_only,False,2,0,"89.00711970108406,1.2354339578820834,0.0","0.0,0.0,0.0",367,737,CpG:,1676,1,0,6.25924,,143106761,143107128
chr19,44720157,44720526,30.5312349127714,0.0,inf,1.0,exo_only,exo_only,False,2,0,"0.0,86.87505273970346,4.718651998610723","0.0,0.0,0.0",252,369,CpG:,926,1,0,8.32512,,44720320,44720572
chr4,101717345,101717617,21.81872516047063,0.0,inf,1.0,exo_only,exo_only,False,1,0,"65.45617548141189,0.0,0.0","0.0,0.0,0.0",263,272,CpG:,1361,1,0,6.29736,,101717435,101717698
chr15,73058048,73058500,30.97817924041999,0.0,inf,1.0,exo_only,exo_only,False,2,0,"40.12861853783616,52.80591918342382,0.0","0.0,0.0,0.0",658,452,CpG:,1142,2,0,4.89838;6.22329,,73058268,73058926
chr7,16474573,16474839,32.274692820254614,0.0,inf,1.0,exo_only,exo_only,False,1,0,"96.82407846076384,0.0,0.0","0.0,0.0,0.0",433,266,CpG:,710,1,0,7.74621,,16474577,16475010
chr14,69174640,69175155,26.696320935982428,0.0,inf,1.0,exo_only,exo_only,False,2,0,"79.63978016133211,0.4491826466151646,0.0","0.0,0.0,0.0",588,515,CpG:,1112,1,0,8.07706,,69174382,69174970
chrX,52744262,52744655,25.29759217654227,0.0,inf,1.0,exo_only,exo_only,False,2,0,"31.297435817428678,44.59534071219813,0.0","0.0,0.0,0.0",691,393,CpG:,987,2,0,7.01347;5.27279,,52744212,52744903
chr18,64428366,64428695,22.83047897437629,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,68.49143692312889,0.0","0.0,0.0,0.0",515,329,CpG:,1076,1,0,5.66663,,64428114,64428629
chr7,119184311,119184754,42.95525870290743,0.0,inf,1.0,exo_only,exo_only,False,2,0,"0.0,56.710673009132854,72.15510309958944","0.0,0.0,0.0",245,443,CpG:,1494,1,0,5.19762,,119184466,119184711
chr12,57542297,57543269,24.691800244002767,0.0,inf,1.0,exo_only,exo_only,False,3,0,"26.861789866884827,28.564547074626905,18.64906379049657","0.0,0.0,0.0",713,972,CpG:,1024,1,0,5.25491,,57541784,57542497
chr10,88885817,88886555,29.08296368886933,0.0,inf,1.0,exo_only,exo_only,False,3,0,"1.105192514796242,62.510802409491944,23.632896142319826","0.0,0.0,0.0",319,738,CpG:,1263,2,0,2.65139;7.50893,,88886358,88886677
chr6,119440273,119440582,21.937213383363872,0.0,inf,1.0,exo_only,exo_only,False,2,0,"52.82552282915305,0.0,12.986117320938572","0.0,0.0,0.0",1157,309,CpG:,1496,1,0,10.2491,,119439403,119440560
chr15,95228829,95229252,26.398248797751123,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,0.0,79.19474639325337","0.0,0.0,0.0",269,423,CpG:,1311,1,0,7.2997,,95229097,95229366
chr3,27371767,27372546,30.503058660086328,0.0,inf,1.0,exo_only,exo_only,False,2,0,"0.0,65.4717836406869,26.0373923395721","0.0,0.0,0.0",355,779,CpG:,793,2,0,3.18167;8.32512,,27372032,27372387
chr4,112979350,112979842,23.82642616678019,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,0.0,71.47927850034057","0.0,0.0,0.0",238,492,CpG:,1446,1,0,5.83306,,112979282,112979520
chr18,21651498,21651709,20.983403232610115,0.0,inf,1.0,exo_only,exo_only,False,1,0,"62.950209697830346,0.0,0.0","0.0,0.0,0.0",535,211,CpG:,750,1,0,5.57597,,21651635,21652170
chr18,36967776,36968053,21.081223227761008,0.0,inf,1.0,exo_only,exo_only,False,1,0,"63.243669683283024,0.0,0.0","0.0,0.0,0.0",220,277,CpG:,867,1,0,5.13411,,36967578,36967798
chr15,100280851,100281074,36.08477324118346,0.0,inf,1.0,exo_only,exo_only,False,1,0,"108.25431972355038,0.0,0.0","0.0,0.0,0.0",231,223,CpG:,1350,1,0,8.82555,,100280715,100280946
chr15,100768479,100768803,22.65513376017847,0.0,inf,1.0,exo_only,exo_only,False,2,0,"4.469584110009409,0.0,63.49581717052599","0.0,0.0,0.0",274,324,CpG:,1353,1,0,5.83306,,100768251,100768525
chr14,51434918,51435452,33.89539394093983,0.0,inf,1.0,exo_only,exo_only,False,2,0,"26.033229816493705,0.0,75.65295200632579","0.0,0.0,0.0",335,534,CpG:,977,1,0,5.88555,,51434756,51435091
chr2,131171499,131171740,23.1845050902826,0.0,inf,1.0,exo_only,exo_only,False,2,0,"0.0,46.13644729184983,23.417067978997974","0.0,0.0,0.0",391,241,CpG:,1585,2,0,3.18167;6.52951,,131171405,131171796
chr8,119447647,119447894,32.60316552892763,0.0,inf,1.0,exo_only,exo_only,False,3,0,"8.816622675510875,0.7722789362857216,88.2205949749863","0.0,0.0,0.0",228,247,CpG:,1496,1,0,7.11224,,119447820,119448048
chr6,64734532,64735014,24.307342541380468,0.0,inf,1.0,exo_only,exo_only,False,2,0,"12.890354795065539,60.031672829075866,0.0","0.0,0.0,0.0",342,482,CpG:,1078,1,0,5.29663,,64734459,64734801
chr14,34896263,34896534,20.852878133351616,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,0.0,62.55863440005485","0.0,0.0,0.0",381,271,CpG:,851,1,0,4.65907,,34896137,34896518
chr3,36671153,36671669,51.9194647971164,0.0,inf,1.0,exo_only,exo_only,False,2,0,"78.9133698538448,76.84502453750439,0.0","0.0,0.0,0.0",445,516,CpG:,864,1,0,5.6051,,36670980,36671425
chr2,74675196,74675530,44.308293251430285,0.0,inf,1.0,exo_only,exo_only,False,1,0,"132.92487975429086,0.0,0.0","0.0,0.0,0.0",272,334,CpG:,1154,1,0,9.50204,,74675485,74675757
chr2,74711842,74712395,29.478870254355467,0.0,inf,1.0,exo_only,exo_only,False,3,0,"31.637424529419786,10.283417851471704,46.51576838217491","0.0,0.0,0.0",726,553,CpG:,1155,3,0,10.3512;4.81627;6.22329,,74711742,74712468
chr17,68003884,68004335,52.08812755879975,0.0,inf,1.0,exo_only,exo_only,False,3,0,"58.904634082973196,22.413534491579124,74.94621410184693","0.0,0.0,0.0",309,451,CpG:,1103,2,0,7.68799;2.60943,,68004184,68004493
chr2,54436017,54436959,24.764882682402387,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,74.29464804720716,0.0","0.0,0.0,0.0",294,942,CpG:,1000,1,0,8.16188,,54435845,54436139
chr8,20557688,20557946,36.95176424590779,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,0.0,110.85529273772336","0.0,0.0,0.0",249,258,CpG:,741,1,0,9.09671,,20557815,20558064
chr13,96748199,96748403,33.17371604147922,0.0,inf,1.0,exo_only,exo_only,False,2,0,"55.65521597415767,43.86593215027998,0.0","0.0,0.0,0.0",267,204,CpG:,1323,2,0,5.32714;4.40742,,96748259,96748526
chr2,103819412,103819619,36.22870008080407,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,108.6861002424122,0.0","0.0,0.0,0.0",226,207,CpG:,1377,1,0,9.14059,,103819298,103819524
chr6,6879318,6879580,22.967274050491667,0.0,inf,1.0,exo_only,exo_only,False,3,0,"8.0803944584695,6.250698798830329,54.570728894175176","0.0,0.0,0.0",554,262,CpG:,637,1,0,5.36714,,6878881,6879435
chr11,43490907,43491181,36.53226494845487,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,109.59679484536461,0.0","0.0,0.0,0.0",282,274,CpG:,916,1,0,7.14309,,43490727,43491009
chr2,79456618,79457022,34.81150375062965,0.0,inf,1.0,exo_only,exo_only,False,2,0,"82.95122400919597,0.0,21.483287242692985","0.0,0.0,0.0",369,404,CpG:,1191,1,0,7.81245,,79456941,79457310
