chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr1,17091517,17091971,18.636132744544472,0.0,inf,1.0,exo_only,exo_only,False,2,0,"18.06756362446978,0.0,37.84083460916364","0.0,0.0,0.0",1467,454,CpG:,715,2,0,5.67863;7.84621,,17090590,17092057
chrX,168122986,168123301,17.661884205378872,0.0,inf,1.0,exo_only,exo_only,False,2,0,"29.36382449578945,23.621828120347168,0.0","0.0,0.0,0.0",974,315,CpG:,1867,2,0,3.28488;4.05905,,168122898,168123872
chr15,50869482,50869839,11.308360466116874,0.0,inf,1.0,exo_only,exo_only,False,2,0,"31.51041352066528,2.4146678776853414,0.0","0.0,0.0,0.0",1188,357,CpG:,973,1,0,6.06184,,50868579,50869767
chr12,85698178,85698533,7.930033822333036,0.0,inf,1.0,exo_only,exo_only,False,2,0,"23.038968674295496,0.0,0.7511327927036119","0.0,0.0,0.0",686,355,CpG:,1238,1,0,3.12533,,85698057,85698743
chr7,143107028,143107765,30.080851219655383,0.0,inf,1.0,exo_only,exo_only,False,2,0,"89.00711970108406,1.2354339578820834,0.0","0.0,0.0,0.0",367,737,CpG:,1676,1,0,6.25924,,143106761,143107128
chr2,72633853,72634092,22.768784899489194,0.0,inf,1.0,exo_only,exo_only,False,1,0,"68.30635469846759,0.0,0.0","0.0,0.0,0.0",293,239,CpG:,1139,1,0,6.68126,,72633963,72634256
chr2,74675196,74675530,44.308293251430285,0.0,inf,1.0,exo_only,exo_only,False,1,0,"132.92487975429086,0.0,0.0","0.0,0.0,0.0",272,334,CpG:,1154,1,0,9.50204,,74675485,74675757
chrX,136215031,136215549,20.482996103898536,0.0,inf,1.0,exo_only,exo_only,False,2,0,"0.0,15.143937731688878,46.30505058000673","0.0,0.0,0.0",424,518,CpG:,1624,1,0,2.44856,,136215503,136215927
chr2,55437145,55437407,19.526787888376337,0.0,inf,1.0,exo_only,exo_only,False,1,0,"58.580363665129006,0.0,0.0","0.0,0.0,0.0",570,262,CpG:,1007,1,0,5.59711,,55436959,55437529
chr1,19104571,19104923,10.012498015143963,0.0,inf,1.0,exo_only,exo_only,False,2,0,"29.043027348415826,0.0,0.9944666970160699","0.0,0.0,0.0",744,352,CpG:,730,1,0,4.85382,,19104240,19104984
chr15,73058048,73058500,30.97817924041999,0.0,inf,1.0,exo_only,exo_only,False,2,0,"40.12861853783616,52.80591918342382,0.0","0.0,0.0,0.0",658,452,CpG:,1142,2,0,4.89838;6.22329,,73058268,73058926
chr8,9207694,9207912,16.48428053534996,0.0,inf,1.0,exo_only,exo_only,False,3,0,"23.766833485614363,1.2343453007165566,24.451662819718962","0.0,0.0,0.0",1902,218,CpG:,655,1,0,7.21457,,9206910,9208812
chr12,88354390,88354691,11.877874741730864,0.0,inf,1.0,exo_only,exo_only,False,1,0,"35.6336242251926,0.0,0.0","0.0,0.0,0.0",225,301,CpG:,1259,1,0,2.99736,,88354587,88354812
chr2,54436017,54436959,24.764882682402387,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,74.29464804720716,0.0","0.0,0.0,0.0",294,942,CpG:,1000,1,0,8.16188,,54435845,54436139
chr2,79456618,79457022,34.81150375062965,0.0,inf,1.0,exo_only,exo_only,False,2,0,"82.95122400919597,0.0,21.483287242692985","0.0,0.0,0.0",369,404,CpG:,1191,1,0,7.81245,,79456941,79457310
chr2,74711842,74712395,29.478870254355467,0.0,inf,1.0,exo_only,exo_only,False,3,0,"31.637424529419786,10.283417851471704,46.51576838217491","0.0,0.0,0.0",726,553,CpG:,1155,3,0,10.3512;4.81627;6.22329,,74711742,74712468
chr8,104170508,104171263,19.623388217446585,0.0,inf,1.0,exo_only,exo_only,False,2,0,"11.356433180511974,47.513731471827775,0.0","0.0,0.0,0.0",244,755,CpG:,1379,1,0,4.40742,,104170989,104171233
chr19,24999191,24999943,16.56496676144515,0.0,inf,1.0,exo_only,exo_only,False,3,0,"20.64143014905662,9.245668528697102,19.80780160658172","0.0,0.0,0.0",877,752,CpG:,775,2,0,5.83095;4.41371,,24998467,24999344
chr10,62110704,62111095,7.380918578186617,0.0,inf,1.0,exo_only,exo_only,False,2,0,"11.128808062873896,11.013947671685957,0.0","0.0,0.0,0.0",1223,391,CpG:,1058,2,0,2.48894;2.59957,,62110872,62112095
chr2,103819412,103819619,36.22870008080407,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,108.6861002424122,0.0","0.0,0.0,0.0",226,207,CpG:,1377,1,0,9.14059,,103819298,103819524
chr5,130448994,130449857,2.924817569776513,0.0,inf,1.0,exo_only,exo_only,False,1,0,"8.77445270932954,0.0,0.0","0.0,0.0,0.0",725,863,CpG:,1580,1,0,3.54572,,130449203,130449928
chrX,105152054,105152335,12.54296831307432,0.0,inf,1.0,exo_only,exo_only,False,1,0,"37.62890493922296,0.0,0.0","0.0,0.0,0.0",227,281,CpG:,1387,1,0,3.16388,,105152075,105152302
chr10,69269942,69270276,1.9577803833811889,0.0,inf,1.0,exo_only,endo_only,False,1,0,"5.873341150143567,0.0,0.0","0.0,0.0,0.0",238,334,CpG:,1113,0,1,,5.10203,69270185,69270423
chr8,20557688,20557946,36.95176424590779,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,0.0,110.85529273772336","0.0,0.0,0.0",249,258,CpG:,741,1,0,9.09671,,20557815,20558064
chr12,110187462,110188905,11.525629015160009,0.0,inf,1.0,exo_only,exo_only,False,2,0,"0.22509431159949,0.0,34.351792733880536","0.0,0.0,0.0",316,1443,CpG:,1425,1,0,4.63406,,110188060,110188376
chr2,26202071,26203265,8.397926834008214,0.0,inf,1.0,exo_only,exo_only,False,2,0,"23.333865595477846,0.0,1.8599149065467933","0.0,0.0,0.0",233,1194,CpG:,784,1,0,2.16476,,26201871,26202104
chr2,31635316,31637231,12.514915386835732,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,0.0,37.5447461605072","0.0,0.0,0.0",240,1915,CpG:,826,1,0,3.18167,,31636918,31637158
chr12,72917438,72918004,12.926703156477418,0.0,inf,1.0,exo_only,exo_only,False,2,0,"3.2071406046549478,35.57296886477731,0.0","0.0,0.0,0.0",567,566,CpG:,1141,1,0,3.65621,,72917944,72918511
chr12,110277822,110279918,20.17373856682012,0.0,inf,1.0,exo_only,exo_only,False,3,0,"30.898792043240938,13.761582547866446,15.860841109352961","0.0,0.0,0.0",1706,2096,CpG:,1426,2,0,9.46975;6.06178,,110277468,110279174
chr10,71381426,71381799,22.5245732778446,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,0.0,67.5737198335338","0.0,0.0,0.0",573,373,CpG:,1129,1,0,5.42496,,71381119,71381692
chr7,120597744,120598024,10.644120362518873,0.0,inf,1.0,exo_only,exo_only,False,2,0,"2.90914076667721,29.023220320879403,0.0","0.0,0.0,0.0",295,280,CpG:,1505,1,0,3.28357,,120597955,120598250
chr7,119184311,119184754,42.95525870290743,0.0,inf,1.0,exo_only,exo_only,False,2,0,"0.0,56.710673009132854,72.15510309958944","0.0,0.0,0.0",245,443,CpG:,1494,1,0,5.19762,,119184466,119184711
chr2,16356320,16356831,35.78231554802452,0.0,inf,1.0,exo_only,exo_only,False,3,0,"45.315392376389774,47.54456562561641,14.48698864206739","0.0,0.0,0.0",1109,511,CpG:,709,2,0,8.15859;7.36209,,16355779,16356888
