chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr10,69269942,69270276,1.9577803833811889,0.0,inf,1.0,exo_only,endo_only,False,1,0,"5.873341150143567,0.0,0.0","0.0,0.0,0.0",238,334,CpG:,1113,0,1,,5.10203,69270185,69270423
chr7,137198500,137198811,1.5564730115104142,0.0233996703087935,66.51687784359501,1.0,both,endo_only,False,1,1,"4.669419034531242,0.0,0.0","0.07019901092638049,0.0,0.0",912,311,CpG:,1631,0,1,,2.06063,137198350,137199262
chrX,101695812,101697996,0.6099428148094438,0.0467613648007235,13.043734232496275,1.0,both,endo_only,False,1,1,"0.0,1.8298284444283313,0.0","0.0,0.0,0.14028409440217054",1016,2184,CpG:,1360,0,1,,7.07709,101695953,101696969
chr6,125285873,125286114,11.308202701087472,1.0425485220900528,10.846691987455234,0.4,both,endo_only,False,3,2,"17.800002716167555,15.736094541807432,0.3885108452874261","2.8155746475425927,0.0,0.3120709187275655",925,241,CpG:,1540,0,1,,4.6307,125285653,125286578
chr12,49383077,49385808,43.27528808650819,5.311279013704172,8.147809214098753,0.5,both,endo_only,False,3,1,"50.50962022778697,22.390619521388498,56.925624510349095","0.0,0.0,15.933837041112517",713,2731,CpG:,961,0,1,,6.26102,49382414,49383127
chr8,14962535,14962751,28.79943372805913,3.926201646405507,7.335189662106483,0.2,both,endo_only,False,3,2,"13.90019996282531,45.02634027382223,27.471760947529862","7.515718426646256,0.0,4.262886512570265",1312,216,CpG:,699,0,1,,3.18382,14961353,14962665
chr7,27364107,27364543,3.552214505668793,0.7022330286682292,5.058455470836363,1.0,both,endo_only,False,1,1,"10.656643517006378,0.0,0.0","0.0,2.1066990860046877,0.0",434,436,CpG:,793,0,1,,4.18891,27364377,27364811
chr11,83418494,83418898,9.58403470486502,2.196680581305245,4.362962365320445,1.0,both,endo_only,False,2,1,"28.005379935015085,0.0,0.746724179579979","0.0,0.0,6.5900417439157355",1097,404,CpG:,1221,0,1,,4.71859,83417602,83418699
chr17,6316722,6317055,39.68567752764944,9.807756551484925,4.046356301700913,0.1,both,endo_only,False,3,3,"34.11591483296931,43.90720083451875,41.03391691546027","12.332644686548873,13.989066709853645,3.101558258052249",1303,333,CpG:,633,0,2,,8.74633;4.63397,6316663,6317966
chr5,8660244,8660528,39.46405403570497,10.920617203734237,3.613720113018015,0.6666666666666666,both,endo_only,False,2,2,"116.48091634822218,0.0,1.9112457588927387","31.842469766695206,0.0,0.9193818445075048",365,284,CpG:,651,0,1,,4.60076,8660117,8660482
chr6,90309076,90309823,12.844871953457544,3.672982057742459,3.4971235229372293,0.2,both,endo_only,False,2,3,"25.60424140504169,12.930374455330941,0.0","7.404414346375441,3.321469999206853,0.293061827645084",1970,747,CpG:,1274,0,1,,5.63105,90307853,90309823
chr19,44674651,44674874,6.948314474582161,2.15235377601659,3.2282399631539964,1.0,both,endo_only,False,1,1,"0.0,0.0,20.844943423746482","6.457061328049769,0.0,0.0",933,223,CpG:,925,0,1,,2.27229,44674785,44675718
chr15,78799095,78799374,8.495982963572104,2.798381922421632,3.036034107960484,0.2,both,endo_only,False,2,3,"5.737263910354129,19.75068498036218,0.0","3.455136465647864,1.2171291311581929,3.722880170458839",252,279,CpG:,1186,0,1,,7.73353,78799063,78799315
chr1,176274633,176275572,20.881346434354786,7.824869487020705,2.668587184615815,1.0,both,endo_only,False,2,1,"3.7368917961915336,58.90714750687281,0.0","23.474608461062115,0.0,0.0",240,939,CpG:,1929,0,1,,2.17626,176274975,176275215
chr7,27404174,27404994,5.211620874426983,1.9903021454811096,2.618507389071419,1.0,both,endo_only,False,2,1,"15.087163067526287,0.5476995557546616,0.0","5.970906436443329,0.0,0.0",1152,820,CpG:,794,0,1,,3.69882,27404474,27405626
chr4,135152075,135153102,22.61877296595502,8.892087871507014,2.5436965190630345,0.4,both,endo_only,False,3,3,"34.21524679824396,30.93335377133885,2.7077183282822506","14.771255555440828,1.1625659677378104,10.742442091342406",2186,1027,CpG:,1616,0,1,,3.72261,135152136,135154322
chr15,103170129,103170423,7.553155649163038,3.0185471276936444,2.5022487076205144,0.6666666666666666,both,endo_only,False,2,2,"3.93883396737018,0.0,18.720632980118936","0.0,6.75780097999383,2.2978404030871036",1005,294,CpG:,1372,0,1,,5.02543,103170385,103171390
chr8,84559050,84559684,15.247479950495972,6.229732481445595,2.447533661502882,0.7,both,endo_only,False,3,3,"1.0192437473836404,26.686714433734558,18.036481670369714","2.398730275533764,10.782526034432086,5.507941134370935",1153,634,CpG:,1230,0,1,,2.42213,84557957,84559110
chr19,47253054,47253818,12.466739000831929,5.136908175951258,2.4268954347277827,0.6666666666666666,both,endo_only,False,1,2,"0.0,37.400217002495786,0.0","0.0,13.633689823007225,1.7770347048465471",532,764,CpG:,945,0,1,,3.14216,47253729,47254261
chr8,108792263,108792751,29.403747662549137,12.509926272216548,2.35043332971932,0.2,both,endo_only,False,3,3,"30.525333417811915,40.89294900363329,16.79296056620219","23.183580573369355,9.908506737560778,4.4376915057195125",2084,488,CpG:,1415,0,1,,3.56873,108790731,108792815
chr7,144284660,144284867,30.925171709838725,13.543352700613596,2.2834206856650514,1.0,both,endo_only,False,2,1,"0.0,3.2835300152118387,89.49198511430434","0.0,40.63005810184079,0.0",286,207,CpG:,1685,0,1,,4.05161,144284374,144284660
chr2,168755929,168756239,9.10296001392314,4.013338448052539,2.2681765148265343,0.4,both,endo_only,False,2,3,"4.754702301277463,22.55417774049196,0.0","8.291790159788425,0.5945173389586058,3.1537078454105862",1135,310,CpG:,1872,0,1,,4.11606,168755153,168756288
chr7,19491796,19492078,19.50565812963804,9.133549976129808,2.135605343006317,0.4,both,endo_only,False,3,3,"29.895921753887745,9.055631996844118,19.56542063818226","2.1863458350095413,11.966281412754087,13.248022680625798",1306,282,CpG:,733,0,1,,6.50802,19490917,19492223
chr4,116840052,116840353,13.37726758196463,6.2702456828296045,2.133451902625896,0.4,both,endo_only,False,2,3,"32.31564584121205,7.8161569046818355,0.0","13.185117129406898,5.572556389702691,0.053063529379227585",1224,301,CpG:,1476,0,1,,4.81987,116839142,116840366
chr7,140787634,140787929,12.71158186774499,5.983256784715162,2.124525542714132,1.0,both,endo_only,False,1,1,"38.13474560323497,0.0,0.0","0.0,0.0,17.949770354145485",707,295,CpG:,1659,0,1,,5.08551,140787557,140788264
chr14,66867432,66867760,41.35150570306458,19.517556306937447,2.1186825365205344,0.1,both,endo_only,False,3,3,"44.186530028850676,33.36706102204676,46.500926058296315","28.127336709149784,22.624926522536175,7.80040568912638",3035,328,CpG:,1095,0,1,,5.28469,66866313,66869348
chr4,136880487,136880738,6.6656233358459,3.257066760040429,2.0465111178019457,1.0,both,endo_only,False,1,1,"0.0,0.0,19.996870007537698","9.771200280121286,0.0,0.0",629,251,CpG:,1629,0,1,,4.03384,136880200,136880829
chr18,36931568,36932215,10.789476241188488,5.399411747834932,1.9982688383627856,0.6666666666666666,both,endo_only,False,1,2,"32.368428723565465,0.0,0.0","0.8133428542453883,15.384892389259408,0.0",551,647,CpG:,866,0,1,,3.51647,36931660,36932211
chr2,168750087,168750425,16.548163297642194,8.366548626787816,1.9778960280776567,0.6666666666666666,both,endo_only,False,2,2,"12.467282826705896,0.0,37.17720706622068","2.2906344445991986,22.809011435764248,0.0",1213,338,CpG:,1872,0,1,,4.5062,168749102,168750315
chr16,18976402,18976773,11.005983451283091,5.614371479153427,1.960323340225904,0.4,both,endo_only,False,3,3,"13.304256529941185,1.350489846183201,18.363203977724883","11.268339400454169,4.679223452137077,0.8955515848690376",967,371,CpG:,729,0,1,,3.60938,18975671,18976638
chr7,102113277,102113617,14.880858321821146,7.598070201241325,1.9585049792498632,0.6666666666666666,both,endo_only,False,2,2,"16.16848810448429,28.474086860979146,0.0","19.77152895160638,0.0,3.022681652117596",1337,340,CpG:,1364,0,2,,6.5351;3.39091,102113065,102114402
chr6,135732972,135733232,22.79245482157008,11.725380630060558,1.9438562841309115,0.4,both,endo_only,False,3,3,"13.249946075112812,36.379794526756356,18.747623862841078","13.130908556232393,19.2203618099201,2.824871524029186",3270,260,CpG:,1620,0,1,,5.65297,135731813,135735083
chr18,37020351,37020802,6.00063965627015,3.246597411783548,1.8482857266166688,1.0,both,endo_only,False,2,2,"17.67629830830636,0.3256206605040911,0.0","1.7324021561962557,0.0,8.007390079154387",1442,451,CpG:,867,0,1,,4.49642,37020685,37022127
chr11,103199382,103199794,35.86335789402395,20.777554590501666,1.7260625035449877,0.4,both,endo_only,False,3,3,"52.42667913642778,25.36971219689529,29.793682348748767","13.086286232467348,19.035183570545573,30.211193968492058",2316,412,CpG:,1372,0,1,,4.72271,103199615,103201931
chr18,11054059,11055229,13.184706312212333,7.647848958936073,1.7239757718811586,0.4,both,endo_only,False,3,3,"7.942450487443305,17.672755826650217,13.938912622543473","16.861883142904162,1.0481336786923547,5.033530055211704",2309,1170,CpG:,669,0,1,,4.38703,11052233,11054542
chr2,105672527,105672800,45.7951749952764,27.64878377430584,1.6563178825187277,0.1,both,endo_only,False,3,3,"47.01101432905326,43.174421963573614,47.200088693202325","35.85392206979514,21.635115733993466,25.457313519128906",5693,273,CpG:,1391,0,1,,6.92361,105671757,105677450
chr10,127188512,127188857,11.813872995611469,7.248231549240313,1.6298972949960022,0.8,both,endo_only,False,3,2,"26.04430045428945,2.6081706646807947,6.789147867864165","11.019685136280973,0.0,10.725009511439966",1191,345,CpG:,1555,0,1,,4.35166,127188789,127189980
chr6,52206446,52206654,22.72459333573736,13.95425646186672,1.6285062122684673,0.4,both,endo_only,False,3,3,"24.820994300008845,29.35162246876255,14.00116323844068","23.947215585244077,14.862948354472403,3.0526054458836773",6980,208,CpG:,983,0,2,,4.57344;4.40372,52200303,52207283
chr9,63148669,63149412,18.504195678043885,11.496049914557595,1.609613372904008,0.4,both,endo_only,False,3,3,"27.136655355892426,17.792226224286964,10.583705453952259","26.862642195437317,5.1058582763269795,2.519649271908485",2277,743,CpG:,1066,0,1,,5.55558,63149333,63151610
chr16,5131655,5131884,14.964803508238896,9.411411791316828,1.5900699958794435,0.4,both,endo_only,False,3,3,"23.239604860282558,3.7316911708731313,17.923114493561005","3.2795942506922504,7.354486071668445,17.600155051589788",3531,229,CpG:,624,0,2,,5.96267;4.06339,5130055,5133586
