chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr2,28908496,28908719,12.938679464546167,0.0979584147672698,132.08338962289213,0.5,both,exo_only,False,3,1,"1.0578310225811043,0.9447565213055678,36.81345084975183","0.0,0.2938752443018094,0.0",994,223,CpG:,805,1,0,6.41396,,28908640,28909634
chr8,110079697,110080128,28.79984557210753,0.23992822670192,120.03525374231036,0.5,both,exo_only,False,3,1,"40.5260954504943,30.03392121076128,15.839520055067014","0.71978468010576,0.0,0.0",1046,431,CpG:,1424,2,0,7.02735;5.4755,,110079672,110080718
chr4,138394887,138396561,16.805191406416238,0.1566279390171762,107.29370195296596,0.5,both,exo_only,False,3,1,"39.38632285704306,2.3928193619491855,8.636432000256459","0.4698838170515288,0.0,0.0",872,1674,CpG:,1640,2,0,2.65139;4.42618,,138396055,138396927
chr15,74487261,74487815,17.997658724736684,0.1715186275475378,104.93121932046994,0.6666666666666666,both,exo_only,False,2,1,"35.618666872408724,18.374309301801333,0.0","0.0,0.0,0.5145558826426134",1122,554,CpG:,1153,1,0,6.3275,,74486829,74487951
chr9,24695948,24696360,26.63325665596204,0.2610541869432498,102.02194788682628,0.2,both,exo_only,False,3,2,"1.9792640686035157,48.39018314068134,29.53032275860126","0.6303655184232272,0.1527970424065223,0.0",325,412,CpG:,773,2,0,3.76836;5.87655,,24695936,24696261
chr7,131966648,131967566,17.299930370507123,0.1711936944991322,101.05471712099076,1.0,both,exo_only,False,1,1,"51.899791111521374,0.0,0.0","0.0,0.0,0.5135810834973968",1089,918,CpG:,1591,1,0,8.62127,,131966631,131967720
chr7,43676591,43676883,23.08821025426101,0.2304631107187365,100.1818042907461,0.6666666666666666,both,exo_only,False,2,1,"47.78890505838676,0.0,21.475725704396265","0.0,0.6913893321562096,0.0",676,292,CpG:,918,1,0,5.70533,,43676796,43677472
chr12,57575938,57576606,28.69308548797796,0.2941396707369957,97.54918612672893,0.6666666666666666,both,exo_only,False,2,1,"83.96897449316802,0.0,2.1102819707658558","0.0,0.8824190122109873,0.0",432,668,CpG:,1024,1,0,6.37187,,57575631,57576063
chr10,80306170,80306497,27.86115829438125,0.2948605587376763,94.48926778697462,0.5,both,exo_only,False,3,1,"1.1643986586667918,48.50539752650549,33.913678697971484","0.884581676213029,0.0,0.0",579,327,CpG:,1197,1,0,6.92817,,80306217,80306796
chr5,98185131,98186715,15.618005562281253,0.1706380381032296,91.52710460039948,1.0,both,exo_only,False,3,1,"34.77903848671051,0.24910777187034047,11.8258704282629","0.0,0.511914114309689,0.0",1826,1584,CpG:,1334,2,0,3.99206;5.72245,,98185080,98186906
