chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr13,47043183,47044004,67.8645184967444,67.86609275853976,0.9999768034119636,1.0,both,both,False,3,3,"66.36522952573517,91.67303870754512,45.55528725695287","89.56205723917289,67.83736671374626,46.198854322700136",3469,821,CpG:,943,3,3,21.9709;15.5805;20.3887,32.536;14.449;28.471,47041456,47044925
chr5,137432961,137433215,29.63468218299887,29.635440504841487,0.999974411656122,1.0,both,both,False,3,3,"40.75799486123938,14.74128235994726,33.40476932780996","28.232807626930494,36.77717776548973,23.89633612210424",1942,254,CpG:,1633,1,2,6.08779,6.38688;4.6934,137432994,137434936
chr11,116130558,116131201,17.53108055726842,17.534411750084058,0.9998100196993708,0.7,both,both,False,3,3,"18.729739960324046,17.555754436061708,16.3077472754195","30.804125433145792,11.934265690673518,9.864844126432857",4724,643,CpG:,1471,3,3,5.71604;5.96551;5.04563,5.68283;6.7777;5.54868,116128446,116133170
chr12,71831095,71831860,46.12467285689197,46.13410536723021,0.999795541492283,1.0,both,both,False,3,3,"51.75081304339476,54.943821235433816,31.679384291847335","56.317664930773546,44.00571834728273,38.07893282363439",3354,765,CpG:,1133,3,3,18.136;8.81301;17.4187,21.618;11.2128;10.5783,71829851,71833205
chr5,108132085,108132989,79.08211812838387,79.09926168636247,0.999783265259206,1.0,both,both,False,3,3,"103.19464961556827,77.38652106789982,56.665183701683496","68.54082986495074,85.83334243348065,82.92361276065601",2125,904,CpG:,1409,3,3,7.65126;13.8169;10.5933,37.2117;12.617;10.7122,108131382,108133507
chr17,34264511,34265096,26.06944058976992,26.07687736312147,0.9997148135013256,1.0,both,both,False,3,3,"13.048272003308691,43.81231401616877,21.347735749832307","45.606704304435034,19.36787171026673,13.256056074662641",2475,585,CpG:,846,1,1,6.80634,5.64891,34263115,34265590
chr3,103058217,103058519,16.53415175806636,16.542434295627345,0.9994993156742854,1.0,both,both,False,3,3,"19.61226484225159,22.257194923307363,7.732995508640122","35.208627201076425,0.9473483086362923,13.47132737716932",1958,302,CpG:,1371,3,2,4.32046;3.46501;10.3793,4.01232;6.81216,103057620,103059578
chr2,118976105,118976804,16.611339560208602,16.62651387239724,0.9990873425238088,1.0,both,both,False,3,3,"26.618903917228867,4.682413356270857,18.532701407126087","19.570049091727434,15.013707541658016,15.295784983806268",4008,699,CpG:,1492,2,3,12.6452;6.40221,6.17492;5.01128;7.5629,118974310,118978318
chr11,116654222,116654433,17.7109711201258,17.727516812649036,0.9990666660932778,1.0,both,both,False,3,3,"16.327181693190536,15.43292927315272,21.372802394034146","14.407019871067627,23.297244690809503,15.478285876069974",8213,211,CpG:,1475,1,2,5.3985,5.89059;3.79319,116650238,116658451
chr8,69749631,69749956,51.8841793061981,51.93713122425339,0.9989804612459888,1.0,both,both,False,3,3,"47.974080788737815,58.62530188680062,49.05315524305586","49.28514446868175,17.77857040509326,88.74767879898518",2273,325,CpG:,1117,3,3,11.0802;17.8148;21.6204,21.1083;6.26586;11.0819,69748862,69751135
