chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr3,26602036,26602356,21.150156167017723,0.0,inf,1.0,exo_only,endo_only,False,3,0,"4.782847419483065,4.279482345737609,54.3881387358325","0.0,0.0",731,320,CpG:,787,0,1,,3.63832,26601654,26602385
chr11,72961075,72961596,22.12030302035842,6.560105376056054,3.371943246688696,1.0,both,endo_only,False,3,1,"9.65566662493865,7.240367664359294,49.46487477177731","0.0,13.120210752112108",1551,521,CpG:,1141,0,1,,3.48273,72960400,72961951
chr10,80656107,80656330,119.87478707090337,42.07905990417967,2.8487990783034656,0.2,both,endo_only,False,3,2,"116.9109691920179,123.06219934991066,119.65119267078155","27.664973345411585,56.49314646294776",1175,223,CpG:,1200,0,2,,7.72401;9.99211,80655826,80657001
chr4,89276672,89276968,23.44046951880759,11.247302749496676,2.084096964479468,1.0,both,endo_only,False,3,1,"9.005199179569779,10.47862168484689,50.8375876920061","0.0,22.49460549899335",779,296,CpG:,1266,0,1,,5.50621,89276558,89277337
chr1,37540315,37540920,104.64655882631466,59.55480915391949,1.7571470770035629,0.2,both,endo_only,False,3,2,"76.91039915365691,62.44495584778535,174.5843214775017","57.91999979055798,61.189618517281",781,605,CpG:,871,0,1,,6.71223,37540795,37541576
chr17,22876643,22876863,365.9995988501843,274.2542646287842,1.334526554566368,0.8,both,endo_only,False,3,2,"298.26811454260064,158.95078399474883,640.7798980132035","101.90631038298102,446.6022188745874",1852,220,CpG:,759,0,2,,103.851;112.719,22876250,22878102
chr8,122282660,122282861,175.58126911275977,135.48357465854355,1.295959820629723,0.8,both,endo_only,False,3,2,"143.23820124236335,156.86401162593768,226.64159446997826","97.83202002576847,173.13512929131863",4702,201,CpG:,1517,0,2,,33.2235;26.3204,122280862,122285564
chr11,64520264,64520799,48.76663564306645,39.01631281291698,1.2499037486423237,0.4,both,endo_only,False,3,2,"57.68575470245491,54.89484084797444,33.71931137876996","51.66902983491703,26.363595790916918",3540,535,CpG:,1077,0,1,,5.77818,64516794,64520334
chr7,44335953,44336248,20.77898065139308,17.138784712357953,1.2123952193885927,1.0,both,endo_only,False,3,2,"26.246269822554154,20.160482129183684,15.930190002441407","4.093450261896307,30.184119162819602",1375,295,CpG:,923,0,1,,4.85092,44335867,44337242
chr17,34957341,34959315,63.27487335321202,57.043943985049225,1.1092303395045031,0.8,both,endo_only,False,3,2,"45.72595774202042,37.11171069283101,106.98695162478465","57.78682498844791,56.30106298165053",1314,1974,CpG:,851,0,2,,7.81036;8.08555,34959238,34960552
chr9,107534955,107535276,96.95145718514182,91.2452129288404,1.0625374644119858,1.0,both,endo_only,False,3,2,"91.41335308882925,63.84871557299738,135.59230289359888","98.30119439849148,84.18923145918934",1728,321,CpG:,1405,0,1,,18.629,107533574,107535302
chr7,38221505,38221808,40.06839287204922,38.49152804689382,1.04096654264373,0.8,both,endo_only,False,3,2,"34.80080119081081,36.13683943396413,49.26753799137274","38.044344558779905,38.938711535007734",7143,303,CpG:,876,0,1,,8.50304,38221692,38228835
chr9,113988685,113989106,38.20006435263361,38.33004728419918,0.9966088502160768,1.0,both,endo_only,False,3,2,"38.299277643331685,41.09472874211447,35.20618667245469","23.02626091753265,53.63383365086572",2564,421,CpG:,1454,0,1,,8.13645,113988834,113991398
chr2,168590130,168590446,43.90557878444725,44.604238011458094,0.9843364832993814,1.0,both,endo_only,False,3,2,"40.598533897577056,46.12504677605211,44.9931556797126","15.764806101442737,73.44366992147346",1938,316,CpG:,1871,0,1,,7.8233,168588741,168590679
chr17,28689641,28689865,65.48048368608967,67.0307812240423,0.9768718563375988,0.8,both,endo_only,False,3,2,"59.55982482510427,61.04200167280739,75.83962456035738","63.46161893175922,70.59994351632537",3865,224,CpG:,803,0,2,,14.9328;12.3871,28688750,28692615
chr11,108922545,108923014,39.45928198568737,41.4181428312521,0.9527052467430608,0.8,both,endo_only,False,3,2,"25.787260231922392,33.04199184977169,59.54859387536803","35.80218081180565,47.03410485069855",4870,469,CpG:,1416,0,1,,8.18859,108917712,108922582
chr10,42635778,42636254,29.259824361340424,32.021133952362035,0.9137660273015432,1.0,both,endo_only,False,3,2,"27.873808133843347,28.82622322915373,31.0794417210242","8.326450454396257,55.71581745032781",4979,476,CpG:,910,0,1,,7.34481,42632401,42637380
chr9,88481266,88481474,37.1712888377431,40.794148595121946,0.911191681107617,1.0,both,endo_only,False,3,2,"34.02579191315971,32.17229058518424,45.31578401488533","26.270156969084027,55.318140221159865",2947,208,CpG:,1260,0,1,,11.7884,88481269,88484216
chr8,108704636,108705080,20.47427249032943,25.28357058813446,0.80978564396035,0.4,both,endo_only,False,3,2,"24.9886053269461,18.801449472743524,17.632762671298668","24.73932318921949,25.82781798704943",2745,444,CpG:,1414,0,2,,12.2266;4.06956,108703401,108706146
chr4,101508849,101509063,37.41373589537447,48.49355891630863,0.7715196972848294,0.4,both,endo_only,False,3,2,"41.53999629522094,47.37387442403725,23.327336966865232","46.858559570097135,50.12855826252013",1417,214,CpG:,1359,0,1,,7.76955,101509057,101510474
chr7,13037443,13037683,145.20665069084384,188.85624785625328,0.7688739575159143,0.4,both,endo_only,False,3,2,"134.66506474899035,116.45837828102758,184.49650904251357","171.7131890854593,205.99930662704728",1475,240,CpG:,684,0,2,,16.7262;27.2494,13037484,13038959
chr15,7815557,7815869,24.14386594351912,31.749206214739807,0.7604557348684247,0.4,both,endo_only,False,3,2,"38.00980925662323,17.67730137380132,16.744487200132806","24.930681358355034,38.56773107112458",3029,312,CpG:,644,0,2,,7.39398;5.84567,7813257,7816286
chr7,80026984,80027571,58.38953293760617,80.64636522233485,0.7240193997166695,0.2,both,endo_only,False,3,2,"62.64311767369509,58.75159639567137,53.77388474345207","80.35994426012039,80.93278618454933",3200,587,CpG:,1195,0,2,,14.0436;7.47618,80024680,80027880
