chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr7,127611029,127612140,34.37258763021978,0.0,inf,1.0,exo_only,exo_only,False,3,0,"17.59617966164347,45.272487695577446,40.249095533438435","0.0,0.0",1555,1111,CpG:,1558,3,0,5.34262;12.5264;3.80722,,127610655,127612210
chrX,137570910,137571192,41.89765442742242,0.0,inf,1.0,exo_only,exo_only,False,3,0,"10.627945384644626,9.43682131516306,105.62819658245957","0.0,0.0",285,282,CpG:,1634,1,0,8.2265,,137570727,137571012
chr15,102954317,102955305,38.353162793145664,0.0,inf,1.0,exo_only,exo_only,False,1,0,"0.0,0.0,115.05948837943698","0.0,0.0",184,988,CpG:,1370,1,0,6.90305,,102955238,102955422
chr7,27517121,27517401,28.39491495917408,0.0,inf,1.0,exo_only,exo_only,False,3,0,"3.3811692605471477,12.099147865892123,69.70442775108295","0.0,0.0",179,280,CpG:,794,1,0,3.86571,,27517294,27517473
chr18,37515304,37515787,22.170719871096527,0.0,inf,1.0,exo_only,exo_only,False,3,0,"24.87354616572099,8.76569963851065,32.872913809057934","0.0,0.0",689,483,CpG:,871,2,0,6.90305;4.40081,,37515164,37515853
chr18,36993686,36994023,38.36087566910766,0.0,inf,1.0,exo_only,exo_only,False,3,0,"7.512997586693338,10.99125801472986,96.57837140589977","0.0,0.0",1199,337,CpG:,867,1,0,11.1635,,36993603,36994802
chr7,44852574,44852781,48.20143387982255,0.0,inf,1.0,exo_only,exo_only,False,3,0,"35.031467013888886,11.340721317202027,98.23211330837674","0.0,0.0",171,207,CpG:,927,1,0,5.24632,,44852546,44852717
chr18,37309100,37309533,23.002410407926217,0.0,inf,1.0,exo_only,exo_only,False,2,0,"0.0,3.219735626314507,65.78749559746414","0.0,0.0",244,433,CpG:,869,1,0,4.9702,,37309065,37309309
chr16,35735397,35735624,74.37433955313145,0.0,inf,1.0,exo_only,exo_only,False,3,0,"6.27718848743658,20.663402930073353,196.18242724188443","0.0,0.0",174,227,CpG:,857,1,0,9.9404,,35735423,35735597
chr18,36947609,36948159,44.66609953527581,0.0,inf,1.0,exo_only,exo_only,False,3,0,"8.226557344062144,16.406704937486342,109.36503632427895","0.0,0.0",219,550,CpG:,866,1,0,7.10857,,36947481,36947700
