chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr3,26602036,26602356,21.150156167017723,0.0,inf,1.0,exo_only,endo_only,False,3,0,"4.782847419483065,4.279482345737609,54.3881387358325","0.0,0.0",731,320,CpG:,787,0,1,,3.63832,26601654,26602385
chr4,146932301,146932990,6.521571224591445,0.2391582263267526,27.26885595681444,0.5,both,endo_only,False,3,1,"8.73388522045574,4.80297747825368,6.027850975064913","0.4783164526535053,0.0",809,689,CpG:,1706,0,1,,11.9756,146931788,146932597
chr2,172979754,172980130,6.269879273765593,1.6608238131583402,3.775162196068436,1.0,both,endo_only,False,1,1,"0.0,0.0,18.80963782129678","3.3216476263166803,0.0",269,376,CpG:,1904,0,1,,2.25264,172979513,172979782
chr11,72961075,72961596,22.12030302035842,6.560105376056054,3.371943246688696,1.0,both,endo_only,False,3,1,"9.65566662493865,7.240367664359294,49.46487477177731","0.0,13.120210752112108",1551,521,CpG:,1141,0,1,,3.48273,72960400,72961951
chr10,80656107,80656330,119.87478707090337,42.07905990417967,2.8487990783034656,0.2,both,endo_only,False,3,2,"116.9109691920179,123.06219934991066,119.65119267078155","27.664973345411585,56.49314646294776",1175,223,CpG:,1200,0,2,,7.72401;9.99211,80655826,80657001
chr9,42324790,42325065,13.19210013781687,4.918370305551716,2.682209617874036,0.5,both,endo_only,False,3,1,"11.433272768646384,14.98877248177393,13.154255163030294","0.0,9.836740611103432",1268,275,CpG:,907,0,1,,2.34591,42324058,42325326
chr4,89276672,89276968,23.44046951880759,11.247302749496676,2.084096964479468,1.0,both,endo_only,False,3,1,"9.005199179569779,10.47862168484689,50.8375876920061","0.0,22.49460549899335",779,296,CpG:,1266,0,1,,5.50621,89276558,89277337
chr1,37540315,37540920,104.64655882631466,59.55480915391949,1.7571470770035629,0.2,both,endo_only,False,3,2,"76.91039915365691,62.44495584778535,174.5843214775017","57.91999979055798,61.189618517281",781,605,CpG:,871,0,1,,6.71223,37540795,37541576
chr7,102106910,102107246,6.085569908616114,3.994455575286709,1.5235042157601943,1.0,both,endo_only,False,3,2,"4.135644393317867,12.530775579466765,1.5902897530637103","3.183031898945558,4.80587925162786",2543,336,CpG:,1364,0,1,,4.90789,102105955,102108498
chr2,5083511,5083742,13.8667151714266,9.572483936840335,1.4486015607777238,1.0,both,endo_only,False,3,1,"0.5928339939243746,16.611299624664106,24.396011895691323","0.0,19.14496787368067",1510,231,CpG:,623,0,1,,3.75997,5082776,5084286
