chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr1,91800886,91802681,17.800093630819095,5.56908540553898,3.196232834410337,0.2,both,both,False,3,2,"20.5408338029784,16.180705973405185,16.678741116073702","5.145701536346296,5.992469274731662",3719,1795,CpG:,1285,3,2,3.79498;12.869;5.37241,6.0648;3.88213,91799352,91803071
chr9,110638398,110638630,33.69661752041024,10.576153035325625,3.186093980283708,0.2,both,both,False,3,2,"20.52708363318044,19.428229951797817,61.134538976252465","7.635247627518729,13.517058443132518",4658,232,CpG:,1429,3,1,3.97037;5.26353;3.73981,2.25482,110635247,110639905
chr5,135250228,135251487,42.88984538890697,13.484246453735128,3.1807372800596143,0.2,both,both,False,3,2,"31.852337441157772,40.05922249410105,56.7579762314621","22.753613845463875,4.214879062006382",2745,1259,CpG:,1616,3,1,5.4908;11.5903;9.42664,11.7727,135248840,135251585
chr11,94979093,94979302,74.54620535700928,23.54422152354047,3.166220861559383,0.2,both,both,False,3,2,"85.06021433601192,58.45876109054665,80.11964064446929","28.904782680904162,18.18366036617678",2448,209,CpG:,1309,3,2,19.3889;29.8427;20.4632,10.157;18.0781,94977719,94980167
chr5,137778761,137779753,81.03116517042432,25.60913740059679,3.1641505101431484,0.4,both,both,False,3,2,"44.93998715134918,33.59309931339385,164.5604090465299","10.041189754710478,41.1770850464831",2074,992,CpG:,1636,3,1,9.26811;23.5013;11.8197,8.7259,137777829,137779903
chr15,89146448,89146977,31.637673310387413,10.02598862960516,3.155566446282052,0.2,both,both,False,3,2,"18.722496737234835,28.180041602717623,48.01048159120979","5.599005338181569,14.452971921028753",2243,529,CpG:,1265,3,1,3.98893;7.43116;3.72371,5.41157,89145097,89147340
chr14,78731811,78733108,21.825516272055552,6.923971894493924,3.152167080489108,0.2,both,both,False,3,2,"12.178985993294077,12.564273327271422,40.73328949560116","3.9355315116207805,9.912412277367068",3857,1297,CpG:,1185,3,1,5.66076;6.77021;3.95739,4.43217,78731461,78735318
chr11,54860578,54860923,180.72242809884887,57.409320983061136,3.147963170513232,0.2,both,both,False,3,2,"206.30314858228365,146.70023243902293,189.1639032752403","19.066916938650614,95.75172502747165",1571,345,CpG:,1003,3,2,25.7722;46.4363;20.7161,8.73708;28.061,54859512,54861083
chr4,122995640,122997012,39.83787421389092,12.673050950368731,3.143510932758604,0.2,both,both,False,3,2,"36.514439514892544,32.888958778194755,50.110224348585454","15.249915463739999,10.096186436997463",3271,1372,CpG:,1523,3,2,"5.61073;6.61611,9.00953;6.44031",7.11152;7.17421,122994482,122997753
chr14,62555511,62555970,75.40221779054893,24.002164913994537,3.1414756985768992,0.2,both,both,False,3,2,"57.68289251954525,57.15137863313997,111.37238221896159","19.776270368559793,28.228059459429282",2464,459,CpG:,1062,3,2,7.94711;13.3944;6.72053,7.11396;11.4243,62554898,62557362
chr8,84414262,84415690,19.06934760719544,6.074625681432818,3.139180684907249,0.5,both,both,False,3,1,"20.43181108167173,13.762778184913845,23.013453555000748","0.0,12.149251362865636",3138,1428,CpG:,1229,3,1,2.68362;11.5128;4.23811,5.9024,84413320,84416458
chr6,127109179,127109769,82.19221644154479,26.22457381837244,3.134167861441565,0.2,both,both,False,3,2,"59.41136917788852,82.23517345796972,104.93010668877614","7.051117154620142,45.398030482124724",1589,590,CpG:,1554,3,2,15.5655;16.8181;10.3795,10.9784;13.6919,127108393,127109982
chr9,54068195,54068504,17.282976375978382,5.517649891839098,3.1323075430249454,0.4,both,both,False,3,2,"29.546847441374364,15.014407381940243,7.287674304620544","2.4782176003527288,8.557082183325468",3350,309,CpG:,997,2,1,4.16568;4.18754,5.90295,54066137,54069487
chr5,142529774,142530207,23.465578849039105,7.4987696106531025,3.129257207169401,1.0,both,both,False,3,1,"3.7504292281817495,1.2775932823228986,65.36871403661267","14.997539221306205,0.0",1276,433,CpG:,1672,1,1,8.81642,6.0648,142529207,142530483
