chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,peak_width_exo,peak_width_endo,significant,cpg_start,cpg_end,cpg_number
chr1,3531624,3531843,0.0,15.177982217475371,0.0,1.0,endo_only,0.0,416.0,False,3531624,3531843,27
chr1,14506541,14507148,0.0,2.1627592364426267,0.0,1.0,endo_only,0.0,246.0,False,14506541,14507148,48
chr1,18058035,18058896,0.0,3.0388381972489715,0.0,1.0,endo_only,0.0,267.0,False,18058035,18058896,91
chr1,19209755,19210067,0.0,2.84819576255868,0.0,1.0,endo_only,0.0,364.0,False,19209755,19210067,30
chr1,22533177,22534185,0.0,1.0525025658869418,0.0,1.0,endo_only,0.0,203.0,False,22533177,22534185,104
chr1,34579529,34579840,0.0,11.229414836166653,0.0,1.0,endo_only,0.0,262.0,False,34579529,34579840,42
chr1,34750258,34751085,0.0,34.449223780856414,0.0,1.0,endo_only,0.0,992.0,False,34750258,34751085,81
chr1,34849895,34850178,0.0,11.375631765553512,0.0,1.0,endo_only,0.0,230.0,False,34849895,34850178,33
chr1,34930034,34930639,0.0,2.4071734143162025,0.0,1.0,endo_only,0.0,282.0,False,34930034,34930639,47
chr1,37875331,37875824,0.0,1.2941086970750884,0.0,1.0,endo_only,0.0,208.0,False,37875331,37875824,32
chr1,38210065,38210345,0.0,7.290518935716785,0.0,1.0,endo_only,0.0,554.0,False,38210065,38210345,26
chr1,40681006,40682084,0.0,1.7489858534662002,0.0,1.0,endo_only,0.0,230.0,False,40681006,40682084,111
chr1,53706523,53706879,0.0,7.415784039324268,0.0,1.0,endo_only,0.0,482.0,False,53706523,53706879,29
chr1,54194342,54195242,0.0,41.73367130919591,0.0,1.0,endo_only,0.0,544.5,False,54194342,54195242,120
chr1,56970858,56971119,0.0,20.703848872692017,0.0,1.0,endo_only,0.0,482.5,False,56970858,56971119,24
chr1,63365284,63365489,0.0,2.190031600547145,0.0,1.0,endo_only,0.0,198.0,False,63365284,63365489,17
chr1,69826863,69827202,0.0,13.082041618608416,0.0,1.0,endo_only,0.0,465.0,False,69826863,69827202,35
chr1,73907271,73907503,0.0,12.077460043194291,0.0,1.0,endo_only,0.0,693.0,False,73907271,73907503,27
chr1,74784035,74784616,0.0,4.523050037894492,0.0,1.0,endo_only,0.0,471.0,False,74784035,74784616,67
chr1,74884301,74885613,0.0,6.852681265544422,0.0,1.0,endo_only,0.0,181.0,False,74884301,74885613,95
chr1,75381924,75382387,0.0,18.73685764325489,0.0,1.0,endo_only,0.0,704.0,False,75381924,75382387,36
chr1,75384918,75385180,0.0,27.76661780928229,0.0,1.0,endo_only,0.0,265.0,False,75384918,75385180,21
chr1,75450376,75450680,0.0,32.81684730664586,0.0,1.0,endo_only,0.0,468.0,False,75450376,75450680,22
chr1,75475043,75475252,0.0,27.050315523116563,0.0,1.0,endo_only,0.0,641.0,False,75475043,75475252,16
chr1,75503722,75503961,0.0,2.9268056037318915,0.0,1.0,endo_only,0.0,211.0,False,75503722,75503961,21
chr1,78203836,78204189,0.0,14.294344154709918,0.0,1.0,endo_only,0.0,458.0,False,78203836,78204189,25
chr1,87098682,87098940,0.0,33.10705310062491,0.0,1.0,endo_only,0.0,501.5,False,87098682,87098940,25
chr1,87155838,87156120,0.0,8.925321568131483,0.0,1.0,endo_only,0.0,432.0,False,87155838,87156120,32
chr1,88205329,88205799,0.0,11.274857682949582,0.0,1.0,endo_only,0.0,327.3333333333333,False,88205329,88205799,58
chr1,91366303,91366752,0.0,17.269571052491415,0.0,1.0,endo_only,0.0,365.0,False,91366303,91366752,59
chr1,92848434,92848783,0.0,13.067071587356011,0.0,1.0,endo_only,0.0,334.0,False,92848434,92848783,29
chr1,120073679,120073931,0.0,9.996842574084807,0.0,1.0,endo_only,0.0,347.0,False,120073679,120073931,28
chr1,121177908,121178195,0.0,36.65924105068817,0.0,1.0,endo_only,0.0,467.6666666666667,False,121177908,121178195,27
chr1,130878193,130878535,0.0,8.935731202445638,0.0,1.0,endo_only,0.0,281.0,False,130878193,130878535,37
chr1,134344568,134344874,0.0,5.5387620699410895,0.0,1.0,endo_only,0.0,252.0,False,134344568,134344874,29
chr1,151571313,151571755,0.0,16.482480318337743,0.0,1.0,endo_only,0.0,493.0,False,151571313,151571755,38
chr1,156204683,156205085,0.0,4.1718747719854425,0.0,1.0,endo_only,0.0,203.0,False,156204683,156205085,44
chr1,163929784,163930411,0.0,38.81561071473098,0.0,1.0,endo_only,0.0,356.0,False,163929784,163930411,74
chr1,170908619,170908877,0.0,3.3026722047495745,0.0,1.0,endo_only,0.0,273.0,False,170908619,170908877,20
chr1,172172578,172172820,0.0,7.427092944542873,0.0,1.0,endo_only,0.0,394.0,False,172172578,172172820,18
chr1,172325700,172326579,0.0,19.98321850835929,0.0,1.0,endo_only,0.0,259.0,False,172325700,172326579,101
chr1,172562961,172563360,0.0,22.150955237543688,0.0,1.0,endo_only,0.0,541.0,False,172562961,172563360,52
chr1,177448273,177448537,0.0,46.49479676815823,0.0,1.0,endo_only,0.0,713.3333333333334,False,177448273,177448537,20
chr1,180936981,180937192,0.0,2.264741289113576,0.0,1.0,endo_only,0.0,224.0,False,180936981,180937192,21
chr1,181923509,181923713,0.0,1.4866964054746763,0.0,1.0,endo_only,0.0,220.0,False,181923509,181923713,19
chr1,182763892,182764150,0.0,18.185177388043844,0.0,1.0,endo_only,0.0,1009.0,False,182763892,182764150,42
chr1,184718485,184718804,0.0,6.574134345220489,0.0,1.0,endo_only,0.0,224.0,False,184718485,184718804,27
chr1,184810769,184811173,0.0,3.5431762194002734,0.0,1.0,endo_only,0.0,293.0,False,184810769,184811173,43
chr1,190174914,190175594,0.0,3.496942079679388,0.0,1.0,endo_only,0.0,151.0,False,190174914,190175594,58
chr1,191184726,191185191,0.0,8.613921255375413,0.0,1.0,endo_only,0.0,223.5,False,191184726,191185191,31
chr1,191985233,191985498,0.0,23.80446362659446,0.0,1.0,endo_only,0.0,585.0,False,191985233,191985498,25
chr10,4369007,4369248,0.0,5.730550392488805,0.0,1.0,endo_only,0.0,424.0,False,4369007,4369248,20
chr10,12941180,12941796,0.0,16.94374759837798,0.0,1.0,endo_only,0.0,430.0,False,12941180,12941796,64
chr10,19849468,19849700,0.0,29.475218328863377,0.0,1.0,endo_only,0.0,577.5,False,19849468,19849700,23
chr10,19872458,19872687,0.0,1.6798544738411614,0.0,1.0,endo_only,0.0,243.0,False,19872458,19872687,19
chr10,22158441,22158777,0.0,48.20610797250288,0.0,1.0,endo_only,0.0,310.6666666666667,False,22158441,22158777,36
chr10,22159928,22160147,0.0,1.1323451099407025,0.0,1.0,endo_only,0.0,182.0,False,22159928,22160147,16
chr10,22819309,22819799,0.0,3.120171642015816,0.0,1.0,endo_only,0.0,273.0,False,22819309,22819799,40
chr10,29148176,29148387,0.0,7.557622887097589,0.0,1.0,endo_only,0.0,787.0,False,29148176,29148387,18
chr10,32889855,32890355,0.0,4.6617837505298025,0.0,1.0,endo_only,0.0,212.0,False,32889855,32890355,59
chr10,33624362,33624567,0.0,3.2166750236317867,0.0,1.0,endo_only,0.0,323.0,False,33624362,33624567,19
chr10,34127459,34127727,0.0,1.3839801101341234,0.0,1.0,endo_only,0.0,182.0,False,34127459,34127727,34
chr10,42635778,42636254,0.0,4.018354092988935,0.0,1.0,endo_only,0.0,269.0,False,42635778,42636254,43
chr10,43021060,43022094,0.0,15.479768407354989,0.0,1.0,endo_only,0.0,453.5,False,43021060,43022094,108
chr10,43456275,43456537,0.0,9.428081825363988,0.0,1.0,endo_only,0.0,564.0,False,43456275,43456537,18
chr10,45335481,45336223,0.0,7.986555880105154,0.0,1.0,endo_only,0.0,499.0,False,45335481,45336223,82
chr10,50900711,50901152,0.0,2.447004540855914,0.0,1.0,endo_only,0.0,215.0,False,50900711,50901152,30
chr10,56115144,56115940,0.0,24.36177345575869,0.0,1.0,endo_only,0.0,446.75,False,56115144,56115940,68
chr10,61978049,61979302,0.0,13.848669596494137,0.0,1.0,endo_only,0.0,301.0,False,61978049,61979302,108
chr10,62949130,62949337,0.0,13.606902912408204,0.0,1.0,endo_only,0.0,462.0,False,62949130,62949337,17
chr10,67126768,67127451,0.0,41.31486736878126,0.0,1.0,endo_only,0.0,763.0,False,67126768,67127451,109
chr10,69398413,69399546,0.0,5.8822734320434735,0.0,1.0,endo_only,0.0,254.0,False,69398413,69399546,98
chr10,69822209,69822424,0.0,5.580809809456034,0.0,1.0,endo_only,0.0,221.0,False,69822209,69822424,17
chr10,74925476,74925729,0.0,14.788739578974264,0.0,1.0,endo_only,0.0,756.0,False,74925476,74925729,19
chr10,75935823,75936353,0.0,6.217104683094139,0.0,1.0,endo_only,0.0,437.0,False,75935823,75936353,40
chr10,77902087,77902537,0.0,10.64457546855996,0.0,1.0,endo_only,0.0,355.0,False,77902087,77902537,45
chr10,78043411,78043683,0.0,6.020518264659882,0.0,1.0,endo_only,0.0,212.0,False,78043411,78043683,25
chr10,79637188,79638095,0.0,1.169675168510176,0.0,1.0,endo_only,0.0,188.0,False,79637188,79638095,114
chr10,79716261,79718040,0.0,9.294958801256426,0.0,1.0,endo_only,0.0,371.0,False,79716261,79718040,169
chr10,79724468,79724789,0.0,4.011949305356788,0.0,1.0,endo_only,0.0,235.0,False,79724468,79724789,26
chr10,79739313,79739593,0.0,15.781040840673576,0.0,1.0,endo_only,0.0,870.0,False,79739313,79739593,26
chr10,79777133,79777458,0.0,7.595582121054242,0.0,1.0,endo_only,0.0,467.0,False,79777133,79777458,26
chr10,79903012,79903288,0.0,1.6093403027728663,0.0,1.0,endo_only,0.0,194.0,False,79903012,79903288,24
chr10,79988381,79988831,0.0,8.95810718789352,0.0,1.0,endo_only,0.0,178.5,False,79988381,79988831,55
chr10,80057643,80057877,0.0,7.543254512391602,0.0,1.0,endo_only,0.0,239.5,False,80057643,80057877,20
chr10,80304774,80305091,0.0,1.490440118605979,0.0,1.0,endo_only,0.0,196.0,False,80304774,80305091,27
chr10,80349019,80349330,0.0,8.57525560578223,0.0,1.0,endo_only,0.0,423.5,False,80349019,80349330,24
chr10,80356390,80357035,0.0,2.801138523100399,0.0,1.0,endo_only,0.0,156.5,False,80356390,80357035,69
chr10,80381560,80382565,0.0,24.94420433522423,0.0,1.0,endo_only,0.0,398.25,False,80381560,80382565,79
chr10,80491184,80491434,0.0,2.1916364236475774,0.0,1.0,endo_only,0.0,237.0,False,80491184,80491434,32
chr10,80691139,80691432,0.0,8.840524983152253,0.0,1.0,endo_only,0.0,478.0,False,80691139,80691432,27
chr10,80834349,80836042,0.0,16.94536722620074,0.0,1.0,endo_only,0.0,315.6666666666667,False,80834349,80836042,145
chr10,80843648,80844303,0.0,2.4679316498707617,0.0,1.0,endo_only,0.0,170.0,False,80843648,80844303,57
chr10,80932193,80932449,0.0,16.883252572592408,0.0,1.0,endo_only,0.0,363.0,False,80932193,80932449,18
chr10,81135307,81135560,0.0,5.627450507628946,0.0,1.0,endo_only,0.0,230.0,False,81135307,81135560,25
chr10,81194489,81194691,0.0,12.600678689225262,0.0,1.0,endo_only,0.0,273.0,False,81194489,81194691,18
chr10,81285716,81286098,0.0,16.21993734083868,0.0,1.0,endo_only,0.0,237.0,False,81285716,81286098,45
chr10,81337880,81338283,0.0,3.993654888809471,0.0,1.0,endo_only,0.0,214.0,False,81337880,81338283,40
chr10,81464207,81464741,0.0,18.151087133213355,0.0,1.0,endo_only,0.0,378.0,False,81464207,81464741,39
chr10,81499183,81499537,0.0,2.110187354442603,0.0,1.0,endo_only,0.0,185.0,False,81499183,81499537,25
chr10,82083367,82083670,0.0,41.65251195867368,0.0,1.0,endo_only,0.0,680.0,False,82083367,82083670,32
chr10,88459494,88459991,0.0,6.261802392168529,0.0,1.0,endo_only,0.0,276.5,False,88459494,88459991,34
chr10,112928728,112929096,0.0,93.98433848369048,0.0,1.0,endo_only,0.0,753.0,False,112928728,112929096,40
chr10,116418100,116418397,0.0,2.372534971481413,0.0,1.0,endo_only,0.0,208.0,False,116418100,116418397,20
chr10,120105431,120105744,0.0,4.112248455743867,0.0,1.0,endo_only,0.0,246.0,False,120105431,120105744,23
chr10,121586242,121586510,0.0,158.35403810646926,0.0,1.0,endo_only,0.0,1771.0,False,121586242,121586510,21
chr10,122802275,122802612,0.0,71.78754314227676,0.0,1.0,endo_only,0.0,1040.0,False,122802275,122802612,28
chr10,128459651,128459860,0.0,8.199987748081048,0.0,1.0,endo_only,0.0,265.0,False,128459651,128459860,19
chr10,128668967,128669418,0.0,3.733007490916121,0.0,1.0,endo_only,0.0,216.0,False,128668967,128669418,35
chr10,128747783,128748685,0.0,71.4968717138954,0.0,1.0,endo_only,0.0,569.3333333333334,False,128747783,128748685,63
chr11,3628951,3629564,0.0,1.6458038414753569,0.0,1.0,endo_only,0.0,208.0,False,3628951,3629564,45
chr11,3761708,3762351,0.0,5.294659235612807,0.0,1.0,endo_only,0.0,222.0,False,3761708,3762351,90
chr11,5716858,5717201,0.0,66.39230459720355,0.0,1.0,endo_only,0.0,2029.0,False,5716858,5717201,24
chr11,5972162,5972405,0.0,32.495123586269045,0.0,1.0,endo_only,0.0,425.5,False,5972162,5972405,23
chr11,6447281,6447509,0.0,4.981504226876717,0.0,1.0,endo_only,0.0,298.0,False,6447281,6447509,22
chr11,6547034,6547252,0.0,272.1914835488556,0.0,1.0,endo_only,0.0,1075.5,False,6547034,6547252,25
chr11,20020717,20021262,0.0,34.6823810804332,0.0,1.0,endo_only,0.0,370.6666666666667,False,20020717,20021262,49
chr11,31965601,31966053,0.0,2.823951427446675,0.0,1.0,endo_only,0.0,215.0,False,31965601,31966053,43
chr11,35120996,35122006,0.0,3.386557904574292,0.0,1.0,endo_only,0.0,214.0,False,35120996,35122006,83
chr11,50230966,50231322,0.0,5.475462780293015,0.0,1.0,endo_only,0.0,346.0,False,50230966,50231322,31
chr11,53463320,53463960,0.0,37.9431079364625,0.0,1.0,endo_only,0.0,455.3333333333333,False,53463320,53463960,62
chr11,57518235,57518873,0.0,6.2963425366033166,0.0,1.0,endo_only,0.0,396.0,False,57518235,57518873,64
chr11,57831407,57831734,0.0,1.6484426245675463,0.0,1.0,endo_only,0.0,250.0,False,57831407,57831734,25
chr11,58097728,58098142,0.0,17.57678679822924,0.0,1.0,endo_only,0.0,727.0,False,58097728,58098142,33
chr11,58961795,58962215,0.0,4.1962744908608025,0.0,1.0,endo_only,0.0,258.0,False,58961795,58962215,46
chr11,59106300,59106530,0.0,25.446101275657565,0.0,1.0,endo_only,0.0,813.0,False,59106300,59106530,16
chr11,59134522,59136358,0.0,10.593901621133192,0.0,1.0,endo_only,0.0,307.5,False,59134522,59136358,146
chr11,59249720,59250030,0.0,3.1140138787535925,0.0,1.0,endo_only,0.0,253.0,False,59249720,59250030,30
chr11,60140708,60140913,0.0,5.744490430893077,0.0,1.0,endo_only,0.0,297.0,False,60140708,60140913,17
chr11,62560692,62561019,0.0,9.552349342736752,0.0,1.0,endo_only,0.0,564.0,False,62560692,62561019,29
chr11,63889137,63889678,0.0,13.297431552993231,0.0,1.0,endo_only,0.0,550.0,False,63889137,63889678,58
chr11,65269835,65270263,0.0,2.678190415372603,0.0,1.0,endo_only,0.0,251.0,False,65269835,65270263,31
chr11,67094542,67094772,0.0,7.543037038992136,0.0,1.0,endo_only,0.0,482.0,False,67094542,67094772,22
chr11,67298328,67298643,0.0,3.377769295653924,0.0,1.0,endo_only,0.0,226.0,False,67298328,67298643,23
chr11,68212866,68213077,0.0,5.242799336868307,0.0,1.0,endo_only,0.0,316.0,False,68212866,68213077,18
chr11,69981202,69981639,0.0,6.584263580110591,0.0,1.0,endo_only,0.0,443.0,False,69981202,69981639,32
chr11,70459543,70459769,0.0,10.954068331648168,0.0,1.0,endo_only,0.0,501.5,False,70459543,70459769,25
chr11,70465891,70466104,0.0,19.35980653162483,0.0,1.0,endo_only,0.0,1008.0,False,70465891,70466104,20
chr11,70615352,70615727,0.0,17.209364851740066,0.0,1.0,endo_only,0.0,394.5,False,70615352,70615727,28
chr11,72961075,72961596,0.0,4.163301163985781,0.0,1.0,endo_only,0.0,451.0,False,72961075,72961596,56
chr11,75515372,75515591,0.0,14.249755043378547,0.0,1.0,endo_only,0.0,257.5,False,75515372,75515591,17
chr11,75966272,75967184,0.0,14.808154073685316,0.0,1.0,endo_only,0.0,282.5,False,75966272,75967184,81
chr11,76601278,76601611,0.0,1.327635988399566,0.0,1.0,endo_only,0.0,167.0,False,76601278,76601611,29
chr11,77471490,77471726,0.0,3.3489832496770062,0.0,1.0,endo_only,0.0,214.0,False,77471490,77471726,23
chr11,77493562,77493993,0.0,56.629782590790086,0.0,1.0,endo_only,0.0,738.0,False,77493562,77493993,40
chr11,79044836,79045184,0.0,16.678484665752887,0.0,1.0,endo_only,0.0,609.0,False,79044836,79045184,25
chr11,83409394,83410102,0.0,12.85432587033147,0.0,1.0,endo_only,0.0,232.5,False,83409394,83410102,63
chr11,83418494,83418898,0.0,1.8340148185806084,0.0,1.0,endo_only,0.0,379.0,False,83418494,83418898,42
chr11,84520172,84520513,0.0,28.04702048697069,0.0,1.0,endo_only,0.0,564.5,False,84520172,84520513,34
chr11,84522678,84522898,0.0,15.491069634452955,0.0,1.0,endo_only,0.0,356.3333333333333,False,84522678,84522898,21
chr11,84525952,84526193,0.0,1.9291531618278783,0.0,1.0,endo_only,0.0,226.0,False,84525952,84526193,20
chr11,85829287,85829622,0.0,32.0679607520189,0.0,1.0,endo_only,0.0,701.5,False,85829287,85829622,27
chr11,85840797,85841085,0.0,27.48245149789556,0.0,1.0,endo_only,0.0,619.0,False,85840797,85841085,21
chr11,85886267,85886603,0.0,15.258216310688535,0.0,1.0,endo_only,0.0,572.0,False,85886267,85886603,25
chr11,87442786,87443229,0.0,38.210173613388896,0.0,1.0,endo_only,0.0,383.6666666666667,False,87442786,87443229,53
chr11,87639236,87639459,0.0,11.685873883606652,0.0,1.0,endo_only,0.0,444.0,False,87639236,87639459,28
chr11,88169646,88170072,0.0,18.39661969017381,0.0,1.0,endo_only,0.0,930.0,False,88169646,88170072,32
chr11,88294375,88294588,0.0,1.9860960969429304,0.0,1.0,endo_only,0.0,338.0,False,88294375,88294588,20
chr11,89298363,89298738,0.0,7.362356121940622,0.0,1.0,endo_only,0.0,460.0,False,89298363,89298738,36
chr11,94499808,94500041,0.0,2.0358526709843567,0.0,1.0,endo_only,0.0,212.0,False,94499808,94500041,18
chr11,95202090,95202479,0.0,6.9312860532183125,0.0,1.0,endo_only,0.0,336.0,False,95202090,95202479,40
