chr,start,end,cpg_length,cpg_name,cpg_score,exo_signal,endo_signal,enrichment,pvalue,binding_type,significant,exo_replicates_with_signal,endo_replicates_with_signal,total_exo_replicates,total_endo_replicates,exo_replicate_signals,endo_replicate_signals,n_exo_peaks,n_endo_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,analysis_start,analysis_end,analysis_length,exo_signal_std,endo_signal_std,exo_signal_cv,endo_signal_cv,exo_replicates_with_peaks,endo_replicates_with_peaks
chr12,86947870,86948080,210,1248,CpG:,84.77723764994788,152.50582153570082,0.5558950917168888,0.6904761904761905,both,False,5,5,6,5,"116.04605356852214,92.09150314331055,125.15024757385254,67.84632346743629,107.52929814656575,0.0","46.522409177961805,31.089033490135556,444.58386085146947,197.37756928943452,42.956234869502836",1,1,12.2031;11.4908;8.40774,8.18348;8.64207;8.35919,86947870,86948080,210,42.13610762443112,158.3026764461331,0.4970214740708413,1.0380107123259898,3,3
chr12,86989957,86990553,596,1248,CpG:,14.70137638053638,14.521934900907862,1.012356582015617,0.4126984126984127,both,False,4,5,6,5,"0.0,27.72516997228533,7.643658237969316,27.573959043361995,25.265471029601642,0.0","1.6563997768715724,1.568383350468322,35.192743448603075,18.696313704420255,15.495834224176086",0,1,,5.89522;2.95955,86989957,86990553,596,12.44317081796594,12.481768593434598,0.8463949562191911,0.8595113997277511,0,2
chr12,87102113,87102587,474,1249,CpG:,32.6221334282859,3.115656586739584,10.470388029004095,0.031746031746031744,both,True,5,5,6,5,"19.971410751845767,16.652601174664397,1.5927156214975606,47.217581463262505,110.29849155844515,0.0","9.46009316021883,1.5283476390919102,3.1541526730050515,1.0474510715983587,0.38823838978377073",0,0,6.70285,2.55574,87102113,87102587,474,38.05421312457452,3.3011873970675305,1.166515157821609,1.0595479011125861,1,1
chr12,87147049,87148157,1108,1249,CpG:,189.05671854383536,140.37510006787116,1.346796678701755,0.6623376623376623,both,False,6,5,6,5,"80.88209024405221,252.40968093803212,182.9874415690288,117.11474508585052,441.98740577095253,58.95894765509595","94.32218376695035,76.82690207923793,153.45168237823873,298.50221137277487,78.77252074215386",1,1,6.9757;6.99313;13.8191,9.92058;7.33964;10.1065,87147049,87148157,1108,130.2735546528559,83.82040644324825,0.6890712779543469,0.5971173406303625,3,3
chr12,87199698,87200536,838,1250,CpG:,30.882764004864384,21.820645882178603,1.415300178171491,1.0,both,False,6,4,6,5,"40.90867676427654,13.282353429634986,21.97608281547528,8.993073028710121,73.52276284484135,26.61363514624803","9.727017954027454,13.932812318597033,52.14161798692262,33.30178115134592,0.0",1,0,5.93152;4.73803,4.6411;3.32216,87199698,87200536,838,21.622426175160694,18.632188051607585,0.7001454329591392,0.8538788518090978,2,2
chr12,87266607,87266905,298,1250,CpG:,217.70135146752833,252.1677875424391,0.8633194334184727,0.42857142857142855,both,False,6,5,6,5,"147.3655471417728,246.0691012440112,261.0010294818238,279.0383904348284,289.0626606269171,83.67137987581675","308.4168013574293,137.33646770131668,308.64632692273034,395.3439671561222,111.09537457459724",1,1,12.8655;12.6601;19.9249,15.9117;28.3463;29.0082,87266607,87266905,298,75.76874772706614,109.49050469468406,0.34803985926733016,0.4341970311186441,3,3
chr12,87299398,87300330,932,1251,CpG:,22.30437071069286,13.705981868428733,1.6273457038543315,0.47619047619047616,both,False,6,4,6,5,"46.3557854921521,22.00069872606466,1.5441156712724415,22.5294651903308,13.497408797300936,27.898750387036237","4.835973174786875,46.32402372974183,0.40009314359001846,16.969819294024948,0.0",1,0,6.87727;7.32745;4.32127,6.73988,87299398,87300330,932,13.653212617046146,17.425079383278952,0.6121317114990699,1.271348492253374,3,1
chr12,87387720,87388413,693,1251,CpG:,179.10692824074258,108.1131877658343,1.656661244960012,0.7922077922077921,both,False,6,5,6,5,"63.601346749419946,337.7421839784234,216.6691072830046,36.49684418297089,347.9472552708217,72.18483197981489","73.55377306463399,83.30237628887227,64.27225262090069,263.474594072174,55.962942782590574",1,1,22.5583;12.2574;19.772,52.8138;43.5747;21.0264,87387720,87388413,693,129.22501550166334,78.21607472420624,0.7214964645475267,0.7234646978832671,3,3
chr12,87443393,87444025,632,1252,CpG:,60.050146368485464,79.64808402046373,0.7539433886828586,0.35238095238095235,both,False,6,4,6,5,"102.03859235666975,73.29753763162637,51.402304232875004,21.9983063204379,87.56472408545169,23.999413583852068","53.04274124887925,0.0,176.05736756626564,143.00566324327565,26.13464804389809",1,0,3.69944;7.8408,3.80578,87443393,87444025,632,30.325891022024024,68.15318361005897,0.5050094438727157,0.8556788835315686,2,1
chr12,87471872,87472369,497,1252,CpG:,159.44990822666847,90.95182588536974,1.7531248732447617,0.6623376623376623,both,False,6,5,6,5,"91.70464883268,183.14658121419865,185.87408986465792,2.1936088577362614,459.7424515085201,34.038069082217916","29.679259486361527,18.996073099688985,266.93227731869734,93.19434828729457,45.957171234806296",1,1,7.68724;8.54121;13.6194,4.5453;5.0169;5.12074,87471872,87472369,497,150.8213482323605,91.57578816761476,0.9458854502315428,1.0068603601540822,3,3
