chr,start,end,cpg_length,cpg_name,cpg_score,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,total_exo_replicates,total_endo_replicates,exo_replicate_signals,endo_replicate_signals,n_exo_peaks,n_endo_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,analysis_start,analysis_end,analysis_length,exo_signal_std,endo_signal_std,exo_signal_cv,endo_signal_cv,exo_replicates_with_peaks,endo_replicates_with_peaks
chr15,79834017,79834501,484,1194,CpG:,85.77284401704458,62.10994196422501,1.3809841275725112,0.7,both,both,False,3,3,3,3,"32.14963003820624,152.82933738211955,72.33956463080793","110.39503672891412,56.86805896621105,19.06673019754985",1,1,5.81253;5.86237;10.9975,7.12459;6.65298;8.20689,79834017,79834501,484,50.1746130192993,37.4684124429753,0.5849708447271343,0.6032594985285432,3,3
chr15,79883409,79883635,226,1194,CpG:,105.65499108238559,55.24271674142122,1.9125596515633534,0.7,both,both,False,3,3,3,3,"68.24945129124464,172.94985955162386,75.76566240428824","86.88247740585192,75.5806127480701,3.2650600703416672",1,1,6.39207;6.33328;11.0079,5.32073;8.18985;4.47,79883409,79883635,226,47.68349014835932,37.04223383246184,0.45131318132597836,0.6705360637104116,3,3
chr15,79927777,79928048,271,1194,CpG:,75.12056902971068,41.22716028605293,1.8221135898880678,0.7,both,both,False,3,3,3,3,"143.68631702155645,52.13074006365674,29.544650003918864","61.824614472054904,24.495350974952164,37.36151541115173",1,1,3.57464;12.0561,4.53783;2.67606;5.4094,79927777,79928048,271,49.352333374810314,15.482805215962841,0.6569749672062674,0.37554867006449255,2,3
chr15,79932385,79932801,416,1194,CpG:,19.195435674144672,24.130221287409466,0.7954935616011264,0.6666666666666666,both,both,False,2,1,3,3,"30.61004842703159,26.976258595402424,0.0","72.3906638622284,0.0,0.0",0,0,5.70099;4.85117,6.70287,79932385,79932801,416,13.654051173559743,34.125286207718425,0.7113175968155332,1.4142135623730947,2,1
chr15,79933429,79933638,209,1194,CpG:,0.0,10.327626168632811,0.0,1.0,endo_only,endo_only,False,0,3,3,3,"0.0,0.0,0.0","24.873504784688997,4.192987925698312,1.9163857955111272",0,0,,6.70287,79933429,79933638,209,0.0,10.327396181986812,0.0,0.9999777309284589,0,1
chr15,80001637,80001856,219,1195,CpG:,5.465005603555131,0.8269823065631465,6.608370650960034,1.0,both,exo_only,False,1,1,3,3,"16.395016810665393,0.0,0.0","0.0,2.4809469196894396,0.0",0,0,4.90154,,80001637,80001856,219,7.728685042992628,1.1695295937841863,1.414213562373095,1.414213562373095,1,0
chr15,80012334,80014805,2471,1195,CpG:,4.509094946943731,12.27414079608503,0.36736542474581646,0.1,both,both,False,3,3,3,3,"5.544400237340861,3.865762908947897,4.117121694542434","12.902794579463853,13.405676957133906,10.513950851657333",0,0,6.50329;6.19589,"3.20706,3.98091;4.95259",80012334,80014805,2471,0.7392284685251712,1.261460569284948,0.16394165064681573,0.1027738389384701,2,2
chr15,80083159,80083585,426,1195,CpG:,75.64538696412936,165.22253426624948,0.45783940610806667,0.4,both,both,False,3,3,3,3,"15.139946837940126,113.91424250714655,97.88197154730139","264.1600589125369,43.679580285515584,187.82796360069597",1,1,12.7687;7.22047;10.993,12.153;6.53934;13.899,80083159,80083585,426,43.281556053977354,91.41905140777493,0.5721638528268913,0.553308613826591,3,3
chr15,80091111,80091883,772,1196,CpG:,25.909559090005715,21.048479878017115,1.2309468066178726,1.0,both,both,False,3,3,3,3,"18.481490186767875,31.583658304856847,27.663528778392415","3.184497418181266,40.468023098194536,19.492919117675545",1,1,4.42172;2.96901;5.39017,4.28705;6.90723;6.15755,80091111,80091883,772,5.490841441254779,15.260627963103573,0.21192338403677435,0.7250228069458672,3,3
chr15,80133017,80133591,574,1196,CpG:,78.31619888703305,49.05893545006763,1.5963697167204856,0.7,both,both,False,3,3,3,3,"176.5557973310092,38.29365568127782,20.099143648812163","102.2004076695193,34.371432673225,10.604966007458623",1,1,5.67697;9.17503;5.23232,5.39701;5.99544;8.19117,80133017,80133591,574,69.86188323566313,38.80913369025227,0.892048953198497,0.7910716637900215,3,3
chr15,80173238,80174282,1044,1196,CpG:,9.262248770030522,7.670048788285041,1.2075866823920796,1.0,both,both,False,3,3,3,3,"23.04934899925729,0.4497551643985441,4.287642146435734","8.761894671853018,14.199864143612741,0.04838754938936782",0,0,5.18291,4.64073,80173238,80174282,1044,9.874055015368347,5.828674407576806,1.066053747910272,0.7599266404249365,1,1
chr15,80211358,80211956,598,1196,CpG:,5.304316001858068,1.4022436830378162,3.782734817080306,0.6666666666666666,both,exo_only,False,1,2,3,3,"15.912948005574204,0.0,0.0","1.3104117044238341,0.0,2.8963193446896147",0,0,5.08483,,80211358,80211956,598,7.501435628940311,1.1841991022988037,1.414213562373095,0.8445030750528029,1,0
chr15,80212122,80212389,267,1196,CpG:,1.9034354439686598,9.36994478794817,0.20314265313675067,1.0,both,exo_only,False,1,1,3,3,"5.710306331905979,0.0,0.0","0.0,0.0,28.10983436384451",0,0,5.08483,,80212122,80212389,267,2.691864219962132,13.251102997803395,1.414213562373095,1.4142135623730951,1,0
chr15,80233876,80234421,545,1197,CpG:,15.497965249227823,48.92542474933356,0.3167671068494695,0.1,both,both,False,3,3,3,3,"23.248407976342996,10.096287912841237,13.14919985849923","45.00077597591855,71.02856586701279,30.746932405069334",1,1,8.99223;6.15142;6.77796,8.85248;7.99485;8.0643,80233876,80234421,545,5.620325594761968,16.67742285419806,0.36264925778188833,0.34087436010303074,3,3
chr15,80255094,80256136,1042,1197,CpG:,61.68737313927402,35.69542225979874,1.7281592213785968,0.2,both,both,False,3,3,3,3,"86.79466108420074,66.44655938066127,31.820898952960054","53.67250295152133,26.32366358890643,27.090100238968454",1,1,10.2531;7.99342;10.5099,6.11038;5.23085;6.59435,80255094,80256136,1042,22.693846757446764,12.715566023111686,0.3678847972049315,0.3562239978719159,3,3
chr15,80263905,80264458,553,1197,CpG:,38.0249316535706,5.160955256766193,7.367808818671424,0.1,both,both,False,3,3,3,3,"14.763949185555925,30.87489610123591,68.43594967391995","10.289762024422451,4.2469779944980335,0.9461257513780922",1,1,8.08243;3.59565;16.3966,12.2004;7.97226,80263905,80264458,553,22.48722845536216,3.868884466931432,0.5913811669731318,0.7496450316749383,3,2
chr15,80287124,80288381,1257,1197,CpG:,3.393218789167664,0.3055926818362094,11.103730523842684,0.5,both,exo_only,False,3,1,3,3,"2.0863363608160754,5.087200807406017,3.006119199280902","0.9167780455086283,0.0,0.0",1,0,2.9796;4.52895,,80287124,80288381,1257,1.2553037948559873,0.43217331521473357,0.36994484377587267,1.4142135623730951,2,0
chr15,80372166,80372656,490,1198,CpG:,6.349364759484117,8.160992449157092,0.7780138015125735,0.6666666666666666,both,both,False,2,2,3,3,"0.0,18.206824477838012,0.8412698006143375","0.0,23.422570364815847,1.0604069826554279",0,0,5.10438,5.37985,80372166,80372656,490,8.391521393591088,10.800244938549877,1.3216316452849206,1.3233984721631962,1,1
chr15,80671431,80672139,708,1200,CpG:,1.4991008059004158,12.16547077804411,0.12322587701299235,0.5,both,endo_only,False,1,3,3,3,"0.0,4.497302417701247,0.0","4.635241185541207,16.148649345010014,15.712521803581108",0,0,,5.82981;6.34814,80671431,80672139,708,2.1200486910688046,5.327652397003958,1.414213562373095,0.4379322834443161,0,2
chr15,80710963,80712149,1186,1200,CpG:,168.65330848390965,136.55233058807485,1.2350818748943284,0.2,both,both,False,3,3,3,3,"168.9183677227863,176.57661585783677,160.4649418711059","133.11873998851036,165.88034896625436,110.65790280945988",1,1,24.619;36.1253;26.5728,30.2754;25.9335;29.6681,80710963,80712149,1186,6.58023312473352,22.67482889592304,0.039016329913037585,0.16605230242700256,3,3
chr15,80948113,80948758,645,1202,CpG:,24.486341139204438,97.22591621869601,0.2518499397231275,0.1,both,both,False,3,3,3,3,"19.84058703526046,9.004164765971575,44.61427161638127","109.17239506669746,118.67429917542509,63.831054413965504",1,1,6.82866;2.5838;5.55813,10.859;11.894;13.0063,80948113,80948758,645,14.904299175520531,23.93023389829486,0.6086780826416589,0.24613019685478885,3,3
chr15,80977727,80978251,524,1202,CpG:,32.62472893066382,20.43267230374819,1.5966941790907647,0.7,both,both,False,3,3,3,3,"25.55526293871057,51.37604818271317,20.942875670567723","25.557356014506507,12.637728774820575,23.10293212191749",1,1,3.25947;8.09999;9.70281,6.20791;4.72082;4.58468,80977727,80978251,524,13.392224344672023,5.6021964517205705,0.4104930457241206,0.274178353591708,3,3
chr15,81190166,81191037,871,1204,CpG:,208.55409412488052,165.82944161436635,1.2576421417969292,1.0,both,both,False,3,3,3,3,"79.49334516673082,208.73113252265307,337.4378046852576","237.32115741383743,164.18608268667717,95.9810847425844",1,1,22.5228;16.5833;20.4843,18.9172;28.1442;20.0136,81190166,81191037,871,105.30545904184942,57.71354264585672,0.5049311521968654,0.3480295301245036,3,3
chr15,81360570,81360946,376,1205,CpG:,134.66344142763327,67.97778277025155,1.9809919644299536,0.4,both,both,False,3,3,3,3,"97.5237656540059,96.96859283650176,209.49796579239216","111.9016672296727,4.568126232066053,87.4635548490159",1,1,12.4167;13.9408;10.6029,8.73645;11.9084;9.84605,81360570,81360946,376,52.91648502996077,45.933965217475624,0.39295360692528813,0.6757202624969588,3,3
chr15,81399335,81400166,831,1206,CpG:,77.1656683638925,70.40405163208356,1.096040164948797,1.0,both,both,False,3,3,3,3,"78.28821086740092,92.98899277022599,60.21980145405059","104.9555042733928,85.69655819375305,20.560092429104838",1,1,6.34854;7.86664;8.57286,7.53441;6.45475;10.9236,81399335,81400166,831,13.401493726028294,36.11132742686865,0.17367171191766864,0.5129154727568618,3,3
chr15,81466197,81466957,760,1206,CpG:,210.646605326,279.6256216291796,0.7533165383726715,0.4,both,both,False,3,3,3,3,"278.8264973991796,208.61335744355856,144.49996113526194","269.0190365766224,332.6957295066432,237.1620988042731",1,1,10.3176;20.9646;21.1861,19.6851;24.8001;16.415,81466197,81466957,760,54.85742221965948,39.71602014009002,0.2604239557279419,0.14203283629265812,3,3
chr15,81523003,81523405,402,1206,CpG:,8.0312985134362,6.6060572720285675,1.2157476362553505,1.0,both,both,False,3,2,3,3,"5.6697667801558085,1.412576618479259,17.01155214167353","0.8599902711697479,18.958181544915952,0.0",1,0,5.17208;6.0803,3.59006,81523003,81523405,402,6.583546837319592,8.741324322102342,0.8197362887589661,1.3232286615368811,2,1
chr15,81585125,81586774,1649,1207,CpG:,25.648708287600147,35.21626357230269,0.7283199773576392,0.2,both,both,False,3,3,3,3,"33.68758661086231,25.511366799067122,17.747171452871015","35.89485680066578,38.67066160702864,31.08327230921364",1,1,7.39334;4.73092;5.72484,8.85736;5.94285;8.24367,81585125,81586774,1649,6.508371832526371,3.1344840794336566,0.2537504719359625,0.08900671909722142,3,3
chr15,81663844,81664100,256,1208,CpG:,45.81866390258074,33.77989487412075,1.3563885877478872,1.0,both,both,False,3,3,3,3,"64.40098029375076,52.72059301286936,20.334418401122093","26.709054112434387,53.572674330323935,21.057956179603934",1,1,3.35736;5.7406;8.56,5.37864;8.5755;6.18878,81663844,81664100,256,18.640331512463423,14.184482505259853,0.40682835169738557,0.4199090186075974,3,3
chr15,81664283,81664525,242,1208,CpG:,30.279523850144106,42.86782357712423,0.7063461898332137,0.4,both,both,False,3,3,3,3,"88.12630188366599,1.1399072950536555,1.5723623717126767","3.4868057187923713,27.71437312354726,97.40229188903304",1,1,3.35736;5.7406;8.56,5.37864;8.5755;6.18878,81664283,81664525,242,40.90423002569941,39.809964674981615,1.35088749176301,0.9286677361485085,3,3
chr15,81693572,81695044,1472,1208,CpG:,30.699725509661693,25.062513945489258,1.2249260220436513,0.7,both,both,False,3,3,3,3,"31.829440268161505,22.388722137264583,37.881014123559","58.19359799992779,9.934171336824479,7.059772499715504",1,0,6.18003;6.34838;5.51885,4.3233;5.01329,81693572,81695044,1472,6.374949376208398,23.456585289073892,0.2076549307974138,0.9359230817822887,3,2
chr15,81729285,81730210,925,1208,CpG:,72.52190878756412,77.73168524321136,0.9329774410609187,0.7,both,both,False,3,3,3,3,"109.02673028481973,59.23240593059643,49.30659014727618","80.81265744131964,77.54372241303727,74.83867587527713",1,1,19.8964;13.2327;9.62721,17.242;14.7512;12.1842,81729285,81730210,925,26.128936056295572,2.4424866368790665,0.3602902418472485,0.0314220208816633,3,3
chr15,81745014,81745344,330,1208,CpG:,46.56879976060656,6.016202986842455,7.7405632526783705,0.1,both,both,False,3,3,3,3,"27.92711560798414,91.15219802856446,20.62708564527107","5.91327131878246,10.232763718113755,1.9025739236311479",0,0,2.78577;7.1018,2.70107;4.3427,81745014,81745344,330,31.66577711245629,3.401564512518983,0.6799783819904883,0.5654005557921278,2,2
chr15,81745743,81746031,288,1208,CpG:,4.42016413807869,3.4767794410387673,1.271338666440706,0.6666666666666666,both,both,False,2,1,3,3,"0.0,7.8104438583056135,5.450048555930455","0.0,0.0,10.430338323116302",0,0,2.78577;7.1018,4.3427,81745743,81746031,288,3.2707037725374812,4.916908638896974,0.739950750778942,1.4142135623730951,2,1
chr15,81810601,81811771,1170,1209,CpG:,150.52760735862276,174.41474779484278,0.8630440330406146,0.4,both,both,False,3,3,3,3,"120.70663168165419,204.7887079320402,126.08748246217385","235.13567807949505,159.60893286273011,128.49963244230318",1,1,11.4038;10.2733;15.1845,19.0529;11.1418;14.8332,81810601,81811771,1170,38.43122571867351,44.77514693173208,0.2553101480389141,0.25671651908931076,3,3
chr15,81856168,81856385,217,1209,CpG:,106.09222192368749,20.496018961644207,5.176235547118985,0.2,both,both,False,3,2,3,3,"121.87988796322027,86.31523062007219,110.08154718777001","35.68101285130197,0.0,25.807044033630653",1,1,7.92361;6.08072;6.80204,19.3768;7.4112,81856168,81856385,217,14.790700908135255,15.043025183566982,0.1394136218466068,0.733948637133785,3,2
chr15,81857785,81858553,768,1209,CpG:,11.713526275422838,15.829265723625818,0.7399917646173523,1.0,both,both,False,2,2,3,3,"29.470340311527252,0.0,5.6702385147412615","23.74803699553013,23.739760175347328,0.0",1,0,2.38625;5.56719,11.7347;12.295,81857785,81858553,768,12.767569195377009,11.192981644414639,1.0899851074023499,0.7071068134075645,2,2
chr15,81859067,81859271,204,1209,CpG:,44.474115767510106,27.322680067392735,1.6277362124730266,1.0,both,both,False,3,3,3,3,"36.292573143454156,93.9951103808833,3.1346637781928566","44.59549686955471,33.728837536830525,3.643705795792972",0,1,5.56719;11.2573,11.3422;11.7347;12.295,81859067,81859271,204,37.54205125804062,17.32130553547053,0.844132606352264,0.6339533857127733,2,3
chr15,81859644,81859877,233,1209,CpG:,29.93468199199191,35.03659024873005,0.8543834254269915,0.7,both,both,False,3,3,3,3,"3.6102456186974,61.01690221958406,25.176898137694266","67.40130870638998,32.7528156722564,4.955646367543757",1,1,6.73252;5.56719;11.2573,11.3422;11.7347;12.295,81859644,81859877,233,23.67640789092513,25.54443065159749,0.7909356744547684,0.7290786709052941,3,3
