chr,start,end,cpg_length,cpg_name,cpg_score,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,exo_replicates_with_signal,endo_replicates_with_signal,total_exo_replicates,total_endo_replicates,exo_replicate_signals,endo_replicate_signals,n_exo_peaks,n_endo_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,analysis_start,analysis_end,analysis_length,exo_signal_std,endo_signal_std,exo_signal_cv,endo_signal_cv,exo_replicates_with_peaks,endo_replicates_with_peaks
chr2,127208233,127208604,371,1555,CpG:,86.35526515381463,15.012518105588297,5.752217219419674,0.4,both,both,False,3,3,3,3,"8.560917008597896,107.15044598438027,143.35443246846572","11.517001347400429,25.65225531405837,7.868297655306094",1,1,7.28644;7.91925,6.13481;14.5528;3.33054,127208233,127208604,371,56.959942719068515,7.669474799800075,0.6596001137581173,0.5108719766969121,2,3
chr2,127247484,127248719,1235,1555,CpG:,88.65087018392667,37.28929924250614,2.3773809641043986,0.1,both,both,False,3,3,3,3,"73.53378005162907,99.14375138147639,93.27507911867458","50.719634231768154,21.089970252774506,40.058293242975765",1,1,11.2707;9.92511;9.43047,8.92937;5.8473;9.18301,127247484,127248719,1235,10.954607526304544,12.253699923097948,0.12357021993779288,0.3286116975115996,3,3
chr2,127269730,127270849,1119,1555,CpG:,45.02332707221287,27.565005719750488,1.6333509062163334,0.4,both,both,False,3,3,3,3,"59.993417663591266,43.537249386150776,31.53931416689657","44.013026187204694,16.922366071535713,21.75962490051106",1,1,7.16069;7.39026;6.70756,13.4562;5.03571;5.60414,127269730,127270849,1119,11.663770734398376,11.796971397155835,0.25906061352797993,0.4279691256767357,3,3
chr2,127335968,127336736,768,1556,CpG:,33.49828366562724,11.837968678317134,2.8297324123676684,0.7,both,both,False,3,3,3,3,"73.6305018203954,4.279708464940389,22.584640711545944","12.05741321357588,11.752916450301806,11.703576371073723",1,1,4.86104;7.78663,6.07666;3.68738,127335968,127336736,768,29.345230579597676,0.15647265766634277,0.8760219142125472,0.013217863800648835,2,2
chr2,127362915,127363630,715,1556,CpG:,25.170337472484388,5.148000192531061,4.8893427605155475,0.1,both,both,False,3,3,3,3,"14.587124017568735,21.897026875635962,39.02686152424846","5.479896518733952,1.889528728031612,8.074575330827619",1,0,5.00252;4.23402;6.53329,5.69683;6.38582,127362915,127363630,715,10.242431809110961,2.535917552313802,0.40692469142727,0.4926024587164972,3,2
chr2,127444312,127444599,287,1557,CpG:,38.65104733000788,58.376999014899845,0.6620937695023135,1.0,both,both,False,3,3,3,3,"27.267680992232798,72.51776601545487,16.16769498233596","46.19820551589806,116.49853171371832,12.434259815083148",1,1,5.92908;9.58001;6.48515,2.72068;7.1056;7.19263,127444312,127444599,287,24.372366842312488,43.34809053669888,0.6305745516859587,0.7425542811071006,3,3
chr2,127482109,127482724,615,1557,CpG:,9.665796633981431,7.658340551795028,1.2621267712776076,1.0,both,both,False,3,3,3,3,"20.56956151093894,0.6251042970796911,7.802724093925662","11.330273642191072,10.705998095070443,0.9387499181235709",1,0,4.9925;2.53319,5.53245;4.00055,127482109,127482724,615,8.248176479521517,4.758298274437832,0.8533364389774065,0.6213223664129877,2,2
chr2,127541035,127541535,500,1558,CpG:,1.0922109031677245,15.675100522836049,0.06967807967652599,0.6666666666666666,both,endo_only,False,1,2,3,3,"0.0,0.0,3.2766327095031738","0.0,7.478059289455413,39.54724227905273",0,1,,3.97748;3.37158,127541035,127541535,500,1.5446194722315634,17.154002578714792,1.4142135623730951,1.0943472135138288,0,2
chr2,127584568,127584792,224,1558,CpG:,162.68531012535095,118.236627414113,1.375929893158746,0.4,both,both,False,3,3,3,3,"181.6765560422625,237.39269835608346,68.98667597770691","171.818176814488,176.54491443293435,6.346790994916644",1,1,8.3773;8.86454;17.5965,14.0015;10.5511;7.64796,127584568,127584792,224,70.0506847905335,79.14159097282246,0.4305901051333929,0.6693491915634252,3,3
chr2,127587174,127587659,485,1558,CpG:,64.16609510769139,8.878992089537,7.226731870085196,0.4,both,both,False,3,2,3,3,"95.7813777215702,78.17077275502314,18.54613484648085","24.12230541583189,0.0,2.5146708527791133",1,0,5.74412;10.7772;6.74442,2.42399,127587174,127587659,485,33.04964883825308,10.827429465548866,0.515064050302346,1.2194435310183351,3,1
