chr,start,end,neu_signal,nsc_signal,fold_change,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr12,86947870,86948080,103.71002834756972,42.446301512305396,2.4433230847569525,0.1,both,both,False,3,3,"82.48557707265432,140.75774422257467,87.88676374748015","25.53284018658909,62.17776781366891,39.6282965366582",4890,210,CpG:,1248,3,3,22.9338;37.5289;23.4609,12.2031;11.4908;8.40774,86944447,86949337
chr12,86989957,86990553,16.223330075193633,6.262863742695526,2.5904012512031978,0.1,both,neu_only,False,3,3,"15.857787512041737,17.278555143587205,15.53364756995196","6.947373204168763,11.471632043489972,0.3695859804278442",2594,596,CpG:,1248,3,0,3.20586;7.97498;3.79408,,86988474,86991068
chr12,87102113,87102587,15.098437850787443,20.0389070630092,0.7534561542359957,0.4,both,neu_only,False,3,3,"15.39995642571974,20.925971418549945,8.969385708092647","27.12645070474202,21.001230754577666,11.989039729707915",4306,474,CpG:,1249,2,1,3.22817;7.79773,6.70285,87099684,87103990
chr12,87147049,87148157,145.3734629611091,46.702621630012914,3.112747376641625,0.1,both,both,False,3,3,"92.42160958964456,214.78947136531815,128.90930792836465","31.27814413713112,61.33308107783106,47.49663967507654",2390,1108,CpG:,1249,3,3,17.3365;43.5432;17.5457,6.9757;6.99313;13.8191,87146378,87148768
chr12,87199698,87200536,30.835087504438174,15.075243280161123,2.0454122650887405,0.4,both,both,False,3,3,"18.616467950606637,50.892637600755535,22.996156961952355","19.922674305844758,5.50043930864175,19.802616225996857",1798,838,CpG:,1250,3,2,4.98288;6.4766;5.23528,5.93152;4.73803,87198809,87200607
chr12,87266607,87266905,92.61781492810321,77.06977331522563,1.2017398124331315,0.2,both,both,False,3,3,"89.21805264682163,110.08457083339081,78.55082130409721","75.72933600237943,81.86140240583205,73.6185815374654",4256,298,CpG:,1250,3,3,18.058;23.4138;22.857,12.8655;12.6601;19.9249,87264773,87269029
chr12,87299398,87300330,15.304947004532098,31.719630471294437,0.48250710292425175,0.1,both,both,False,3,3,"11.512227004039246,13.97200513728804,20.43060887226901","26.996892713766414,26.1985728988082,41.963425801308695",1754,932,CpG:,1251,2,3,3.75547;3.65053,6.87727;7.32745;4.32127,87299061,87300815
chr12,87387720,87388413,230.96973558199343,66.18833873359841,3.489583512763842,0.1,both,both,False,3,3,"176.62391509763233,265.8354886102427,250.4498030381053","86.1301390038735,57.3438762900717,55.091000906850034",3056,693,CpG:,1251,3,3,56.0085;86.0702;58.174,22.5583;12.2574;19.772,87386945,87390001
chr12,87443393,87444025,39.35457829047041,25.50304972732964,1.5431322414862862,0.7,both,both,False,3,3,"32.27196002058099,41.104521488404224,44.687253362425984","16.336668532962154,10.325247070818559,49.847233578208204",1387,632,CpG:,1252,3,2,5.31177;11.0684;5.47115,3.69944;7.8408,87442755,87444142
chr12,87471872,87472369,71.58207357631444,23.111964971270258,3.097186832244503,0.1,both,both,False,3,3,"54.174033181818004,110.45897655327524,50.113210993850096","16.188650965690613,19.030913906026505,34.11633004209366",2152,497,CpG:,1252,3,3,15.4644;33.2773;18.877,7.68724;8.54121;13.6194,87470485,87472637
chr12,88360491,88360828,90.24232084176032,27.332961585085116,3.3015932269484916,0.1,both,both,False,3,3,"59.86610254095791,127.25176346502914,83.6090965192939","27.709397981530724,27.748509638459854,26.540977135264765",2077,337,CpG:,1259,3,3,14.2081;31.8391;10.339,6.21253;8.64622;8.93294,88359902,88361979
chr12,91588236,91588626,69.28106068604417,24.106433214651705,2.873965636854799,0.1,both,both,False,3,3,"49.30311554287991,104.45525893773824,54.08480757751438","17.443541037002543,32.20568772141304,22.670070885539527",5558,390,CpG:,1283,3,3,23.3595;26.5722;11.4823,10.5488;6.13261;9.08997,91587249,91592807
chr12,91647402,91648082,34.411327876516516,3.2211427244210817,10.682956584204469,0.2,both,neu_only,False,3,2,"31.866841324444476,57.02176060048764,14.345381704617443","9.608895647862115,0.0,0.05453252540113036",2552,680,CpG:,1284,2,0,4.05554;10.6421,,91645905,91648457
chr12,91778468,91779212,32.06096111023461,42.67733046579255,0.751241016256456,0.1,both,both,False,3,3,"26.762013964373548,36.64251339331118,32.7783559730191","44.81965738858752,44.10877750131318,39.10355650747696",5706,744,CpG:,1285,3,3,7.89077;7.63543;7.25921,8.42385;5.40057;10.0173,91774846,91780552
chr12,91848814,91849048,360.49214235471777,82.15228857195437,4.388096164101078,0.1,both,both,False,3,3,"272.6742061212145,522.5813949871533,286.22082595578553","61.5214461528609,97.22667251666779,87.70874704633441",1624,234,CpG:,1285,3,2,59.2494;117.815;63.881,10.1874;24.0743,91848566,91850190
chr12,95695187,95695876,48.44751584366816,29.84202455177361,1.6234661210607697,0.1,both,both,False,3,3,"47.075911938393205,57.68997459249924,40.57666100011201","37.46464164195571,24.72944633853768,27.33198567482744",5662,689,CpG:,1315,3,3,7.77472;11.2643;6.62515,8.01333;7.86706;8.30298,95693200,95698862
chr12,98258804,98259454,58.04234105550754,48.58762121953462,1.1945911242135818,0.7,both,both,False,3,3,"34.489941183725996,95.47082679146214,44.16625519133451","75.87521613606235,29.127720148521558,40.75992737401996",2850,650,CpG:,1334,3,3,8.25091;19.1888;6.94098,9.65291;8.81467;7.54125,98257015,98259865
chr12,98574531,98575379,24.92146576840427,17.834123809120005,1.3974034292427613,0.4,both,both,False,3,3,"31.477089985777646,13.27666977123846,30.01063754819671","27.924575435959827,11.317696155253481,14.2600998361467",4985,848,CpG:,1337,3,3,4.57279;6.52917;5.39127,6.85375;10.2745;4.86102,98572073,98577058
chr12,98628037,98628349,117.53442691346947,14.626522307736971,8.035705579261137,0.1,both,both,False,3,3,"79.25179888092207,142.50404103793994,130.84744082154643","29.158961389897684,10.411087740861936,4.309517792451299",1291,312,CpG:,1337,3,2,8.32727;25.5746;11.7468,4.07264;2.96219,98627521,98628812
chr12,98689216,98689420,14.21023926515081,13.011906151700083,1.0920951242254509,1.0,both,both,False,3,3,"23.523270304414783,4.380935068317217,14.726512422720429","5.748610138633789,17.11261280383469,16.174495512631772",5516,204,CpG:,1337,3,2,3.47385;3.02724;3.68181,6.67116;4.71524,98686280,98691796
chr12,98737306,98737722,16.835818290092945,16.40649022407033,1.0261681846732058,1.0,both,both,False,3,3,"19.29342999602809,12.260181322149649,18.953843552101095","17.02087857876995,25.422265684502758,6.77632640893828",2574,416,CpG:,1338,3,2,3.31552;5.04372;3.35043,7.24084;6.41566,98736787,98739361
chr12,98746804,98747423,24.98124769866457,18.555623772092037,1.3462898367360077,0.7,both,both,False,3,3,"25.429847295736735,19.277349404345404,30.236546395911574","12.505648157577406,9.527556779990533,33.63366637870818",2113,619,CpG:,1338,3,2,4.89079;5.15918;6.43216,5.6071;3.20933,98745445,98747558
chr12,98900593,98901570,17.17713275172098,23.51826562391169,0.7303741281949166,0.4,both,both,False,3,3,"11.992874723419176,16.610236121690882,22.928287410052878","22.649502932045763,26.38220546318919,21.523088476500128",2373,977,CpG:,1339,3,3,5.25296;9.33261;3.92841,6.80369;4.74582;6.96398,98899744,98902117
chr12,99392016,99393399,50.02167341253148,30.627822355990187,1.6332102501811803,0.4,both,both,False,3,3,"32.78470744707037,82.5389508555129,34.741361935011184","30.64633552833126,35.84597343550821,25.391158104131076",6334,1383,CpG:,1343,3,3,8.3518;22.8682;10.8818,9.55387;7.64513;8.03776,99389522,99395856
