chr,start,end,neu_signal,nsc_signal,fold_change,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr4,117681897,117682403,14.273817929237104,13.29556162917106,1.0735776590226702,1.0,both,both,False,3,3,"12.195329927287979,11.168540953180125,19.457582907243207","14.667212626534043,0.1735201748934659,25.045952086085666",2706,506,CpG:,1482,3,2,5.21967;7.4788;5.8309,4.36835;5.01186,117682002,117684708
chr4,117835339,117836733,72.93693948818206,29.63657007805223,2.4610452321605365,0.1,both,both,False,3,3,"53.454881722306354,89.17916555032652,76.17677119191333","29.282651116417583,44.64099462565101,14.98606449208809",3307,1394,CpG:,1484,3,3,9.82463;11.755;11.1887,"6.45312,5.00478;5.10915;7.77266,18.8329",117834650,117837957
chr4,117867952,117868245,20.024612512339534,20.136610203933923,0.9944381059940014,1.0,both,both,False,3,3,"16.684953941280263,27.6449184376089,15.74396515812944","27.548951836631577,11.43651506260914,21.424363712561043",4352,293,CpG:,1484,2,2,6.43824;4.71126,6.09484;4.1867,117864561,117868913
chr4,117882948,117883469,19.868785522517953,6.788850337054143,2.9266789715590535,0.1,both,neu_only,False,3,3,"16.100635641180403,20.535614772174892,22.970106154198557","7.7734506976014,6.86692580544805,5.7261745081129805",5976,521,CpG:,1484,3,0,3.49381;7.38945;3.61619,,117878359,117884335
chr4,117886857,117887462,26.403602829960334,16.871858177356767,1.564949311000957,0.7,both,both,False,3,3,"26.02631848607291,18.294007299213643,34.89048270459445","20.177601250815382,27.880829032420937,2.5571442488339757",2703,605,CpG:,1484,3,1,6.80592;9.55466;5.74987,6.06837,117886270,117888973
chr4,117891595,117891862,20.473184119885186,12.593617234802688,1.6256794007767026,0.7,both,both,False,3,3,"26.103577635782447,6.094029853158492,29.221944870714623","7.533438200538234,21.28613212325168,8.961281380618152",4602,267,CpG:,1484,3,2,11.4888;11.909;6.1565,5.59914;8.92719,117891137,117895739
chr4,117914815,117915305,54.958247760943,19.83447926341296,2.7708439949981436,0.1,both,both,False,3,3,"36.14933840211359,92.63408179394794,36.09132308676745","9.733736228425458,27.184531638310474,22.585169923502946",3502,490,CpG:,1484,3,3,6.57322;17.2982;8.37157,3.03992;4.88619;6.65905,117913543,117917045
chr4,117926606,117927224,12.005307164057891,11.619114499193008,1.0332377019687433,1.0,both,both,False,3,3,"15.329206475584504,9.080332674821738,11.60638234176743","5.650898561967068,11.07533580073141,18.131109134880546",6411,618,CpG:,1484,3,2,3.82164;3.15476;4.24406,4.94336;4.66368,117923408,117929819
chr4,117929412,117929815,22.254589994461288,14.357253451777629,1.550059004614553,0.1,both,neu_only,False,3,3,"26.185997284406287,21.058803400375766,19.518969298601814","9.841232422393452,13.796471803303623,19.434056129635806",3598,403,CpG:,1484,2,0,3.82164;5.39795,,117926610,117930208
chr4,118134376,118135144,58.95704873719316,29.912545459518014,1.97098066485122,0.1,both,both,False,3,3,"49.152417456517455,70.31398493400502,57.404743821057004","21.28805696545496,32.84302615449356,35.60655325860553",1708,768,CpG:,1486,3,3,13.214;16.8391;17.9135,6.83229;14.0278;7.40373,118133857,118135565
chr4,118212042,118212247,25.162535010196816,9.509071308518749,2.646161143796959,0.1,both,neu_only,False,3,3,"19.889655232636414,38.74618858656161,16.851761211392425","10.516053077868957,3.3264949251397677,14.684665922547522",4033,205,CpG:,1486,3,0,3.55046;6.35748;6.017,,118208374,118212407
chr4,118260835,118261067,25.832939197814984,10.007206778800972,2.5814335377319138,0.1,both,both,False,3,3,"27.058443071259095,27.111038640943534,23.329335881242333","7.796329692808157,15.179879133491948,7.045411510102809",5648,232,CpG:,1487,3,1,5.22532;12.267;6.22982,5.92127,118257700,118263348
