chr,start,end,neu_signal,nsc_signal,fold_change,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr18,32240120,32240537,60.19967069828285,26.072453221997375,2.3089377200413304,0.1,both,both,False,3,3,"50.555998002583124,75.21973791887176,54.82327617339368","39.69588235864099,17.095771136711228,21.425706170639902",1696,417,CpG:,830,3,3,9.80064;14.668;7.4284,6.67755;11.2819;4.8057,32239626,32241322
chr18,32377246,32377767,35.43226700137198,31.34278258333582,1.1304761122329465,0.7,both,both,False,3,3,"29.306019211053503,42.27026996248167,34.720511830580776","25.896424077611563,30.598319868901136,37.533603803494756",4554,521,CpG:,832,3,3,7.05292;13.8355;7.6954,7.51436;8.82795;8.71227,32374415,32378969
chr18,32559636,32559955,18.115814762967343,11.293474333929488,1.6040958014613087,0.7,both,both,False,3,3,"16.417760197175095,19.45223877309361,18.477445318633322","24.232343232306988,4.970070940975085,4.678008828506395",5140,319,CpG:,833,1,1,3.84594,4.97657,32555946,32561086
chr18,32837201,32837621,62.80866836709552,23.14268447810828,2.7139750544717103,0.1,both,both,False,3,3,"46.71797731823483,87.09922174440513,54.6088060386466","31.59944234315816,12.326055422606046,25.502555668560635",2308,420,CpG:,835,3,3,11.375;29.6196;10.2653,9.64638;5.48379;6.83555,32836647,32838955
chr18,32939145,32939664,30.765491736281053,19.094051785650162,1.6112605161887317,0.2,both,both,False,3,3,"18.338984755224995,36.74307803942828,37.21441241418987","12.133481900529858,29.89948996560585,15.24918349081477",4397,519,CpG:,836,3,2,4.56057;6.54108;5.20648,4.40297;5.66142,32937254,32941651
chr18,33213715,33214111,228.2020131576107,111.53938550547166,2.0459321353031488,0.1,both,both,False,3,3,"145.96838984407228,347.5589068155179,191.0787428132419","105.64004021239006,136.37961290074492,92.59850340327998",1740,396,CpG:,838,3,3,27.0575;85.548;30.7862,15.4403;18.0838;17.5557,33212947,33214687
chr18,33463801,33464445,28.729704182815798,17.521611628614085,1.6396724680221806,0.1,both,both,False,3,3,"29.61240481745038,25.721429750704555,30.855277980292463","16.649213770440102,11.789724909344224,24.125896206057934",9302,644,CpG:,840,3,3,12.1563;15.3011;12.6522,5.13663;6.98882;5.10114,33458275,33467577
chr18,33794657,33795151,93.70520906066508,36.550944133633834,2.563687786506134,0.1,both,both,False,3,3,"82.41795404997805,120.3449557275864,78.35271740443079","36.254906261625834,34.336786787339534,39.06113935193614",1973,494,CpG:,842,3,3,14.1948;27.9155;10.8117,9.85083;8.65153;6.70544,33794268,33796241
chr18,34005895,34007537,39.2500152757917,20.18882671991984,1.9441454335265866,0.2,both,both,False,3,3,"46.2227108810933,49.73613853167411,21.791196414607683","28.917678909588936,16.923058247775625,14.72574300239496",3985,1642,CpG:,844,3,3,9.36782;17.8729;9.27825,"8.87175;4.9516,11.6842;4.73234",34004319,34008304
chr18,34220798,34221561,34.57373100384763,16.701124679501607,2.0701438775726433,0.1,both,both,False,3,3,"35.640161577226934,34.03824102980653,34.04279040450941","24.727340191460925,13.469814852688224,11.906218994355678",4204,763,CpG:,846,3,3,10.9015;11.0025;9.15813,8.57754;6.9351;6.01278,34219614,34223818
chr18,34330875,34331538,163.8033983930811,42.96829632653131,3.812192067106432,0.1,both,both,False,3,3,"94.44476730587246,285.0897066133516,111.87572126001925","50.82538045419229,51.9790779354336,26.10043058996802",1110,663,CpG:,846,3,3,17.4145;37.3249;16.8457,12.6697;8.54635;8.58348,34330347,34331457
chr18,34372891,34373534,31.8722375722008,14.395993549647955,2.213965813632934,0.1,both,both,False,3,3,"27.664281744600924,47.273873961728846,20.678557010272627","12.281002958421514,17.786087949876592,13.12088974064576",2866,643,CpG:,847,3,2,4.87547;8.08469;3.59267,3.72215;6.35718,34372053,34374919
chr18,34409135,34409492,22.76111920241485,21.477511750828768,1.0597651844626066,1.0,both,both,False,3,3,"23.530455921548437,21.122365588233585,23.630536097462535","10.684230653431248,32.46558289519686,21.282721703858194",3486,357,CpG:,847,3,2,10.5168;16.1246;10.483,8.61104;9.61903,34407417,34410903
chr18,34506391,34506954,41.052971520934015,20.716722309062657,1.9816344935499348,0.4,both,both,False,3,3,"27.030050889859897,69.76971878125585,26.359144891686302","10.136844986696133,18.022605199702596,33.99071674078924",3772,563,CpG:,848,3,3,5.08835;13.8115;6.20424,6.60125;8.02779;4.87308,34504658,34508430
chr18,34624016,34624637,47.91759090380066,37.79926970998705,1.2676856265066998,0.7,both,both,False,3,3,"57.60368068494884,39.099266424949974,47.04982560150316","23.81126566443014,50.40183219605039,39.18471126948062",3068,621,CpG:,849,3,3,16.2766;15.7613;11.0583,7.59196;6.99366;13.2764,34623022,34626090
chr18,34651353,34651844,29.186653409566276,19.703601039399686,1.4812852407640666,0.7,both,both,False,3,3,"29.959180245661326,29.344199868756267,28.25658011428123","16.340830863960644,4.223889031998967,38.546083222239446",2859,491,CpG:,849,3,3,8.05213;17.0223;9.53422,5.27272;6.76755;7.24156,34650434,34653293
chr18,34720197,34720469,12.514421019599828,26.932226183915827,0.46466344572263973,0.4,both,both,False,3,2,"19.662426797055982,2.8006319891486693,15.080204272594827","0.0,17.19947306507474,63.59720548667273",661,272,CpG:,849,1,1,2.99762,5.82497,34719932,34720593
