chr,start,end,neu_signal,nsc_signal,fold_change,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr11,5878003,5878493,53.778363014849596,28.580024422722442,1.8816765940932265,0.2,both,both,False,3,3,"34.82953841053779,71.16934206061664,55.336208573394366","15.830518552658674,51.103617711951664,18.80593700355698",3941,490,CpG:,629,3,3,16.1997;51.1361;21.6569,7.11306;7.41252;8.86434,5877457,5881398
chr11,5902021,5902327,13.697805407464314,13.688936248335134,1.0006479071104053,1.0,both,both,False,3,3,"14.587576255214836,2.580764231685658,23.925075735492445","9.327536690046626,13.250382582900416,18.48888947205836",3731,306,CpG:,630,3,2,3.70721;3.72981;4.24067,7.74638;4.60975,5900379,5904110
chr11,5955545,5956093,46.74895098667596,36.885200098223294,1.2674175783833632,0.7,both,both,False,3,3,"34.709172870247855,57.045744663642346,48.49193542613767","36.8258483412332,36.46906921331831,37.36068274011837",1946,548,CpG:,630,3,3,10.1949;12.1907;11.6102,6.23571;8.68598;7.8122,5954998,5956944
chr11,5972162,5972405,30.044337660506752,10.980875232724435,2.73606037986578,0.1,both,neu_only,False,3,3,"19.05380589630823,51.377914971784634,19.701292113427385","15.23926972519058,7.118627815800201,10.584728157182521",2894,243,CpG:,630,3,1,3.6514;12.5465;3.78324,4.22326,5971211,5974105
chr11,6064996,6066085,13.803467395056208,13.394833797238833,1.0305068061316005,0.7,both,both,False,3,3,"14.261379126973617,6.403495598653716,20.745527459541286","13.615166945005198,13.156275159522286,13.41305928718902",6558,1089,CpG:,631,3,2,3.31324;2.76122;3.62258,4.87451;10.1859,6062432,6068990
chr11,6199825,6200401,139.1891064178577,30.52237698043493,4.560231547729029,0.1,both,both,False,3,3,"99.67069198480992,160.929981194217,156.9666460745461","20.495830978063797,44.38016216412977,26.691137799111235",2545,576,CpG:,632,3,3,23.5874;41.563;28.5971,7.58392;14.6252;8.32767,6198640,6201185
chr11,6267407,6267896,91.55764381517376,45.43280246266128,2.015232141808112,0.4,both,both,False,3,3,"67.09695028757966,163.5308246823982,44.04515647554342","76.16526901541124,33.81534578919828,26.317792583374327",1714,489,CpG:,632,3,3,14.4965;28.5961;8.87523,13.6434;6.37142;7.84106,6266783,6268497
chr11,6274191,6274450,51.39701008265845,35.59125745956937,1.4440908737502167,0.2,both,neu_only,False,3,3,"47.42600977981934,50.52764928462705,56.23737118352894","39.76502284545005,49.80794269724318,17.200806836014877",4013,259,CpG:,632,3,1,10.6226;18.7343;9.35371,9.77064,6273697,6277710
chr11,6274673,6275009,51.39701008265845,35.59125745956937,1.4440908737502167,0.2,both,both,False,3,3,"47.42600977981934,50.52764928462705,56.23737118352894","39.76502284545005,49.80794269724318,17.200806836014877",4013,336,CpG:,632,3,3,10.6226;18.7343;9.35371,9.77064;6.74794;12.475,6273697,6277710
chr11,6291320,6292275,151.63076063831258,92.73093589282188,1.6351690962503274,0.2,both,both,False,3,3,"113.92566080324548,208.87097211643984,132.09564899525242","76.86119189786199,73.47989408425168,127.85172169635196",1939,955,CpG:,9,3,3,14.8793;23.6897;14.4883,7.73429;20.8675;10.3777,6291146,6293085
