chr,start,end,neu_signal,nsc_signal,fold_change,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr2,127208233,127208604,131.22228647322206,38.046981515338764,3.4489539313472046,0.1,both,both,False,3,3,"112.58692506889798,179.68859890325746,101.39133544751067","67.88712454838539,35.78744629247865,10.466373705152256",1340,371,CpG:,1555,3,2,19.3223;28.5391;22.327,7.28644;7.91925,127207288,127208628
chr2,127247484,127248719,44.203956337719376,31.0853919555139,1.422017016899107,0.7,both,both,False,3,3,"34.63897961211236,67.67234738061265,30.3005420204331","31.556483213766004,36.81106929870992,24.888623354065775",4979,1235,CpG:,1555,3,3,14.4136;28.9637;15.6043,11.2707;9.92511;9.43047,127244089,127249068
chr2,127269730,127270849,51.48333451185827,34.16334943121316,1.5069756147744926,0.7,both,both,False,3,3,"25.96861204061056,76.69795969296308,51.78343180200115","37.58119406705396,30.37727804208512,34.5315761845004",2719,1119,CpG:,1555,3,3,8.90137;17.5003;11.9776,7.16069;7.39026;6.70756,127268970,127271689
chr2,127335968,127336736,17.194504636940064,20.103746680742614,0.8552885643655014,1.0,both,both,False,3,3,"8.736208426665959,26.030327526121077,16.81697795803315","19.13922997617778,1.7568643095926206,39.41514575645744",2539,768,CpG:,1556,3,2,3.40199;5.26625;3.08015,4.86104;7.78663,127335597,127338136
chr2,127362915,127363630,21.688571614450296,12.925109884972096,1.6780183540000224,0.2,both,both,False,3,3,"23.5732645775171,24.01966247891187,17.47278778692192","21.83672343175279,6.018375175481858,10.920231047681645",2638,715,CpG:,1556,2,3,"7.05833;10.065,5.80257",5.00252;4.23402;6.53329,127362045,127364683
chr2,127444312,127444599,21.965679437671536,24.978635687279137,0.8793786703433923,0.4,both,both,False,3,3,"18.738204397093185,27.21336273477713,19.94547118114429","25.482476945607054,28.701313557695045,20.752116558535306",3327,287,CpG:,1557,3,3,6.0159;9.33914;6.48176,5.92908;9.58001;6.48515,127442247,127445574
chr2,127482109,127482724,28.702230610910902,22.29207040859229,1.287553380409559,0.4,both,both,False,3,3,"28.014402348268508,25.41449376619779,32.67779571826642","31.611183027015937,18.837881327094614,16.42714687166633",4550,615,CpG:,1557,3,2,5.5331;12.38;6.13503,4.9925;2.53319,127480497,127485047
chr2,127584568,127584792,73.4954540722539,62.144668740421686,1.1826509910165337,0.7,both,both,False,3,3,"54.23270186556664,85.78547365426599,80.46818669692912","57.74834035360541,59.27332906605699,69.41233680160268",1138,224,CpG:,1558,3,3,6.63245;10.7457;8.40826,8.3773;8.86454;17.5965,127584084,127585222
chr2,127587174,127587659,57.677246619689384,36.30359558757255,1.5887474969403157,0.4,both,both,False,3,3,"29.394499399896617,75.74552867854487,67.89171178062666","8.392930665878191,44.01311820268086,56.504737894158616",2185,485,CpG:,1558,3,3,8.13539;17.4503;12.4399,5.74412;10.7772;6.74442,127586763,127588948
chr2,127656112,127656491,13.53281676958125,13.978705886729424,0.9681022606268957,1.0,both,both,False,3,3,"6.655464850289735,23.18266220128325,10.760323257170763","16.02211229087922,10.707521180848818,15.206484188460237",2146,379,CpG:,1558,2,2,4.76907;2.85639,7.05282;3.56064,127656061,127658207
chr2,127788653,127788974,19.246080064007554,21.613720074331905,0.8904566172698738,0.7,both,both,False,3,3,"21.26980540149183,20.073450143653226,16.39498464687761","23.769265649404872,14.989724873921958,26.082169699668885",1660,321,CpG:,1559,3,2,3.99446;8.51245;4.77891,5.76782;5.41014,127787868,127789528
chr2,127792199,127792560,166.97590357352115,45.586526297591014,3.6628345507945594,0.1,both,both,False,3,3,"163.54596992993848,197.9050423749495,139.47669841567546","11.017346045611088,89.15488463659628,36.587348210565686",921,361,CpG:,1559,3,3,19.6137;31.5507;13.2083,3.44681;5.15636;10.0323,127792002,127792923
chr2,127831452,127831991,20.1942372974609,41.110778074367836,0.49121515678760186,0.1,both,both,False,3,3,"19.0234589981062,14.965311783928456,26.59394111034805","52.752120794980975,28.60658293479318,41.97363049332936",2677,539,CpG:,1560,3,3,5.77475;5.42559;5.40779,9.05257;8.30152;11.8373,127831589,127834266
chr2,128125625,128128313,43.99327079259646,33.27378847757692,1.3221599584983645,1.0,both,both,False,3,3,"34.90741540167531,62.52199716650875,34.55039980960532","34.935275070244614,27.8149013124485,37.071189050037646",10701,2688,CpG:,1562,3,3,"6.3488,11.0164;19.9848;7.70561,12.8281","10.2781,7.35221;9.70482;7.85168",128120600,128131301
chr2,128686924,128687499,100.97574735832613,68.65036209656616,1.470869843574749,0.7,both,both,False,3,3,"88.17715876784355,121.07847816112893,93.6716051460059","24.124028864882437,164.595012985341,17.232044439475075",958,575,CpG:,1566,3,2,11.7707;13.4606;11.1973,8.54582;14.8126,128687138,128688096
chr2,128818186,128818534,189.08857781556824,68.97943672825848,2.7412311086342234,0.1,both,both,False,3,3,"174.39139065241704,201.84149896853592,191.0328438257518","59.6887982000499,80.70298153379737,66.54653045092816",3504,348,CpG:,1567,3,3,30.6934;33.9141;28.9671,11.5429;12.8174;14.2135,128816400,128819904
chr2,128863830,128864202,30.598344107903326,20.63399917145639,1.4829090499446613,0.1,both,both,False,3,3,"28.84802801562398,31.970390523399114,30.97661378468688","21.01181723306039,19.00264879502142,21.887531486287354",3476,372,CpG:,1568,3,3,7.44488;8.81984;9.18452,8.96506;8.65016;5.35412,128862516,128865992
