chr,start,end,neu_signal,nsc_signal,fold_change,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr6,29164556,29164852,47.89247338603803,25.70098469488342,1.8634489672130155,0.1,both,both,False,3,3,"44.1471816627683,60.999377839063015,38.530860656282755","27.116075444123013,24.520817094488425,25.46606154603883",2663,296,CpG:,807,3,3,8.66048;12.9493;9.16838,6.85528;8.60635;6.55064,29164083,29166746
chr6,29170251,29171278,22.101105654225563,17.65305456585354,1.2519706191231021,0.4,both,both,False,3,3,"22.895663832251348,18.498399997892832,24.909253132532513","11.842072786603655,17.75077977659841,23.36631113435856",4725,1027,CpG:,807,3,3,5.48843;6.85724;6.47197,3.7702;5.36605;7.595,29169035,29173760
chr6,29178973,29179665,30.408356150038845,7.4912912182856095,4.059160866128741,0.1,both,both,False,3,3,"27.703837033472055,37.95056207136675,25.57066934527773","2.8698545467492305,9.842652413339327,9.76136669476827",4125,692,CpG:,807,3,2,5.36221;7.99628;7.67803,4.24683;6.24764,29176235,29180360
chr6,29211959,29212553,12.009344758350524,20.964711568361455,0.5728361546587756,0.4,both,both,False,3,3,"14.66253337228738,10.162095826812346,11.20340507595185","13.450815682255888,13.348364727453276,36.0949542953752",6202,594,CpG:,807,3,2,4.05392;5.42955;3.19128,7.4601;5.39834,29210379,29216581
chr6,29215984,29216355,11.790982245718064,22.18648247663661,0.5314489242778576,0.2,both,both,False,3,3,"14.123312961003734,10.112915475179355,11.136718300971106","13.818419767787447,14.848740126963355,37.89228753515902",5937,371,CpG:,807,3,2,5.3371;5.86181;3.99929,4.4173;7.4601,29211359,29217296
chr6,29272506,29272924,53.00234039161336,27.39016349337162,1.9350866746173256,0.2,both,both,False,3,3,"44.78049771290079,54.33844212711049,59.88808133482878","8.945987594187834,25.054313576073753,48.17018930985327",2179,418,CpG:,808,3,3,10.2996;18.055;11.089,2.91264;7.47644;5.42267,29272211,29274390
chr6,29347829,29348444,172.12942234532537,63.288135848691375,2.7197739360952364,0.1,both,both,False,3,3,"129.049407163543,239.15355036028345,148.18530951214964","57.267646536067026,54.870735526911055,77.72602548309602",2453,615,CpG:,808,3,3,27.0231;49.0338;27.9636,9.96424;16.1551;12.2837,29347046,29349499
chr6,29396379,29396656,21.692145698595635,26.527824403483184,0.8177129555994569,0.7,both,both,False,3,3,"22.481243467263106,21.695296658656083,20.89989696986772","32.88881225541637,20.66091776155942,26.033743193473768",4736,277,CpG:,809,3,2,6.47456;6.39863;4.58515,7.62606;6.29181,29395492,29400228
chr6,29433165,29433739,55.04882185894775,34.144828692769806,1.6122154940143067,0.4,both,both,False,3,3,"44.151861743926034,79.27582045359443,41.71878337932276","33.47188459369416,24.229315286202706,44.73328619841255",7574,574,CpG:,809,3,3,6.17179;7.02106;5.51735,3.7408;8.76318;3.00634,29429950,29437524
chr6,29473991,29474402,22.175165304973422,29.088942496942348,0.7623228416538119,1.0,both,both,False,3,3,"31.619333378288015,5.6611705965001216,29.244991940132127","46.66514322678713,23.661719381693047,16.939964882346853",2052,411,CpG:,809,2,3,6.96757;4.04161,6.57136;6.32145;14.2818,29472800,29474852
chr6,29507708,29508070,12.907490960458382,25.86550351118999,0.4990233789523686,0.2,both,nsc_only,False,3,3,"21.83636770393426,4.41740208320413,12.468703094236753","37.0438452671167,13.845103631932322,26.70756163452094",2236,362,CpG:,810,1,3,3.48922,7.05943;5.07463;5.10564,29506172,29508408
chr6,29526398,29527188,12.395098254998615,14.186536358168013,0.8737226580230091,1.0,both,both,False,3,3,"9.904150911845313,21.07129406647261,6.209849786677921","22.335082909064006,18.205721518667346,2.0188046467726863",1777,790,CpG:,810,2,2,6.09988;2.46075,5.35273;5.68228,29526168,29527945
chr6,29609123,29609957,89.64925163926678,33.381574531204166,2.685590865567625,0.1,both,both,False,3,3,"52.656389277680475,160.95693109601447,55.334434544105406","28.141621098994698,35.58780997191285,36.415292522704945",1862,834,CpG:,810,3,3,8.94487;21.8075;9.02037,6.75819;10.7367;6.6258,29609231,29611093
chr6,29694117,29694502,23.07066075847926,7.246546844331667,3.1836764812367697,0.1,both,both,False,3,3,"19.304490974576957,23.06457010094625,26.842921199914574","8.849490913102196,4.283846465683893,8.606303154208913",5453,385,CpG:,811,3,3,6.0564;30.3992;6.92581,3.73966;7.88301;7.26968,29692059,29697512
chr6,29735416,29736541,21.049556541881383,13.388450355675333,1.572217544426904,0.2,both,both,False,3,3,"15.569130428573343,27.513160337593007,20.066378859477794","14.833985100626077,7.084705337897548,18.246660628502376",4805,1125,CpG:,811,3,3,6.06163;12.0561;4.87596,4.77091;5.56042;3.7293,29734119,29738924
chr6,29768095,29768366,186.86177147033825,81.77682314346384,2.285021162322732,0.1,both,both,False,3,3,"162.3267414280318,244.4094085421794,153.8491644408036","75.77661365420376,85.51422188230096,84.0396338938868",2388,271,CpG:,812,3,3,28.869;32.1779;24.5881,12.2269;14.9868;21.6889,29767683,29770071
chr6,29768611,29769235,186.86177147033825,81.77682314346384,2.285021162322732,0.1,both,both,False,3,3,"162.3267414280318,244.4094085421794,153.8491644408036","75.77661365420376,85.51422188230096,84.0396338938868",2388,624,CpG:,812,3,3,28.869;32.1779;24.5881,12.2269;14.9868;21.6889,29767683,29770071
chr6,29916912,29917528,31.78477330622324,28.879298745239538,1.1006075177453067,0.7,both,both,False,3,3,"28.086660005620374,28.06307215602491,39.204587757024434","41.888419299155046,40.20900669215396,4.540470244409612",2435,616,CpG:,813,3,3,8.06736;9.28088;6.95314,14.3542;4.79846;5.07211,29916454,29918889
chr6,29985114,29985527,70.16064850069682,28.540161470095313,2.4583129487270736,0.1,both,both,False,3,3,"63.78348306541443,92.22549170684815,54.47297072982788","48.55755388641357,0.5517149906158447,36.51121553325653",2500,413,CpG:,813,3,2,9.67233;22.437;10.8302,8.96701;9.22417,29984453,29986953
chr6,30047621,30048887,21.985646644486987,30.787520249013813,0.7141090437509735,0.4,both,both,False,3,3,"14.996225153519346,32.838658868904886,18.12205591103673","35.75766082427584,24.471559129582644,32.13334079318297",3791,1266,CpG:,814,3,3,8.35066;17.7772;6.85903,10.6228;5.54198;7.22394,30045854,30049645
chr6,30205724,30205932,18.74937068365248,21.28410725627215,0.8809094249479166,1.0,both,both,False,3,3,"13.405229735126365,14.642131951191454,28.200750364639617","26.215825811440173,9.434695645904815,28.20180031147147",2787,208,CpG:,815,3,2,3.72912;5.64836;4.78522,6.51489;8.37141,30203899,30206686
chr6,30303905,30304610,75.47532287597409,33.991830228091956,2.2203959707235423,0.1,both,both,False,3,3,"56.074678127211754,84.75330379552034,85.5979867051902","37.419208189083236,37.42995253253928,27.126329962653344",2574,705,CpG:,816,3,3,19.7463;50.9267;23.5137,7.43794;8.6409;7.39843,30302935,30305509
chr6,30401585,30402419,258.5322056381098,102.43721471904007,2.5238113545667917,0.1,both,both,False,3,3,"245.08662159337285,255.81909911184096,274.69089620911564","106.42694194851877,30.998216004326625,169.88648620427477",1377,834,CpG:,816,3,3,44.6193;69.6855;42.257,15.3283;22.1643;10.9338,30400946,30402323
chr6,30459849,30460176,39.5154534633405,9.915653791518146,3.985158648554474,0.1,both,neu_only,False,3,3,"39.43335576945101,36.16129024733827,42.95171437323223","10.734487770920305,6.599421285075482,12.41305231855865",5583,327,CpG:,817,3,1,8.02125;11.8951;11.5262,6.84954,30456875,30462458
chr6,30693408,30693968,77.84711266643647,19.593484094426046,3.9731123005623292,0.1,both,both,False,3,3,"62.818825828205654,78.00256493126433,92.71994723983944","16.874071521928503,17.987254651988874,23.91912610936076",3489,560,CpG:,819,3,3,13.7127;25.2049;11.7587,4.76164;8.3566;10.2333,30691928,30695417
chr6,30737907,30738499,38.171041104476984,19.693319204175946,1.9382736200397777,0.1,both,both,False,3,3,"35.87226062823241,40.750316569265514,37.890546115933034","24.634884359535324,17.771253331234842,16.673819921757676",6181,592,CpG:,819,3,3,5.97922;10.0548;6.00684,8.2437;6.41271;5.46914,30733351,30739532
