seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr3,27709973,27711161,0,72007,Fndc3b
chr8,31111750,31112293,0,68867,Rnf122
chr1,75168558,75168942,0,68818,Zfand2b
chr4,123663954,123665073,0,11426,Macf1
chr13,73763572,73763966,0,20499,Slc12a7
chr6,146724800,146725620,0,232533,Stk38l
chr17,46496688,46496998,0,381101,Dnph1
chrX,12761454,12762429,0,26896,Med14
chr13,108214190,108215029,0,74559,Elovl7
chr5,142815002,142818661,0,231861,Tnrc18
chr9,111117912,111118651,0,71268,Lrrfip2
chr5,64159356,64160492,0,57915,Tbc1d1
chr12,85177183,85177532,0,18654,Pgf
chr11,88863935,88864835,0,11640,Akap1
chr19,46304454,46305820,0,100503392,4833438C02Rik
chr19,46308960,46309322,2839,18034,Nfkb2
chr2,112454873,112455342,0,73024,Emc7
chr5,24525995,24527269,0,231044,Gbx1
chr4,107889687,107890217,0,74098,Czib
chr3,123385717,123386044,0,210529,Mettl14
chr2,104742453,104742951,0,211896,Depdc7
chr4,98382928,98383269,0,94043,Tm2d1
chr11,120823573,120824995,0,14104,Fasn
chr10,82698982,82699824,0,67933,Hcfc2
chr12,86678450,86679180,0,238328,Vash1
chr8,121906790,121908048,0,20539,Slc7a5
chr7,126377002,126377542,0,73658,Spns1
chr2,180920342,180921136,0,228994,Ythdf1
chr18,9212147,9214929,0,14370,Fzd8
chr16,35541306,35542689,0,20357,Sema5b
chr4,4792494,4793432,0,242291,Bpnt2
chr7,29983728,29984208,0,243905,Zfp568
chr9,110100923,110101134,0,72831,Dhx30
chr5,105699721,105700810,0,231549,Lrrc8d
chr11,53706712,53707411,0,19360,Rad50
chr11,58949026,58949335,106,78303,H2bc27
chr7,29281337,29282228,0,20733,Spint2
chr7,128744716,128745257,0,207352,Sec23ip
chr8,111536202,111537629,0,170737,Znrf1
chr19,12501007,12501800,0,207521,Dtx4
chr13,63431481,63431843,0,14088,Fancc
chr13,32338259,32338807,0,218138,Gmds
chr9,95637558,95638082,0,76477,Pcolce2
chr2,167661296,167661907,0,407243,Peds1
chr14,45529495,45530466,0,218952,Fermt2
chr2,157006760,157007187,0,66934,Dsn1
chr11,4135223,4135533,0,71673,Rnf215
chr13,112463722,112464553,0,16195,Il6st
chr7,102249755,102250036,52,56212,Rhog
chr7,29859939,29860162,0,233058,Zfp420
chr12,31498907,31500161,0,104836,Cbll1
chr11,5707307,5707799,0,64660,Mrps24
chr14,8080222,8080665,0,67053,Rpp14
chr3,88552932,88553220,0,83409,Lamtor2
chr3,88553384,88553676,-82,94232,Ubqln4
chr3,88554046,88554299,250,94232,Ubqln4
chr2,148395052,148395945,0,20608,Sstr4
chr11,68399534,68400614,209,18208,Ntn1
chr13,42051762,42052794,0,110521,Hivep1
chr10,71347544,71348544,0,69718,Ipmk
chr10,123196325,123197341,0,14479,Usp15
chr5,5379912,5380844,0,18647,Cdk14
chr9,103761233,103762090,0,81907,Tmem108
chr9,59603032,59603363,374,76183,Celf6
chr6,12748826,12749436,0,330267,Thsd7a
chr19,5771021,5771380,0,78891,Scyl1
chr16,20301978,20302472,0,381038,Parl
chr7,16286230,16286796,0,243846,Ccdc9
chr11,69117977,69118214,-2190,84653,Hes7
chr8,3587582,3588213,0,69697,Camsap3
chr10,80117184,80117392,566,20869,Stk11
chr14,122406527,122407139,0,328479,Gm5089
chr15,75929488,75929942,0,22122,Gfus
chr9,64737300,64737817,0,53869,Rab11a
chr11,69935339,69936437,0,53422,Ybx2
chr8,94214505,94215014,0,71805,Nup93
chr12,82616747,82617728,0,50779,Rgs6
chr2,158610743,158611614,0,22348,Slc32a1
chr9,107580721,107580925,0,109685,Hyal3
chr11,103749374,103749942,0,22412,Wnt9b
chr10,42761467,42762322,0,140740,Sec63
chr1,5083039,5083536,0,108664,Atp6v1h
chr14,27622255,27622859,0,238988,Erc2
chr2,151494132,151494799,0,386649,Nsfl1c
chr3,123267163,123268114,0,69608,Sec24d
chr2,25372155,25372991,0,72080,Sapcd2
chr9,114978046,114979085,0,74486,Osbpl10
chr7,12834896,12835208,0,65020,Zfp110
chr11,62458276,62458613,0,20185,Ncor1
chr11,62456785,62457797,0,20185,Ncor1
chr8,105707564,105708145,0,102124,Enkd1
chr12,65075474,65075975,0,104806,Fancm
chr12,65073471,65074221,0,30795,Fkbp3
chr19,5845806,5846028,-328,66961,Neat1
chr13,43615827,43616295,0,328234,Rnf182
chr12,78748531,78749539,0,56217,Pals1
chr17,28621403,28622674,0,20815,Srpk1
chr18,75000427,75000996,0,319195,Rpl17
chr3,29082389,29083018,0,75740,Egfem1
chr2,24962329,24962547,0,67228,Dph7
chr7,16895119,16895341,472,14709,Gng8
chr12,3572055,3572883,0,13528,Dtnb
chr7,44854495,44854973,1924,67605,Akt1s1
chrX,56731284,56732129,0,14199,Fhl1
chr8,84976171,84978911,0,16477,Junb
chr8,84980250,84980490,-1532,16477,Junb
chr12,35534505,35534998,0,11622,Ahr
chr9,121669388,121669638,675,22354,Vipr1
chr10,7680908,7681860,0,16798,Lats1
chr13,73467150,73467678,0,210992,Lpcat1
chr5,137530753,137531997,0,14693,Gnb2
chr15,100227623,100228623,0,11908,Atf1
chr11,84879780,84880511,0,66196,Myo19
chr3,83841390,83841674,93,24088,Tlr2
chr11,117849037,117849555,0,11799,Birc5
chr7,80861061,80861321,108,22691,Zscan2
chr14,79661295,79661614,470,16840,Cnmd
chr7,122159328,122159792,0,18817,Plk1
chr8,105851852,105852064,0,320394,Cenpt
chr5,135743837,135744365,0,215210,Tmem120a
chr2,29346776,29347180,0,68975,Med27
chr11,61854074,61855390,0,29869,Ulk2
chr7,3629691,3630056,0,68988,Prpf31
chr2,59611853,59612747,0,66860,Tanc1
chr9,107296546,107297001,0,12700,Cish
chr2,65238066,65239233,0,319876,Cobll1
chr5,99728751,99729257,0,319818,A930011G23Rik
chr13,94057450,94058115,0,218454,Lhfpl2
chr17,29263768,29264209,0,68816,Ppil1
chr7,19421190,19421537,0,100503495,A930016O22Rik
chr2,31469997,31470326,0,11898,Ass1
chr5,66745586,66746388,0,77569,Limch1
chr10,85386746,85388256,0,74007,Abtb3
chr3,144204596,144205861,0,16911,Lmo4
chr9,69453637,69454125,0,12306,Anxa2
chr17,64600623,64602201,0,17158,Man2a1
chr12,69681325,69682397,0,20663,Sos2
chr1,180568728,180569491,0,11545,Parp1
chr10,128589595,128590569,0,13867,Erbb3
chr4,137356935,137357836,0,12540,Cdc42
chr11,100850085,100850960,0,20851,Stat5b
chr2,165992468,165993539,0,17979,Ncoa3
chr2,38350967,38351995,0,16870,Lhx2
chr7,45333339,45333852,0,68667,Trpm4
chrX,20688266,20688821,0,18555,Cdk16
chr5,5514307,5515012,0,64945,Cldn12
chr9,37530325,37530590,75,69524,Esam
chr7,27838473,27838680,0,22717,Zfp59
chrX,57392570,57393038,0,19655,Rbmx
chr11,120491888,120492339,0,27376,Slc25a10
chr15,76246768,76247202,0,66168,Grina
chr1,120602843,120603990,425,13798,En1
chr11,117986791,117987358,0,74451,Pgs1
chr12,55492136,55492666,0,18035,Nfkbia
chr17,46247856,46248515,0,20016,Polr1c
chrX,73342542,73342846,0,27081,Zfp275
chr16,15886710,15888235,0,12609,Cebpd
chr5,113490503,113491106,56,320916,Wscd2
chr9,54586280,54586966,0,67834,Idh3a
chr6,127453451,127454026,0,101187,Parp11
chr3,142881150,142882528,0,109333,Pkn2
chr2,114654665,114654980,0,66632,Dph6
chr11,50225692,50225946,357,103534,Mgat4b
chr11,50225175,50225450,0,103534,Mgat4b
