seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr3,9833090,9833701,0,94212,Pag1
chr2,5063758,5064198,0,71648,Optn
chr13,25019947,25020439,0,380836,Mrs2
chr11,95712598,95713525,0,237928,Phospho1
chr2,65022421,65023052,0,50915,Grb14
chr11,72042198,72042405,-50,109212,Pimreg
chr7,5017884,5018195,2077,66056,Zfp524
chr4,41135143,41136326,0,67615,Ube2r2
chr17,33649799,33650140,-112,76936,Hnrnpm
chr5,103692195,103692992,0,17355,Aff1
chr19,5559932,5561254,0,18426,Ovol1
chr1,58423343,58424130,0,12747,Clk1
chr6,29473991,29474402,2554,668210,Spmip1
chr9,56041810,56042329,0,26611,Rcn2
chr10,81482358,81482796,0,319586,Celf5
chr1,75521431,75521985,0,71728,Stk11ip
chr5,104459460,104460421,0,18764,Pkd2
chr1,133660887,133661444,0,70579,Zc3h11a
chr14,121378358,121379532,0,223255,Stk24
chr5,108549441,108550102,0,12889,Cplx1
chr7,80370616,80371559,0,140481,Man2a2
chr2,147183909,147184553,0,100313531,Nkx2-2os
chr17,6947995,6948787,0,100037282,Rsph3b
chr12,57545269,57546149,0,15375,Foxa1
chr18,21652712,21653205,149,74644,4930426D05Rik
chr17,66519033,66519912,0,19328,Rab12
chr19,38819064,38819500,0,57753,Noc3l
chr2,4717462,4718320,0,209645,Bend7
chr3,105452012,105453070,0,56543,Kcnd3
chr4,118290455,118291235,39,19268,Ptprf
chr8,40634563,40634928,0,54384,Mtmr7
chr11,120783758,120784818,0,19719,Rfng
chr16,34745083,34745420,0,107589,Mylk
chr2,131063425,131063752,0,110751,Adam33
chr10,127040964,127042234,0,100504608,Eef1akmt3
chr18,12941420,12941956,0,64291,Osbpl1a
chr2,38925257,38926340,0,14536,Nr6a1
chr9,40871768,40872035,-2092,244813,Bsx
chr9,14860061,14860408,0,14608,Gpr83
chr13,111748762,111749041,2332,26401,Map3k1
chr19,45998014,45998666,0,100174921,4930505N22Rik
chr9,106429476,106429869,0,19944,Rpl29
chr7,131541922,131544729,0,15373,Hmx3
chr2,26388838,26389488,0,66865,Pmpca
chr10,121310231,121311024,165,74694,Tbc1d30
chr19,4148474,4148828,0,23789,Coro1b
chr10,93160440,93161666,0,237459,Cdk17
chr7,144284660,144284867,115,210274,Shank2
chr7,19577199,19577670,0,63872,Zfp296
