seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr3,9833090,9833701,0,94212,Pag1
chr2,5063758,5064198,0,71648,Optn
chr13,25019947,25020439,0,380836,Mrs2
chr2,65022421,65023052,0,50915,Grb14
chr11,72042198,72042405,-50,109212,Pimreg
chr4,41135143,41136326,0,67615,Ube2r2
chr5,103692195,103692992,0,17355,Aff1
chr1,58423343,58424130,0,12747,Clk1
chr6,29473991,29474402,2554,668210,Spmip1
chr9,56041810,56042329,0,26611,Rcn2
chr10,81482358,81482796,0,319586,Celf5
chr1,75521431,75521985,0,71728,Stk11ip
chr5,104459460,104460421,0,18764,Pkd2
chr1,133660887,133661444,0,70579,Zc3h11a
chr14,121378358,121379532,0,223255,Stk24
chr5,108549441,108550102,0,12889,Cplx1
chr17,66519033,66519912,0,19328,Rab12
chr19,38819064,38819500,0,57753,Noc3l
chr3,105452012,105453070,0,56543,Kcnd3
chr18,12941420,12941956,0,64291,Osbpl1a
chr2,38925257,38926340,0,14536,Nr6a1
chr9,40871768,40872035,-2092,244813,Bsx
chr19,45998014,45998666,0,100174921,4930505N22Rik
chr9,106429476,106429869,0,19944,Rpl29
chr10,121310231,121311024,165,74694,Tbc1d30
chr10,93160440,93161666,0,237459,Cdk17
chr5,3647295,3647986,0,67210,Gatad1
chr4,103119197,103119913,0,71148,Mier1
chr4,120951370,120951904,0,381549,Zfp69
chr18,36961681,36962396,1241,12941,Pcdha5
chr8,84716109,84716367,-2041,18032,Nfix
chr9,6168469,6168869,0,71785,Pdgfd
chr19,38836498,38837523,0,209478,Tbc1d12
chr19,28678103,28678514,0,320176,D930032P07Rik
chr19,28679626,28680390,0,226075,Glis3
chr6,48085916,48086847,0,69228,Zfp746
chr18,34372891,34373534,0,13476,Reep5
chr7,80993021,80994187,0,233410,Zfp592
chr3,117868763,117869041,0,76561,Snx7
chr5,75152823,75153393,0,18595,Pdgfra
chr12,98746804,98747423,0,75553,Zc3h14
chr14,25841984,25842552,0,11744,Anxa11
chr17,5840932,5841919,0,66616,Snx9
chr1,91494464,91494909,0,74019,Traf3ip1
chr3,30792959,30793798,0,69276,Sec62
chr6,83086319,83086720,0,16815,Lbx2
chr5,145280597,145280869,97,666311,Zscan25
chr5,3928043,3928527,0,100986,Akap9
chrX,23364638,23364890,163,67455,Klhl13
chr8,80057402,80057629,377,15245,Hhip
chr17,32787855,32788134,116,208292,Zfp871
chr15,102331667,102332028,0,60315,Myg1
chr1,43092247,43092816,0,73122,Tgfbrap1
chr10,79554454,79555255,0,70427,Mier2
chr2,37430661,37431139,0,241322,Zbtb6
chr14,24004138,24005040,0,16531,Kcnma1
chr14,24003687,24003940,0,16531,Kcnma1
chr5,62765846,62766530,0,212285,Arap2
chr1,171345438,171345901,0,18637,Pfdn2
chr18,14682100,14683310,0,268996,Ss18
chr15,75993677,75993948,0,332110,Mapk15
chr4,47056901,47057616,0,75691,Anks6
chr5,122614100,122614598,0,12589,Ift81
chr14,73552672,73553184,0,20916,Sucla2
chr6,55037878,55038424,0,353172,Gars
chr5,29434643,29435395,0,433864,Nom1
chr15,99030210,99030667,0,22146,Tuba1c
chr5,110176496,110177081,0,100504007,Gm15787
chr8,80057894,80058292,0,15245,Hhip
chr1,9699785,9700881,0,17864,Mybl1
chr9,37657022,37657336,0,21376,Tbrg1
chr4,141874632,141875032,0,27984,Efhd2
chr14,21750506,21750966,0,67630,Samd8
chr11,70764079,70764602,0,193043,Zfp3
chr9,40192289,40192752,0,80902,Zfp202
chr11,62281244,62281934,0,69747,Zswim7
chr9,69397882,69398205,0,93697,Ice2
chr12,102743358,102744050,0,320351,Lyset
chr2,25242073,25242509,0,67859,Cysrt1
chr1,155812433,155813157,0,104009,Qsox1
chr6,149309345,149309837,0,67246,Resf1
chr9,65140923,65141997,0,19289,Igdcc3
chr7,110018179,110018888,0,233726,Ipo7
chr16,11202991,11203741,0,66409,Rsl1d1
chr4,132463732,132464034,0,67219,Med18
chr14,60784515,60784965,0,70478,Mipep
chr1,135429953,135430720,0,226432,Ipo9
chr12,108422930,108423569,0,68519,Eml1
chr14,122912883,122913319,0,105245866,4930594M22Rik
chr7,45204423,45204759,133,384619,Kash5
chr3,152340151,152340487,0,215708,Miga1
chr4,62479985,62480473,0,192120,Bspry
chr11,119228093,119228487,0,207592,Tbc1d16
chr2,10047908,10048762,0,209361,Taf3
chr5,121660346,121661160,0,71985,Acad10
chr12,84417169,84417669,0,66381,Rnf113a2
chr8,104248401,104248625,0,57813,Tk2
chr5,115134440,115135067,0,106840,Unc119b
chr11,94485985,94486306,0,217116,Spata20
chr3,84039364,84040753,0,229473,Tmem131l
chr12,80168329,80168631,1520,109711,Actn1
chr2,122611032,122611442,0,67092,Gatm
chr12,54862297,54863200,0,12632,Cfl2
chr16,33251354,33251967,0,69150,Snx4
chr16,62854151,62854454,0,19128,Pros1
chrX,162888108,162888495,0,67043,Syap1
chr5,150522553,150522908,0,12190,Brca2
chr4,114907118,114909560,0,100040736,Foxd2os
chrX,105764341,105765297,62,80903,Fgf16
chr5,144014581,144014919,0,231874,Ccz1
chr4,149104062,149104416,0,13347,Dffa
