seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr11,72961075,72961596,0,53313,Atp2a3
chr9,107872344,107872863,0,19654,Rbm6
chr2,31670686,31671043,0,227715,Exosc2
chr11,116694238,116694929,0,20446,St6galnac2
chr17,23771105,23771695,0,224613,Flywch1
chr16,18591672,18591958,-1001,21380,Tbx1
chr9,70141053,70141727,0,76886,Fam81a
chr14,70599338,70599644,191,239170,Fhip2b
chr4,106678639,106679041,0,72354,Ttc4
chr9,44253261,44253463,-1790,170761,Nherf4
chr10,117792294,117793054,0,103468,Nup107
chr14,69767480,69767936,0,21933,Tnfrsf10b
chr10,81499183,81499537,595,13611,S1pr4
chr4,126148497,126149680,0,230752,Eva1b
chr4,40757483,40758008,0,74255,Smu1
chr16,18590442,18590723,0,21380,Tbx1
chr16,18588042,18589039,0,21380,Tbx1
chr5,29195493,29196293,0,56874,Rnf32
chr9,72438374,72438619,0,17427,Mns1
chr4,132638827,132639348,0,14050,Eya3
chr4,130573618,130574244,0,67149,Nkain1
chr9,110638398,110638630,0,235627,Nbeal2
chr5,135250228,135251487,0,14371,Fzd9
chr11,94979093,94979302,-2766,20391,Sgca
chr5,137778761,137779753,0,69871,Ppp1r35
chr15,89146448,89146977,0,19094,Mapk11
chr14,78731811,78733108,0,380921,Dgkh
chr11,54860578,54860923,0,75530,Lyrm7
chr15,89140089,89140792,0,29857,Mapk12
chr4,122995640,122997012,0,16918,Mycl
chr14,62555511,62555970,0,629059,Fam124a
chr6,127109179,127109769,0,319801,Tigar
chr5,142529774,142530207,0,56522,Papolb
chr6,146795952,146796187,0,272322,Bmal2
chr1,86587037,86587467,0,26895,Cops7b
chr8,105297551,105297981,0,104394,E2f4
chr9,21073089,21073581,0,100009600,Zglp1
chr2,132144516,132145099,9,54338,Slc23a2
chr7,44863502,44863797,176,84113,Ptov1
chr5,92392340,92392638,0,109979,Art3
chr2,165034047,165035034,0,228869,Ncoa5
chr9,103111653,103112627,0,270192,Rab6b
chr1,131867226,131867488,0,226422,Rab29
chr7,46100675,46100883,0,16514,Kcnj11
chr7,62348253,62348744,1684,17984,Ndn
chrX,166170285,166170559,0,237221,Gemin8
chr7,30625946,30626244,0,110323,Cox6b1
chr3,108225838,108226768,0,17306,Sypl2
chr2,181028921,181029150,-593,11438,Chrna4
chr13,22041016,22041460,0,319158,H4c9
chr13,22042605,22043584,0,319167,H2ac11
chr3,129969698,129970195,0,66815,Mcub
chr2,19909595,19910329,0,208618,Etl4
chr7,105810668,105811337,0,27397,Mrpl17
chr10,60277457,60277947,0,19156,Psap
chr2,181864189,181864721,0,67005,Polr3k
chr17,28806387,28806615,348,268936,Brpf3
chr5,139324992,139325322,300,231821,Adap1
chr7,80534669,80535136,0,12144,Blm
chr2,109693466,109694207,0,12064,Bdnf
chr3,96670062,96670418,0,213121,Ankrd35
chrX,23692796,23693484,0,72404,Wdr44
chr4,56990050,56990300,0,230235,Frrs1l
chr3,53016871,53017305,0,67542,Cog6
chr15,101052673,101054340,59,668225,Fignl2
chr12,106010171,106010924,0,22367,Vrk1
chr6,91877944,91878509,0,232236,Ccdc174
chr4,133479733,133479960,-172,100342,Tent5b
chr4,133480087,133480540,0,100342,Tent5b
chr2,160645668,160646951,0,21969,Top1
chr1,37875331,37875824,2769,623661,Lipt1
chr2,29935285,29935687,0,74412,Gle1
chr13,100669718,100669952,0,76041,Ccdc125
chr9,24774109,24774519,0,57246,Tbx20
chr4,101419138,101420526,0,11639,Ak4
chr11,53859024,53859418,0,622459,Gm12216
chr6,148211419,148212430,0,67456,Ergic2
