seqnames,start,end,distanceToTSS,geneId,SYMBOL
chr7,127611029,127612140,2220,320683,Zfp629
chrX,137570910,137571192,0,60367,Il1rapl2
chr15,102954317,102955305,0,109663,Hoxc11
chr18,37515304,37515787,1683,93892,Pcdhb21
chr18,36993686,36994023,1315,353235,Pcdha8
chr7,44852574,44852781,3,67605,Akt1s1
chr18,37309100,37309533,1645,93875,Pcdhb4
chr18,36947609,36948159,1504,192163,Pcdha3
chr18,36960437,36960908,0,12941,Pcdha5
chr18,37475092,37475418,1552,93886,Pcdhb15
chr12,86244152,86244456,2277,70373,Gpatch2l
chr16,23431240,23431460,2107,239766,Rtp1
chr15,73058048,73058500,-2238,76510,Trappc9
chr7,45240663,45241222,0,381884,Slc6a16
chr10,81031112,81031665,2247,106947,Slc39a3
chr5,127632192,127632757,0,319804,Glt1d1
chr11,67695538,67695753,212,19674,Rcvrn
chr7,30453876,30454191,2291,243911,Kirrel2
chr11,6474938,6475777,140,19291,Purb
chr7,29232164,29232722,0,52150,Kcnk6
chr10,62133624,62133888,526,11925,Neurog3
chr11,58640474,58640762,9,216781,Trim58
chr8,45044282,45044515,41,14107,Fat1
chr8,71725501,71725746,0,74015,Fcho1
chr1,171063939,171065960,0,102466998,Mir6546
chr3,102935374,102936230,0,20957,Sycp1
chr2,168755929,168756239,0,99377,Sall4
chr18,37743738,37744233,1644,93703,Pcdhgb6
chr18,46465553,46465857,0,72076,Mospd4
chrX,97072492,97072696,0,245526,Pgr15l
chr7,45832442,45834067,-1498,101612,Grwd1
chr2,173578063,173578438,0,70065,Ankrd60
chr3,121953293,121953816,63,214137,Arhgap29
chrX,49493802,49494341,0,75404,Arhgap36
chr13,54192027,54192345,0,15466,Hrh2
chr11,33680415,33680640,0,70357,Kcnip1
chr11,57831407,57831734,413,15110,Hand1
chr15,74799698,74799953,33,76486,Ly6k
chr2,168268518,168269229,102,241794,Kcng1
chr7,123982572,123983871,0,628779,Hs3st4
chr11,83853230,83853459,270,21410,Hnf1b
chr6,49395411,49395824,0,77485,Stk31
chr19,27323135,27323508,547,240595,Kcnv2
chr7,24944193,24944551,0,232974,Erfl
chr4,152158618,152158840,-27,15206,Hes2
chr6,148354554,148355538,0,66184,Rps4l
chr5,120631230,120631441,2794,546886,Cfap73
chr5,53049155,53049425,0,20531,Slc34a2
chr1,46425460,46425706,0,100101919,Dnah7c
chr15,98437490,98437734,20,258449,Or8s10
chr15,100578247,100578501,1730,19009,Pou6f1
chr18,37491259,37491518,1794,93889,Pcdhb18
chr3,40708698,40709241,0,73333,Slc25a31
chr17,26844182,26844781,228,18091,Nkx2-5
chr17,25133340,25133660,0,26373,Clcn7
chr10,33624362,33624567,52,215890,Clvs2
chr18,77441514,77441726,818,240411,Loxhd1
chr15,102936834,102937456,77,15421,Hoxc12
chr10,4712270,4712922,0,13982,Esr1
chr17,32100027,32100473,0,435518,Pdxk-ps
chrX,101059591,101059915,0,83558,Tex11
