gene,chr,cpg_start,cpg_end,mecp2_enrichment,exo_signal,endo_signal,binding_type,distance_to_gene,baseMean,log2FoldChange,padj,category
1700017B05Rik,chr9,57261524,57262813,1.9826733488469408,136.86529350288907,69.03068202459349,both,214,1745.460139,0.675641148,1.6683300000000002e-18,up-regulated
1700028E10Rik,chr5,151368422,151369010,1.6756788431329326,491.1780234114533,293.121814734572,both,253,159.029791,0.609640339,0.001748133,up-regulated
1700040D17Rik,chr3,94412490,94413511,2.625550637638848,502.26312563304754,191.2982055774524,both,592,134.5468659,0.514338302,0.029057986,up-regulated
1700052K11Rik,chr11,105180784,105182432,1.185955980686283,105.68553509935587,89.11421403532897,both,999,202.0011244,0.568738173,0.000992528,up-regulated
2700081O15Rik,chr19,7416805,7418524,7.441316212518839,205.667229898716,27.63855533416431,both,820,1267.325375,0.692087127,1.7533e-16,up-regulated
2900026A02Rik,chr5,113220579,113221436,1.1953438817529034,47.885198248832495,40.05976772024097,both,200,778.7579088,0.794256827,1.93712e-11,up-regulated
4930402H24Rik,chr2,130839643,130840396,0.3712225119641828,69.77327126625055,187.9553879883841,both,66010,2150.052749,0.795562193,3.68776e-16,up-regulated
4930412M03Rik,chr11,60115124,60115553,4.781051362312449,338.80176195466385,70.8634432638255,both,323,120.8364027,1.029123074,8.07669e-06,up-regulated
4930570G19Rik,chr3,156560893,156561148,2.0326675058640538,151.21257924523113,74.39120210708201,both,598,207.9870016,0.887199948,7.35831e-08,up-regulated
6330403K07Rik,chr11,71033181,71033484,4.340767373025862,215.6332544111677,49.67629819352749,both,29,112.588146,0.535408408,0.021937369,up-regulated
6530402F18Rik,chr2,29251508,29253279,12.21975772170053,335.027636428741,27.41688043730852,both,273,362.1207499,0.929879136,1.098e-10,up-regulated
9930014A18Rik,chr15,60822970,60825075,14.021170531599257,748.7537988795415,53.40166123734739,both,699,186.1507961,1.219880338,1.62891e-11,up-regulated
A330023F24Rik,chr1,194976273,194976831,3.624545199026808,164.1253853939186,45.28164952612161,both,102,315.5327934,0.624403905,8.08267e-06,up-regulated
A330074H02Rik,chr7,79508517,79509111,0.6800809072445549,243.6435261650436,358.25667735946325,both,1845,113.0574396,0.517700478,0.036826123,up-regulated
A930004D18Rik,chr2,18026552,18026829,3.732666785913878,338.9483497411463,90.8059489853876,both,1359,143.2732844,1.414702116,3.42785e-13,up-regulated
A930012L18Rik,chr18,44661646,44662253,1.9357773100706368,383.264558396603,197.9900045334334,both,19,202.0494362,2.008795152,1.85618e-30,up-regulated
AW011738,chr4,156203061,156203844,5.714711031570245,23.51183215388216,4.114264400070943,both,243,264.2796204,1.245924988,5.75086e-17,up-regulated
