gene,chr,cpg_start,cpg_end,mecp2_enrichment,exo_signal,endo_signal,binding_type,distance_to_gene,baseMean,log2FoldChange,padj
0610009B22Rik,chr11,51688626,51689166,0.6873895798232893,939.4022106082951,1366.6227102974008,both,292,434.3119783,-0.647453482,1.0573e-06
0610010F05Rik,chr11,23633135,23633766,4.945186751970673,277.859262251458,56.18781983121875,both,127,1746.055965,-0.581833564,1.41552e-14
0610010K14Rik,chr11,70237525,70238413,1.1700985150818268,58.67502480360586,50.14537156258388,both,499,,,
0610011F06Rik,chr17,25875044,25875794,1.0042115648621812,273.0331996394853,271.8881251650957,both,420,,,
0610012G03Rik,chr16,31948044,31948757,1.4077078413323687,32.082088698553505,22.790303326142176,both,263,984.2237761,-0.620990817,1.36771e-09
0610037L13Rik,chr4,107889687,107890217,0.9952345893618232,209.6551951997251,210.6590721833361,both,126,,,
0610038B21Rik,chr8,77517280,77518435,7.167267291681387,280.79674724918874,39.17765806991634,both,224,,,
0610040F04Rik,chr6,108659365,108660445,1.699816626514938,1048.3042314545507,616.7160710763516,both,489,,,
0610040J01Rik,chr5,63812229,63812661,3.33550088447031,199.04944593402308,59.676028527161634,both,134,,,
1110001J03Rik,chr6,38534663,38535073,0.1123556807176947,265.7290850632488,2365.070313898241,both,1161,,,
1110004E09Rik,chr16,90934297,90935370,4.550734202421284,528.8826933797178,116.21920109030278,both,443,,,
1110006O24Rik,chr5,115631431,115631827,inf,39.73792285091256,0.0,exo_only,11,,,
1110008F13Rik,chr2,156862764,156863637,5.064090043397407,173.88851837000507,34.33756447453418,both,364,,,
1110008P14Rik,chr2,32381502,32382189,0.9675072753703692,154.91392342099434,160.11654626751215,both,251,378.343364,-0.656495194,4.75187e-07
1110017D15Rik,chr4,41507017,41507326,1.065337308444965,168.69019341611195,158.34439672665084,both,2008,,,
1110020A21Rik,chr17,84958313,84958724,inf,28.96549391498096,0.0,exo_only,1014,,,
1110034G24Rik,chr2,132686949,132687166,2.174786190512858,173.96622250121706,79.99233361887053,both,18,,,
